,0
"Ответственность , добросовестность (СК) (614_4)",181.0
Дисциплинированность (СК) (593_4),141.0
"Личные установки и ценности, мировоззрение (2043_4)",84.0
Пунктуальность (СК) (612_4),45.0
Укладка плитки (250_10),44.0
"Облицовка плиткой (стены, потолки и прочие конструкции) (818_10)",42.0
Подготовка к облицовке плиткой (815_10),39.0
Командность (СК) (1371_4),28.0
Аккуратность (СК) (575_4),27.0
Коммуникабельность (СК) (617_4),26.0
Нравственность (СК) (622_4),17.0
Высокая работоспособность (СК) (586_4),14.0
Трудолюбие (СК) (597_4),10.0
Выполнение ремонтных работ (ОПТ) (8285_36),7.0
Внимательность (СК) (536_4),5.0
