,0
"Ответственность , добросовестность (СК) (614_4)",81.0
Дисциплинированность (СК) (593_4),58.0
"Личные установки и ценности, мировоззрение (2043_4)",33.0
Командность (СК) (1371_4),14.0
Укладка плитки (250_10),13.0
Подготовка к облицовке плиткой (815_10),10.0
"Облицовка плиткой (стены, потолки и прочие конструкции) (818_10)",8.0
Аккуратность (СК) (575_4),8.0
Пунктуальность (СК) (612_4),7.0
Внимательность (СК) (536_4),7.0
Коммуникабельность (СК) (617_4),4.0
Высокая работоспособность (СК) (586_4),3.0
Трудолюбие (СК) (597_4),3.0
Нравственность (СК) (622_4),3.0
Выполнение ремонтных работ (ОПТ) (8285_36),0.0
