,0
Укладка плитки (250_10),28.0
"Личные установки и ценности, мировоззрение (2043_4)",19.0
"Облицовка плиткой (стены, потолки и прочие конструкции) (818_10)",18.0
Подготовка к облицовке плиткой (815_10),8.0
"Ответственность , добросовестность (СК) (614_4)",8.0
Выполнение ремонтных работ (ОПТ) (8285_36),2.0
Командность (СК) (1371_4),2.0
Коммуникабельность (СК) (617_4),1.0
Дисциплинированность (СК) (593_4),1.0
Внимательность (СК) (536_4),1.0
Нравственность (СК) (622_4),1.0
Пунктуальность (СК) (612_4),0.0
Аккуратность (СК) (575_4),0.0
Высокая работоспособность (СК) (586_4),0.0
Трудолюбие (СК) (597_4),0.0
