,0
"Ответственность , добросовестность (СК) (614_4)",88.0
Монтаж систем вентиляции воздуха (2702_10),71.0
"Личные установки и ценности, мировоззрение (2043_4)",70.0
Монтаж систем кондиционирования воздуха (2795_10),51.0
Дисциплинированность (СК) (593_4),45.0
Пунктуальность (СК) (612_4),39.0
Техническое обслуживание систем вентиляции воздуха (2798_10),31.0
Техническое обслуживание систем кондиционирования воздуха (2799_10),27.0
Чтение схем/чертежей (ОПТ) (3032_36),25.0
Аккуратность (СК) (575_4),21.0
Монтаж воздуховодов (7150_10),21.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),20.0
"Саморазвитие, обучаемость (СК) (604_4)",13.0
Нравственность (СК) (622_4),13.0
Командность (СК) (1371_4),12.0
Коммуникабельность (СК) (617_4),12.0
Высокая работоспособность (СК) (586_4),11.0
Трудолюбие (СК) (597_4),5.0
Установка и выверка постаментов рам и площадок под калориферы (7147_10),3.0
