,0
"Ответственность , добросовестность (СК) (614_4)",226.0
Монтаж систем вентиляции воздуха (2702_10),184.0
"Личные установки и ценности, мировоззрение (2043_4)",181.0
Дисциплинированность (СК) (593_4),140.0
Монтаж систем кондиционирования воздуха (2795_10),112.0
Монтаж воздуховодов (7150_10),73.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),66.0
Техническое обслуживание систем вентиляции воздуха (2798_10),59.0
Аккуратность (СК) (575_4),59.0
Пунктуальность (СК) (612_4),57.0
Высокая работоспособность (СК) (586_4),52.0
Чтение схем/чертежей (ОПТ) (3032_36),45.0
Техническое обслуживание систем кондиционирования воздуха (2799_10),43.0
Коммуникабельность (СК) (617_4),20.0
Нравственность (СК) (622_4),17.0
Трудолюбие (СК) (597_4),16.0
"Саморазвитие, обучаемость (СК) (604_4)",14.0
Установка и выверка постаментов рам и площадок под калориферы (7147_10),14.0
Командность (СК) (1371_4),10.0
