,0
"Личные установки и ценности, мировоззрение (2043_4)",371.0
"Ответственность , добросовестность (СК) (614_4)",358.0
Монтаж систем вентиляции воздуха (2702_10),334.0
Дисциплинированность (СК) (593_4),251.0
Пунктуальность (СК) (612_4),189.0
Монтаж систем кондиционирования воздуха (2795_10),188.0
Аккуратность (СК) (575_4),149.0
Чтение схем/чертежей (ОПТ) (3032_36),144.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),135.0
Монтаж воздуховодов (7150_10),101.0
Техническое обслуживание систем кондиционирования воздуха (2799_10),85.0
Техническое обслуживание систем вентиляции воздуха (2798_10),78.0
"Саморазвитие, обучаемость (СК) (604_4)",66.0
Командность (СК) (1371_4),65.0
Высокая работоспособность (СК) (586_4),64.0
Коммуникабельность (СК) (617_4),55.0
Трудолюбие (СК) (597_4),47.0
Нравственность (СК) (622_4),46.0
Установка и выверка постаментов рам и площадок под калориферы (7147_10),6.0
