,0
"Ответственность , добросовестность (СК) (614_4)",855.0
"Личные установки и ценности, мировоззрение (2043_4)",746.0
Дисциплинированность (СК) (593_4),554.0
Внимательность (СК) (536_4),353.0
Аккуратность (СК) (575_4),292.0
"Саморазвитие, обучаемость (СК) (604_4)",286.0
Высокая работоспособность (СК) (586_4),200.0
Наладка оборудования (4078_35),119.0
Командность (СК) (1371_4),113.0
Техническое обслуживание оборудования (4130_35),95.0
Контроль за работой и техническим состоянием оборудования (4119_35),88.0
Эксплуатация станочного оборудования (3579_35),83.0
Подготовка станков к работе (3512_35),82.0
Выполнение ремонтных работ (ОПТ) (8285_36),65.0
Нравственность (СК) (622_4),63.0
Ремонт оборудования (4132_35),60.0
Чтение схем/чертежей (ОПТ) (3032_36),20.0
Работа на станках с ЧПУ (3542_35),14.0
Составление и корректировка управляющих программ (3667_35),5.0
