,0
"Ответственность , добросовестность (СК) (614_4)",637.0
"Личные установки и ценности, мировоззрение (2043_4)",595.0
Дисциплинированность (СК) (593_4),345.0
Внимательность (СК) (536_4),294.0
Аккуратность (СК) (575_4),248.0
"Саморазвитие, обучаемость (СК) (604_4)",245.0
Техническое обслуживание оборудования (4130_35),223.0
Наладка оборудования (4078_35),221.0
Подготовка станков к работе (3512_35),176.0
Ремонт оборудования (4132_35),159.0
Выполнение ремонтных работ (ОПТ) (8285_36),143.0
Контроль за работой и техническим состоянием оборудования (4119_35),127.0
Эксплуатация станочного оборудования (3579_35),114.0
Высокая работоспособность (СК) (586_4),106.0
Командность (СК) (1371_4),96.0
Чтение схем/чертежей (ОПТ) (3032_36),58.0
Нравственность (СК) (622_4),41.0
Работа на станках с ЧПУ (3542_35),25.0
Составление и корректировка управляющих программ (3667_35),22.0
