,0
"Ответственность , добросовестность (СК) (614_4)",524.0
"Личные установки и ценности, мировоззрение (2043_4)",395.0
Дисциплинированность (СК) (593_4),354.0
Наладка оборудования (4078_35),190.0
Техническое обслуживание оборудования (4130_35),154.0
Подготовка станков к работе (3512_35),154.0
"Саморазвитие, обучаемость (СК) (604_4)",147.0
Контроль за работой и техническим состоянием оборудования (4119_35),145.0
Внимательность (СК) (536_4),144.0
Ремонт оборудования (4132_35),137.0
Аккуратность (СК) (575_4),109.0
Выполнение ремонтных работ (ОПТ) (8285_36),107.0
Эксплуатация станочного оборудования (3579_35),93.0
Командность (СК) (1371_4),72.0
Высокая работоспособность (СК) (586_4),68.0
Чтение схем/чертежей (ОПТ) (3032_36),35.0
Нравственность (СК) (622_4),23.0
Работа на станках с ЧПУ (3542_35),17.0
Составление и корректировка управляющих программ (3667_35),13.0
