,0
"Ответственность , добросовестность (СК) (614_4)",453.0
"Личные установки и ценности, мировоззрение (2043_4)",361.0
Дисциплинированность (СК) (593_4),259.0
Внимательность (СК) (536_4),216.0
"Саморазвитие, обучаемость (СК) (604_4)",168.0
Аккуратность (СК) (575_4),128.0
Высокая работоспособность (СК) (586_4),94.0
Контроль за работой и техническим состоянием оборудования (4119_35),69.0
Подготовка станков к работе (3512_35),60.0
Эксплуатация станочного оборудования (3579_35),57.0
Командность (СК) (1371_4),53.0
Техническое обслуживание оборудования (4130_35),51.0
Наладка оборудования (4078_35),39.0
Выполнение ремонтных работ (ОПТ) (8285_36),38.0
Ремонт оборудования (4132_35),32.0
Нравственность (СК) (622_4),21.0
Чтение схем/чертежей (ОПТ) (3032_36),9.0
Составление и корректировка управляющих программ (3667_35),4.0
Работа на станках с ЧПУ (3542_35),1.0
