,0
Знание 1С (2742_8),18.0
Пользователь ПК (922_8),14.0
"Бюджет доходов и расходов (БДР): формирование, анализ, контроль (3108_8)",13.0
"Личные установки и ценности, мировоззрение (2043_4)",10.0
Знание компьютерных офисных программ (1027_8),8.0
"Ответственность , добросовестность (СК) (614_4)",7.0
Дисциплинированность (СК) (593_4),5.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),4.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",4.0
Внимательность (СК) (536_4),2.0
Формирование бюджета (3098_8),2.0
Стрессоустойчивость (СК) (601_4),2.0
Компьютерные программы для ведения бухгалтерского учета (129_8),2.0
(О) Анализ финансово-хозяйственной деятельности (1217_8),1.0
Государственные закупки (3244_8),1.0
"Саморазвитие, обучаемость (СК) (604_4)",0.0
Бизнес-план (3397_8),0.0
(О) Работать с программой 1С (847_8),0.0
Составление управленческой отчетности (1587_8),0.0
Анализ экономической эффективности деятельности компаний (3070_8),0.0
"Многозадачность, интенсивность (СК) (627_4)",0.0
(О) Ведение управленческого учета (652_8),0.0
Бюджетирование (2871_8),0.0
"Анализ себестоимости продукции, выполняемых работ (2855_8)",0.0
"Методическая работа: разработка, актуализация, внедрение, реализация (3833_8)",0.0
