,0
Знание 1С (2742_8),4305.0
"Личные установки и ценности, мировоззрение (2043_4)",2745.0
Пользователь ПК (922_8),2535.0
"Ответственность , добросовестность (СК) (614_4)",2472.0
Знание компьютерных офисных программ (1027_8),2416.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",1968.0
Внимательность (СК) (536_4),1679.0
Компьютерные программы для ведения бухгалтерского учета (129_8),1629.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),1513.0
Дисциплинированность (СК) (593_4),1261.0
(О) Анализ финансово-хозяйственной деятельности (1217_8),1245.0
(О) Работать с программой 1С (847_8),801.0
Формирование бюджета (3098_8),734.0
"Саморазвитие, обучаемость (СК) (604_4)",727.0
Стрессоустойчивость (СК) (601_4),609.0
"Бюджет доходов и расходов (БДР): формирование, анализ, контроль (3108_8)",601.0
(О) Ведение управленческого учета (652_8),594.0
Бюджетирование (2871_8),591.0
"Многозадачность, интенсивность (СК) (627_4)",570.0
"Анализ себестоимости продукции, выполняемых работ (2855_8)",497.0
Государственные закупки (3244_8),445.0
Составление управленческой отчетности (1587_8),325.0
Анализ экономической эффективности деятельности компаний (3070_8),257.0
Бизнес-план (3397_8),175.0
"Методическая работа: разработка, актуализация, внедрение, реализация (3833_8)",86.0
