,0
Знание 1С (2742_8),2924.0
"Ответственность , добросовестность (СК) (614_4)",2351.0
"Личные установки и ценности, мировоззрение (2043_4)",1837.0
Пользователь ПК (922_8),1682.0
Дисциплинированность (СК) (593_4),1356.0
Знание компьютерных офисных программ (1027_8),1278.0
(О) Анализ финансово-хозяйственной деятельности (1217_8),1261.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",1042.0
Компьютерные программы для ведения бухгалтерского учета (129_8),996.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),913.0
Внимательность (СК) (536_4),730.0
"Саморазвитие, обучаемость (СК) (604_4)",545.0
Формирование бюджета (3098_8),514.0
Государственные закупки (3244_8),455.0
Бюджетирование (2871_8),429.0
(О) Работать с программой 1С (847_8),392.0
Стрессоустойчивость (СК) (601_4),366.0
"Бюджет доходов и расходов (БДР): формирование, анализ, контроль (3108_8)",340.0
(О) Ведение управленческого учета (652_8),324.0
"Анализ себестоимости продукции, выполняемых работ (2855_8)",312.0
"Многозадачность, интенсивность (СК) (627_4)",304.0
Анализ экономической эффективности деятельности компаний (3070_8),276.0
Составление управленческой отчетности (1587_8),205.0
Бизнес-план (3397_8),129.0
"Методическая работа: разработка, актуализация, внедрение, реализация (3833_8)",90.0
