,0
"Ответственность , добросовестность (СК) (614_4)",2677.0
Дисциплинированность (СК) (593_4),1704.0
"Личные установки и ценности, мировоззрение (2043_4)",1359.0
Знание 1С (2742_8),1203.0
Пользователь ПК (922_8),782.0
(О) Анализ финансово-хозяйственной деятельности (1217_8),751.0
Знание компьютерных офисных программ (1027_8),499.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),425.0
"Саморазвитие, обучаемость (СК) (604_4)",404.0
Государственные закупки (3244_8),389.0
Внимательность (СК) (536_4),362.0
Компьютерные программы для ведения бухгалтерского учета (129_8),338.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",337.0
Формирование бюджета (3098_8),222.0
Анализ экономической эффективности деятельности компаний (3070_8),181.0
Стрессоустойчивость (СК) (601_4),166.0
"Анализ себестоимости продукции, выполняемых работ (2855_8)",150.0
(О) Работать с программой 1С (847_8),149.0
Бюджетирование (2871_8),100.0
"Многозадачность, интенсивность (СК) (627_4)",97.0
(О) Ведение управленческого учета (652_8),92.0
"Бюджет доходов и расходов (БДР): формирование, анализ, контроль (3108_8)",81.0
Составление управленческой отчетности (1587_8),41.0
Бизнес-план (3397_8),36.0
"Методическая работа: разработка, актуализация, внедрение, реализация (3833_8)",21.0
