n_bundle,experience_id,is_vahta,industry_id,is_parttime,mape,rmse,coefs
811,2.0,False,0,True,0.210557457379435,17416.8396380423,"[1.05975175 1.42825622 1.37073696 1.25422572 0.74747659 0.88281481
 1.38337174 0.72637791 0.72433015 0.51947739 1.15204989 0.74766395
 1.26991923 1.06377081 0.63189881 0.5015962  0.72160731 1.26995068
 0.73678234]"
811,2.0,False,1,False,0.3892717397496157,18506.835140556173,"[1.25349727 1.22508682 0.88135698 0.58166741 0.52708216 1.01342428
 1.18139841 0.78273693 1.49098159 0.74285709 0.7013787  0.99265984
 0.69600826 1.42338503 0.78217898 0.59982591 0.6973532  1.16553339
 1.28768246]"
811,2.0,False,2,False,0.2292765922767319,14693.459528036246,"[0.83003514 0.51523337 0.6595598  0.62532408 0.55416586 1.37077997
 1.18846994 1.02266881 1.12652658 1.10126555 0.89189481 0.63533713
 1.35686835 1.48109298 0.71476323 0.80502456 1.11008974 0.84038794
 0.87064337]"
811,2.0,True,0,False,0.1478605353361958,13479.329761785086,"[1.44287994 1.37727147 1.33025428 0.77073687 0.61171641 0.78511392
 1.11506672 1.07002988 0.85518154 0.65260397 1.16527448 1.10949389
 0.88193829 1.30948353 0.80780105 1.16193398 0.81494392 0.68297181
 0.54355697]"
811,2.0,True,1,False,0.2049318661992739,16418.42119836656,"[1.45738212 0.51130872 0.75038947 0.51204695 0.60451408 0.57656019
 1.02936702 1.12919248 1.00970819 0.65428572 0.94195822 1.20832837
 0.92333001 1.41188565 0.89579124 0.65068168 1.4950752  0.69190432
 1.04220912]"
811,2.0,True,2,False,0.0930630747144773,9456.705948014189,"[0.92010601 1.26834962 1.4850066  0.57419169 0.83346105 1.28930289
 0.95998211 0.70417718 0.86094519 0.5434126  1.18721671 1.08149172
 1.06380303 0.82557216 1.33973424 1.22099917 1.25441677 0.56911997
 0.72492077]"
954,0.0,False,0,False,0.2435158126131239,7704.136672266018,"[1.15443067 0.9836237  1.45262544 0.50102096 1.19855052 0.86000477
 1.4225497  0.5190091  1.40232113 1.10597489 1.12458125 0.74805292
 0.58148015 0.52735892 0.71203588]"
954,0.0,False,1,False,0.3979550669490213,12021.919917386092,"[0.53698999 1.38890084 1.01866599 0.54840149 0.59108543 0.89849285
 1.21275999 0.90895851 0.52763564 0.52001003 0.57299899 1.28063373
 0.51576375 0.9200223  0.6337208 ]"
954,0.0,False,2,False,0.9201664255025044,15804.929233721525,"[0.57895222 0.92179057 0.66425685 0.60669192 0.52283539 0.91032195
 0.55386198 0.93064537 1.4434647  1.42212956 0.83288334 1.38973272
 0.59252727 1.20982588 1.34599232]"
954,0.0,True,0,False,0.4675325522022262,42077.92969820036,"[0.70357703 1.29320895 1.08746292 0.89917631 1.04422592 0.84613399
 1.4418431  0.76887941 0.82677431 0.99518752 0.65349579 1.35485102
 1.4997016  0.97616228 1.31750231]"
954,0.0,True,1,False,0.506875,50687.5,"[0.72099529 0.93260263 1.29293019 1.06255319 1.41975376 0.85297413
 0.96395016 0.82991453 1.49954262 0.50768393 1.14088296 0.76024241
 0.96730719 0.53445336 0.73378603]"
954,1.0,False,0,False,0.4526201186328988,27066.12745714564,"[0.65585942 1.33386402 0.85270531 0.5996034  0.58242352 1.11709898
 1.11609925 1.37228958 0.95908792 1.37015678 0.62780828 0.79109778
 0.62992749 0.99210231 1.28291378]"
954,1.0,False,1,False,0.3996868079758429,20945.67751328026,"[1.02052241 1.18541914 0.64379217 0.54369662 0.5596438  1.39530494
 0.72623963 0.86916471 1.09334579 1.4381938  1.31156409 0.72093017
 1.11418868 0.931987   0.65857536]"
954,1.0,False,2,False,0.5133084001078807,26338.37460513339,"[0.54724201 1.21106904 0.63880093 0.50166883 0.58388669 1.08320575
 0.76390148 0.64754087 0.95273244 0.7646786  1.21398389 1.15492551
 0.93031702 0.63898498 0.52851385]"
954,1.0,True,0,False,0.2046380711832707,22316.755254697397,"[0.74152909 0.66913244 0.68425052 1.26821728 0.514564   0.74423357
 1.13677128 0.61103961 1.29047582 1.02934488 1.29251042 0.69654695
 1.11817257 0.78947587 0.84631344]"
954,1.0,True,1,False,0.1546434573723789,18331.34400039501,"[1.14997868 0.92818365 0.50023667 0.56832985 0.51255616 1.21684394
 0.89136855 1.25982331 0.94328756 0.88405428 0.51310851 0.6346825
 0.54550515 0.89787034 1.25881892]"
954,1.0,True,2,False,0.1386759766977189,15444.354274248451,"[0.54125324 0.71202335 0.92270666 0.51102642 0.64790626 0.760359
 1.33388511 0.55995879 1.02720519 1.1442727  0.85328021 0.55216038
 1.15518451 1.4312388  1.47706351]"
954,2.0,False,0,False,0.8560851668005693,36091.17706128912,"[0.94949693 1.11515213 1.08570851 0.55774859 0.55245429 1.28491839
 0.71847005 0.87732691 0.7186551  1.08289048 0.88417625 1.07665388
 1.33065267 0.53418802 1.04902536]"
954,2.0,False,1,False,0.5532640499555991,32685.24465760548,"[0.95084629 1.1855508  1.08466448 0.5486076  0.53526749 0.82188824
 1.11462381 1.08940845 0.51991141 1.17932832 0.74026695 1.3835842
 0.6196929  1.42598587 0.94832041]"
954,2.0,False,2,False,1.3123706783934006,35515.771494693014,"[0.65815961 1.12322861 0.55658752 0.53916789 0.87844029 0.89645881
 0.99933734 0.91991254 1.01516449 0.53706928 1.08373445 1.46182926
 1.23071995 1.21510878 0.89539925]"
954,2.0,True,0,False,0.2298700126437719,24030.99743838544,"[0.55889915 0.53925538 1.36612129 1.32425286 1.33696047 0.66349386
 1.43086416 0.55734018 0.79558663 1.08140066 1.25980628 1.37639305
 0.94830846 1.201636   1.08509785]"
954,2.0,True,1,False,0.1951253874868738,20736.88767939034,"[0.74644347 0.50783068 0.73607005 0.89110628 1.27065119 0.76936386
 0.50773166 0.62829236 1.25025596 0.65435358 1.19147076 0.79109684
 1.25559372 1.15290922 0.81004325]"
954,2.0,True,2,False,0.1376884150607033,15580.736863429463,"[0.59772271 0.58383126 1.49473962 1.41401033 1.46927363 0.73209653
 1.406488   0.68957124 1.48804104 0.7743259  1.06323942 0.80870088
 1.14013477 1.43053172 1.22889962]"
876,0.0,False,0,False,0.2041419771225769,6704.433065757886,"[0.63158676 1.2030301  0.54406961 1.05713233 0.54309448 0.93897679
 1.30286157 0.6591417  0.86314549 0.501692   0.83148384 1.15433893
 1.002088   0.72432748 0.52730569]"
876,0.0,False,1,False,0.3431702358665089,10570.195231348516,"[0.5600054  0.8024928  1.4674689  0.75806516 0.5858295  0.55559335
 0.66813157 0.57637566 0.88833908 0.51319727 1.11381801 1.45476194
 1.04580907 0.9288335  0.88652043]"
876,0.0,False,2,False,0.1794327650473359,6126.79598929846,"[1.23831831 0.64134104 0.55443054 0.62324732 0.65135354 0.59777765
 0.587945   0.61131272 1.21724447 0.60617395 0.74358883 1.37321131
 1.08701317 1.24779029 0.53919032]"
876,0.0,True,1,False,0.5484600942071337,19681.237176769715,"[0.99793503 0.83861077 0.74831148 1.46928126 0.50058118 0.58728896
 0.61852713 0.64801063 1.17482647 1.32603123 0.9319834  1.18394364
 0.73122758 0.80873716 0.83092684]"
876,1.0,False,0,False,0.2813962611786226,7063.711296257382,"[1.31974162 0.53031185 0.92417866 1.35152116 0.52447647 0.58747761
 1.48828236 1.39383963 0.77361164 1.45904793 1.29050205 0.81627625
 0.59319385 1.14340985 0.94168675]"
876,1.0,False,1,False,0.6080865845871711,29996.82878866771,"[0.69531181 1.21379923 0.85107207 1.10211529 0.50590483 0.53650324
 0.82497705 0.7261895  1.45762054 1.41856715 0.58648642 1.42595521
 1.03214182 0.79689622 1.14707112]"
876,1.0,False,2,False,0.3854733834374848,17346.302254686816,"[0.67757614 1.07794017 0.5909846  1.05598162 1.11402415 1.49926426
 1.30208652 1.14550744 1.22086013 0.53257504 0.63688638 0.93683399
 0.72628692 1.24401977 1.1547145 ]"
876,1.0,True,0,False,0.1685572039602577,10706.574605900074,"[0.79414632 1.45343092 1.01158902 0.724716   0.87698489 1.48990099
 1.35604571 1.44289935 0.94805898 1.00593679 0.99950948 0.82995742
 0.50739762 0.65007309 0.58922831]"
876,1.0,True,1,False,0.3449871028099013,21094.81336996877,"[1.41998397 1.4703326  1.44118532 1.23054582 0.63793817 0.59164295
 0.69749874 1.32171408 0.7340397  0.99254682 1.05623132 0.63558766
 1.30038222 0.99040236 0.85782868]"
876,2.0,False,1,False,0.209418531153129,6918.770879865585,"[0.91030266 1.47810898 1.4654896  1.26522312 0.55906707 0.61766125
 1.48278675 0.55728122 1.26411761 1.08405324 0.87566034 0.5881498
 0.62560326 0.97250266 1.2186624 ]"
876,2.0,True,0,False,0.2059389578676398,23682.980154778576,"[0.55087857 1.44008428 1.41739277 0.64122594 0.69374786 0.60869648
 0.84354711 1.41198994 0.62708586 1.0468976  1.08657474 0.60663515
 0.96406661 1.44813355 1.03666743]"
876,2.0,True,1,False,0.2954206477219502,31199.33725235986,"[1.45112924 1.39358858 1.19707664 0.86209903 1.47346688 0.53560369
 0.64796508 0.68792552 0.81013621 1.42986479 0.53952183 1.10964148
 1.22555378 0.78362715 0.79383173]"
829,0.0,False,0,False,0.3373498869927833,10028.580871282702,"[0.57508402 0.5318215  0.78291443 0.57560318 1.05255773 0.66231026
 1.3397685  0.80209035 0.62498038 1.27954641 0.72159602 0.85828195
 0.94365251 0.94850758 0.74795284 1.33840557 0.64734309 0.68730747
 0.85670858 0.70488116]"
829,0.0,False,1,False,0.3513610461586133,8643.753734245514,"[0.54908725 0.74139493 1.33042741 0.54491294 0.60142587 0.78240628
 0.72973038 1.13664669 0.75486368 1.32118445 0.69174257 0.67444226
 1.02433446 1.35143499 1.07629282 1.25894909 0.98702327 0.50863121
 0.84191328 0.70023117]"
829,0.0,False,1,True,0.4025794615265447,6943.991606611386,"[0.5953898  0.74039084 0.65478876 1.43126714 1.23139847 1.32222492
 0.5100389  0.68548992 1.02554816 1.17952225 1.20280254 0.62139269
 0.63062217 1.06558762 0.90125108 1.49586774 1.1447964  0.84686895
 0.87777595 1.20647361]"
829,0.0,False,2,False,0.6163969003845223,15004.601657414842,"[0.65003489 1.12391094 0.79492317 0.63010312 0.5619004  1.03501532
 1.34975532 0.99138651 0.66545892 1.07650832 1.15902995 1.40461543
 0.71660286 0.77104796 1.00874259 1.29832051 0.69762762 1.10026268
 1.01652191 0.72497388]"
829,1.0,False,0,False,0.4189827730707723,13608.050105931186,"[0.63628918 1.3875009  0.63875401 0.60224242 0.77546432 0.55666404
 1.48387536 0.78612631 0.66749111 1.07086133 1.26847444 0.80206018
 0.94791556 1.19310232 0.96096037 1.19952658 1.1053066  0.73399503
 1.19096883 0.75926832]"
829,1.0,False,1,False,0.5085029491924733,17024.219577055694,"[0.53244488 0.6082866  0.5150983  0.60288236 0.62558901 0.52522389
 0.71500556 0.81838052 0.96197474 1.13402523 0.87812037 0.86476685
 0.66439596 0.76545545 0.51063871 0.90155326 1.29749881 1.06911642
 0.86782072 1.3951113 ]"
829,1.0,False,2,False,0.4982214151848704,15142.287949328062,"[0.54230256 1.06378682 0.61954511 0.54440962 0.88331277 0.55650265
 0.92887589 0.71028874 0.74490418 0.56741379 0.83193276 1.05325444
 0.65490261 0.54416863 0.82720053 1.38075246 0.7990138  1.49218273
 0.52780692 0.65415405]"
829,2.0,False,0,False,0.5470164422376579,9108.934148210195,"[0.50289101 0.51195164 1.08410099 0.63850687 1.43116494 0.55643394
 1.38281418 0.79633474 0.5567794  1.24942562 0.57547114 0.8275626
 1.28925268 0.8312863  1.13610654 1.23643844 1.1455064  1.29767831
 1.06468347 0.9652632 ]"
829,2.0,False,1,False,0.4546503174126927,11491.01205408152,"[0.65084024 1.01150399 0.88452181 0.59664051 0.50927993 0.66436053
 0.98813029 0.58726735 0.86381553 0.95945143 0.89511986 0.71083111
 0.63639166 0.98417453 0.53831761 0.63490401 0.53457185 1.34111725
 0.56777158 0.81982047]"
829,2.0,False,2,False,0.4761785432889496,37421.12343803159,"[0.67473877 0.69402051 0.76881823 0.54699884 1.11895898 0.58071343
 1.38793911 1.30896797 0.62139765 1.1092786  0.54935142 1.1036878
 0.82925144 0.51235983 1.45677259 1.44667679 1.49662892 1.37764806
 1.12855223 0.75070311]"
336,0.0,False,0,False,0.5485379047753184,16370.39466644,"[1.48963882 0.64910158 0.74961412 1.47003121 1.10796834 1.3032355
 0.6288538  0.86641008 1.15977672 0.91438256 1.06981481 0.54035348
 0.51784049 0.76146603 1.26327395 0.84801871 1.3592589  0.91775211
 1.01807268 1.10912459 1.03127206 1.43165597 0.51326758 0.96766585]"
336,0.0,False,0,True,0.333855198150887,8569.571066113029,"[1.02521476 1.39069497 0.76790829 1.35724738 0.93421499 0.66581988
 0.82104408 0.87328785 0.54242816 1.18313919 1.34606704 0.66364636
 0.53687564 0.9354318  1.41103839 0.66238405 1.37956509 0.99762192
 1.41576384 0.55101916 0.93014126 0.77152748 1.06886457 0.72072194]"
336,0.0,False,1,False,0.4822182293853694,12944.654453487054,"[1.49565501 1.43990399 0.79079101 1.25188871 1.08691889 1.14046482
 0.97718302 1.18132811 1.30011075 1.47633977 0.83549622 0.51338685
 0.59761442 1.03495792 0.69246458 0.96807122 0.92698613 1.10758319
 1.20893697 0.59915619 1.11954218 1.0687335  0.85589161 0.93702611]"
336,0.0,False,1,True,0.6697894804406455,11164.178576840795,"[1.19361457 1.23881078 1.42929288 0.50845882 1.12343889 1.22060515
 1.4500584  0.68270713 0.54598084 0.88759965 0.75282937 0.56284255
 0.54664896 1.09574431 1.33750648 0.94636337 0.68599746 0.64677517
 0.58423818 0.73281066 1.48311489 1.33677574 1.261417   1.37952702]"
336,0.0,False,2,False,0.5252090050682253,16467.70173669083,"[1.00941006 0.65074179 0.60103279 0.53664634 0.96137548 1.43792928
 0.57045136 0.61729969 0.95134101 0.66830058 0.58326017 0.51023869
 0.54964245 1.02270842 0.76698491 0.924034   0.87970414 1.32691283
 1.33998779 0.50486077 1.40097459 0.99431909 0.70824273 1.27974584]"
336,0.0,False,2,True,0.3313411909355529,5951.319086795376,"[1.0819808  0.68968774 1.00291732 0.7266125  0.67195048 1.24390002
 1.47803215 0.51332007 0.69878829 0.5080232  0.53583729 0.52049411
 0.59010501 1.38963168 1.37913349 1.25734202 1.1254584  1.41351393
 0.52578285 1.17960501 1.27498895 1.2491577  0.55742241 1.2316139 ]"
336,0.0,True,0,False,0.483303321040203,23799.149374433226,"[0.76891785 1.25004512 0.53113297 0.54558779 1.06257435 0.62791702
 0.51655741 1.18090827 1.35487815 0.78968765 0.78075692 0.52031021
 0.57180354 1.3413263  0.9887012  0.91909314 1.24682151 0.86692688
 0.53033237 1.05934525 0.81453157 0.69762366 0.56424267 0.70461949]"
336,0.0,True,1,False,0.3446496157233635,15541.201754243828,"[1.27717401 1.22516725 0.66070903 1.36230336 0.87632808 0.74320557
 0.59995304 0.75918315 1.46180255 0.99536933 0.51342557 0.54112645
 0.63417048 0.88615722 0.54514536 0.58196741 0.51364556 0.55693314
 1.42504099 1.13504357 0.94291331 1.38428854 1.22230397 0.72553966]"
336,0.0,True,2,False,0.4490244096038431,14721.382363661642,"[1.42574096 0.88153867 1.2160991  1.04540304 1.12481605 1.31319811
 0.81070206 1.13260497 0.55547478 1.06840548 1.39170587 0.50198204
 0.57895647 0.92606099 1.10685551 1.00644416 0.55871027 0.74439289
 0.99139284 0.59233699 0.73098263 1.03760299 0.69152297 0.72624111]"
336,1.0,False,0,False,0.5276015989943064,20001.17065770417,"[1.31772761 0.59272764 1.07646839 0.53963001 1.29345088 0.98279587
 0.76327336 0.61389102 1.40514472 1.22299379 1.39853949 0.57044671
 0.5679997  1.05804547 0.54343951 0.63927615 1.10347835 0.99397062
 0.87991    0.52383476 0.74168964 0.61764724 0.53440263 0.68932515]"
336,1.0,False,0,True,0.4121021185250011,16775.290170197884,"[1.35428912 1.38370922 0.96176261 0.75284152 1.2183742  1.46276236
 0.65965882 1.09091932 1.45690236 0.6558916  0.95428945 0.52851722
 0.87328121 0.62502308 0.70761409 0.50961639 0.84257631 0.92843467
 0.75177256 1.35289784 1.12110328 1.28489899 0.76391766 0.77128044]"
336,1.0,False,1,False,0.3603789763700238,15746.408760331567,"[1.2563374  0.84908333 1.2964379  0.94257433 0.50638872 1.05721721
 0.52220015 1.15553554 1.36384155 1.37474365 1.22186251 0.50381527
 0.74364207 1.24095536 0.6512161  0.67085381 0.52461294 0.58894642
 0.81804127 1.30310288 1.01429164 1.46385169 0.66636955 1.28114058]"
336,1.0,False,1,True,0.4222114813817962,12395.110759770909,"[0.64590262 0.67870714 0.83175814 0.9665697  1.46500193 1.19348196
 0.93679431 1.26669633 0.55193411 1.13006099 1.32024475 0.51399648
 0.73208948 0.54525497 0.90348716 0.58704012 0.56000147 1.06258807
 1.29137737 0.94792888 1.03678393 0.71294736 1.18319819 0.95480552]"
336,1.0,False,2,False,0.4177790540618891,18987.124642147253,"[0.54842766 0.53661069 0.94137427 0.82657135 1.19914754 1.11848527
 0.75171012 0.92278461 1.00553642 1.1484855  1.12855934 0.52162118
 0.51564093 0.76606796 1.19687686 0.74161105 0.71040058 0.56149749
 0.91824948 0.57190343 0.689501   0.74826512 1.4134045  1.30701616]"
336,1.0,False,2,True,0.8117368954162472,23727.8717186966,"[0.86135191 0.64541421 1.20815734 1.42140265 1.08546553 1.33958096
 0.62413291 0.62415101 0.70777562 1.01398467 1.21441967 0.50361978
 0.59699685 0.62415085 0.5986005  0.69746143 1.27470337 1.3845627
 1.02621061 0.67307754 1.10360186 0.63506958 1.34694901 1.33662129]"
336,1.0,True,0,False,0.2494676864106864,21925.840744960056,"[1.40460602 1.02051975 0.71908261 1.3418674  0.75057947 1.47054496
 0.94139894 0.62658187 0.91271534 1.15460604 0.88621754 0.51734766
 0.50212925 0.8462275  0.94995685 0.54129041 1.46533331 0.76957182
 1.03639763 1.30351455 1.41243744 0.99110555 1.23246098 0.69203983]"
336,1.0,True,1,False,0.3188464344718011,23866.072416523395,"[0.55968887 0.58964505 0.74449845 0.6411562  0.65340166 0.96910766
 0.62705202 0.71260154 0.71543693 1.15344002 1.04000854 0.5248764
 0.61430058 1.1264316  1.02237136 0.89970862 1.1415631  0.57757454
 0.94789163 1.41870665 0.75783691 1.08887265 1.07558043 0.90356621]"
336,1.0,True,2,False,0.2301032475190638,22246.840737688723,"[0.64589538 1.0030787  0.80104357 0.75797442 0.94950153 1.04657595
 0.99113278 1.37998435 1.15429685 0.53459617 1.32285261 0.54121535
 0.52618461 0.8621431  0.997148   1.04052655 0.82788618 0.73586014
 0.78225813 1.24400213 0.61912784 0.54230774 0.5308695  0.70432088]"
336,2.0,False,0,False,0.443939606769978,21439.87722766437,"[0.98880512 0.99303438 0.99684962 0.55455993 0.85486473 0.9625911
 0.57374152 0.80109215 0.73778456 1.33576129 0.73989592 0.53715264
 0.51224956 0.86501725 0.57924434 1.05065383 1.45464485 1.49380896
 1.35687924 1.26239322 0.94028557 1.34019055 1.46216857 0.74119484]"
336,2.0,False,0,True,0.4986669776928795,20104.050732274365,"[1.39593772 1.02061356 1.07032092 0.68622536 1.07755635 1.02399302
 0.54523732 0.85857118 1.05957783 1.32732756 1.09619916 0.5523726
 0.60571091 1.26783848 0.80111948 0.61083709 0.85134625 1.3759077
 0.94501088 0.7038047  1.39165322 0.75872088 0.60172143 0.76450995]"
336,2.0,False,1,False,0.5338314591057288,22843.06344680894,"[0.56636698 0.84813079 0.60039726 0.94553751 1.33147831 1.36105596
 0.90871069 0.58702455 1.36673434 0.78268274 0.59722685 0.53091076
 0.50319842 1.38343705 0.56867168 1.44183422 0.67607326 0.94420261
 0.52748052 1.23125286 0.82885437 0.53915197 0.57170473 1.13064399]"
336,2.0,False,1,True,0.4553713514221721,17149.672987744772,"[1.17717588 1.13930657 0.53111986 0.66594733 1.43260706 1.41819397
 1.14183044 1.35083711 0.52047191 1.20607212 0.70993306 0.50666559
 1.18272    1.43947548 1.40582818 1.31201975 1.18036012 0.86580716
 1.01329733 1.10475076 0.67283528 0.91449779 1.21739185 1.48502663]"
336,2.0,False,2,False,0.4479253990113478,19825.91241749345,"[0.71550305 0.8150701  0.90687403 1.35527796 1.0846424  1.0657571
 0.54617717 1.4049831  1.29770397 0.60974893 1.21111966 0.50989785
 0.55912218 1.25133798 0.50842684 0.54850912 0.71260842 1.0059901
 1.42544893 1.08612121 1.13996455 0.82323393 1.00314972 0.51592515]"
336,2.0,False,2,True,0.1906948410637573,8090.496915208424,"[1.17137215 1.06480891 1.46951555 0.83787601 1.09243157 1.10345527
 1.38215783 0.56842882 0.59243374 1.02802576 0.5372749  1.37265203
 1.18342672 0.82100827 0.50058697 1.34946747 0.79710874 1.01519302
 1.35250727 0.65091505 0.59569502 1.41564001 0.73255627 0.75111446]"
336,2.0,True,0,False,0.3539396803030177,26967.30911421232,"[0.66423019 0.5472965  0.76691282 1.10246824 0.60821233 0.5396319
 0.70105997 1.34616886 1.07226034 0.58850975 1.10507759 0.54868467
 0.79307163 0.99871977 0.69121407 0.76556109 1.05072302 1.19967698
 0.6162154  0.81988803 1.19792276 0.52301547 1.18005886 1.30398385]"
336,2.0,True,1,False,0.3525411312609783,25891.123277872408,"[0.85217233 0.70387737 0.86992131 1.41496357 1.13621236 0.68281227
 0.55012911 1.07510035 0.95152962 0.87753249 0.51994545 0.5097515
 0.51024868 1.20141214 0.69759544 1.19909571 0.5183264  0.55770801
 0.71480496 1.36839645 1.2114644  1.46683841 1.43781038 0.5175623 ]"
336,2.0,True,2,False,0.2238498713188769,19049.63478873135,"[0.71639778 0.82393831 0.81880368 1.47885717 1.21661242 0.71346467
 0.51132541 0.66293647 1.11929809 1.19494471 1.32852055 0.50928175
 0.80091981 0.55401979 0.52543497 0.64650468 1.37456255 0.82011438
 0.64005078 1.20497786 0.63493075 1.43028039 1.02265904 0.58834169]"
87,0.0,False,0,False,0.3113853176606948,9430.198815127347,"[1.21856907 1.05235639 0.58519019 1.12029363 0.76150513 0.61809975
 0.8473947  0.54771878 0.72380486 0.94686345 0.57803303 0.8485508
 1.44440582 0.55969953 1.19574959 1.38998018 1.03392441 1.03730394
 0.84611875 1.45538843 1.15735716 1.22009215 0.79993672 0.56840082
 1.09501275 0.87386876 0.51911499 0.8557289  1.03504073 0.53088831]"
87,0.0,False,0,True,0.4121548216756642,10663.905702081996,"[1.06883468 0.73938025 1.47747864 1.14518229 0.97402503 1.08623548
 1.20341586 0.58195297 0.53191317 0.68892318 1.00748335 0.79093076
 0.70439208 1.46703695 1.47651935 0.52705044 0.94056198 1.20725254
 0.52498891 1.22379203 1.4015893  0.92349548 0.81366963 1.45853816
 1.23706415 0.59078206 0.55248072 0.99147118 0.79298923 1.4077788 ]"
