bundle_id,bundle_name,bundle_type_id
945,"Оформление отпусков, больничных, командировок (КДКСУП)",1
5000,Контроль работы землеройных машин с подвижными ковшами,1
3922,Сборка узлов и конструкций средней сложности,1
4560,Оформление дефектных ведомостей,1
5638,Закладные,1
1047,Расчет платы за негативное воздействие,1
6643,Контроль за приготовлением пищи,1
1335,Условия труда (бетон),98
4283,Анализ цен,1
2114,Типы и модели станков с ЧПУ,7
4478,Соблюдать правила пожарной безопасности,2
1015,"Составление и ведение документации, отчетности (торговля)",1
3329,Оказание помощи сотрудникам и структурным подразделениям,1
3729,Автоэлектрик - обобщенные умения - техническое обслуживание транспортных средств,1
3163,Наличие удостоверения машиниста бульдозера 7 разряда,6
406,"Прием, проверка и анализ документов от граждан, обратившихся за получением социальных услуг",1
5244,Умение работать в САПР,1
3881,Льготы и  компенсации на детей и детский отдых,10
404,Проведение диагностики трудной жизненной ситуации граждан,1
6049,Знание работы на компьютере,2
5387,Учет оценочных обязательств,1
6721,Проводение органолептической оценки,1
5307,(крановщик) Удостоверение по электробезопасности,6
1407,Формирование и подача декларации о плате за негативное воздействие,1
6222,Контроль за условиями и порядком хранения сырья,1
187,Содействие в получении социально-психологических услуг,1
2809,Монтаж сплит систем,1
4779,списание ветеринарных препаратов,1
6294,Управление трубоукладчиком ЧТЗ ТР-20,1
2022,Организация процесса закупки и приобретение товаров и услуг,1
5619,Составление форм документов,1
3282,Опыт работы радиоинженера с СВЧ техникой,9
6397,Наличие удостоверения машиниста крана,6
7289,Планирование бюджета (Логистика),1
2046,Изготовление резьб /сложные,1
726,знание финансового законодательства,2
7024,Подготовка заданий на разработку проектных решений,1
5338,(крановщик) Пустая,1
1907,Знание устройств и технического обслуживания троллейбуса,2
883,"Бенефиты, бонусы (медсестра)",4
963,Анализ резюме (ППКСУП),1
5118,Договор подряда,1
1983,Умение работать с оргтехникой,1
2797,Опыт работы в области монтажа систем кондиционирования воздуха,9
4057,"Знание лекарственных препаратов, медицинского инструментария и оборудования",2
2697,"Знание методов лечения, диагностики и стоматологических материалов",2
3852,Страхование жизни и от НС,10
4389,Использование ветеринарного оборудования,1
374,Опыт проведения инструктажей по ОТ,9
2780,Знание основ программирования станков ЧПУ,2
1727,АБИС (Автоматизированная библиотечно-информационная система) ИРБИС (Библиотека),7
238,Размещение оборудования и расходных материалов на хранение в соответствии с требованиями производителей,1
6456,Опыт работы на фронтальном погрузчике от 3 лет,9
6482,Управление фронтальным погрузчиком Lonking,1
302,Разборка бетонных и железобетонных конструкций,1
4349,(АГП) Знание строительных норм и правил,2
72,Пайка,1
376,Ведение кассовой отчетности,1
5470,(крановщик) Контролировать состояние сигнализации защитных пусковых и контрольно-измерительных приборов,1
1998,Подготовка документов и материалов необходимых для работы руководителя,1
7114,Знание принципов логистики,2
1629,"Самоорганизация, отношение себе  (СК)",8
2410,"Разобрать - Компетенции - навыки, умения, действия",1
1601,(О) Работа с документами (кроме первичных),1
6186,Знание экологических норм и правил,2
1635,"Сборка и регулировка приспособлений и режущего,  мерительного  инструмента",1
5512,Опыт проектирования оснастки и нестандартного оборудования,9
6595,Знания основ дизайна,2
5431,Ведение ОСНО,1
5133,Микрофинансовые организации,1
2766,ГОСТы (Библиотека),7
1839,Резьбонарезной станок (ИС),7
87,Специальное ПО,7
623,Кропотливость (СК),8
5538,Опыт разработки рабочей конструкторской документации,9
200,Оказание лечебной помощи животным,1
4907,Учет реализации,1
6981,Надзор за строительством,1
2323,Разобрать - Требование к опыту работы и образованию,9
5709,Оформление заявок на перевозку (Логистика),1
2355,Разобрать - Инструменты,7
5151,Работы по очистке и уборке территории аэродромов,1
1882,Оформление проездных документов,1
930,Знание 1С (ЦКИСУП),7
4541,Опыт работы в строительной отрасли,9
7441,Контроль за обеспечением производства,1
2375,Разобрать - Инструменты,7
3989,(Р) Работа с клиентами и покупателями,1
2889,"ЖКХ Поверка замена установка обслуживание приборов учета водоснабжения, водоотведения, теплоснабжения",1
3900,ЖКХа Контроль за работой электроустановок и электрооборудования,1
4093,Обдирка,1
1643,Работать с электронным каталогом/электронными картотеками библиотеки (Библиотека),1
767,Ведение УСНО,1
698,Расчет посетителей предприятия питания за выполненные услуги или продукцию,1
6169,Работы в шахте,1
2903,ЖКХ работа с проектной документацией,1
3222,Подготовка и обслуживание зимников на бульдозерах Caterpillar,1
5814,Организация деловых поездок,1
4947,(крановщик) Наличие водительского удостоверения,6
496,"Стрессоустойчивость, дисциплинированность, пунктуальность, честность",1
1654,Знания (штукатур),1
4945,Microsoft Office,7
2322,"Разобрать - Компетенции - навыки, умения, действия",1
594,Уважение к другим (СК),8
5374,Начисление налогов,1
2632,(стропальщик) Без опыта работы,9
838,"Обеспечение расходными материалами, медикаментами и оборудованием (медсестра)",1
6083,Контроль сроков разработки документации,1
6699,Технологический контроль конструкторской документации,1
2451,"Владеть цифровыми технологиями работы с информацией, работа с сайтами (Сквозная)",1
6261,Наличие удостоверения машиниста трубоукладчика 5-7 разряда,6
6008,Организация системы менеджмента качества,1
5534,Премирование,1
6312,Формирование заказа товаров в магазин,1
3404,Взятие биоматериала стоматологического пациента,1
6583,Уметь рисовать,1
4630,Ведение журналов и документации,1
6887,Умение проводить искусственную вентиляцию лёгких,1
6217,Знания технической литературы,2
766,Знание налогового учета,2
7451,Опыт работы с представителями Ростехнадзора,9
2295,Разобрать - Инструменты,7
1604,(О) Учет заработной платы,1
3248,Автоэлектрик - Диагностика и ремонт электрооборудования на коммерческом транспорте,1
4692,Учет расчетов с дебиторами и кредиторами (О),1
3323,"Административная поддержка на всех этапах функционирования компании: офиса, руководства, сотрудников",1
2949,"Разобрать - Компетенции - навыки, умения, действия",1
6357,Внедрение достижений отечественной и зарубежной науки в ветеринарии,1
1706,Угловая шлифовальная машина/УШМ/болгарка (ИС),7
6730,паразитологические исследования,2
6497,Подготовка разверток,1
5974,"Контроль, проверка лечения пациентов",1
4985,Altium,7
3411,"(стропальщик) Перемещение, погрузка, разгрузка литейной продукции",1
6504,Правила оформления ветеринарных свидетельств и справок,2
6421,(стропальщик) Штабелирование грузов,1
5167,заказ необходимых канцелярских товаров,1
5391,(крановщик) Проверка надежности канатов блоков чокеров грузоподъемных механизмов и приспособлений,1
304,Удостоверение бетонщика,6
6229,санитарный контроль за движением транспорта,1
6017,Работа с рекламациями,1
1615,Поиск бухгалтера,3
5075,Больничный лист,1
2011,Убрать Поиск информации в интернете,98
923,Пользователь программы 1 С ЗУП,1
5531,Опыт работы с алкогольной продукцией,1
2401,"Разобрать - Компетенции - навыки, умения, действия",1
905,Знания (плиточник),2
727,Проведение противопожарных мероприятий,1
5450,Виды учета,7
1183,Осуществление операций по банковскому  счету,1
1051,Опыт работы в нефтегазовой отрасли,9
3495,"Приготовление, хранение, отдача и продажа алкогольных напитков.",1
1312,Умение работать в условиях многозадачности,8
3429,Рационализаторские предложения,1
5266,Сопровождение сделок (Логистика),1
2202,"Организация корпоративных мероприятий, поддержание и развитие корпоративной культуры",1
6407,Монтаж-демонтаж механизмов,1
5979,осмотр пациентов и постановка диагноза,1
5217,(крановщик) Управление автомобилем,1
4829,(крановщик) Выявление и устранение неисправностей обслуживаемых автокранов грузоподъемных механизмов машин,1
232,"Допуск к профессиональной деятельности (медсестра, врач-стоматолог, массажист)",6
5269,(крановщик) Знание дорог,2
1847,Соблюдение правил дорожного движения,1
3954,"Конструкция, назначение и правила эксплуатации подъемных сооружений и приспособлений",2
373,Методы работы в сфере охраны труда,2
982,"Оформление, подготовка и выписка первичной документации",1
6183,Ведение документооборота,1
6923,Наблюдение,1
6490,Управление погрузчиком,1
4340,(АГП) пустая,1
1809,"Офис, рабочее место (УТУТ)",3
5822,Составление прогнозного баланса,1
1622,Знание форм кассовых документов,2
6782,реализация проекта по производству инкубационного яйца,1
2623,"Продажи и продвижение товаров и услуг (мед. представитель, администратор медцентра)",1
2658,"ЖКХа Заземление и зануление, проверка изоляции",1
908,Обучаемость и развитие (торговля),8
5574,SolidWorks,7
6907,Клиентоориентированность (страхование),7
5161,Опыт работы с интеграционными решениями,9
130,(О) Участки налогового учета,1
4871,"(крановщик) Ознакомление с проектом производства работ, производственным заданием, технологическими картами",1
1022,Опыт проведения инвентаризации,9
3923,Сборка несложных узлов и конструкций,1
1219,Очистка арматурной стали,1
7117,Работа страховым агентом,1
7279,Знание арендных отношений (Риэлтор),2
1432,"Изучать читателей / читательские интересы / читательский спрос, изучать отказы на запросы читателей, вести учет отказов (Библиотека)",1
2216,Требования к опыту работы и образованию (медицинский представитель),9
6818,Продажа страховых продуктов,1
4143,"Прочее - обучение, профессиональный и карьерный рост (ОУТ)",3
5997,осмотр сырья и животноводческих продуктов,1
6418,Средства связи,7
3286,Опыт разработки средств ЦОС (радиоинженер),9
6427,Знание технологического процесса транспортировки грузов,2
1789,Осуществлять руководство чтением читателей / формировать информационную культуру читателей (Библиотека),1
6462,Опыт работы на фронтальном погрузчике от 5 лет,9
6034,Ведение номенклатуры,1
2480,"Прием звонков, ведение переговоров и запись клиентов (Администратор медицинского центра)",1
1923,"Знания правил, инструкций машиниста метрополитена",2
2176,Автоэлектрик - конкретные умения - ремонт и обслуживание электрооборудование спецтехники,1
5653,Взаимодействие с компаниями-партнерами (Логистика),1
2550,Корректировка сведений по фактам движения товара,1
5826,Выполнение должностных обязанностей и соблюдение техники безопасности,1
3649,Разметка деталей,1
1968,Оказание помощи руководителю в планировании рабочего времени,1
7375,Обслуживание холодильного оборудования,1
5029,"Умение управлять бульдозером фирм Komatsu, Shantui на открытых карьерах",1
1889,Карта тахографа,6
1782,Обслуживать читателей/пользователей на абонементе/в читальных залах (Библиотека),1
4162,"Частичная занятость, неполный рабочий день",3
5533,Проведение сверок,1
5933,Организация продаж,1
4344,"Выполнение работ по подготовке почвы к посадке и посеву древесно-кустарниковой, цветочно-декоративной растительности и газонных трав",1
2657,ЖКХа обслуживание и ремонт охранно-пожарной сигнализации,1
6003,Выполнение механизированных работ средней сложности автогрейдером,1
88,Поиск и подбор персонала (СУП),1
5530,Организация воинского учета,1
135,Работа с лечебным питанием (на пищеблоке) (медсестра),1
758,(О) Контроль ведения бухгалтерского учета,1
4388,Ветеринарное законодательство Российской Федерации,2
5612,Анализ издержек,1
3620,Диагностика и лечение зубочелюстных аномалий,1
3055,"Доплата за выслугу, стаж работы",4
6082,Разработка методов технического контроля,1
5419,Контроль алкогольной продукции,1
5989,Управление дебиторской и кредиторской задолженностью,1
6334,Осуществление мероприятий по ликвидации очагов массовых болезней,1
3048,Ежегодный дополнительный оплачиваемый отпуск,4
3578,Умение работать с электроинструментом,1
337,Законы и иные нормативно-правовые акты в сфере охраны труда,2
2601,Знание радиоинженером различного РТО,2
1959,Приемка поезда машинистом метрополитена,1
769,Знание бухгалтерского учета и налогообложения ВЭД,2
4037,Ассистирование врачу-лору,1
6124,Изучение конъюнктуры рынка,1
3639,Правила проверки на точность фрезерных станков,2
6755,Отработка новых блюд,1
3076,"Грамотная, хорошо поставленная речь при обслуживании гостей предприятия питания",1
4735,Консультирование по заработной плате,1
360,Организованное питание для сотрудников,4
2071,Типы и модели станков (токарь),7
5846,Действия.Грузоперевозки.Опасные/Сборные/Сложные грузы.Логистика,1
4588,Контроль качества сборки заказов,1
853,Взаимодействие с ГВБФ РФ/социальным фондом,1
2648,Дубль_пустая_Отличные навыки владения ПК,2
1816,"Подарки, включая детские (СПУТ)",10
844,Знание санитарных норм и требований,2
1995,Организует проведение телефонных переговоров руководителя,1
4244,Консультирование по вопросам лечения животных,1
5047,Подача руды на золотоизвлекательной фабрике,1
7054,Чтение технической документации,1
1475,Пожарная безопасность (отношение  к охране труда???),98
6666,Заключение договоров страхования жизни,1
3853,"Другие виды страхования (ОМС, пенсионное, дети)",10
5968,Ведение общего амбулаторного приёма пациентов,1
7147,Установка и выверка постаментов рам и площадок под калориферы,1
5177,Движение/перемещение ТМЦ,1
4791,птицеводство,1
6026,"(АГП) Управление автопогрузчиками, самоходными машинами",1
6749,Знание порядка сертификации продукции,2
5359,Приготовление шубата,1
1052,Опыт проведения аудитов по ОТ,9
6311,"(АГП) Осуществление контроля за разгрузкой, погрузкой, креплением груза",1
6275,работа с ТЗ,1
5849,ЖКХа Определение неисправностей и дефектов оборудования и аппаратуры,1
3099,Испытания трубопроводов систем водоснабжения,1
3790,Соблюдение правил охраны труда (ОПТ),1
7157,Работать с проектной документацией,1
6080,Внедрение инструментов и принципов бережливого производства,1
5101,Опыт работы на золотодобывающем предприятии,9
6489,Управление фронтальным погрузчиком Doosan,1
6516,Контроль сбора молозива и его хранения,1
5019,(крановщик) Опыт работы машинистом гусеничного крана,9
4236,Изготовление печатных форм,1
2163,Автоэлектрик - обобщенные умения,1
1016,Ведение первичной бухгалтерии (торговля),1
1534,"Координация деятельности сотрудников подразделения: обучение, консультирование, наблюдение, поддержка",1
6496,"(стропальщик) Прохождение инструктажа, получение инструкций по мерам безопасности",1
4004,(Р) Протокольные мероприятия,1
619,Красноречивость (СК),8
748,Грамотность (для работников торговли),5
3435,Настройка режимов работы станка,1
5735,Наличие удостоверения машиниста автогрейдера 8 разряда,6
3432,Анализ статистических данных,1
953,Ведение кадровой документации (КДКСУП),1
4971,Опись,1
2064,Разработка средств ЦОС (радиоинженер),1
5618,Мониторинг строительного рынка,1
5296,(крановщик) Соблюдение правил технической эксплуатации крана,1
5897,Экспертиза документов,1
6352,Координация  работы,1
6319,Опыт работы с товарами,9
3671,Выполнение маневровой работы (составитель поездов),1
3575,Работа на токарно-револьверных станках,1
1547,Работы с объёмами,1
2913,Знание правил технической эксплуатации санитарно-технических систем и оборудования,2
1606,(О) Личные качества бухгалтера/экономиста,8
3824,Автослесарь - Конкретные умения – Ходовая часть - Работы по подвеске,1
1348,Отчетность по НДС,1
813,Ремонт плиточных покрытий стен,1
2443,Автослесарь – отношение к содержанию рабочего места,8
5249,Навык работы с офисными компьютерными программами,1
5662,Информирование,1
2521,Наладка автоматического и роботизированного сварочного оборудования,1
617,Коммуникабельность (СК),8
711,Контроль состояния оборудования машин,1
4484,Ведение амбулаторного приема животных,1
205,Помощь получателям социальных услуг в оформлении различных документов,1
6535,"Проведение семинаров,  региональных форумов, конгрессов",1
1807,Оформление в соответствии с ТК РФ  (УТУТ),3
2144,Опыт работы (Оператор станка с ЧПУ),9
1574,"Организация социальной помощи детям-сиротам, несовершеннолетних и их родителей",1
2049,Контроль исполнения условий договоров на поставку товаров и услуг,1
3394,Учет медицинских услуг,1
5472,(крановщик) Установка крана-манипулятора,1
3585,"Консультирование в рамках терапевтического лечения, составление планов терапевтического лечения",1
5740,"Мониторинг бюджетов, проектов",1
372,Осуществление проверки знаний сотрудников по ОТ,1
2148,Проводить презентации (Библиотека),1
5851,Консолидация,1
4076,"Правила испытания узлов, систем, оборудования и конструкций",2
4315,(АГП) Наличие карты водителя для тахографа с блоком СКЗИ,6
4145,Знание таможенного оформления грузов,2
5352,Выявление признаков приближения родов,1
3504,Приготовление кофе в кофемашине,1
6621,Управление фронтальным погрузчиком Foton,1
1760,Требуемое образование (РЖД),9
3070,Анализ экономической эффективности деятельности компаний,1
5350,Выявление признаков половой охоты,1
483,Участие в деятельности методических объединений социальных работников,1
1683,MS Office (программы семейства MS Office) (ИС),7
7518,Международные расчеты (признаки требований),7
821,Руководить/организовывать деятельность библиотеки/структурного подразделения библиотеки (Библиотека),1
7008,Проектирование систем отопления вентиляции,1
6510,Формирование и контроль исполнения бюджета,1
1480,Опыт в сфере строительной геодезии,9
3188,Умение управлять бульдозером Caterpillar,1
1425,Опыт в топогеодезической сфере работ,9
4458,Контроль качества,1
7059,Знание стандартов технических условий,2
4290,"Наличие сертификата о прививках, вакцинации",3
6870,самостоятельное изучение литературы и видеолекций,1
6464,Знание рынка комплектующих для металлообрабатывающего оборудования,2
5690,Ведомость банковского контроля,1
5364,Подбор особей,1
249,Укладка/заливка бетонной смеси при возведении простых конструкций,1
1855,Осуществление пассажирских перевозок,1
3949,"Знание способов правки деталей, узлов и конструкций",2
4216,Ведение технологического процесса,1
5468,(крановщик) Контроль работы подъемников для лыжников,1
434,Организация мероприятий по привлечению ресурсов,1
6177,Демонтаж и ремонт приборов навигационного оборудования,1
3489,Разобрать-Знания,2
5098,Наличие свидетельства об обучении по профессии,6
2984,Опыт работы на бульдозерах Shantui,9
6005,Выполнение дорожно-строительных работ автогрейдером,1
1761,"Обучение, профессиональный, карьерный рост (РЖД)",4
6329,Контроль качества работы,1
5775,Упорядочивание банкетов земляных сооружений,1
218,Диагностическое исследование животных и птицы перед искусственным осеменением,1
2753,Гравировка/ Обработка заготовок на станках с ЧПУ,1
1908,Знание устройств и технического обслуживания транспортных средств( без привязки),2
5122,Умение управлять бульдозером Caterpillar D7,1
4993,Работы по приемке и сдаче смены,1
4610,(крановщик) машинист крана,98
829,"Личные/деловые качества, нравственные основы, ценности, необходимые для профессиональной деятельности библиотекаря (Библиотека)",8
39,Знание правил безопасности,2
2535,Работа с первичной документацией,1
5649,Уметь работать со специальной литературой,1
2939,"Регистрация и учет договоров, ведение реестра договоров",1
4506,Установка полуформ в печь,1
828,Проводить научно-исследовательскую работу в библиотеке (Библиотека),1
3451,Нарезание резьбы,1
6281,Знание устройства грузозахватных приспособлений,2
3510,Выполнение термообработки,1
4075,Способы подготовки котлов к испытаниям,2
4726,Стаж в области ветеринарии,1
4973,Оформление документов,1
2543,Выписка комплекта документов на отгрузку,1
3758,"Работа по протоколам, соблюдение протоколов лечения",1
4322,Знания.Складская логистика.Процессы/Работы,2
180,Содействие в получении медицинской помощи,1
716,"Готовность к выездному характеру работы, командировкам",3
299,Сортировка арматуры,1
2485,Требования к образованию (офис-менеджер),9
79,Сварка давлением,1
1700,Potok (ИС),7
2879,Осуществлять обучение и воспитание обучающихся/проводить мероприятия (Библиотека+),1
3415,"Повышение эффективности работы: оптимизация, автоматизация, развитие",1
5014,(крановщик) Подача звукового сигнала,1
3356,Умение работать с большим объемом информации,1
3071,Выполнение работ по экономической деятельности,1
4113,Опыт работы с низковольтным электрооборудованием,9
4774,Проведение и учет гормональной стимуляции,1
5195,Осуществлять уход за птицей,1
3117,"Презентация меню, блюд и напитков, информирование об акциях и мероприятиях предприятия питания",1
1218,Документы для проведения финансового анализа,1
390,Волевые качества (УСК),8
5896,Работа по должностной инструкции,1
3242,Аналитика бюджетных ассигнований,1
5943,планирование ветеринарно-профилактических мероприятий,1
3513,"Ведение кассы, кассовых операций и кассовой документации",1
6707,Знание порядка и методов планирования подготовки производства,2
4657,Прием товара/груза на склад (Логистика),1
2052,"Личные качества секретаря, офис-менеджера, личного помощника и пр.",8
6731,Знание технологического оборудования,2
3218,Профилирование и подчистка карьерных автодорог,1
4870,Банковская гарантия,1
6871,Сотрудничество,1
4590,Ведение деловой переписки,1
4803,Знание Российской Федерации (Логистика),2
4906,Учет финансовых вложений,1
106,Организация и оплата труда персонала (СУП),1
2610,"(стропальщик) (Проходная) Расстроповка, размещение груза.",1
2573,Дубль_Пустая_Знание офисных программ (Microsoft Word и Excel),2
2554,Ведение реестра первичной документации и архива,1
5881,специализация невролог,1
6808,Опыт заключения договоров страхования,1
4496,Умение работать в команде,1
1556,Прием несовершеннолетних в учреждение,1
6349,Оформление и заключение договоров,1
5208,Контроль микроклимата в птичнике,1
2286,"Знание ПК, различных операционных систем, офисных программ",2
4346,(АГП) Опыт работы и профессиональная квалификация (основная),9
4821,Знания.Программы.Автотрансинфо/RailTarif/ПО АСУ.Логистика,2
3680,Соблюдение регламента переговоров локомотивной бригады (машинист РЖД),1
5847,Опыт работы со счетами-фактурами,1
1048,Осуществление выездов и проверки объектов,1
1491,Опыт работы на промышленном предприятии,9
5835,Строительные нормы и правила,7
3925,Лизинг,1
7247,Знание рынка жил.недвижимости (Риэлтор),2
4889,Осуществлять приемку и выкладку товара,1
5280,(крановщик) Перемещение грузов на объектах строительства и монтажа,1
112,СПК в строительстве,98
5093,Планировка уклонов,1
5372,Учет НДФЛ,1
5436,(крановщик) Опыт работы на нефтегазопроводах,9
5458,Учет агентских доходов,1
5348,(крановщик) Контроль и проверка исправности гидравлических систем,1
2955,Выполнение плана строительно-монтажных работ,1
1338,Должность,98
6067,Оформление результатов,1
305,Монтаж/установка опалубки,1
746,Трудоустройство в Белоруссии,3
1667,"Работа с большим объемом информации, данными (торговля)",1
2511,"Проведение медицинских экспертиз, подготовка документов",1
6012,правила оказания платных услуг,2
4343,"(АГП) Контроль, проверка состояния технической исправности техники и механизмов",1
2367,"Разобрать - Компетенции - навыки, умения, действия",1
1492,Опыт работы на горнодобывающих предприятиях,9
2941,Знание маркетинга (мед.представитель),2
4716,Проведение кастрации и стерилизации кошек и собак,1
5832,Организация и проведение исследований,1
5675,Цели контроля,7
7473,Знание рынка первичн.недвижимости/Новостроек (Риэлтор) Москвы и СПБ (Риэлтор),2
4097,Умение монтировать трубопроводы,1
6384,Опыт работы на трубоукладчике при строительстве нефтегазопроводов,9
3049,Выплаты и компенсация расходов на отпуск,4
5059,Опыт работы в лесной отрасли,9
1153,Умение применять нормативно-правовые акты,1
1141,Контроль формирования отчетности,1
728,Знание законодательства Республики Казахстан,2
5901,Ведение банковских документов,1
537,Выявление потребности в персонале (ППКСУП),1
5739,Опыт работы на автогрейдере Volvo,9
6916,"Знания правил, основ и этапов перевозок (Логистика)",2
6320,Соблюдение норм и правил хранения товара,1
1577,Работа с выпускниками детских домов,1
3091,Работа в режиме многозадачности,1
2742,Знание 1С,2
1920,Выполнение маневровой работы машинистом метрополитена,1
5748,Обслуживание технологических дорог,1
2409,Разобрать - Языковые знания и навыки,5
3872,"Бесплатное питание, льготы/компенсация питания",10
5317,(крановщик) Удостоверение машиниста крана,6
3527,Работа с заемщиками,1
5200,(крановщик) Управление автомобильным краном,1
4341,"(АГП) Выполнение производственных заданий, заявок, распоряжений, поручений",1
3454,Сервировка и замена скатертей и салфеток,1
1640,Вести работу по привлечению читателей в библиотеку (Библиотека),1
2118,АБИС (Автоматизированная библиотечная информационная система) Absotheque (Библиотека),7
3692,(АГП) (Проходная) Техническое обслуживание и ремонт закрепленной техники,1
2431,Разобрать - Требование к опыту работы и образованию,9
2301,Разобрать - Языковые знания и навыки,5
1949,(стропальщик) (Проходная) Подъем и перемещение грузов. Погрузка - выгрузка.,1
1504,Дополнительные навыки в работе с проектировщиками,98
4674,Расчет стоимости услуг (Логистика),1
3063,"Опыт работы с различными документами: финансовыми, бухгалтерскими, кадровыми и пр.",9
5434,(крановщик) Содержание автокрана в технически исправном состоянии,1
533,Учет и обеспечение сохранности товара (ТМЦ),1
1652,Изготовление профилированных гипсовых тяг,1
5026,Соблюдение правил ОТ и ПБ,1
7171,Корректировка конструкторской документации,1
7016,Составление ведомостей объемов работ,1
4875,Знание УЗИ,2
359,Взаимодействие с органами государственного надзора в части ОТ,1
257,Разработка технологий возделывания сельскохозяйственных культур,1
194,Содействие в получении реабилитационных услуг,1
5215,(крановщик) Управление плавкранами,1
6137,Осуществление ремонта,1
3552,Выполнение слесарных работ,1
6114,Прием и обработка показаний,1
4802,Знание Екатеринбурга (Логистика),2
1403,Согласование работ,1
6811,Знание принципов/основ маршрутизации (Логистика),2
5088,Знание устройства бульдозера Т-15,2
4241,Контроль посуды после бутыломоечной машины,1
6753,Отработка конструкций и технологий,1
