,0
"Ответственность , добросовестность (СК) (614_4)",541.0
Дисциплинированность (СК) (593_4),366.0
"Личные установки и ценности, мировоззрение (2043_4)",304.0
"Саморазвитие, обучаемость (СК) (604_4)",166.0
Внимательность (СК) (536_4),150.0
Аккуратность (СК) (575_4),138.0
Работа на станках с ЧПУ (3542_35),114.0
Чтение схем/чертежей (ОПТ) (3032_36),110.0
Подготовка станков к работе (3512_35),105.0
Высокая работоспособность (СК) (586_4),84.0
Эксплуатация станочного оборудования (3579_35),59.0
Составление и корректировка управляющих программ (3667_35),59.0
Коммуникабельность (СК) (617_4),44.0
Контроль качества изделий (3466_35),37.0
Штамповочные работы (3747_35),35.0
Целеустремленность (СК) (588_4),30.0
Техническое обслуживание оборудования (4130_35),26.0
Использование контрольно-измерительных инструментов (3479_35),26.0
Трудолюбие (СК) (597_4),25.0
Наладка оборудования (4078_35),23.0
Установка инструмента (3458_35),20.0
Работа на фрезерном станке с ЧПУ (3645_35),15.0
Знания устройства и принципа действия станков с ЧПУ (3752_35),14.0
Фрезерование (3469_35),14.0
Знать систему допусков и посадок (3462_35),5.0
