,0
"Ответственность , добросовестность (СК) (614_4)",2016.0
Дисциплинированность (СК) (593_4),1442.0
"Личные установки и ценности, мировоззрение (2043_4)",1091.0
"Саморазвитие, обучаемость (СК) (604_4)",459.0
Подготовка станков к работе (3512_35),348.0
Внимательность (СК) (536_4),318.0
Работа на станках с ЧПУ (3542_35),318.0
Чтение схем/чертежей (ОПТ) (3032_36),294.0
Аккуратность (СК) (575_4),263.0
Высокая работоспособность (СК) (586_4),257.0
Коммуникабельность (СК) (617_4),225.0
Эксплуатация станочного оборудования (3579_35),186.0
Штамповочные работы (3747_35),136.0
Трудолюбие (СК) (597_4),126.0
Целеустремленность (СК) (588_4),122.0
Составление и корректировка управляющих программ (3667_35),93.0
Использование контрольно-измерительных инструментов (3479_35),85.0
Установка инструмента (3458_35),85.0
Наладка оборудования (4078_35),71.0
Контроль качества изделий (3466_35),67.0
Фрезерование (3469_35),50.0
Знания устройства и принципа действия станков с ЧПУ (3752_35),43.0
Техническое обслуживание оборудования (4130_35),38.0
Работа на фрезерном станке с ЧПУ (3645_35),30.0
Знать систему допусков и посадок (3462_35),1.0
