,0
Работа на станках с ЧПУ (3542_35),843.0
Чтение схем/чертежей (ОПТ) (3032_36),686.0
"Личные установки и ценности, мировоззрение (2043_4)",659.0
"Ответственность , добросовестность (СК) (614_4)",655.0
Подготовка станков к работе (3512_35),531.0
Составление и корректировка управляющих программ (3667_35),494.0
Дисциплинированность (СК) (593_4),478.0
Аккуратность (СК) (575_4),242.0
"Саморазвитие, обучаемость (СК) (604_4)",183.0
Фрезерование (3469_35),179.0
Эксплуатация станочного оборудования (3579_35),173.0
Внимательность (СК) (536_4),170.0
Использование контрольно-измерительных инструментов (3479_35),151.0
Работа на фрезерном станке с ЧПУ (3645_35),138.0
Установка инструмента (3458_35),108.0
Наладка оборудования (4078_35),102.0
Коммуникабельность (СК) (617_4),96.0
Контроль качества изделий (3466_35),94.0
Знать систему допусков и посадок (3462_35),84.0
Знания устройства и принципа действия станков с ЧПУ (3752_35),66.0
Высокая работоспособность (СК) (586_4),56.0
Техническое обслуживание оборудования (4130_35),51.0
Целеустремленность (СК) (588_4),38.0
Трудолюбие (СК) (597_4),26.0
Штамповочные работы (3747_35),16.0
