,0
Работа на станках с ЧПУ (3542_35),1256.0
"Личные установки и ценности, мировоззрение (2043_4)",698.0
Чтение схем/чертежей (ОПТ) (3032_36),322.0
Подготовка станков к работе (3512_35),307.0
Составление и корректировка управляющих программ (3667_35),226.0
Установка инструмента (3458_35),145.0
Эксплуатация станочного оборудования (3579_35),135.0
Фрезерование (3469_35),108.0
"Ответственность , добросовестность (СК) (614_4)",88.0
Использование контрольно-измерительных инструментов (3479_35),76.0
Работа на фрезерном станке с ЧПУ (3645_35),63.0
Наладка оборудования (4078_35),59.0
Штамповочные работы (3747_35),39.0
Техническое обслуживание оборудования (4130_35),22.0
Дисциплинированность (СК) (593_4),19.0
Высокая работоспособность (СК) (586_4),16.0
Знать систему допусков и посадок (3462_35),11.0
Контроль качества изделий (3466_35),10.0
Внимательность (СК) (536_4),9.0
Аккуратность (СК) (575_4),9.0
"Саморазвитие, обучаемость (СК) (604_4)",6.0
Трудолюбие (СК) (597_4),5.0
Знания устройства и принципа действия станков с ЧПУ (3752_35),0.0
Целеустремленность (СК) (588_4),0.0
Коммуникабельность (СК) (617_4),0.0
