,0
"Личные установки и ценности, мировоззрение (2043_4)",2070.0
"Ответственность , добросовестность (СК) (614_4)",1954.0
Чтение схем/чертежей (ОПТ) (3032_36),1674.0
Работа на станках с ЧПУ (3542_35),1564.0
Дисциплинированность (СК) (593_4),1221.0
Подготовка станков к работе (3512_35),998.0
Аккуратность (СК) (575_4),742.0
Внимательность (СК) (536_4),727.0
Составление и корректировка управляющих программ (3667_35),648.0
"Саморазвитие, обучаемость (СК) (604_4)",446.0
Фрезерование (3469_35),436.0
Эксплуатация станочного оборудования (3579_35),425.0
Использование контрольно-измерительных инструментов (3479_35),421.0
Высокая работоспособность (СК) (586_4),291.0
Установка инструмента (3458_35),255.0
Работа на фрезерном станке с ЧПУ (3645_35),246.0
Наладка оборудования (4078_35),239.0
Коммуникабельность (СК) (617_4),206.0
Контроль качества изделий (3466_35),186.0
Техническое обслуживание оборудования (4130_35),153.0
Знания устройства и принципа действия станков с ЧПУ (3752_35),148.0
Целеустремленность (СК) (588_4),123.0
Трудолюбие (СК) (597_4),110.0
Знать систему допусков и посадок (3462_35),98.0
Штамповочные работы (3747_35),90.0
