,0
"Личные установки и ценности, мировоззрение (2043_4)",1050.0
Работа на станках с ЧПУ (3542_35),911.0
"Ответственность , добросовестность (СК) (614_4)",315.0
Подготовка станков к работе (3512_35),254.0
Составление и корректировка управляющих программ (3667_35),245.0
Внимательность (СК) (536_4),208.0
Чтение схем/чертежей (ОПТ) (3032_36),193.0
Аккуратность (СК) (575_4),180.0
Фрезерование (3469_35),152.0
Высокая работоспособность (СК) (586_4),149.0
Эксплуатация станочного оборудования (3579_35),147.0
Использование контрольно-измерительных инструментов (3479_35),114.0
Установка инструмента (3458_35),99.0
Штамповочные работы (3747_35),92.0
Работа на фрезерном станке с ЧПУ (3645_35),60.0
Контроль качества изделий (3466_35),41.0
Наладка оборудования (4078_35),40.0
Дисциплинированность (СК) (593_4),34.0
Коммуникабельность (СК) (617_4),25.0
Знать систему допусков и посадок (3462_35),21.0
"Саморазвитие, обучаемость (СК) (604_4)",15.0
Целеустремленность (СК) (588_4),11.0
Знания устройства и принципа действия станков с ЧПУ (3752_35),7.0
Техническое обслуживание оборудования (4130_35),5.0
Трудолюбие (СК) (597_4),0.0
