,0
Работа на станках с ЧПУ (3542_35),523.0
"Ответственность , добросовестность (СК) (614_4)",505.0
"Личные установки и ценности, мировоззрение (2043_4)",414.0
Дисциплинированность (СК) (593_4),369.0
Чтение схем/чертежей (ОПТ) (3032_36),294.0
Подготовка станков к работе (3512_35),230.0
Составление и корректировка управляющих программ (3667_35),204.0
Эксплуатация станочного оборудования (3579_35),101.0
Фрезерование (3469_35),85.0
Использование контрольно-измерительных инструментов (3479_35),79.0
Наладка оборудования (4078_35),76.0
Аккуратность (СК) (575_4),73.0
Высокая работоспособность (СК) (586_4),71.0
Установка инструмента (3458_35),70.0
Внимательность (СК) (536_4),69.0
"Саморазвитие, обучаемость (СК) (604_4)",57.0
Работа на фрезерном станке с ЧПУ (3645_35),54.0
Коммуникабельность (СК) (617_4),49.0
Знания устройства и принципа действия станков с ЧПУ (3752_35),47.0
Контроль качества изделий (3466_35),43.0
Техническое обслуживание оборудования (4130_35),34.0
Целеустремленность (СК) (588_4),29.0
Знать систему допусков и посадок (3462_35),29.0
Штамповочные работы (3747_35),20.0
Трудолюбие (СК) (597_4),16.0
