,0
"Личные установки и ценности, мировоззрение (2043_4)",676.0
Работа на станках с ЧПУ (3542_35),589.0
"Ответственность , добросовестность (СК) (614_4)",209.0
Подготовка станков к работе (3512_35),158.0
Внимательность (СК) (536_4),149.0
Составление и корректировка управляющих программ (3667_35),140.0
Аккуратность (СК) (575_4),132.0
Чтение схем/чертежей (ОПТ) (3032_36),126.0
Высокая работоспособность (СК) (586_4),98.0
Фрезерование (3469_35),85.0
Эксплуатация станочного оборудования (3579_35),81.0
Установка инструмента (3458_35),64.0
Штамповочные работы (3747_35),54.0
Использование контрольно-измерительных инструментов (3479_35),48.0
Работа на фрезерном станке с ЧПУ (3645_35),32.0
Наладка оборудования (4078_35),28.0
Дисциплинированность (СК) (593_4),25.0
Контроль качества изделий (3466_35),24.0
"Саморазвитие, обучаемость (СК) (604_4)",15.0
Знания устройства и принципа действия станков с ЧПУ (3752_35),13.0
Знать систему допусков и посадок (3462_35),13.0
Техническое обслуживание оборудования (4130_35),10.0
Трудолюбие (СК) (597_4),3.0
Целеустремленность (СК) (588_4),2.0
Коммуникабельность (СК) (617_4),2.0
