,0
"Личные установки и ценности, мировоззрение (2043_4)",258.0
"Ответственность , добросовестность (СК) (614_4)",209.0
Ремонт оборудования (4132_35),170.0
Выполнение ремонтных работ (ОПТ) (8285_36),144.0
Техническое обслуживание оборудования (4130_35),143.0
Дисциплинированность (СК) (593_4),133.0
"Организаторские способности, лидерство (СК) (393_4)",97.0
"Проведение диагностики, техосмотра и ремонта оборудования и механизмов (7245_35)",97.0
Коммуникабельность (СК) (617_4),84.0
"Саморазвитие, обучаемость (СК) (604_4)",63.0
Знание основ технических наук (4136_35),63.0
Командность (СК) (1371_4),60.0
Знание компьютерных программ (3753_35),57.0
Ведение документации (4135_35),53.0
Разработка графиков выполнения работ (6081_35),53.0
Обеспечение правильной эксплуатации оборудования (7278_35),52.0
Оформлять заявки на приобретение материалов и запасных частей (7239_35),52.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",47.0
Внимательность (СК) (536_4),47.0
Эксплуатация станочного оборудования (3579_35),43.0
Умение читать конструкторскую и технологическую документацию (3439_35),42.0
Кропотливость (СК) (623_4),36.0
Целеустремленность (СК) (588_4),36.0
Навыки руководящей работы (6700_35),34.0
Стрессоустойчивость (СК) (601_4),33.0
Знание нормативной и методической документации (4566_35),32.0
"Знать конструкцию, режимы работы и правила эксплуатации оборудования (7374_35)",31.0
Уметь контролировать качество ремонтных работ (7384_35),26.0
Аккуратность (СК) (575_4),26.0
Английский язык (ЯС) (1918_32),25.0
Чтение схем/чертежей (ОПТ) (3032_36),24.0
Высокая работоспособность (СК) (586_4),24.0
Контроль за работой и техническим состоянием оборудования (4119_35),21.0
Подготовка отчетной документации (6585_35),21.0
Разработка мероприятий по достижению безаварийной работы (7287_35),20.0
Разработка мероприятий по повышению эффективности производства (6739_35),19.0
Организация ремонта автотранспорта (7299_35),18.0
Обеспечение бесперебойной работы оборудования (4218_35),18.0
Уметь проводить монтаж и пуско-наладку металлообрабатывающих станков (7402_35),17.0
Ведение учета (4195_35),16.0
Соблюдение правил охраны труда (ОПТ) (3790_36),16.0
Обслуживание холодильного оборудования (7375_35),15.0
Уметь контролировать качество технического обслуживания (7385_35),15.0
Трудолюбие (СК) (597_4),10.0
Разработка и внедрение мероприятий по снижению себестоимости продукции (6581_35),8.0
Разработка ремонтной документации (6266_35),6.0
Оформление дефектных ведомостей (4560_35),5.0
Определять потребность в запасных частях для оборудования (7326_35),3.0
