,0
"Ответственность , добросовестность (СК) (614_4)",258.0
Дисциплинированность (СК) (593_4),152.0
"Личные установки и ценности, мировоззрение (2043_4)",138.0
Обеспечение правильной эксплуатации оборудования (7278_35),68.0
Ремонт оборудования (4132_35),66.0
Выполнение ремонтных работ (ОПТ) (8285_36),59.0
Коммуникабельность (СК) (617_4),49.0
Уметь контролировать качество ремонтных работ (7384_35),33.0
"Организаторские способности, лидерство (СК) (393_4)",32.0
Разработка графиков выполнения работ (6081_35),31.0
Командность (СК) (1371_4),31.0
"Саморазвитие, обучаемость (СК) (604_4)",30.0
Навыки руководящей работы (6700_35),29.0
Техническое обслуживание оборудования (4130_35),27.0
Целеустремленность (СК) (588_4),26.0
Оформлять заявки на приобретение материалов и запасных частей (7239_35),25.0
Разработка мероприятий по повышению эффективности производства (6739_35),23.0
"Проведение диагностики, техосмотра и ремонта оборудования и механизмов (7245_35)",22.0
Трудолюбие (СК) (597_4),21.0
Уметь контролировать качество технического обслуживания (7385_35),21.0
Соблюдение правил охраны труда (ОПТ) (3790_36),18.0
Высокая работоспособность (СК) (586_4),16.0
Разработка мероприятий по достижению безаварийной работы (7287_35),16.0
Ведение учета (4195_35),14.0
Умение читать конструкторскую и технологическую документацию (3439_35),13.0
Аккуратность (СК) (575_4),12.0
Чтение схем/чертежей (ОПТ) (3032_36),12.0
Подготовка отчетной документации (6585_35),12.0
Внимательность (СК) (536_4),11.0
Ведение документации (4135_35),11.0
Знание нормативной и методической документации (4566_35),10.0
"Знать конструкцию, режимы работы и правила эксплуатации оборудования (7374_35)",10.0
Знание компьютерных программ (3753_35),9.0
Стрессоустойчивость (СК) (601_4),9.0
Английский язык (ЯС) (1918_32),9.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",7.0
Организация ремонта автотранспорта (7299_35),7.0
Контроль за работой и техническим состоянием оборудования (4119_35),6.0
Эксплуатация станочного оборудования (3579_35),6.0
Обеспечение бесперебойной работы оборудования (4218_35),5.0
Знание основ технических наук (4136_35),4.0
Разработка ремонтной документации (6266_35),3.0
Разработка и внедрение мероприятий по снижению себестоимости продукции (6581_35),2.0
Оформление дефектных ведомостей (4560_35),2.0
Кропотливость (СК) (623_4),1.0
Определять потребность в запасных частях для оборудования (7326_35),1.0
Уметь проводить монтаж и пуско-наладку металлообрабатывающих станков (7402_35),1.0
Обслуживание холодильного оборудования (7375_35),0.0
