,0
Автоэлектрик - диагностика неисправностей электрооборудования (3247_31),150.0
"Личные установки и ценности, мировоззрение (2043_4)",146.0
Автоэлектрик - Диагностика и ремонт электрооборудования (3722_31),132.0
"Ответственность , добросовестность (СК) (614_4)",79.0
Дисциплинированность (СК) (593_4),78.0
Автоэлектрик - ремонт автоэлектроники различных ТС (2177_31),70.0
Автоэлектрик - обобщенные умения - работа с электропроводкой и электрическими цепями (3728_31),63.0
Автоэлектрик - обобщенные знания - знание устройства узлов и агрегатов транспортных средств (3749_31),57.0
Автоэлектрик - установщик дополнительного оборудования и систем сигнализации (2165_31),48.0
Аккуратность (СК) (575_4),43.0
Автослесарь - Конкретные умения – диагностика (2261_31),40.0
Автослесарь - Конкретные умения – Обслуживание и ремонт электрооборудования (2440_31),38.0
Автоэлектрик - обобщенные умения - поиск и устранение неисправностей (3724_31),36.0
Выполнение ремонтных работ (ОПТ) (8285_36),36.0
Автоэлектрик - ремонт и обслуживание электрооборудование грузовых ТС (2181_31),34.0
Автоэлектрик - умение работать на диагностическом оборудовании (3266_31),32.0
Автоэлектрик - обобщенные умения - работа с электрическими схемами (3725_31),25.0
Пунктуальность (СК) (612_4),25.0
"Саморазвитие, обучаемость (СК) (604_4)",24.0
Автоэлектрик - конкретные умения - ремонт и обслуживание электрооборудование спецтехники (2176_31),24.0
Внимательность (СК) (536_4),19.0
Автоэлектрик - обобщенные умения - проведение профилактического осмотра электрооборудования (3727_31),14.0
Автослесарь - Базовые знания в области конструкции и характеристик АТС (2224_31),13.0
"Автослесарь - Конкретные умения – Ремонт агрегатов - Общие работы по ремонту, сборке/разборке, восстановлению (3823_31)",7.0
Автоэлектрик - знание диагностического оборудования (3263_31),5.0
