,0
"Ответственность , добросовестность (СК) (614_4)",600.0
Дисциплинированность (СК) (593_4),428.0
"Личные установки и ценности, мировоззрение (2043_4)",259.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),194.0
Пунктуальность (СК) (612_4),158.0
ЖКХа общие фразы (2155_29),144.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",129.0
ЖКХа ремонт электрооборудования (2558_29),118.0
Выполнение ремонтных работ (ОПТ) (8285_36),113.0
Коммуникабельность (СК) (617_4),85.0
ЖКХа монтаж электро оборудования (2503_29),79.0
Командность (СК) (1371_4),73.0
Внимательность (СК) (536_4),67.0
Склонность к здоровому образу жизни (СК) (1662_4),52.0
Аккуратность (СК) (575_4),49.0
Высокая работоспособность (СК) (586_4),39.0
ЖКХ общепрофессиональные знания по электрике (2153_29),38.0
Нравственность (СК) (622_4),22.0
Трудолюбие (СК) (597_4),14.0
ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),7.0
