,0
"Ответственность , добросовестность (СК) (614_4)",2061.0
Дисциплинированность (СК) (593_4),1498.0
"Личные установки и ценности, мировоззрение (2043_4)",914.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),555.0
ЖКХа общие фразы (2155_29),421.0
Пунктуальность (СК) (612_4),370.0
ЖКХа ремонт электрооборудования (2558_29),330.0
Командность (СК) (1371_4),324.0
Коммуникабельность (СК) (617_4),323.0
Выполнение ремонтных работ (ОПТ) (8285_36),294.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",290.0
Склонность к здоровому образу жизни (СК) (1662_4),228.0
Высокая работоспособность (СК) (586_4),190.0
ЖКХа монтаж электро оборудования (2503_29),142.0
ЖКХ общепрофессиональные знания по электрике (2153_29),121.0
Внимательность (СК) (536_4),110.0
Аккуратность (СК) (575_4),109.0
Трудолюбие (СК) (597_4),78.0
Нравственность (СК) (622_4),30.0
ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),24.0
