,0
"Ответственность , добросовестность (СК) (614_4)",1238.0
Дисциплинированность (СК) (593_4),843.0
"Личные установки и ценности, мировоззрение (2043_4)",545.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),325.0
ЖКХа общие фразы (2155_29),275.0
Пунктуальность (СК) (612_4),271.0
Коммуникабельность (СК) (617_4),268.0
Выполнение ремонтных работ (ОПТ) (8285_36),200.0
ЖКХа ремонт электрооборудования (2558_29),180.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",175.0
Командность (СК) (1371_4),167.0
ЖКХа монтаж электро оборудования (2503_29),145.0
Склонность к здоровому образу жизни (СК) (1662_4),127.0
Высокая работоспособность (СК) (586_4),123.0
Аккуратность (СК) (575_4),119.0
Внимательность (СК) (536_4),109.0
ЖКХ общепрофессиональные знания по электрике (2153_29),79.0
Трудолюбие (СК) (597_4),53.0
Нравственность (СК) (622_4),31.0
ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),27.0
