,0
Сборка несложных узлов и конструкций (3923_35),462.0
Чтение схем/чертежей (ОПТ) (3032_36),420.0
"Ответственность , добросовестность (СК) (614_4)",334.0
"Личные установки и ценности, мировоззрение (2043_4)",290.0
Дисциплинированность (СК) (593_4),191.0
Сборка сложных узлов (3921_35),160.0
Разметка мест под установку деталей и узлов (3939_35),90.0
Работать электроприхваткой (3928_35),72.0
Умение работать с электроинструментом (3578_35),70.0
Выполнение слесарных работ (3552_35),58.0
Внимательность (СК) (536_4),57.0
Командность (СК) (1371_4),56.0
Высокая работоспособность (СК) (586_4),54.0
Аккуратность (СК) (575_4),53.0
Опыт механосборки (3920_35),47.0
"Саморазвитие, обучаемость (СК) (604_4)",47.0
Сварочные работы (3934_35),46.0
Испытания узлов и конструкций (3926_35),46.0
Резка металла (3931_35),46.0
Зачистка сварных швов (3799_35),44.0
Коммуникабельность (СК) (617_4),43.0
Выполнение работ по сверлению и обработке отверстий (3558_35),39.0
"Правка деталей, узлов и конструкций (3933_35)",38.0
Сборка узлов и конструкций средней сложности (3922_35),32.0
Изготовление узлов и конструкций (4081_35),32.0
Склонность к здоровому образу жизни (СК) (1662_4),31.0
Разметка деталей (3649_35),24.0
Установка крепежа (3941_35),11.0
