,0
Обслуживание гостей в сфере питания (485_9),62.0
Аккуратность (СК) (575_4),42.0
"Личные установки и ценности, мировоззрение (2043_4)",41.0
"Сервировка столов до, во время и после обслуживания гостей предприятия питания (487_9)",33.0
"Ответственность , добросовестность (СК) (614_4)",32.0
Вежливость (СК) (581_4),24.0
"Соблюдение правил этикета и стандартов обслуживания, принятых в сфере питания (1458_9)",22.0
Дисциплинированность (СК) (593_4),21.0
Командность (СК) (1371_4),19.0
Коммуникабельность (СК) (617_4),19.0
Прием и оформление заказа на продукцию или услуги предприятия питания (490_9),18.0
"Обеспечение и поддержание чистоты и порядка на столах, в торговом зале и других помещениях предприятия питания (1469_9)",18.0
Доброжелательность (СК) (1126_4),15.0
"Знание этикета, стандартов сервировки столов и обслуживания гостей (1457_9)",15.0
Высокая работоспособность (СК) (586_4),14.0
Нравственность (СК) (622_4),10.0
"Уборка, мытье столов, посуды и столовых приборов (сфера питания) (2090_9)",10.0
Выполнение заказов в сфере питания (493_9),9.0
Пунктуальность (СК) (612_4),9.0
"Выполнение стандартов обслуживания и правил этикета, создание атмосферы гостеприимства (1470_9)",9.0
Стрессоустойчивость (СК) (601_4),8.0
Активность (СК) (576_4),7.0
"Прием и выполнение заказов по бару, приготовление, хранение, выкладка, отдача и продажа различных напитков и другой продукции бара (1461_9)",7.0
Приготовление кофе и кофейных напитков (3503_9),6.0
"Саморазвитие, обучаемость (СК) (604_4)",5.0
"Консультирование  гостей по выбору блюд и напитков, рекомендация блюд и напитков (3447_9)",4.0
"Знание меню, барной и винной карты, ассортимента дополнительных услуг и сопутствующей продукции (699_9)",2.0
Работа на кассе предприятия питания (3013_9),2.0
"Позитивность, оптимизм (СК) (607_4)",2.0
