,0
Выполнение комплекса геодезических работ (1410_10),1266.0
"Личные установки и ценности, мировоззрение (2043_4)",1155.0
Уверенный пользователь AutoCad (6976_10),676.0
Использование нивелира (1398_10),422.0
Выполнение контрольно-исполнительной геодезической съемки (8417_10),387.0
Ведение исполнительной документации в строительстве (2958_10),385.0
Составление и обновление топогеодезической документации (248_10),294.0
Работы в строительной геодезии (1402_10),283.0
"Ответственность , добросовестность (СК) (614_4)",213.0
Знания нормативных документов (4992_10),211.0
Умение пользоваться геодезическими инструментами (4117_10),196.0
Выполнение разбивочных работ (1446_10),193.0
Составление топогеодезической документации (1440_10),185.0
"Организаторские способности, лидерство (СК) (393_4)",180.0
Использование геодезического оборудования (1377_10),177.0
Кропотливость (СК) (623_4),166.0
Вынос в натуру объектов (1445_10),163.0
Знание AutoCAD (3072_10),155.0
Знание технологии работ в топогеодезии (1408_10),144.0
Знание базы нормативно-технического регулирования (8402_10),140.0
Чтение схем/чертежей (ОПТ) (3032_36),139.0
Использование тахеометра (1396_10),123.0
Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),119.0
Дисциплинированность (СК) (593_4),93.0
Выполнение топографо-геодезической съемки (247_10),64.0
Знание тахеометра (1671_10),52.0
Внимательность (СК) (536_4),45.0
Коммуникабельность (СК) (617_4),45.0
Командность (СК) (1371_4),34.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),31.0
Стрессоустойчивость (СК) (601_4),29.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",23.0
Высокая работоспособность (СК) (586_4),20.0
