,0
Выполнение комплекса геодезических работ (1410_10),1066.0
"Личные установки и ценности, мировоззрение (2043_4)",736.0
Ведение исполнительной документации в строительстве (2958_10),574.0
"Ответственность , добросовестность (СК) (614_4)",517.0
Составление и обновление топогеодезической документации (248_10),429.0
Выполнение контрольно-исполнительной геодезической съемки (8417_10),392.0
Работы в строительной геодезии (1402_10),315.0
Дисциплинированность (СК) (593_4),310.0
Знание AutoCAD (3072_10),299.0
Чтение схем/чертежей (ОПТ) (3032_36),238.0
Уверенный пользователь AutoCad (6976_10),212.0
Составление топогеодезической документации (1440_10),199.0
Знание базы нормативно-технического регулирования (8402_10),186.0
Использование тахеометра (1396_10),186.0
Выполнение разбивочных работ (1446_10),181.0
Внимательность (СК) (536_4),178.0
Выполнение топографо-геодезической съемки (247_10),177.0
Знания нормативных документов (4992_10),171.0
Коммуникабельность (СК) (617_4),154.0
Использование геодезического оборудования (1377_10),149.0
Умение пользоваться геодезическими инструментами (4117_10),148.0
Вынос в натуру объектов (1445_10),132.0
"Организаторские способности, лидерство (СК) (393_4)",127.0
Знание технологии работ в топогеодезии (1408_10),123.0
Командность (СК) (1371_4),113.0
Стрессоустойчивость (СК) (601_4),109.0
Кропотливость (СК) (623_4),107.0
Знание тахеометра (1671_10),85.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",80.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),64.0
Использование нивелира (1398_10),57.0
Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),49.0
Высокая работоспособность (СК) (586_4),37.0
