,0
"Ответственность , добросовестность (СК) (614_4)",490.0
Дисциплинированность (СК) (593_4),390.0
"Личные установки и ценности, мировоззрение (2043_4)",245.0
Уход за растениями (685_14),231.0
"Выполнение работ по подготовке почвы к посадке и посеву древесно-кустарниковой, цветочно-декоративной растительности и газонных трав (4344_14)",84.0
Командность (СК) (1371_4),72.0
Разработка технологии посева (посадки) сельскохозяйственных культур (270_14),70.0
Коммуникабельность (СК) (617_4),68.0
Выполнение операций формированию по уходу за газонами (4345_14),49.0
Склонность к здоровому образу жизни (СК) (1662_4),45.0
"Саморазвитие, обучаемость (СК) (604_4)",43.0
Внимательность (СК) (536_4),39.0
Благоустройство и озеленение на территорий и объектов (4415_14),35.0
Инициативность (СК) (610_4),34.0
Высокая работоспособность (СК) (586_4),32.0
Трудолюбие (СК) (597_4),29.0
Выполнение поручений руководителя (ОПТ) (3036_36),2.0
