,0
"Ответственность , добросовестность (СК) (614_4)",83.0
Дисциплинированность (СК) (593_4),61.0
Уход за растениями (685_14),43.0
"Личные установки и ценности, мировоззрение (2043_4)",38.0
"Выполнение работ по подготовке почвы к посадке и посеву древесно-кустарниковой, цветочно-декоративной растительности и газонных трав (4344_14)",14.0
Трудолюбие (СК) (597_4),13.0
Склонность к здоровому образу жизни (СК) (1662_4),10.0
Выполнение операций формированию по уходу за газонами (4345_14),10.0
Инициативность (СК) (610_4),7.0
Благоустройство и озеленение на территорий и объектов (4415_14),7.0
Разработка технологии посева (посадки) сельскохозяйственных культур (270_14),5.0
Коммуникабельность (СК) (617_4),4.0
Командность (СК) (1371_4),3.0
"Саморазвитие, обучаемость (СК) (604_4)",2.0
Высокая работоспособность (СК) (586_4),2.0
Внимательность (СК) (536_4),2.0
Выполнение поручений руководителя (ОПТ) (3036_36),0.0
