,0
"Ответственность , добросовестность (СК) (614_4)",972.0
Дисциплинированность (СК) (593_4),847.0
Уход за растениями (685_14),576.0
"Личные установки и ценности, мировоззрение (2043_4)",363.0
Командность (СК) (1371_4),206.0
"Выполнение работ по подготовке почвы к посадке и посеву древесно-кустарниковой, цветочно-декоративной растительности и газонных трав (4344_14)",193.0
Коммуникабельность (СК) (617_4),151.0
Выполнение операций формированию по уходу за газонами (4345_14),142.0
Разработка технологии посева (посадки) сельскохозяйственных культур (270_14),138.0
Благоустройство и озеленение на территорий и объектов (4415_14),105.0
Высокая работоспособность (СК) (586_4),88.0
Инициативность (СК) (610_4),79.0
Трудолюбие (СК) (597_4),73.0
"Саморазвитие, обучаемость (СК) (604_4)",65.0
Внимательность (СК) (536_4),50.0
Склонность к здоровому образу жизни (СК) (1662_4),49.0
Выполнение поручений руководителя (ОПТ) (3036_36),32.0
