,0
Наладка автоматического и роботизированного сварочного оборудования (2521_3),22.0
"Личные установки и ценности, мировоззрение (2043_4)",16.0
Обслуживание и ремонт сварочного оборудования (60_3),13.0
"Установка и регулировка режимов сварки (резки), последовательности наложения швов, выполнения резов (2673_3)",12.0
Выполнение ремонтных работ (ОПТ) (8285_36),10.0
Соблюдение правил охраны труда (ОПТ) (3790_36),7.0
Устройство и принцип работы оборудования (2675_3),5.0
Внимательность (СК) (536_4),4.0
Дисциплинированность (СК) (593_4),3.0
Настройка сварочного оборудования (46_3),3.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),1.0
"Саморазвитие, обучаемость (СК) (604_4)",0.0
Коммуникабельность (СК) (617_4),0.0
Пунктуальность (СК) (612_4),0.0
Знание электрических и электронных схем (263_3),0.0
