,0
"Ответственность , добросовестность (СК) (614_4)",233.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),57.0
Пунктуальность (СК) (612_4),31.0
Командность (СК) (1371_4),30.0
Выполнение подготовительных работ при монтаже и ремонте санитарно-технических систем и оборудования (3116_10),27.0
Коммуникабельность (СК) (617_4),24.0
Высокая работоспособность (СК) (586_4),22.0
Монтаж систем водоснабжения (2918_10),15.0
Монтаж систем отопления (2920_10),11.0
Ремонт систем отопления (2921_10),10.0
Трудолюбие (СК) (597_4),10.0
Сборка деталей и узлов санитарно-технических систем и оборудования (2908_10),9.0
Соблюдение правил охраны труда (ОПТ) (3790_36),9.0
Целеустремленность (СК) (588_4),7.0
"Установка грязевиков, баков, водяных фильтров (7485_10)",6.0
"Саморазвитие, обучаемость (СК) (604_4)",5.0
"Монтаж водонагревателей, бойлеров (7484_10)",5.0
Присоединение к трубопроводам санитарных приборов (3104_10),5.0
Пусконаладочные работы санитарно-технических систем и оборудования (2917_10),4.0
Установка водоразборной арматуры (3110_10),4.0
Монтаж систем канализации/водоотведения (2919_10),3.0
Установка радиаторов (7482_10),2.0
Доброжелательность (СК) (1126_4),0.0
Нравственность (СК) (622_4),0.0
