,0
"Ответственность , добросовестность (СК) (614_4)",214.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),61.0
Монтаж систем водоснабжения (2918_10),43.0
Монтаж систем отопления (2920_10),34.0
Коммуникабельность (СК) (617_4),28.0
Высокая работоспособность (СК) (586_4),25.0
Командность (СК) (1371_4),22.0
Ремонт систем отопления (2921_10),20.0
Монтаж систем канализации/водоотведения (2919_10),15.0
Пунктуальность (СК) (612_4),14.0
"Установка грязевиков, баков, водяных фильтров (7485_10)",14.0
Присоединение к трубопроводам санитарных приборов (3104_10),13.0
Выполнение подготовительных работ при монтаже и ремонте санитарно-технических систем и оборудования (3116_10),13.0
Целеустремленность (СК) (588_4),10.0
"Монтаж водонагревателей, бойлеров (7484_10)",8.0
Пусконаладочные работы санитарно-технических систем и оборудования (2917_10),7.0
Установка водоразборной арматуры (3110_10),6.0
"Саморазвитие, обучаемость (СК) (604_4)",6.0
Трудолюбие (СК) (597_4),5.0
Соблюдение правил охраны труда (ОПТ) (3790_36),4.0
Сборка деталей и узлов санитарно-технических систем и оборудования (2908_10),4.0
Установка радиаторов (7482_10),1.0
Нравственность (СК) (622_4),1.0
Доброжелательность (СК) (1126_4),0.0
