is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Личные установки и ценности, мировоззрение (2043_4)","Ответственность , добросовестность (СК) (614_4)",Пунктуальность (СК) (612_4),Навыки по техническому обслуживанию транспортных средств соответствующей категории (без привязки) (1851_28),"Осуществление пассажирских перевозок (автобус, троллейбус, трамвай) (1853_28)",Дисциплинированность (СК) (593_4),Соблюдение правил дорожного движения (1847_28),"Общие знания (водитель трамвая, троллейбуса, трамвая) (1875_28)","Навыки, несвойственные водителю автобуса, троллейбуса, трамвая ( управление автомобилем) (1858_28)","Оформление путевой документации (водители автобуса, троллейбуса, трамвая) (1862_28)",Соблюдение графика движения автобуса по маршруту (1866_28),Знание устройств и технического обслуживания автобуса (1905_28),Выполнение поручений руководителя (ОПТ) (3036_36),Навыки по техническому обслуживанию  автобуса (1910_28),Внимательность (СК) (536_4),Выполнение ремонтных работ (ОПТ) (8285_36),"Вождение транспортных средств (без привязки к автобусу, троллейбусу, трамваю) (1902_28)",Вежливость (СК) (581_4),Вождение автобуса (1899_28),Доброжелательность (СК) (1126_4),Знание правил дорожного движения (1856_28),Воспитанность (СК) (585_4),Стрессоустойчивость (СК) (601_4),Знание устройств и технического обслуживания транспортных средств( без привязки) (1908_28),Целеустремленность (СК) (588_4)
False,2.0,Новосибирская область,0,False,20303.0,120000.0,15337.0787,13295.8801,12546.8165,10168.5393,8632.9588,8352.0599,7116.1049,4681.6479,4363.2959,4101.1236,3220.9738,3071.161,2865.1685,2659.176,2378.2772,2209.7378,2191.0112,2059.9251,2041.1985,1947.5655,1891.3858,1591.7603,1329.588,992.5094,955.0562
False,2.0,Новосибирская область,0,True,40000.0,45000.0,5751.4045,4985.9551,4705.0562,3813.2022,3237.3596,3132.0225,2668.5393,1755.618,1636.236,1537.9213,1207.8652,1151.6854,1074.4382,997.191,891.8539,828.6517,821.6292,772.4719,765.4494,730.3371,709.2697,596.9101,498.5955,372.191,358.1461
False,2.0,Омская область,1,False,19328.0,130000.0,16615.1685,14403.8702,13592.3845,11015.9176,9352.372,9048.0649,7709.1136,5071.7853,4726.9039,4442.8839,3489.3883,3327.0911,3103.9326,2880.774,2576.4669,2393.8826,2373.5955,2231.5855,2211.2984,2109.8627,2049.0012,1724.407,1440.387,1075.2185,1034.6442
False,2.0,Пермский край,1,False,30000.0,73000.0,9330.0562,8088.3271,7632.6467,6185.8614,5251.7166,5080.8365,4328.9638,2848.0025,2654.3383,2494.8502,1959.4257,1868.2896,1742.9775,1617.6654,1446.7853,1344.2572,1332.8652,1253.1211,1241.7291,1184.769,1150.593,968.3208,808.8327,603.7765,580.9925
False,2.0,Пермский край,1,True,40000.0,40000.0,5112.3596,4431.96,4182.2722,3389.5131,2877.6529,2784.02,2372.035,1560.5493,1454.432,1367.0412,1073.6579,1023.7203,955.0562,886.392,792.7591,736.5793,730.3371,686.6417,680.3995,649.1885,630.4619,530.5868,443.196,330.8365,318.3521
False,2.0,Псковская область,1,False,34875.0,50000.0,6390.4494,5539.9501,5227.8402,4236.8914,3597.0662,3480.025,2965.0437,1950.6866,1818.04,1708.8015,1342.0724,1279.6504,1193.8202,1107.99,990.9488,920.7241,912.9213,858.3021,850.4994,811.4856,788.0774,663.2335,553.995,413.5456,397.9401
False,2.0,Воронежская область,2,False,16000.0,95000.0,12141.8539,10525.9051,9932.8964,8050.0936,6834.4257,6612.0474,5633.583,3706.3046,3454.2759,3246.7228,2549.9376,2431.3358,2268.2584,2105.181,1882.8027,1749.3758,1734.5506,1630.774,1615.9488,1541.8227,1497.3471,1260.1436,1052.5905,785.7366,756.0861
False,2.0,Воронежская область,2,True,45000.0,45000.0,5751.4045,4985.9551,4705.0562,3813.2022,3237.3596,3132.0225,2668.5393,1755.618,1636.236,1537.9213,1207.8652,1151.6854,1074.4382,997.191,891.8539,828.6517,821.6292,772.4719,765.4494,730.3371,709.2697,596.9101,498.5955,372.191,358.1461
False,2.0,Мурманская область,1,False,45000.0,51250.0,6550.2107,5678.4488,5358.5362,4342.8137,3686.9928,3567.0256,3039.1698,1999.4538,1863.4909,1751.5215,1375.6242,1311.6417,1223.6657,1135.6898,1015.7225,943.7422,935.7444,879.7597,871.7619,831.7728,807.7793,679.8143,567.8449,423.8842,407.8886
False,2.0,Мурманская область,1,True,34875.0,34875.0,4457.3385,3864.1152,3646.4185,2955.2317,2508.9537,2427.3174,2068.118,1360.6039,1268.0829,1191.889,936.0955,892.5562,832.6896,772.823,691.1868,642.2051,636.7626,598.6657,593.2233,566.0112,549.684,462.6053,386.4115,288.448,277.5632
False,2.0,Кировская область,1,False,40000.0,120000.0,15337.0787,13295.8801,12546.8165,10168.5393,8632.9588,8352.0599,7116.1049,4681.6479,4363.2959,4101.1236,3220.9738,3071.161,2865.1685,2659.176,2378.2772,2209.7378,2191.0112,2059.9251,2041.1985,1947.5655,1891.3858,1591.7603,1329.588,992.5094,955.0562
False,2.0,Курганская область,1,False,40000.0,73000.0,9330.0562,8088.3271,7632.6467,6185.8614,5251.7166,5080.8365,4328.9638,2848.0025,2654.3383,2494.8502,1959.4257,1868.2896,1742.9775,1617.6654,1446.7853,1344.2572,1332.8652,1253.1211,1241.7291,1184.769,1150.593,968.3208,808.8327,603.7765,580.9925
False,2.0,Сахалинская область,1,False,40000.0,70000.0,8946.6292,7755.9301,7318.9763,5931.6479,5035.8926,4872.035,4151.0612,2730.9613,2545.2559,2392.3221,1878.9014,1791.5106,1671.3483,1551.186,1387.3283,1289.0137,1278.0899,1201.623,1190.6991,1136.0799,1103.3084,928.5268,775.593,578.9638,557.1161
False,2.0,Республика Хакасия,1,False,26000.0,74000.0,9457.8652,8199.1261,7737.2035,6270.5993,5323.6579,5150.437,4388.2647,2887.0162,2690.6991,2529.0262,1986.2672,1893.8826,1766.8539,1639.8252,1466.6042,1362.6717,1351.1236,1270.2871,1258.7391,1200.9988,1166.3546,981.5855,819.9126,612.0474,588.9513
False,2.0,Республика Хакасия,1,True,74000.0,74000.0,9457.8652,8199.1261,7737.2035,6270.5993,5323.6579,5150.437,4388.2647,2887.0162,2690.6991,2529.0262,1986.2672,1893.8826,1766.8539,1639.8252,1466.6042,1362.6717,1351.1236,1270.2871,1258.7391,1200.9988,1166.3546,981.5855,819.9126,612.0474,588.9513
False,2.0,Новгородская область,1,False,26200.0,50000.0,6390.4494,5539.9501,5227.8402,4236.8914,3597.0662,3480.025,2965.0437,1950.6866,1818.04,1708.8015,1342.0724,1279.6504,1193.8202,1107.99,990.9488,920.7241,912.9213,858.3021,850.4994,811.4856,788.0774,663.2335,553.995,413.5456,397.9401
False,2.0,Астраханская область,1,False,25000.0,110000.0,14058.9888,12187.8901,11501.2484,9321.161,7913.5456,7656.0549,6523.0961,4291.5106,3999.6879,3759.3633,2952.5593,2815.231,2626.4045,2437.578,2180.0874,2025.593,2008.427,1888.2647,1871.0986,1785.2684,1733.7703,1459.1136,1218.789,909.8002,875.4682
False,2.0,Калужская область,1,False,27800.0,74000.0,9457.8652,8199.1261,7737.2035,6270.5993,5323.6579,5150.437,4388.2647,2887.0162,2690.6991,2529.0262,1986.2672,1893.8826,1766.8539,1639.8252,1466.6042,1362.6717,1351.1236,1270.2871,1258.7391,1200.9988,1166.3546,981.5855,819.9126,612.0474,588.9513
False,2.0,Приморский край,1,False,24363.0,95000.0,12141.8539,10525.9051,9932.8964,8050.0936,6834.4257,6612.0474,5633.583,3706.3046,3454.2759,3246.7228,2549.9376,2431.3358,2268.2584,2105.181,1882.8027,1749.3758,1734.5506,1630.774,1615.9488,1541.8227,1497.3471,1260.1436,1052.5905,785.7366,756.0861
False,2.0,Республика Бурятия,1,False,40000.0,73000.0,9330.0562,8088.3271,7632.6467,6185.8614,5251.7166,5080.8365,4328.9638,2848.0025,2654.3383,2494.8502,1959.4257,1868.2896,1742.9775,1617.6654,1446.7853,1344.2572,1332.8652,1253.1211,1241.7291,1184.769,1150.593,968.3208,808.8327,603.7765,580.9925
False,2.0,Архангельская область,1,False,27600.0,145000.0,18532.3034,16065.8552,15160.7366,12286.985,10431.4919,10092.0724,8598.6267,5656.9913,5272.3159,4955.5243,3892.01,3710.9863,3462.0787,3213.171,2873.7516,2670.0999,2647.4719,2489.0762,2466.4482,2353.3084,2285.4245,1923.377,1606.5855,1199.2821,1154.0262
False,2.0,Камчатский край,1,False,40000.0,74000.0,9457.8652,8199.1261,7737.2035,6270.5993,5323.6579,5150.437,4388.2647,2887.0162,2690.6991,2529.0262,1986.2672,1893.8826,1766.8539,1639.8252,1466.6042,1362.6717,1351.1236,1270.2871,1258.7391,1200.9988,1166.3546,981.5855,819.9126,612.0474,588.9513
False,2.0,Республика Тыва,1,False,45000.0,80000.0,10224.7191,8863.9201,8364.5443,6779.0262,5755.3059,5568.04,4744.0699,3121.0986,2908.8639,2734.0824,2147.3159,2047.4407,1910.1124,1772.784,1585.5181,1473.1586,1460.6742,1373.2834,1360.799,1298.377,1260.9238,1061.1735,886.392,661.6729,636.7041
False,2.0,Республика Северная Осетия,1,False,27300.0,30000.0,3834.2697,3323.97,3136.7041,2542.1348,2158.2397,2088.015,1779.0262,1170.412,1090.824,1025.2809,805.2434,767.7903,716.2921,664.794,594.5693,552.4345,547.7528,514.9813,510.2996,486.8914,472.8464,397.9401,332.397,248.1273,238.764
False,2.0,Иркутская область,1,False,22000.0,120000.0,15337.0787,13295.8801,12546.8165,10168.5393,8632.9588,8352.0599,7116.1049,4681.6479,4363.2959,4101.1236,3220.9738,3071.161,2865.1685,2659.176,2378.2772,2209.7378,2191.0112,2059.9251,2041.1985,1947.5655,1891.3858,1591.7603,1329.588,992.5094,955.0562
False,2.0,Иркутская область,1,True,40000.0,49750.0,6358.4972,5512.2503,5201.701,4215.7069,3579.0808,3462.6248,2950.2185,1940.9332,1808.9498,1700.2575,1335.362,1273.2522,1187.8511,1102.4501,985.9941,916.1205,908.3567,854.0106,846.2469,807.4282,784.137,659.9173,551.225,411.4778,395.9504
False,2.0,Республика Саха (Якутия),1,False,37000.0,100000.0,12780.8989,11079.9001,10455.6804,8473.7828,7194.1323,6960.0499,5930.0874,3901.3733,3636.0799,3417.603,2684.1448,2559.3009,2387.6404,2215.98,1981.8976,1841.4482,1825.8427,1716.6042,1700.9988,1622.9713,1576.1548,1326.4669,1107.99,827.0911,795.8801
False,2.0,Республика Мордовия,1,False,25000.0,50925.0,6508.6728,5642.4391,5324.5552,4315.2739,3663.6119,3544.4054,3019.897,1986.7743,1851.6737,1740.4143,1366.9007,1303.324,1215.9059,1128.4878,1009.2814,937.7575,929.8104,874.1807,866.2336,826.4981,802.6568,675.5033,564.2439,421.1962,405.302
False,2.0,Хабаровский край,1,False,30000.0,93000.0,11886.236,10304.3071,9723.7828,7880.618,6690.5431,6472.8464,5514.9813,3628.2772,3381.5543,3178.3708,2496.2547,2380.1498,2220.5056,2060.8614,1843.1648,1712.5468,1698.0337,1596.4419,1581.9288,1509.3633,1465.824,1233.6142,1030.4307,769.1948,740.1685
False,2.0,Хабаровский край,1,True,30000.0,45000.0,5751.4045,4985.9551,4705.0562,3813.2022,3237.3596,3132.0225,2668.5393,1755.618,1636.236,1537.9213,1207.8652,1151.6854,1074.4382,997.191,891.8539,828.6517,821.6292,772.4719,765.4494,730.3371,709.2697,596.9101,498.5955,372.191,358.1461
False,2.0,Ямало-Ненецкий автономный округ,1,False,30000.0,100000.0,12780.8989,11079.9001,10455.6804,8473.7828,7194.1323,6960.0499,5930.0874,3901.3733,3636.0799,3417.603,2684.1448,2559.3009,2387.6404,2215.98,1981.8976,1841.4482,1825.8427,1716.6042,1700.9988,1622.9713,1576.1548,1326.4669,1107.99,827.0911,795.8801
False,2.0,Республика Коми,1,False,49750.0,90000.0,11502.809,9971.9101,9410.1124,7626.4045,6474.7191,6264.0449,5337.0787,3511.236,3272.4719,3075.8427,2415.7303,2303.3708,2148.8764,1994.382,1783.7079,1657.3034,1643.2584,1544.9438,1530.8989,1460.6742,1418.5393,1193.8202,997.191,744.382,716.2921
False,2.0,Забайкальский край,1,False,30500.0,120000.0,15337.0787,13295.8801,12546.8165,10168.5393,8632.9588,8352.0599,7116.1049,4681.6479,4363.2959,4101.1236,3220.9738,3071.161,2865.1685,2659.176,2378.2772,2209.7378,2191.0112,2059.9251,2041.1985,1947.5655,1891.3858,1591.7603,1329.588,992.5094,955.0562
False,2.0,Республика Калмыкия,1,False,19490.0,120000.0,15337.0787,13295.8801,12546.8165,10168.5393,8632.9588,8352.0599,7116.1049,4681.6479,4363.2959,4101.1236,3220.9738,3071.161,2865.1685,2659.176,2378.2772,2209.7378,2191.0112,2059.9251,2041.1985,1947.5655,1891.3858,1591.7603,1329.588,992.5094,955.0562
False,2.0,Амурская область,1,False,35000.0,110000.0,14058.9888,12187.8901,11501.2484,9321.161,7913.5456,7656.0549,6523.0961,4291.5106,3999.6879,3759.3633,2952.5593,2815.231,2626.4045,2437.578,2180.0874,2025.593,2008.427,1888.2647,1871.0986,1785.2684,1733.7703,1459.1136,1218.789,909.8002,875.4682
False,2.0,Тамбовская область,2,False,18000.0,65000.0,8307.5843,7201.9351,6796.1923,5507.9588,4676.186,4524.0325,3854.5568,2535.8926,2363.4519,2221.4419,1744.6941,1663.5456,1551.9663,1440.387,1288.2335,1196.9413,1186.7978,1115.7928,1105.6492,1054.9313,1024.5006,862.2035,720.1935,537.6092,517.3221
False,2.0,Тамбовская область,2,True,35000.0,35000.0,4473.3146,3877.965,3659.4881,2965.824,2517.9463,2436.0175,2075.5306,1365.4806,1272.628,1196.161,939.4507,895.7553,835.6742,775.593,693.6642,644.5069,639.0449,600.8115,595.3496,568.04,551.6542,464.2634,387.7965,289.4819,278.5581
False,2.0,Еврейская автономная область,1,False,50000.0,100000.0,12780.8989,11079.9001,10455.6804,8473.7828,7194.1323,6960.0499,5930.0874,3901.3733,3636.0799,3417.603,2684.1448,2559.3009,2387.6404,2215.98,1981.8976,1841.4482,1825.8427,1716.6042,1700.9988,1622.9713,1576.1548,1326.4669,1107.99,827.0911,795.8801
False,2.0,Еврейская автономная область,1,True,50000.0,50000.0,6390.4494,5539.9501,5227.8402,4236.8914,3597.0662,3480.025,2965.0437,1950.6866,1818.04,1708.8015,1342.0724,1279.6504,1193.8202,1107.99,990.9488,920.7241,912.9213,858.3021,850.4994,811.4856,788.0774,663.2335,553.995,413.5456,397.9401
False,2.0,Чукотский автономный округ,1,False,61316.0,90000.0,11502.809,9971.9101,9410.1124,7626.4045,6474.7191,6264.0449,5337.0787,3511.236,3272.4719,3075.8427,2415.7303,2303.3708,2148.8764,1994.382,1783.7079,1657.3034,1643.2584,1544.9438,1530.8989,1460.6742,1418.5393,1193.8202,997.191,744.382,716.2921
False,2.0,Чеченская Республика,1,False,115000.0,115000.0,14698.0337,12741.8851,12024.0325,9744.8502,8273.2522,8004.0574,6819.6005,4486.5793,4181.4919,3930.2434,3086.7665,2943.196,2745.7865,2548.377,2279.1823,2117.6654,2099.7191,1974.0949,1956.1486,1866.417,1812.578,1525.437,1274.1885,951.1548,915.2622
False,2.0,Магаданская область,1,False,60000.0,170000.0,21727.5281,18835.8302,17774.6567,14405.4307,12230.025,11832.0849,10081.1486,6632.3346,6181.3358,5809.9251,4563.0462,4350.8115,4058.9888,3767.166,3369.226,3130.4619,3103.9326,2918.2272,2891.6979,2759.0512,2679.4632,2254.9938,1883.583,1406.0549,1352.9963
False,1.0,Ростовская область,0,False,15750.0,74375.0,9505.7935,8240.6757,7776.4123,6302.3759,5350.6359,5176.5371,4410.5025,2901.6464,2704.3344,2541.8422,1996.3327,1903.48,1775.8076,1648.1351,1474.0364,1369.5771,1357.9705,1276.7244,1265.1178,1207.0849,1172.2651,986.5598,824.0676,615.149,591.9359
False,1.0,Республика Марий Эл,1,False,15750.0,63000.0,8051.9663,6980.3371,6587.0787,5338.4831,4532.3034,4384.8315,3735.9551,2457.8652,2290.7303,2153.0899,1691.0112,1612.3596,1504.2135,1396.0674,1248.5955,1160.1124,1150.2809,1081.4607,1071.6292,1022.4719,992.9775,835.6742,698.0337,521.0674,501.4045
False,1.0,Республика Крым,1,False,20000.0,74375.0,9505.7935,8240.6757,7776.4123,6302.3759,5350.6359,5176.5371,4410.5025,2901.6464,2704.3344,2541.8422,1996.3327,1903.48,1775.8076,1648.1351,1474.0364,1369.5771,1357.9705,1276.7244,1265.1178,1207.0849,1172.2651,986.5598,824.0676,615.149,591.9359
False,1.0,Курская область,2,False,16634.0,63000.0,8051.9663,6980.3371,6587.0787,5338.4831,4532.3034,4384.8315,3735.9551,2457.8652,2290.7303,2153.0899,1691.0112,1612.3596,1504.2135,1396.0674,1248.5955,1160.1124,1150.2809,1081.4607,1071.6292,1022.4719,992.9775,835.6742,698.0337,521.0674,501.4045
False,1.0,Краснодарский край,0,False,16242.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Краснодарский край,0,True,75000.0,75000.0,9585.6742,8309.9251,7841.7603,6355.3371,5395.5993,5220.0375,4447.5655,2926.03,2727.0599,2563.2022,2013.1086,1919.4757,1790.7303,1661.985,1486.4232,1381.0861,1369.382,1287.4532,1275.7491,1217.2285,1182.1161,994.8502,830.9925,620.3184,596.9101
False,1.0,Московская область,2,False,21000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Московская область,2,True,35000.0,65000.0,8307.5843,7201.9351,6796.1923,5507.9588,4676.186,4524.0325,3854.5568,2535.8926,2363.4519,2221.4419,1744.6941,1663.5456,1551.9663,1440.387,1288.2335,1196.9413,1186.7978,1115.7928,1105.6492,1054.9313,1024.5006,862.2035,720.1935,537.6092,517.3221
False,1.0,Ленинградская область,1,False,25000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Ленинградская область,1,True,28000.0,28000.0,3578.6517,3102.372,2927.5905,2372.6592,2014.3571,1948.814,1660.4245,1092.3845,1018.1024,956.9288,751.5605,716.6042,668.5393,620.4744,554.9313,515.6055,511.236,480.6492,476.2797,454.432,441.3233,371.4107,310.2372,231.5855,222.8464
False,1.0,Волгоградская область,2,False,16242.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Волгоградская область,2,True,16242.0,16242.0,2075.8736,1799.5974,1698.2116,1376.3118,1168.471,1130.4513,963.1648,633.661,590.5721,555.0871,435.9588,415.6816,387.8006,359.9195,321.8998,299.088,296.5534,278.8109,276.2762,263.603,255.9991,215.4448,179.9597,134.3361,129.2669
False,1.0,Удмуртская Республика,1,False,18679.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Нижегородская область,0,False,17000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Нижегородская область,0,True,28000.0,28000.0,3578.6517,3102.372,2927.5905,2372.6592,2014.3571,1948.814,1660.4245,1092.3845,1018.1024,956.9288,751.5605,716.6042,668.5393,620.4744,554.9313,515.6055,511.236,480.6492,476.2797,454.432,441.3233,371.4107,310.2372,231.5855,222.8464
False,1.0,Республика Татарстан,0,False,21000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Республика Татарстан,0,True,25000.0,28000.0,3578.6517,3102.372,2927.5905,2372.6592,2014.3571,1948.814,1660.4245,1092.3845,1018.1024,956.9288,751.5605,716.6042,668.5393,620.4744,554.9313,515.6055,511.236,480.6492,476.2797,454.432,441.3233,371.4107,310.2372,231.5855,222.8464
False,1.0,Саратовская область,2,False,20000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Свердловская область,0,False,18679.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Кемеровская область,1,False,22000.0,120000.0,15337.0787,13295.8801,12546.8165,10168.5393,8632.9588,8352.0599,7116.1049,4681.6479,4363.2959,4101.1236,3220.9738,3071.161,2865.1685,2659.176,2378.2772,2209.7378,2191.0112,2059.9251,2041.1985,1947.5655,1891.3858,1591.7603,1329.588,992.5094,955.0562
False,1.0,Владимирская область,1,False,25000.0,75000.0,9585.6742,8309.9251,7841.7603,6355.3371,5395.5993,5220.0375,4447.5655,2926.03,2727.0599,2563.2022,2013.1086,1919.4757,1790.7303,1661.985,1486.4232,1381.0861,1369.382,1287.4532,1275.7491,1217.2285,1182.1161,994.8502,830.9925,620.3184,596.9101
False,1.0,Владимирская область,1,True,28000.0,28000.0,3578.6517,3102.372,2927.5905,2372.6592,2014.3571,1948.814,1660.4245,1092.3845,1018.1024,956.9288,751.5605,716.6042,668.5393,620.4744,554.9313,515.6055,511.236,480.6492,476.2797,454.432,441.3233,371.4107,310.2372,231.5855,222.8464
False,1.0,Брянская область,1,False,21000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Самарская область,0,False,16300.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Оренбургская область,2,False,21000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Республика Башкортостан,0,False,18678.0,90000.0,11502.809,9971.9101,9410.1124,7626.4045,6474.7191,6264.0449,5337.0787,3511.236,3272.4719,3075.8427,2415.7303,2303.3708,2148.8764,1994.382,1783.7079,1657.3034,1643.2584,1544.9438,1530.8989,1460.6742,1418.5393,1193.8202,997.191,744.382,716.2921
False,1.0,Челябинская область,0,False,18679.0,75000.0,9585.6742,8309.9251,7841.7603,6355.3371,5395.5993,5220.0375,4447.5655,2926.03,2727.0599,2563.2022,2013.1086,1919.4757,1790.7303,1661.985,1486.4232,1381.0861,1369.382,1287.4532,1275.7491,1217.2285,1182.1161,994.8502,830.9925,620.3184,596.9101
False,1.0,Челябинская область,0,True,25000.0,25000.0,3195.2247,2769.975,2613.9201,2118.4457,1798.5331,1740.0125,1482.5218,975.3433,909.02,854.4007,671.0362,639.8252,596.9101,553.995,495.4744,460.362,456.4607,429.1511,425.2497,405.7428,394.0387,331.6167,276.9975,206.7728,198.97
False,1.0,Липецкая область,1,False,21000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Липецкая область,1,True,25000.0,28000.0,3578.6517,3102.372,2927.5905,2372.6592,2014.3571,1948.814,1660.4245,1092.3845,1018.1024,956.9288,751.5605,716.6042,668.5393,620.4744,554.9313,515.6055,511.236,480.6492,476.2797,454.432,441.3233,371.4107,310.2372,231.5855,222.8464
False,1.0,Ярославская область,1,False,16242.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Томская область,1,False,21000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Томская область,1,True,21190.0,21190.0,2708.2725,2347.8308,2215.5587,1795.5946,1524.4366,1474.8346,1256.5855,826.701,770.4853,724.1901,568.7703,542.3159,505.941,469.5662,419.9641,390.2029,386.8961,363.7484,360.4416,343.9076,333.9872,281.0783,234.7831,175.2606,168.647
False,1.0,Тверская область,1,False,16242.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Вологодская область,1,False,23000.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Рязанская область,1,False,17759.0,85000.0,10863.764,9417.9151,8887.3283,7202.7154,6115.0125,5916.0424,5040.5743,3316.1673,3090.6679,2904.9625,2281.5231,2175.4057,2029.4944,1883.583,1684.613,1565.231,1551.9663,1459.1136,1445.8489,1379.5256,1339.7316,1127.4969,941.7915,703.0275,676.4981
False,1.0,Алтайский край,2,False,18500.0,100000.0,12780.8989,11079.9001,10455.6804,8473.7828,7194.1323,6960.0499,5930.0874,3901.3733,3636.0799,3417.603,2684.1448,2559.3009,2387.6404,2215.98,1981.8976,1841.4482,1825.8427,1716.6042,1700.9988,1622.9713,1576.1548,1326.4669,1107.99,827.0911,795.8801
