is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Организаторские способности, лидерство (СК) (393_4)",Консультирование по медицинским услугам (2185_33),Составление и контроль графика приема пациентов (2186_33),Командность (СК) (1371_4),"Ответственность , добросовестность (СК) (614_4)",Клиентоцентричность (клиенториентированность) (СК) (626_4),Исходящие звонки (3581_33),Стрессоустойчивость (СК) (601_4),Внимательность (СК) (536_4),Английский язык (ЯС) (1918_32),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Пунктуальность (СК) (612_4),Вежливость (СК) (581_4)
False,0.0,Нижегородская область,0,True,17000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Республика Татарстан,0,False,17000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Республика Татарстан,0,True,17000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Иркутская область,1,False,17000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Пензенская область,1,False,18000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Пензенская область,1,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Пермский край,1,False,15000.0,37000.0,4131.9797,3718.7817,3681.2183,3042.6396,2854.8223,2704.5685,2629.4416,2629.4416,2591.8782,2591.8782,2291.3706,2178.6802,1953.2995
False,0.0,Хабаровский край,1,False,20000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Самарская область,0,False,15000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Самарская область,0,True,23000.0,23000.0,2568.5279,2311.6751,2288.3249,1891.3706,1774.6193,1681.2183,1634.5178,1634.5178,1611.1675,1611.1675,1424.3655,1354.3147,1214.2132
False,0.0,Чувашская Республика,1,False,15000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Архангельская область,1,False,18000.0,37500.0,4187.8173,3769.0355,3730.9645,3083.7563,2893.401,2741.1168,2664.9746,2664.9746,2626.9036,2626.9036,2322.335,2208.1218,1979.6954
False,0.0,Архангельская область,1,True,20000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Ивановская область,1,False,18000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Ставропольский край,2,False,15000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Ставропольский край,2,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Кемеровская область,1,False,17000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Кемеровская область,1,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Ярославская область,1,False,18000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Ярославская область,1,True,35000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Вологодская область,1,False,15000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Оренбургская область,2,False,20000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Республика Марий Эл,1,False,15000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Омская область,1,False,18000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Республика Дагестан,1,False,18000.0,18000.0,2010.1523,1809.1371,1790.8629,1480.203,1388.8325,1315.736,1279.1878,1279.1878,1260.9137,1260.9137,1114.7208,1059.8985,950.2538
False,0.0,Республика Дагестан,1,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Удмуртская Республика,1,False,18000.0,45000.0,5025.3807,4522.8426,4477.1574,3700.5076,3472.0812,3289.3401,3197.9695,3197.9695,3152.2843,3152.2843,2786.802,2649.7462,2375.6345
False,0.0,Удмуртская Республика,1,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Тульская область,1,False,18000.0,36000.0,4020.3046,3618.2741,3581.7259,2960.4061,2777.665,2631.4721,2558.3756,2558.3756,2521.8274,2521.8274,2229.4416,2119.797,1900.5076
False,0.0,Тульская область,1,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Томская область,1,False,18000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Томская область,1,True,20000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Челябинская область,0,False,18000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Город федерального значения Севастополь,1,False,18000.0,27000.0,3015.2284,2713.7056,2686.2944,2220.3046,2083.2487,1973.6041,1918.7817,1918.7817,1891.3706,1891.3706,1672.0812,1589.8477,1425.3807
False,0.0,Ульяновская область,1,False,18000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Ульяновская область,1,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Кировская область,1,False,18000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Липецкая область,1,False,18000.0,27000.0,3015.2284,2713.7056,2686.2944,2220.3046,2083.2487,1973.6041,1918.7817,1918.7817,1891.3706,1891.3706,1672.0812,1589.8477,1425.3807
False,0.0,Липецкая область,1,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Брянская область,1,False,18000.0,27000.0,3015.2284,2713.7056,2686.2944,2220.3046,2083.2487,1973.6041,1918.7817,1918.7817,1891.3706,1891.3706,1672.0812,1589.8477,1425.3807
False,0.0,Смоленская область,1,False,18000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Волгоградская область,2,False,18000.0,28000.0,3126.9036,2814.2132,2785.7868,2302.5381,2160.4061,2046.7005,1989.8477,1989.8477,1961.4213,1961.4213,1734.0102,1648.731,1478.1726
False,0.0,Волгоградская область,2,True,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Республика Карелия,1,False,18000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Курская область,2,False,18000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Курская область,2,True,20000.0,27000.0,3015.2284,2713.7056,2686.2944,2220.3046,2083.2487,1973.6041,1918.7817,1918.7817,1891.3706,1891.3706,1672.0812,1589.8477,1425.3807
False,0.0,Астраханская область,1,False,18000.0,22000.0,2456.8528,2211.1675,2188.8325,1809.1371,1697.4619,1608.1218,1563.4518,1563.4518,1541.1168,1541.1168,1362.4365,1295.4315,1161.4213
False,0.0,Курганская область,1,False,18000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Кабардино-Балкарская Республика,1,False,25000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Тамбовская область,2,False,20000.0,23000.0,2568.5279,2311.6751,2288.3249,1891.3706,1774.6193,1681.2183,1634.5178,1634.5178,1611.1675,1611.1675,1424.3655,1354.3147,1214.2132
False,0.0,Республика Адыгея,1,False,20000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Республика Мордовия,1,False,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Республика Мордовия,1,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Псковская область,1,False,20000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Карачаево-Черкесская Республика,1,False,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Красноярский край,1,False,17000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Красноярский край,1,True,20000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Новосибирская область,0,False,17000.0,45000.0,5025.3807,4522.8426,4477.1574,3700.5076,3472.0812,3289.3401,3197.9695,3197.9695,3152.2843,3152.2843,2786.802,2649.7462,2375.6345
False,0.0,Краснодарский край,0,False,15000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Краснодарский край,0,True,20000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Свердловская область,0,False,17000.0,45000.0,5025.3807,4522.8426,4477.1574,3700.5076,3472.0812,3289.3401,3197.9695,3197.9695,3152.2843,3152.2843,2786.802,2649.7462,2375.6345
False,0.0,Свердловская область,0,True,23000.0,28500.0,3182.7411,2864.467,2835.533,2343.6548,2198.9848,2083.2487,2025.3807,2025.3807,1996.4467,1996.4467,1764.9746,1678.1726,1504.5685
False,0.0,Калининградская область,1,False,17000.0,45000.0,5025.3807,4522.8426,4477.1574,3700.5076,3472.0812,3289.3401,3197.9695,3197.9695,3152.2843,3152.2843,2786.802,2649.7462,2375.6345
False,0.0,Калининградская область,1,True,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Рязанская область,1,False,17000.0,36000.0,4020.3046,3618.2741,3581.7259,2960.4061,2777.665,2631.4721,2558.3756,2558.3756,2521.8274,2521.8274,2229.4416,2119.797,1900.5076
False,0.0,Рязанская область,1,True,17000.0,23000.0,2568.5279,2311.6751,2288.3249,1891.3706,1774.6193,1681.2183,1634.5178,1634.5178,1611.1675,1611.1675,1424.3655,1354.3147,1214.2132
False,0.0,Тюменская область,1,False,17000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Тюменская область,1,True,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,0.0,Калужская область,1,False,25000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Новгородская область,1,False,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,0.0,Воронежская область,2,False,17000.0,45000.0,5025.3807,4522.8426,4477.1574,3700.5076,3472.0812,3289.3401,3197.9695,3197.9695,3152.2843,3152.2843,2786.802,2649.7462,2375.6345
False,0.0,Воронежская область,2,True,17000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,20000.0,55000.0,6142.132,5527.9188,5472.0812,4522.8426,4243.6548,4020.3046,3908.6294,3908.6294,3852.7919,3852.7919,3406.0914,3238.5787,2903.5533
False,0.0,Владимирская область,1,False,17000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Тверская область,1,False,17000.0,33000.0,3685.2792,3316.7513,3283.2487,2713.7056,2546.1929,2412.1827,2345.1777,2345.1777,2311.6751,2311.6751,2043.6548,1943.1472,1742.132
False,0.0,Республика Бурятия,1,False,20000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Республика Крым,1,False,20000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Мурманская область,1,False,20000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Мурманская область,1,True,30000.0,36000.0,4020.3046,3618.2741,3581.7259,2960.4061,2777.665,2631.4721,2558.3756,2558.3756,2521.8274,2521.8274,2229.4416,2119.797,1900.5076
False,0.0,Республика Коми,1,False,24750.0,26000.0,2903.5533,2613.198,2586.802,2138.0711,2006.0914,1900.5076,1847.7157,1847.7157,1821.3198,1821.3198,1610.1523,1530.9645,1372.5888
False,0.0,Забайкальский край,1,False,20000.0,33000.0,3685.2792,3316.7513,3283.2487,2713.7056,2546.1929,2412.1827,2345.1777,2345.1777,2311.6751,2311.6751,2043.6548,1943.1472,1742.132
False,0.0,Костромская область,1,False,20000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,0.0,Белгородская область,2,False,20000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Республика Северная Осетия,1,False,25000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Еврейская автономная область,1,False,30000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,0.0,Ленинградская область,1,False,25000.0,45000.0,5025.3807,4522.8426,4477.1574,3700.5076,3472.0812,3289.3401,3197.9695,3197.9695,3152.2843,3152.2843,2786.802,2649.7462,2375.6345
False,0.0,Приморский край,1,False,25000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Амурская область,1,False,30000.0,45000.0,5025.3807,4522.8426,4477.1574,3700.5076,3472.0812,3289.3401,3197.9695,3197.9695,3152.2843,3152.2843,2786.802,2649.7462,2375.6345
False,0.0,Сахалинская область,1,False,40000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Магаданская область,1,False,40000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,0.0,Ямало-Ненецкий автономный округ,1,False,30000.0,45000.0,5025.3807,4522.8426,4477.1574,3700.5076,3472.0812,3289.3401,3197.9695,3197.9695,3152.2843,3152.2843,2786.802,2649.7462,2375.6345
False,0.0,Камчатский край,1,False,40000.0,45000.0,5025.3807,4522.8426,4477.1574,3700.5076,3472.0812,3289.3401,3197.9695,3197.9695,3152.2843,3152.2843,2786.802,2649.7462,2375.6345
False,0.0,Республика Саха (Якутия),1,False,40000.0,50000.0,5583.7563,5025.3807,4974.6193,4111.6751,3857.868,3654.8223,3553.2995,3553.2995,3502.5381,3502.5381,3096.4467,2944.1624,2639.5939
False,2.0,Город федерального значения Москва,0,False,60.0,100000.0,11167.5127,10050.7614,9949.2386,8223.3503,7715.736,7309.6447,7106.599,7106.599,7005.0761,7005.0761,6192.8934,5888.3249,5279.1878
False,2.0,Город федерального значения Москва,0,True,33000.0,60000.0,6700.5076,6030.4569,5969.5431,4934.0102,4629.4416,4385.7868,4263.9594,4263.9594,4203.0457,4203.0457,3715.736,3532.9949,3167.5127
False,2.0,Алтайский край,2,False,20000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Город федерального значения Санкт-Петербург,0,False,22500.0,80000.0,8934.0102,8040.6091,7959.3909,6578.6802,6172.5888,5847.7157,5685.2792,5685.2792,5604.0609,5604.0609,4954.3147,4710.6599,4223.3503
False,2.0,Город федерального значения Санкт-Петербург,0,True,30000.0,50000.0,5583.7563,5025.3807,4974.6193,4111.6751,3857.868,3654.8223,3553.2995,3553.2995,3502.5381,3502.5381,3096.4467,2944.1624,2639.5939
False,2.0,Московская область,2,False,24465.0,75000.0,8375.6345,7538.0711,7461.9289,6167.5127,5786.802,5482.2335,5329.9492,5329.9492,5253.8071,5253.8071,4644.6701,4416.2437,3959.3909
False,2.0,Ростовская область,0,False,22500.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,2.0,Ростовская область,0,True,30000.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,2.0,Республика Башкортостан,0,False,25000.0,25750.0,2875.6345,2588.0711,2561.9289,2117.5127,1986.802,1882.2335,1829.9492,1829.9492,1803.8071,1803.8071,1594.6701,1516.2437,1359.3909
False,2.0,Нижегородская область,0,False,20000.0,60000.0,6700.5076,6030.4569,5969.5431,4934.0102,4629.4416,4385.7868,4263.9594,4263.9594,4203.0457,4203.0457,3715.736,3532.9949,3167.5127
False,2.0,Республика Татарстан,0,False,20000.0,50000.0,5583.7563,5025.3807,4974.6193,4111.6751,3857.868,3654.8223,3553.2995,3553.2995,3502.5381,3502.5381,3096.4467,2944.1624,2639.5939
False,2.0,Иркутская область,1,False,24465.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,2.0,Пензенская область,1,False,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Пермский край,1,False,24465.0,30000.0,3350.2538,3015.2284,2984.7716,2467.0051,2314.7208,2192.8934,2131.9797,2131.9797,2101.5228,2101.5228,1857.868,1766.4975,1583.7563
False,2.0,Хабаровский край,1,False,32000.0,55000.0,6142.132,5527.9188,5472.0812,4522.8426,4243.6548,4020.3046,3908.6294,3908.6294,3852.7919,3852.7919,3406.0914,3238.5787,2903.5533
False,2.0,Самарская область,0,False,22500.0,60000.0,6700.5076,6030.4569,5969.5431,4934.0102,4629.4416,4385.7868,4263.9594,4263.9594,4203.0457,4203.0457,3715.736,3532.9949,3167.5127
False,2.0,Самарская область,0,True,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Чувашская Республика,1,False,18750.0,24465.0,2732.132,2458.9188,2434.0812,2011.8426,1887.6548,1788.3046,1738.6294,1738.6294,1713.7919,1713.7919,1515.0914,1440.5787,1291.5533
False,2.0,Ивановская область,1,False,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Ставропольский край,2,False,25000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,2.0,Кемеровская область,1,False,25000.0,33750.0,3769.0355,3392.132,3357.868,2775.3807,2604.0609,2467.0051,2398.4772,2398.4772,2364.2132,2364.2132,2090.1015,1987.3096,1781.7259
False,2.0,Ярославская область,1,False,24465.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Вологодская область,1,False,35000.0,35000.0,3908.6294,3517.7665,3482.2335,2878.1726,2700.5076,2558.3756,2487.3096,2487.3096,2451.7766,2451.7766,2167.5127,2060.9137,1847.7157
False,2.0,Оренбургская область,2,False,25000.0,28000.0,3126.9036,2814.2132,2785.7868,2302.5381,2160.4061,2046.7005,1989.8477,1989.8477,1961.4213,1961.4213,1734.0102,1648.731,1478.1726
False,2.0,Омская область,1,False,18750.0,33750.0,3769.0355,3392.132,3357.868,2775.3807,2604.0609,2467.0051,2398.4772,2398.4772,2364.2132,2364.2132,2090.1015,1987.3096,1781.7259
False,2.0,Тульская область,1,False,25000.0,33750.0,3769.0355,3392.132,3357.868,2775.3807,2604.0609,2467.0051,2398.4772,2398.4772,2364.2132,2364.2132,2090.1015,1987.3096,1781.7259
False,2.0,Челябинская область,0,False,24465.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Город федерального значения Севастополь,1,False,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Ульяновская область,1,False,20000.0,20000.0,2233.5025,2010.1523,1989.8477,1644.6701,1543.1472,1461.9289,1421.3198,1421.3198,1401.0152,1401.0152,1238.5787,1177.665,1055.8376
False,2.0,Кировская область,1,False,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Липецкая область,1,False,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Смоленская область,1,False,33750.0,33750.0,3769.0355,3392.132,3357.868,2775.3807,2604.0609,2467.0051,2398.4772,2398.4772,2364.2132,2364.2132,2090.1015,1987.3096,1781.7259
False,2.0,Волгоградская область,2,False,24465.0,25750.0,2875.6345,2588.0711,2561.9289,2117.5127,1986.802,1882.2335,1829.9492,1829.9492,1803.8071,1803.8071,1594.6701,1516.2437,1359.3909
False,2.0,Курская область,2,False,25000.0,25000.0,2791.8782,2512.6904,2487.3096,2055.8376,1928.934,1827.4112,1776.6497,1776.6497,1751.269,1751.269,1548.2234,1472.0812,1319.797
False,2.0,Красноярский край,1,False,20000.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,2.0,Красноярский край,1,True,20000.0,22000.0,2456.8528,2211.1675,2188.8325,1809.1371,1697.4619,1608.1218,1563.4518,1563.4518,1541.1168,1541.1168,1362.4365,1295.4315,1161.4213
False,2.0,Новосибирская область,0,False,17625.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
False,2.0,Краснодарский край,0,False,22500.0,40000.0,4467.0051,4020.3046,3979.6954,3289.3401,3086.2944,2923.8579,2842.6396,2842.6396,2802.0305,2802.0305,2477.1574,2355.3299,2111.6751
