is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Дисциплинированность (СК) (593_4),Выполнение маневровой работы машинистом метрополитена (1920_28),"Личные установки и ценности, мировоззрение (2043_4)",Исполнение инструкций и правил машинистом метрополитена (1924_28),Управление локомотивами (РЖД) (3677_23),Управление электропоездом метрополитена (1913_28),Обеспечение безопасности перевозок и культуры обслуживания ( машинист метрополитена) (1927_28),Командность (СК) (1371_4),"Знания правил, инструкций машиниста метрополитена (1923_28)",Техническое обслуживание поездов (машинист РЖД) (1848_23),Пунктуальность (СК) (612_4),Высокая работоспособность (СК) (586_4),Выполнение графика движения машистом метрополитена (1921_28),Выполнение маневровой работы (составитель поездов) (3671_23),"Устранение неисправностей, возникших в пути следования (машинист РЖД) (3789_23)",Инициативность (СК) (610_4),Коммуникабельность (СК) (617_4),Знание правил подготовки и управления поездом (машинист РЖД) (3765_23),Контроль за правильностью сцепления поезда с первым вагоном (машинист РЖД) (3788_23)
False,0.0,Алтайский край,2,False,16000.0,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Воронежская область,2,False,15819.0,50000.0,6758.552,5621.0561,4433.7429,4267.6852,4143.1418,3769.5118,2632.0159,1942.8761,1934.5732,1859.8472,1859.8472,1685.4865,1660.5779,1635.6692,1519.4288,1419.7941,1079.3756,896.7121,880.1063
False,0.0,Томская область,1,False,21850.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,0.0,Пензенская область,1,False,15819.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,0.0,Ярославская область,1,False,17500.0,40000.0,5406.8416,4496.8449,3546.9944,3414.1481,3314.5135,3015.6094,2105.6128,1554.3009,1547.6586,1487.8778,1487.8778,1348.3892,1328.4623,1308.5354,1215.543,1135.8353,863.5005,717.3696,704.085
False,0.0,Ростовская область,0,False,16000.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,0.0,Республика Башкортостан,0,False,15819.0,54000.0,7299.2361,6070.7406,4788.4424,4609.1,4474.5932,4071.0727,2842.5772,2098.3062,2089.3391,2008.635,2008.635,1820.3255,1793.4241,1766.5227,1640.9831,1533.3776,1165.7257,968.449,950.5148
False,0.0,Смоленская область,1,False,20000.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,0.0,Саратовская область,2,False,16000.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,0.0,Астраханская область,1,False,25000.0,38000.0,5136.4995,4272.0027,3369.6446,3243.4407,3148.7878,2864.829,2000.3321,1476.5859,1470.2757,1413.4839,1413.4839,1280.9698,1262.0392,1243.1086,1154.7659,1079.0435,820.3255,681.5012,668.8808
False,0.0,Астраханская область,1,True,38000.0,38000.0,5136.4995,4272.0027,3369.6446,3243.4407,3148.7878,2864.829,2000.3321,1476.5859,1470.2757,1413.4839,1413.4839,1280.9698,1262.0392,1243.1086,1154.7659,1079.0435,820.3255,681.5012,668.8808
False,0.0,Липецкая область,1,False,15819.0,57000.0,7704.7493,6408.004,5054.467,4865.1611,4723.1817,4297.2434,3000.4982,2214.8788,2205.4135,2120.2258,2120.2258,1921.4547,1893.0588,1864.6629,1732.1488,1618.5653,1230.4882,1022.2517,1003.3212
False,0.0,Владимирская область,1,False,15819.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,0.0,Вологодская область,1,False,16000.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,0.0,Тверская область,1,False,16000.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,0.0,Республика Татарстан,0,False,16000.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,0.0,Чувашская Республика,1,False,17500.0,88400.0,11949.1199,9938.0272,7838.8575,7545.2674,7325.0747,6664.4968,4653.4042,3435.005,3420.3255,3288.2099,3288.2099,2979.9402,2935.9017,2891.8632,2686.35,2510.1959,1908.3361,1585.3869,1556.0279
False,0.0,Удмуртская Республика,1,False,20000.0,26000.0,3514.447,2922.9492,2305.5463,2219.1963,2154.4337,1960.1461,1368.6483,1010.2956,1005.9781,967.1206,967.1206,876.453,863.5005,850.548,790.103,738.2929,561.2753,466.2903,457.6553
False,0.0,Рязанская область,1,False,17500.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,0.0,Кемеровская область,1,False,25398.25,66000.0,8921.2886,7419.7941,5852.5407,5633.3444,5468.9472,4975.7556,3474.261,2564.5965,2553.6367,2454.9983,2454.9983,2224.8422,2191.9628,2159.0834,2005.646,1874.1282,1424.7758,1183.6599,1161.7403
False,0.0,Новосибирская область,0,False,23438.5,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Свердловская область,0,False,24929.5,88400.0,11949.1199,9938.0272,7838.8575,7545.2674,7325.0747,6664.4968,4653.4042,3435.005,3420.3255,3288.2099,3288.2099,2979.9402,2935.9017,2891.8632,2686.35,2510.1959,1908.3361,1585.3869,1556.0279
False,0.0,Иркутская область,1,False,24929.5,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Самарская область,0,False,24929.5,49000.0,6623.3809,5508.635,4345.0681,4182.3315,4060.279,3694.1216,2579.3756,1904.0186,1895.8818,1822.6503,1822.6503,1651.7768,1627.3663,1602.9558,1489.0402,1391.3982,1057.7881,878.7778,862.5042
False,0.0,Приморский край,1,False,18261.5,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,0.0,Республика Мордовия,1,False,25398.25,68000.0,9191.6307,7644.6363,6029.8904,5804.0518,5634.6729,5126.536,3579.5417,2642.3115,2631.0196,2529.3922,2529.3922,2292.2617,2258.3859,2224.5101,2066.4231,1930.92,1467.9508,1219.5284,1196.9445
False,0.0,Ленинградская область,1,False,24929.5,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Архангельская область,1,False,25398.25,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Республика Бурятия,1,False,24929.5,55000.0,7434.4072,6183.1617,4877.1172,4694.4537,4557.456,4146.463,2895.2175,2137.1637,2128.0306,2045.8319,2045.8319,1854.0352,1826.6357,1799.2361,1671.3716,1561.7735,1187.3132,986.3833,968.1169
False,0.0,Хабаровский край,1,False,18261.5,120000.0,16220.5247,13490.5347,10640.9831,10242.4444,9943.5404,9046.8283,6316.8383,4662.9027,4642.9758,4463.6333,4463.6333,4045.1677,3985.3869,3925.6061,3646.629,3407.5058,2590.5015,2152.1089,2112.2551
False,0.0,Тюменская область,1,False,24929.5,40000.0,5406.8416,4496.8449,3546.9944,3414.1481,3314.5135,3015.6094,2105.6128,1554.3009,1547.6586,1487.8778,1487.8778,1348.3892,1328.4623,1308.5354,1215.543,1135.8353,863.5005,717.3696,704.085
False,0.0,Тульская область,1,False,23438.5,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Калужская область,1,False,28062.5,30000.0,4055.1312,3372.6337,2660.2458,2560.6111,2485.8851,2261.7071,1579.2096,1165.7257,1160.7439,1115.9083,1115.9083,1011.2919,996.3467,981.4015,911.6573,851.8765,647.6254,538.0272,528.0638
False,0.0,Орловская область,1,False,18261.5,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Сахалинская область,1,False,45000.0,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Республика Карелия,1,False,24929.5,70000.0,9461.9728,7869.4786,6207.2401,5974.7592,5800.3985,5277.3165,3684.8223,2720.0266,2708.4025,2603.7861,2603.7861,2359.6812,2324.809,2289.9369,2127.2003,1987.7117,1511.1259,1255.3969,1232.1488
False,0.0,Омская область,1,False,28062.5,49000.0,6623.3809,5508.635,4345.0681,4182.3315,4060.279,3694.1216,2579.3756,1904.0186,1895.8818,1822.6503,1822.6503,1651.7768,1627.3663,1602.9558,1489.0402,1391.3982,1057.7881,878.7778,862.5042
False,0.0,Республика Коми,1,False,30000.0,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Республика Хакасия,1,False,25398.25,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Брянская область,1,False,25398.25,50000.0,6758.552,5621.0561,4433.7429,4267.6852,4143.1418,3769.5118,2632.0159,1942.8761,1934.5732,1859.8472,1859.8472,1685.4865,1660.5779,1635.6692,1519.4288,1419.7941,1079.3756,896.7121,880.1063
False,0.0,Псковская область,1,False,18261.5,49000.0,6623.3809,5508.635,4345.0681,4182.3315,4060.279,3694.1216,2579.3756,1904.0186,1895.8818,1822.6503,1822.6503,1651.7768,1627.3663,1602.9558,1489.0402,1391.3982,1057.7881,878.7778,862.5042
False,0.0,Забайкальский край,1,False,17000.0,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Калининградская область,1,False,35000.0,35000.0,4730.9864,3934.7393,3103.6201,2987.3796,2900.1993,2638.6583,1842.4112,1360.0133,1354.2013,1301.8931,1301.8931,1179.8406,1162.4045,1144.9684,1063.6001,993.8559,755.5629,627.6984,616.0744
False,0.0,Карачаево-Черкесская Республика,1,False,30000.0,30000.0,4055.1312,3372.6337,2660.2458,2560.6111,2485.8851,2261.7071,1579.2096,1165.7257,1160.7439,1115.9083,1115.9083,1011.2919,996.3467,981.4015,911.6573,851.8765,647.6254,538.0272,528.0638
False,0.0,Пермский край,1,False,30000.0,88400.0,11949.1199,9938.0272,7838.8575,7545.2674,7325.0747,6664.4968,4653.4042,3435.005,3420.3255,3288.2099,3288.2099,2979.9402,2935.9017,2891.8632,2686.35,2510.1959,1908.3361,1585.3869,1556.0279
False,0.0,Город федерального значения Москва,0,False,20000.0,75000.0,10137.828,8431.5842,6650.6144,6401.5277,6214.7127,5654.2677,3948.0239,2914.3142,2901.8598,2789.7708,2789.7708,2528.2298,2490.8668,2453.5038,2279.1431,2129.6911,1619.0634,1345.0681,1320.1594
False,0.0,Московская область,2,False,55000.0,110500.0,14936.3999,12422.534,9798.5719,9431.5842,9156.3434,8330.6211,5816.7552,4293.7562,4275.4068,4110.2624,4110.2624,3724.9253,3669.8771,3614.829,3357.9376,3137.7449,2385.4201,1981.7336,1945.0349
False,0.0,Город федерального значения Санкт-Петербург,0,False,40000.0,72000.0,9732.3148,8094.3208,6384.5898,6145.4666,5966.1242,5428.097,3790.103,2797.7416,2785.7855,2678.18,2678.18,2427.1006,2391.2321,2355.3637,2187.9774,2044.5035,1554.3009,1291.2654,1267.353
False,0.0,Красноярский край,1,False,20000.0,72750.0,9833.6931,8178.6367,6451.096,6209.4819,6028.2713,5484.6397,3829.5832,2826.8848,2814.8041,2706.0777,2706.0777,2452.3829,2416.1408,2379.8987,2210.7688,2065.8004,1570.4915,1304.716,1280.5546
False,0.0,Мурманская область,1,False,42500.0,75000.0,10137.828,8431.5842,6650.6144,6401.5277,6214.7127,5654.2677,3948.0239,2914.3142,2901.8598,2789.7708,2789.7708,2528.2298,2490.8668,2453.5038,2279.1431,2129.6911,1619.0634,1345.0681,1320.1594
False,0.0,Амурская область,1,False,20000.0,80000.0,10813.6832,8993.6898,7093.9887,6828.2962,6629.0269,6031.2189,4211.2255,3108.6018,3095.3172,2975.7556,2975.7556,2696.7785,2656.9246,2617.0707,2431.086,2271.6705,1727.001,1434.7393,1408.17
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,60000.0,80000.0,10813.6832,8993.6898,7093.9887,6828.2962,6629.0269,6031.2189,4211.2255,3108.6018,3095.3172,2975.7556,2975.7556,2696.7785,2656.9246,2617.0707,2431.086,2271.6705,1727.001,1434.7393,1408.17
False,0.0,Запорожская область,1,False,19500.0,19500.0,2635.8353,2192.2119,1729.1597,1664.3972,1615.8253,1470.1096,1026.4862,757.7217,754.4836,725.3404,725.3404,657.3398,647.6254,637.911,592.5772,553.7197,420.9565,349.7177,343.2414
False,0.0,Республика Крым,1,False,38000.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,0.0,Костромская область,1,False,18261.5,60000.0,8110.2624,6745.2674,5320.4915,5121.2222,4971.7702,4523.4141,3158.4191,2331.4513,2321.4879,2231.8167,2231.8167,2022.5839,1992.6935,1962.8031,1823.3145,1703.7529,1295.2507,1076.0545,1056.1275
False,0.0,Новгородская область,1,False,30000.0,55000.0,7434.4072,6183.1617,4877.1172,4694.4537,4557.456,4146.463,2895.2175,2137.1637,2128.0306,2045.8319,2045.8319,1854.0352,1826.6357,1799.2361,1671.3716,1561.7735,1187.3132,986.3833,968.1169
False,0.0,Луганская область,1,False,49000.0,49000.0,6623.3809,5508.635,4345.0681,4182.3315,4060.279,3694.1216,2579.3756,1904.0186,1895.8818,1822.6503,1822.6503,1651.7768,1627.3663,1602.9558,1489.0402,1391.3982,1057.7881,878.7778,862.5042
False,0.0,Еврейская автономная область,1,False,45000.0,72750.0,9833.6931,8178.6367,6451.096,6209.4819,6028.2713,5484.6397,3829.5832,2826.8848,2814.8041,2706.0777,2706.0777,2452.3829,2416.1408,2379.8987,2210.7688,2065.8004,1570.4915,1304.716,1280.5546
False,0.0,Кабардино-Балкарская Республика,1,False,160000.0,160000.0,21627.3663,17987.3796,14187.9774,13656.5925,13258.0538,12062.4377,8422.451,6217.2036,6190.6343,5951.5111,5951.5111,5393.557,5313.8492,5234.1415,4862.172,4543.3411,3454.002,2869.4786,2816.3401
False,2.0,Ивановская область,1,False,18000.0,18000.0,2433.0787,2023.5802,1596.1475,1536.3667,1491.5311,1357.0242,947.5257,699.4354,696.4464,669.545,669.545,606.7752,597.808,588.8409,546.9944,511.1259,388.5752,322.8163,316.8383
False,2.0,Республика Северная Осетия,1,False,20000.0,20000.0,2703.4208,2248.4225,1773.4972,1707.0741,1657.2567,1507.8047,1052.8064,777.1504,773.8293,743.9389,743.9389,674.1946,664.2312,654.2677,607.7715,567.9176,431.7502,358.6848,352.0425
False,2.0,Ставропольский край,2,False,14300.0,30900.0,4176.7851,3473.8127,2740.0531,2637.4294,2560.4616,2329.5583,1626.5859,1200.6974,1195.5663,1149.3856,1149.3856,1041.6307,1026.2371,1010.8436,939.007,877.4327,667.0541,554.1681,543.9057
False,2.0,Ульяновская область,1,False,22954.0,25000.0,3379.276,2810.5281,2216.8715,2133.8426,2071.5709,1884.7559,1316.008,971.4381,967.2866,929.9236,929.9236,842.7433,830.2889,817.8346,759.7144,709.897,539.6878,448.356,440.0531
False,2.0,Краснодарский край,0,False,16812.5,70000.0,9461.9728,7869.4786,6207.2401,5974.7592,5800.3985,5277.3165,3684.8223,2720.0266,2708.4025,2603.7861,2603.7861,2359.6812,2324.809,2289.9369,2127.2003,1987.7117,1511.1259,1255.3969,1232.1488
False,2.0,Челябинская область,0,False,16812.5,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,2.0,Оренбургская область,2,False,23750.0,36625.0,4950.6393,4117.4236,3247.7167,3126.0794,3034.8514,2761.1674,1927.9517,1423.1568,1417.0749,1362.3381,1362.3381,1234.6189,1216.3733,1198.1277,1112.9816,1039.9992,790.6426,656.8416,644.6778
False,2.0,Кировская область,1,False,34600.0,36500.0,4933.7429,4103.371,3236.6323,3115.4102,3024.4935,2751.7436,1921.3716,1418.2996,1412.2385,1357.6885,1357.6885,1230.4052,1212.2219,1194.0385,1109.183,1036.4497,787.9442,654.5998,642.4776
False,2.0,Волгоградская область,2,False,16812.5,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,2.0,Нижегородская область,0,False,28000.0,50000.0,6758.552,5621.0561,4433.7429,4267.6852,4143.1418,3769.5118,2632.0159,1942.8761,1934.5732,1859.8472,1859.8472,1685.4865,1660.5779,1635.6692,1519.4288,1419.7941,1079.3756,896.7121,880.1063
False,2.0,Курганская область,1,False,23000.0,23000.0,3108.9339,2585.6858,2039.5218,1963.1352,1905.8452,1733.9754,1210.7273,893.723,889.9037,855.5297,855.5297,775.3238,763.8658,752.4078,698.9372,653.1053,496.5128,412.4875,404.8489
False,2.0,Алтайский край,2,False,16812.5,30000.0,4055.1312,3372.6337,2660.2458,2560.6111,2485.8851,2261.7071,1579.2096,1165.7257,1160.7439,1115.9083,1115.9083,1011.2919,996.3467,981.4015,911.6573,851.8765,647.6254,538.0272,528.0638
False,2.0,Воронежская область,2,False,28000.0,28000.0,3784.7891,3147.7914,2482.896,2389.9037,2320.1594,2110.9266,1473.9289,1088.0106,1083.361,1041.5144,1041.5144,943.8725,929.9236,915.9748,850.8801,795.0847,604.4503,502.1588,492.8595
False,2.0,Томская область,1,False,16812.5,50000.0,6758.552,5621.0561,4433.7429,4267.6852,4143.1418,3769.5118,2632.0159,1942.8761,1934.5732,1859.8472,1859.8472,1685.4865,1660.5779,1635.6692,1519.4288,1419.7941,1079.3756,896.7121,880.1063
False,2.0,Ярославская область,1,False,45000.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,2.0,Ростовская область,0,False,23750.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,2.0,Республика Башкортостан,0,False,16625.0,40000.0,5406.8416,4496.8449,3546.9944,3414.1481,3314.5135,3015.6094,2105.6128,1554.3009,1547.6586,1487.8778,1487.8778,1348.3892,1328.4623,1308.5354,1215.543,1135.8353,863.5005,717.3696,704.085
False,2.0,Смоленская область,1,False,20000.0,28000.0,3784.7891,3147.7914,2482.896,2389.9037,2320.1594,2110.9266,1473.9289,1088.0106,1083.361,1041.5144,1041.5144,943.8725,929.9236,915.9748,850.8801,795.0847,604.4503,502.1588,492.8595
False,2.0,Саратовская область,2,False,30000.0,36500.0,4933.7429,4103.371,3236.6323,3115.4102,3024.4935,2751.7436,1921.3716,1418.2996,1412.2385,1357.6885,1357.6885,1230.4052,1212.2219,1194.0385,1109.183,1036.4497,787.9442,654.5998,642.4776
False,2.0,Астраханская область,1,False,25000.0,40000.0,5406.8416,4496.8449,3546.9944,3414.1481,3314.5135,3015.6094,2105.6128,1554.3009,1547.6586,1487.8778,1487.8778,1348.3892,1328.4623,1308.5354,1215.543,1135.8353,863.5005,717.3696,704.085
False,2.0,Липецкая область,1,False,16625.0,23750.0,3210.3122,2670.0017,2106.0279,2027.1504,1967.9924,1790.5181,1250.2076,922.8662,918.9223,883.4274,883.4274,800.6061,788.7745,776.9429,721.7287,674.4022,512.7034,425.9382,418.0505
False,2.0,Вологодская область,1,False,16625.0,23750.0,3210.3122,2670.0017,2106.0279,2027.1504,1967.9924,1790.5181,1250.2076,922.8662,918.9223,883.4274,883.4274,800.6061,788.7745,776.9429,721.7287,674.4022,512.7034,425.9382,418.0505
False,2.0,Тверская область,1,False,30000.0,31000.0,4190.3022,3485.0548,2748.9206,2645.9648,2568.7479,2337.0973,1631.8499,1204.5832,1199.4354,1153.1053,1153.1053,1045.0017,1029.5583,1014.1149,942.0458,880.2723,669.2129,555.9615,545.6659
False,2.0,Республика Татарстан,0,False,45000.0,50000.0,6758.552,5621.0561,4433.7429,4267.6852,4143.1418,3769.5118,2632.0159,1942.8761,1934.5732,1859.8472,1859.8472,1685.4865,1660.5779,1635.6692,1519.4288,1419.7941,1079.3756,896.7121,880.1063
False,2.0,Чувашская Республика,1,False,45000.0,45000.0,6082.6968,5058.9505,3990.3686,3840.9166,3728.8276,3392.5606,2368.8143,1748.5885,1741.1159,1673.8625,1673.8625,1516.9379,1494.5201,1472.1023,1367.4859,1277.8147,971.4381,807.0409,792.0956
False,2.0,Удмуртская Республика,1,False,26000.0,26000.0,3514.447,2922.9492,2305.5463,2219.1963,2154.4337,1960.1461,1368.6483,1010.2956,1005.9781,967.1206,967.1206,876.453,863.5005,850.548,790.103,738.2929,561.2753,466.2903,457.6553
False,2.0,Рязанская область,1,False,35000.0,36625.0,4950.6393,4117.4236,3247.7167,3126.0794,3034.8514,2761.1674,1927.9517,1423.1568,1417.0749,1362.3381,1362.3381,1234.6189,1216.3733,1198.1277,1112.9816,1039.9992,790.6426,656.8416,644.6778
False,2.0,Кемеровская область,1,False,25250.0,51500.0,6961.3085,5789.6878,4566.7552,4395.7157,4267.4361,3882.5971,2710.9764,2001.1624,1992.6104,1915.6426,1915.6426,1736.0511,1710.3952,1684.7393,1565.0116,1462.3879,1111.7569,923.6134,906.5095
False,2.0,Новосибирская область,0,False,29848.0,40000.0,5406.8416,4496.8449,3546.9944,3414.1481,3314.5135,3015.6094,2105.6128,1554.3009,1547.6586,1487.8778,1487.8778,1348.3892,1328.4623,1308.5354,1215.543,1135.8353,863.5005,717.3696,704.085
False,2.0,Свердловская область,0,False,25250.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,2.0,Иркутская область,1,False,33172.5,48608.5,6570.4615,5464.6221,4310.3519,4148.9155,4027.8382,3664.6063,2558.7669,1888.8059,1880.7341,1808.0877,1808.0877,1638.5795,1614.364,1590.1485,1477.1431,1380.2812,1049.3366,871.7566,855.6129
False,2.0,Самарская область,0,False,30000.0,44485.0,6013.0837,5001.0536,3944.7011,3796.9595,3686.1533,3353.7346,2341.7046,1728.5769,1721.1898,1654.7061,1654.7061,1499.5774,1477.4161,1455.2549,1351.8358,1263.1908,960.3205,797.8047,783.0306
False,2.0,Приморский край,1,False,26500.0,51500.0,6961.3085,5789.6878,4566.7552,4395.7157,4267.4361,3882.5971,2710.9764,2001.1624,1992.6104,1915.6426,1915.6426,1736.0511,1710.3952,1684.7393,1565.0116,1462.3879,1111.7569,923.6134,906.5095
False,2.0,Ленинградская область,1,False,25250.0,70000.0,9461.9728,7869.4786,6207.2401,5974.7592,5800.3985,5277.3165,3684.8223,2720.0266,2708.4025,2603.7861,2603.7861,2359.6812,2324.809,2289.9369,2127.2003,1987.7117,1511.1259,1255.3969,1232.1488
False,2.0,Хабаровский край,1,False,26500.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,2.0,Тюменская область,1,False,29848.0,29848.0,4034.5852,3355.5457,2646.7672,2547.6373,2473.2899,2250.2478,1571.2082,1159.8193,1154.8628,1110.2544,1110.2544,1006.1681,991.2986,976.4291,907.0382,847.5603,644.3441,535.3012,525.3882
False,2.0,Тульская область,1,False,35000.0,51500.0,6961.3085,5789.6878,4566.7552,4395.7157,4267.4361,3882.5971,2710.9764,2001.1624,1992.6104,1915.6426,1915.6426,1736.0511,1710.3952,1684.7393,1565.0116,1462.3879,1111.7569,923.6134,906.5095
False,2.0,Орловская область,1,False,25250.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
False,2.0,Республика Карелия,1,False,35000.0,65000.0,8786.1176,7307.373,5763.8658,5547.9907,5386.0844,4900.3653,3421.6207,2525.739,2514.9452,2417.8014,2417.8014,2191.1325,2158.7512,2126.37,1975.2574,1845.7323,1403.1883,1165.7257,1144.1382
