is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Покупка и доставка необходимых товаров за счет средств получателя социальных услуг (159_1),Предоставление социальных услуг (183_1),Дисциплинированность (СК) (593_4),Коммуникабельность (СК) (617_4),"Личные установки и ценности, мировоззрение (2043_4)",Помощь в оплате коммунальных и иных услуг за счет средств клиента (158_1),Склонность к здоровому образу жизни (СК) (1662_4),Командность (СК) (1371_4),Пунктуальность (СК) (612_4),Уход за нуждающимися категориями получателей социальных услуг (182_1),Помощь в уборке жилых помещений (166_1)
False,1.0,Ростовская область,0,False,11163.0,27500.0,4063.6617,3322.4907,3181.9238,3079.6933,2836.8959,2082.9461,1840.1487,1507.8996,1469.5632,1418.448,1380.1115,1316.2175
False,1.0,Астраханская область,1,False,8970.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Астраханская область,1,True,12948.0,12948.0,1913.3197,1564.3494,1498.1654,1450.0316,1335.7138,980.7268,866.4089,709.974,691.9238,667.8569,649.8067,619.723
False,1.0,Кировская область,1,False,11682.0,14000.0,2068.7732,1691.4498,1619.8885,1567.8439,1444.2379,1060.4089,936.803,767.658,748.1413,722.119,702.6022,670.0743
False,1.0,Нижегородская область,0,False,8970.0,16798.0,2482.2323,2029.4981,1943.6348,1881.1887,1732.8792,1272.3392,1124.0297,921.0799,897.6626,866.4396,843.0223,803.9935
False,1.0,Ивановская область,1,False,11240.0,11240.0,1660.9294,1357.9926,1300.539,1258.7546,1159.5167,851.3569,752.119,616.3197,600.6506,579.7584,564.0892,537.974
False,1.0,Краснодарский край,0,False,11682.0,27500.0,4063.6617,3322.4907,3181.9238,3079.6933,2836.8959,2082.9461,1840.1487,1507.8996,1469.5632,1418.448,1380.1115,1316.2175
False,1.0,Ставропольский край,2,False,8970.0,27500.0,4063.6617,3322.4907,3181.9238,3079.6933,2836.8959,2082.9461,1840.1487,1507.8996,1469.5632,1418.448,1380.1115,1316.2175
False,1.0,Новосибирская область,0,False,14000.0,27500.0,4063.6617,3322.4907,3181.9238,3079.6933,2836.8959,2082.9461,1840.1487,1507.8996,1469.5632,1418.448,1380.1115,1316.2175
False,1.0,Кабардино-Балкарская Республика,1,False,12948.0,12948.0,1913.3197,1564.3494,1498.1654,1450.0316,1335.7138,980.7268,866.4089,709.974,691.9238,667.8569,649.8067,619.723
False,1.0,Ярославская область,1,False,20000.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Пензенская область,1,False,8970.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Омская область,1,False,8970.0,8970.0,1325.4926,1083.7361,1037.8857,1004.54,925.3439,679.4191,600.223,491.8494,479.3448,462.6719,450.1673,429.3262
False,1.0,Удмуртская Республика,1,False,16600.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Новгородская область,1,False,16000.0,18750.0,2770.6784,2265.3346,2169.4935,2099.7909,1934.2472,1420.1905,1254.6468,1028.1134,1001.9749,967.1236,940.9851,897.421
False,1.0,Волгоградская область,2,False,11163.0,27500.0,4063.6617,3322.4907,3181.9238,3079.6933,2836.8959,2082.9461,1840.1487,1507.8996,1469.5632,1418.448,1380.1115,1316.2175
False,1.0,Тверская область,1,False,12130.0,18750.0,2770.6784,2265.3346,2169.4935,2099.7909,1934.2472,1420.1905,1254.6468,1028.1134,1001.9749,967.1236,940.9851,897.421
False,1.0,Тюменская область,1,False,16798.0,27500.0,4063.6617,3322.4907,3181.9238,3079.6933,2836.8959,2082.9461,1840.1487,1507.8996,1469.5632,1418.448,1380.1115,1316.2175
False,1.0,Оренбургская область,2,False,12948.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Оренбургская область,2,True,20000.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Владимирская область,1,False,11163.0,27500.0,4063.6617,3322.4907,3181.9238,3079.6933,2836.8959,2082.9461,1840.1487,1507.8996,1469.5632,1418.448,1380.1115,1316.2175
False,1.0,Псковская область,1,False,11163.0,16600.0,2452.974,2005.5762,1920.7249,1859.0149,1712.4535,1257.342,1110.7807,910.223,887.0818,856.2268,833.0855,794.5167
False,1.0,Орловская область,1,False,11682.0,11682.0,1726.2435,1411.3941,1351.6812,1308.2537,1205.1134,884.8355,781.6952,640.5558,624.2704,602.5567,586.2714,559.1292
False,1.0,Чувашская Республика,1,False,20000.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Республика Адыгея,1,False,20000.0,23936.0,3537.0112,2891.8959,2769.5465,2680.5651,2469.2342,1812.9963,1601.6654,1312.4758,1279.1078,1234.6171,1201.2491,1145.6357
False,1.0,Республика Мордовия,1,False,12948.0,14000.0,2068.7732,1691.4498,1619.8885,1567.8439,1444.2379,1060.4089,936.803,767.658,748.1413,722.119,702.6022,670.0743
False,1.0,Самарская область,0,False,14700.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Тамбовская область,2,False,8970.0,11682.0,1726.2435,1411.3941,1351.6812,1308.2537,1205.1134,884.8355,781.6952,640.5558,624.2704,602.5567,586.2714,559.1292
False,1.0,Пермский край,1,True,11163.0,11163.0,1649.5511,1348.6896,1291.6296,1250.1315,1151.5734,845.5246,746.9665,612.0976,596.5358,575.7867,560.2249,534.2886
False,1.0,Республика Дагестан,1,False,8970.0,13000.0,1921.0037,1570.632,1504.1822,1455.855,1341.0781,984.6654,869.8885,712.8253,694.7026,670.539,652.4164,622.2119
False,1.0,Калужская область,1,False,20000.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Республика Крым,1,False,11682.0,18750.0,2770.6784,2265.3346,2169.4935,2099.7909,1934.2472,1420.1905,1254.6468,1028.1134,1001.9749,967.1236,940.9851,897.421
False,1.0,Республика Алтай,1,False,16798.0,16798.0,2482.2323,2029.4981,1943.6348,1881.1887,1732.8792,1272.3392,1124.0297,921.0799,897.6626,866.4396,843.0223,803.9935
False,1.0,Свердловская область,0,False,15000.0,30000.0,4433.0855,3624.5353,3471.1896,3359.6654,3094.7955,2272.3048,2007.4349,1644.9814,1603.1599,1547.3978,1505.5762,1435.8736
False,1.0,Курская область,2,False,20000.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Алтайский край,2,False,11163.0,21476.5,3173.572,2594.7444,2484.9668,2405.1285,2215.5125,1626.7052,1437.0892,1177.6148,1147.6754,1107.7563,1077.8169,1027.918
False,1.0,Алтайский край,2,True,30000.0,30000.0,4433.0855,3624.5353,3471.1896,3359.6654,3094.7955,2272.3048,2007.4349,1644.9814,1603.1599,1547.3978,1505.5762,1435.8736
False,1.0,Приморский край,1,False,11163.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Челябинская область,0,False,11163.0,25000.0,3694.2379,3020.4461,2892.658,2799.7212,2578.9963,1893.5874,1672.8625,1370.8178,1335.9665,1289.4981,1254.6468,1196.5613
False,1.0,Республика Татарстан,0,False,17490.0,25000.0,3694.2379,3020.4461,2892.658,2799.7212,2578.9963,1893.5874,1672.8625,1370.8178,1335.9665,1289.4981,1254.6468,1196.5613
False,1.0,Архангельская область,1,False,11163.0,40000.0,5910.7807,4832.7138,4628.2528,4479.5539,4126.3941,3029.7398,2676.5799,2193.3086,2137.5465,2063.197,2007.4349,1914.4981
False,1.0,Калининградская область,1,False,15000.0,25000.0,3694.2379,3020.4461,2892.658,2799.7212,2578.9963,1893.5874,1672.8625,1370.8178,1335.9665,1289.4981,1254.6468,1196.5613
False,1.0,Республика Коми,1,False,11163.0,22112.0,3267.4796,2671.5242,2558.4981,2476.2974,2281.0706,1674.8401,1479.6134,1212.461,1181.6357,1140.5353,1109.71,1058.3346
False,1.0,Воронежская область,2,False,11163.0,25000.0,3694.2379,3020.4461,2892.658,2799.7212,2578.9963,1893.5874,1672.8625,1370.8178,1335.9665,1289.4981,1254.6468,1196.5613
False,1.0,Белгородская область,2,False,15029.25,21476.5,3173.572,2594.7444,2484.9668,2405.1285,2215.5125,1626.7052,1437.0892,1177.6148,1147.6754,1107.7563,1077.8169,1027.918
False,1.0,Забайкальский край,1,False,11240.0,15343.5,2267.3016,1853.7686,1775.3399,1718.3009,1582.8332,1162.1703,1026.7026,841.3257,819.9361,791.4166,770.027,734.3776
False,1.0,Брянская область,1,False,25000.0,25000.0,3694.2379,3020.4461,2892.658,2799.7212,2578.9963,1893.5874,1672.8625,1370.8178,1335.9665,1289.4981,1254.6468,1196.5613
False,1.0,Липецкая область,1,False,15029.25,31000.0,4580.855,3745.3532,3586.8959,3471.6543,3197.9554,2348.0483,2074.3494,1699.8141,1656.5985,1598.9777,1555.7621,1483.7361
False,1.0,Республика Северная Осетия,1,False,20621.0,20621.0,3047.1552,2491.3848,2385.98,2309.322,2127.2593,1561.9066,1379.8439,1130.7054,1101.9586,1063.6296,1034.8829,986.9717
False,1.0,Иркутская область,1,False,11163.0,30000.0,4433.0855,3624.5353,3471.1896,3359.6654,3094.7955,2272.3048,2007.4349,1644.9814,1603.1599,1547.3978,1505.5762,1435.8736
False,1.0,Кемеровская область,1,False,11163.0,30000.0,4433.0855,3624.5353,3471.1896,3359.6654,3094.7955,2272.3048,2007.4349,1644.9814,1603.1599,1547.3978,1505.5762,1435.8736
False,1.0,Республика Хакасия,1,False,20000.0,30000.0,4433.0855,3624.5353,3471.1896,3359.6654,3094.7955,2272.3048,2007.4349,1644.9814,1603.1599,1547.3978,1505.5762,1435.8736
False,1.0,Тульская область,1,False,11240.0,11240.0,1660.9294,1357.9926,1300.539,1258.7546,1159.5167,851.3569,752.119,616.3197,600.6506,579.7584,564.0892,537.974
False,1.0,Рязанская область,1,False,17490.0,17490.0,2584.4888,2113.1041,2023.7035,1958.6849,1804.2658,1324.7537,1170.3346,959.0242,934.6422,902.1329,877.7509,837.1143
False,1.0,Чеченская Республика,1,False,22112.0,22112.0,3267.4796,2671.5242,2558.4981,2476.2974,2281.0706,1674.8401,1479.6134,1212.461,1181.6357,1140.5353,1109.71,1058.3346
False,1.0,Красноярский край,1,False,28000.0,30000.0,4433.0855,3624.5353,3471.1896,3359.6654,3094.7955,2272.3048,2007.4349,1644.9814,1603.1599,1547.3978,1505.5762,1435.8736
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,15772.5,35732.0,5280.1004,4317.0632,4134.4182,4001.5855,3686.1078,2706.4665,2390.9888,1959.2825,1909.4703,1843.0539,1793.2416,1710.2212
False,1.0,Московская область,2,False,15772.5,35000.0,5171.9331,4228.6245,4049.7212,3919.6097,3610.5948,2651.0223,2342.0074,1919.145,1870.3532,1805.2974,1756.5056,1675.1859
False,1.0,Амурская область,1,False,8970.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Сахалинская область,1,False,30000.0,30000.0,4433.0855,3624.5353,3471.1896,3359.6654,3094.7955,2272.3048,2007.4349,1644.9814,1603.1599,1547.3978,1505.5762,1435.8736
False,1.0,Хабаровский край,1,False,22560.0,30000.0,4433.0855,3624.5353,3471.1896,3359.6654,3094.7955,2272.3048,2007.4349,1644.9814,1603.1599,1547.3978,1505.5762,1435.8736
False,1.0,Город федерального значения Севастополь,1,False,12130.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,1.0,Ямало-Ненецкий автономный округ,1,False,50000.0,50000.0,7388.4758,6040.8922,5785.316,5599.4424,5157.9926,3787.1747,3345.7249,2741.6357,2671.9331,2578.9963,2509.2937,2393.1227
False,1.0,Мурманская область,1,False,25675.0,40000.0,5910.7807,4832.7138,4628.2528,4479.5539,4126.3941,3029.7398,2676.5799,2193.3086,2137.5465,2063.197,2007.4349,1914.4981
False,1.0,Республика Саха (Якутия),1,False,15772.5,59837.0,8842.0846,7229.3773,6923.5191,6701.0767,6172.776,4532.2635,4003.9628,3281.0251,3197.6092,3086.388,3002.9721,2863.9456
False,2.0,Республика Башкортостан,0,False,12972.0,16000.0,2364.3123,1933.0855,1851.3011,1791.8216,1650.5576,1211.8959,1070.632,877.3234,855.0186,825.2788,802.974,765.7993
False,2.0,Город федерального значения Санкт-Петербург,0,False,25000.0,40151.25,5933.1308,4850.9875,4645.7534,4496.4922,4141.997,3041.196,2686.7007,2201.602,2145.6291,2070.9985,2015.0256,1921.7373
False,2.0,Город федерального значения Москва,0,False,25000.0,50000.0,7388.4758,6040.8922,5785.316,5599.4424,5157.9926,3787.1747,3345.7249,2741.6357,2671.9331,2578.9963,2509.2937,2393.1227
False,2.0,Ростовская область,0,False,16242.0,16242.0,2400.0725,1962.3234,1879.302,1818.9229,1675.5223,1230.2258,1086.8253,890.5929,867.9507,837.7612,815.119,777.382
False,2.0,Кировская область,1,False,23131.0,23131.0,3418.0567,2794.6375,2676.4029,2590.414,2386.1905,1752.0228,1547.7993,1268.3355,1236.0897,1193.0953,1160.8494,1107.1064
False,2.0,Краснодарский край,0,False,11280.0,16196.0,2393.2751,1956.7658,1873.9796,1813.7714,1670.777,1226.7416,1083.7472,888.0706,865.4926,835.3885,812.8104,775.1803
False,2.0,Ставропольский край,2,False,8000.0,8000.0,1182.1561,966.5428,925.6506,895.9108,825.2788,605.948,535.316,438.6617,427.5093,412.6394,401.487,382.8996
False,2.0,Новосибирская область,0,False,18000.0,27000.0,3989.777,3262.0818,3124.0706,3023.6989,2785.316,2045.0743,1806.6914,1480.4833,1442.8439,1392.658,1355.0186,1292.2862
False,2.0,Волгоградская область,2,False,18000.0,18000.0,2659.8513,2174.7212,2082.7138,2015.7993,1856.8773,1363.3829,1204.461,986.9888,961.8959,928.4387,903.3457,861.5242
False,2.0,Тверская область,1,False,16242.0,16242.0,2400.0725,1962.3234,1879.302,1818.9229,1675.5223,1230.2258,1086.8253,890.5929,867.9507,837.7612,815.119,777.382
False,2.0,Тюменская область,1,False,28000.0,28000.0,4137.5465,3382.8996,3239.777,3135.6877,2888.4758,2120.8178,1873.6059,1535.316,1496.2825,1444.2379,1405.2045,1340.1487
False,2.0,Псковская область,1,False,19400.0,19400.0,2866.7286,2343.8662,2244.7026,2172.5836,2001.3011,1469.4238,1298.1413,1063.7546,1036.71,1000.6506,973.6059,928.5316
False,2.0,Орловская область,1,False,12130.0,12130.0,1792.4442,1465.5204,1403.5177,1358.4247,1251.329,918.7686,811.6729,665.1208,648.211,625.6645,608.7546,580.5716
False,2.0,Ульяновская область,1,False,12130.0,13890.0,2052.5186,1678.1599,1607.1608,1555.5251,1432.8903,1052.0771,929.4424,761.6264,742.263,716.4452,697.0818,664.8095
False,2.0,Республика Марий Эл,1,False,23523.0,32000.0,4728.6245,3866.171,3702.6022,3583.6431,3301.1152,2423.7918,2141.2639,1754.6468,1710.0372,1650.5576,1605.948,1531.5985
False,2.0,Тамбовская область,2,False,6396.0,6945.0,1026.2593,839.0799,803.5804,777.7625,716.4452,526.0386,464.7212,380.8132,371.1315,358.2226,348.5409,332.4047
False,2.0,Тамбовская область,2,True,6945.0,6945.0,1026.2593,839.0799,803.5804,777.7625,716.4452,526.0386,464.7212,380.8132,371.1315,358.2226,348.5409,332.4047
False,2.0,Пермский край,1,False,20000.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,2.0,Республика Калмыкия,1,False,22700.0,22700.0,3354.368,2742.5651,2626.5335,2542.1468,2341.7286,1719.3773,1518.9591,1244.7026,1213.0576,1170.8643,1139.2193,1086.4777
False,2.0,Свердловская область,0,False,15000.0,35000.0,5171.9331,4228.6245,4049.7212,3919.6097,3610.5948,2651.0223,2342.0074,1919.145,1870.3532,1805.2974,1756.5056,1675.1859
False,2.0,Курская область,2,False,12792.0,12792.0,1890.2677,1545.5019,1480.1152,1432.5613,1319.6208,968.9108,855.9703,701.4201,683.5874,659.8104,641.9777,612.2565
False,2.0,Алтайский край,2,False,10920.0,10920.0,1613.6431,1319.3309,1263.513,1222.9182,1126.5056,827.119,730.7063,598.7732,583.5502,563.2528,548.0297,522.658
False,2.0,Приморский край,1,True,12182.0,12182.0,1800.1283,1471.803,1409.5344,1364.2481,1256.6933,922.7072,815.1524,667.9721,650.9898,628.3467,611.3643,583.0604
False,2.0,Челябинская область,0,False,24464.0,24464.0,3615.0335,2955.6877,2830.6394,2739.6952,2523.7026,1852.9888,1636.9963,1341.4275,1307.3234,1261.8513,1227.7472,1170.9071
False,2.0,Республика Татарстан,0,False,25000.0,25000.0,3694.2379,3020.4461,2892.658,2799.7212,2578.9963,1893.5874,1672.8625,1370.8178,1335.9665,1289.4981,1254.6468,1196.5613
False,2.0,Архангельская область,1,False,20621.0,20621.0,3047.1552,2491.3848,2385.98,2309.322,2127.2593,1561.9066,1379.8439,1130.7054,1101.9586,1063.6296,1034.8829,986.9717
False,2.0,Калининградская область,1,False,20000.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,2.0,Вологодская область,1,False,11240.0,25000.0,3694.2379,3020.4461,2892.658,2799.7212,2578.9963,1893.5874,1672.8625,1370.8178,1335.9665,1289.4981,1254.6468,1196.5613
False,2.0,Ленинградская область,1,False,15772.5,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
False,2.0,Забайкальский край,1,False,5900.0,16000.0,2364.3123,1933.0855,1851.3011,1791.8216,1650.5576,1211.8959,1070.632,877.3234,855.0186,825.2788,802.974,765.7993
False,2.0,Липецкая область,1,False,11163.0,15000.0,2216.5428,1812.2677,1735.5948,1679.8327,1547.3978,1136.1524,1003.7175,822.4907,801.5799,773.6989,752.7881,717.9368
False,2.0,Иркутская область,1,False,19000.0,19000.0,2807.6208,2295.539,2198.4201,2127.7881,1960.0372,1439.1264,1271.3755,1041.8216,1015.3346,980.0186,953.5316,909.3866
False,2.0,Кемеровская область,1,False,7885.0,15000.0,2216.5428,1812.2677,1735.5948,1679.8327,1547.3978,1136.1524,1003.7175,822.4907,801.5799,773.6989,752.7881,717.9368
False,2.0,Тульская область,1,False,11440.0,25000.0,3694.2379,3020.4461,2892.658,2799.7212,2578.9963,1893.5874,1672.8625,1370.8178,1335.9665,1289.4981,1254.6468,1196.5613
False,2.0,Рязанская область,1,False,29495.0,31088.0,4593.8587,3755.9851,3597.0781,3481.5093,3207.0335,2354.7138,2080.2379,1704.6394,1661.3011,1603.5167,1560.1784,1487.948
False,2.0,Красноярский край,1,False,55300.0,55300.0,8171.6543,6681.2268,6398.5595,6192.9833,5704.7398,4188.6152,3700.3717,3032.2491,2955.158,2852.3699,2775.2788,2646.7937
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,25000.0,28142.0,4158.5297,3400.0558,3256.2072,3151.5901,2903.1245,2131.5734,1883.1078,1543.1022,1503.8708,1451.5623,1412.3309,1346.9452
False,2.0,Московская область,2,False,40000.0,40000.0,5910.7807,4832.7138,4628.2528,4479.5539,4126.3941,3029.7398,2676.5799,2193.3086,2137.5465,2063.197,2007.4349,1914.4981
False,2.0,Хабаровский край,1,False,22400.0,44000.0,6501.8587,5315.9851,5091.0781,4927.5093,4539.0335,3332.7138,2944.2379,2412.6394,2351.3011,2269.5167,2208.1784,2105.948
False,2.0,Ямало-Ненецкий автономный округ,1,False,27908.0,40151.25,5933.1308,4850.9875,4645.7534,4496.4922,4141.997,3041.196,2686.7007,2201.602,2145.6291,2070.9985,2015.0256,1921.7373
False,2.0,Мурманская область,1,True,25000.0,25000.0,3694.2379,3020.4461,2892.658,2799.7212,2578.9963,1893.5874,1672.8625,1370.8178,1335.9665,1289.4981,1254.6468,1196.5613
False,2.0,Республика Саха (Якутия),1,False,36850.0,36850.0,5445.3067,4452.1375,4263.7779,4126.789,3801.4405,2791.1478,2465.7993,2020.5855,1969.2147,1900.7203,1849.3494,1763.7314
False,2.0,Еврейская автономная область,1,False,18048.0,18048.0,2666.9442,2180.5204,2088.2677,2021.1747,1861.829,1367.0186,1207.6729,989.6208,964.461,930.9145,905.7546,863.8216
True,0.0,Город федерального значения Санкт-Петербург,0,False,34750.0,34750.0,5134.9907,4198.4201,4020.7946,3891.6125,3584.8048,2632.0864,2325.2788,1905.4368,1856.9935,1792.4024,1743.9591,1663.2203
True,0.0,Астраханская область,1,False,15000.0,15000.0,2216.5428,1812.2677,1735.5948,1679.8327,1547.3978,1136.1524,1003.7175,822.4907,801.5799,773.6989,752.7881,717.9368
True,0.0,Волгоградская область,2,False,12792.0,14711.0,2173.8374,1777.3513,1702.1557,1647.4679,1517.5846,1114.2625,984.3792,806.6441,786.1362,758.7923,738.2844,704.1046
True,0.0,Псковская область,1,False,15901.5,15901.5,2349.757,1921.1849,1839.904,1780.7907,1640.3964,1204.4352,1064.0409,871.9224,849.7549,820.1982,798.0307,761.0848
True,1.0,Город федерального значения Санкт-Петербург,0,False,33000.0,37000.0,5467.4721,4470.2602,4281.1338,4143.5874,3816.9145,2802.5093,2475.8364,2028.8104,1977.2305,1908.4572,1856.8773,1770.9108
True,1.0,Псковская область,1,False,16000.0,16000.0,2364.3123,1933.0855,1851.3011,1791.8216,1650.5576,1211.8959,1070.632,877.3234,855.0186,825.2788,802.974,765.7993
True,1.0,Ленинградская область,1,False,20000.0,20000.0,2955.3903,2416.3569,2314.1264,2239.777,2063.197,1514.8699,1338.29,1096.6543,1068.7732,1031.5985,1003.7175,957.2491
