is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Аккуратность (СК) (575_4),"Личные установки и ценности, мировоззрение (2043_4)",Командность (СК) (1371_4),Пунктуальность (СК) (612_4),Штукатурка (713_10),Укладка плитки (250_10),Нравственность (СК) (622_4),Выполнение ремонтных работ (ОПТ) (8285_36),Высокая работоспособность (СК) (586_4),Коммуникабельность (СК) (617_4),Приготовление штукатурных растворов и смесей (448_10),Ремонт штукатурки (357_10),Трудолюбие (СК) (597_4),Выполнение штукатурки (456_10)
False,0.0,Город федерального значения Москва,0,False,30000.0,150000.0,34118.8525,21670.082,15881.1475,12781.7623,8555.3279,8119.877,6147.541,6096.3115,5686.4754,5379.0984,5327.8689,5276.6393,4277.6639,4175.2049,3867.8279,2638.3197
False,0.0,Город федерального значения Москва,0,True,44062.5,100000.0,22745.9016,14446.7213,10587.4317,8521.1749,5703.5519,5413.2514,4098.3607,4064.2077,3790.9836,3586.0656,3551.9126,3517.7596,2851.776,2783.4699,2578.5519,1758.8798
False,0.0,Республика Ингушетия,1,False,16242.0,16242.0,3694.3893,2346.4365,1719.6107,1384.0092,926.3709,879.2203,665.6557,660.1086,615.7316,582.4488,576.9016,571.3545,463.1855,452.0912,418.8084,285.6773
False,0.0,Чеченская Республика,1,False,47750.0,47750.0,10861.168,6898.3094,5055.4986,4068.861,2723.446,2584.8275,1956.9672,1940.6592,1810.1947,1712.3463,1696.0383,1679.7302,1361.723,1329.1069,1231.2585,839.8651
False,1.0,Республика Адыгея,1,False,12000.0,40000.0,9098.3607,5778.6885,4234.9727,3408.4699,2281.4208,2165.3005,1639.3443,1625.6831,1516.3934,1434.4262,1420.765,1407.1038,1140.7104,1113.388,1031.4208,703.5519
False,1.0,Ненецкий автономный округ,1,False,21700.0,21700.0,4935.8607,3134.9385,2297.4727,1849.0949,1237.6708,1174.6755,889.3443,881.9331,822.6434,778.1762,770.765,763.3538,618.8354,604.013,559.5458,381.6769
False,1.0,Республика Северная Осетия,1,False,8000.0,85000.0,19334.0164,12279.7131,8999.3169,7242.9986,4848.0191,4601.2637,3483.6066,3454.5765,3222.3361,3048.1557,3019.1257,2990.0956,2424.0096,2365.9495,2191.7691,1495.0478
False,1.0,Республика Башкортостан,0,False,15000.0,73000.0,16604.5082,10546.1066,7728.8251,6220.4577,4163.5929,3951.6735,2991.8033,2966.8716,2767.418,2617.8279,2592.8962,2567.9645,2081.7964,2031.9331,1882.3429,1283.9822
False,1.0,Удмуртская Республика,1,False,15000.0,73000.0,16604.5082,10546.1066,7728.8251,6220.4577,4163.5929,3951.6735,2991.8033,2966.8716,2767.418,2617.8279,2592.8962,2567.9645,2081.7964,2031.9331,1882.3429,1283.9822
False,1.0,Республика Татарстан,0,False,15000.0,82000.0,18651.6393,11846.3115,8681.694,6987.3634,4676.9126,4438.8661,3360.6557,3332.6503,3108.6066,2940.5738,2912.5683,2884.5628,2338.4563,2282.4454,2114.4126,1442.2814
False,1.0,Волгоградская область,2,False,15000.0,70000.0,15922.1311,10112.7049,7411.2022,5964.8224,3992.4863,3789.276,2868.8525,2844.9454,2653.6885,2510.2459,2486.3388,2462.4317,1996.2432,1948.429,1804.9863,1231.2158
False,1.0,Ставропольский край,2,False,15000.0,75000.0,17059.4262,10835.041,7940.5738,6390.8811,4277.6639,4059.9385,3073.7705,3048.1557,2843.2377,2689.5492,2663.9344,2638.3197,2138.832,2087.6025,1933.9139,1319.1598
False,1.0,Приморский край,1,False,15000.0,100000.0,22745.9016,14446.7213,10587.4317,8521.1749,5703.5519,5413.2514,4098.3607,4064.2077,3790.9836,3586.0656,3551.9126,3517.7596,2851.776,2783.4699,2578.5519,1758.8798
