is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Коммуникабельность (СК) (617_4),"Личные установки и ценности, мировоззрение (2043_4)",Командность (СК) (1371_4),Грамотность (СК) (1368_4),Внимательность (СК) (536_4),Содействие в консультировании по вопросам социальной защиты (277_1),"Саморазвитие, обучаемость (СК) (604_4)","Определение объема и форм социальной помощи, методов и технологий социальной работы (407_1)",Работа с информацией (356_1),Предоставление социальных услуг (183_1)
False,1.0,Новгородская область,1,False,12451.0,17500.0,3463.4055,2666.1688,2626.9604,1921.2099,1489.9178,888.7229,875.6535,875.6535,692.6811,666.5422,666.5422,666.5422
False,1.0,Орловская область,1,False,16252.0,16252.0,3216.4152,2476.0329,2439.6206,1784.2001,1383.6654,825.3443,813.2069,813.2069,643.283,619.0082,619.0082,619.0082
False,1.0,Волгоградская область,2,False,9489.0,23000.0,4551.9044,3504.1075,3452.5765,2525.0187,1958.1777,1168.0358,1150.8588,1150.8588,910.3809,876.0269,876.0269,876.0269
False,1.0,Ставропольский край,2,False,9489.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,1.0,Томская область,1,False,14345.5,22000.0,4353.9955,3351.755,3302.4645,2415.2353,1873.0396,1117.2517,1100.8215,1100.8215,870.7991,837.9388,837.9388,837.9388
False,1.0,Брянская область,1,False,11163.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,1.0,Нижегородская область,0,False,9489.0,22000.0,4353.9955,3351.755,3302.4645,2415.2353,1873.0396,1117.2517,1100.8215,1100.8215,870.7991,837.9388,837.9388,837.9388
False,1.0,Кировская область,1,False,9489.0,22000.0,4353.9955,3351.755,3302.4645,2415.2353,1873.0396,1117.2517,1100.8215,1100.8215,870.7991,837.9388,837.9388,837.9388
False,1.0,Костромская область,1,False,11163.0,15000.0,2968.6333,2285.2875,2251.6804,1646.7513,1277.0724,761.7625,750.5601,750.5601,593.7267,571.3219,571.3219,571.3219
False,1.0,Калужская область,1,False,11000.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,1.0,Воронежская область,2,False,9489.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,1.0,Пензенская область,1,False,20000.0,22000.0,4353.9955,3351.755,3302.4645,2415.2353,1873.0396,1117.2517,1100.8215,1100.8215,870.7991,837.9388,837.9388,837.9388
False,1.0,Курганская область,1,False,12451.0,16000.0,3166.5422,2437.64,2401.7924,1756.5347,1362.2106,812.5467,800.5975,800.5975,633.3084,609.41,609.41,609.41
False,1.0,Ульяновская область,1,False,12451.0,16000.0,3166.5422,2437.64,2401.7924,1756.5347,1362.2106,812.5467,800.5975,800.5975,633.3084,609.41,609.41,609.41
False,1.0,Калининградская область,1,False,12451.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Удмуртская Республика,1,False,13000.0,37000.0,7322.6288,5637.0426,5554.1449,4061.9866,3150.112,1879.0142,1851.3816,1851.3816,1464.5258,1409.2606,1409.2606,1409.2606
False,1.0,Владимирская область,1,False,15000.0,17500.0,3463.4055,2666.1688,2626.9604,1921.2099,1489.9178,888.7229,875.6535,875.6535,692.6811,666.5422,666.5422,666.5422
False,1.0,Тверская область,1,False,9489.0,22000.0,4353.9955,3351.755,3302.4645,2415.2353,1873.0396,1117.2517,1100.8215,1100.8215,870.7991,837.9388,837.9388,837.9388
False,1.0,Ярославская область,1,False,11163.0,18000.0,3562.36,2742.345,2702.0164,1976.1016,1532.4869,914.115,900.6721,900.6721,712.472,685.5863,685.5863,685.5863
False,1.0,Ивановская область,1,False,13000.0,25000.0,4947.7222,3808.8125,3752.8006,2744.5855,2128.4541,1269.6042,1250.9335,1250.9335,989.5444,952.2031,952.2031,952.2031
False,1.0,Саратовская область,2,False,11163.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,1.0,Кемеровская область,1,False,12451.0,55000.0,10884.9888,8379.3876,8256.1613,6038.0881,4682.599,2793.1292,2752.0538,2752.0538,2176.9978,2094.8469,2094.8469,2094.8469
False,1.0,Ростовская область,0,False,12451.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,1.0,Самарская область,0,False,11163.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,1.0,Астраханская область,1,False,11163.0,16242.0,3214.4361,2474.5093,2438.1195,1783.1023,1382.814,824.8364,812.7065,812.7065,642.8872,618.6273,618.6273,618.6273
False,1.0,Город федерального значения Севастополь,1,False,11163.0,16000.0,3166.5422,2437.64,2401.7924,1756.5347,1362.2106,812.5467,800.5975,800.5975,633.3084,609.41,609.41,609.41
False,1.0,Курская область,2,False,20000.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,1.0,Республика Адыгея,1,False,16000.0,23000.0,4551.9044,3504.1075,3452.5765,2525.0187,1958.1777,1168.0358,1150.8588,1150.8588,910.3809,876.0269,876.0269,876.0269
False,1.0,Республика Марий Эл,1,False,9489.0,16000.0,3166.5422,2437.64,2401.7924,1756.5347,1362.2106,812.5467,800.5975,800.5975,633.3084,609.41,609.41,609.41
False,1.0,Республика Северная Осетия,1,False,9489.0,16242.0,3214.4361,2474.5093,2438.1195,1783.1023,1382.814,824.8364,812.7065,812.7065,642.8872,618.6273,618.6273,618.6273
False,1.0,Псковская область,1,False,12451.0,13000.0,2572.8155,1980.5825,1951.4563,1427.1845,1106.7961,660.1942,650.4854,650.4854,514.5631,495.1456,495.1456,495.1456
False,1.0,Липецкая область,1,False,13000.0,22000.0,4353.9955,3351.755,3302.4645,2415.2353,1873.0396,1117.2517,1100.8215,1100.8215,870.7991,837.9388,837.9388,837.9388
False,1.0,Республика Алтай,1,False,17500.0,17500.0,3463.4055,2666.1688,2626.9604,1921.2099,1489.9178,888.7229,875.6535,875.6535,692.6811,666.5422,666.5422,666.5422
False,1.0,Республика Дагестан,1,False,13000.0,13000.0,2572.8155,1980.5825,1951.4563,1427.1845,1106.7961,660.1942,650.4854,650.4854,514.5631,495.1456,495.1456,495.1456
False,1.0,Смоленская область,1,False,15000.0,16242.0,3214.4361,2474.5093,2438.1195,1783.1023,1382.814,824.8364,812.7065,812.7065,642.8872,618.6273,618.6273,618.6273
False,1.0,Пермский край,1,False,15000.0,23000.0,4551.9044,3504.1075,3452.5765,2525.0187,1958.1777,1168.0358,1150.8588,1150.8588,910.3809,876.0269,876.0269,876.0269
False,1.0,Республика Крым,1,False,11000.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,1.0,Республика Крым,1,True,16000.0,16000.0,3166.5422,2437.64,2401.7924,1756.5347,1362.2106,812.5467,800.5975,800.5975,633.3084,609.41,609.41,609.41
False,1.0,Республика Калмыкия,1,False,11163.0,13000.0,2572.8155,1980.5825,1951.4563,1427.1845,1106.7961,660.1942,650.4854,650.4854,514.5631,495.1456,495.1456,495.1456
False,1.0,Свердловская область,0,False,13000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Свердловская область,0,True,18000.0,18000.0,3562.36,2742.345,2702.0164,1976.1016,1532.4869,914.115,900.6721,900.6721,712.472,685.5863,685.5863,685.5863
False,1.0,Московская область,2,False,17000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Московская область,2,True,22168.0,22168.0,4387.2442,3377.3503,3327.6833,2433.6789,1887.3428,1125.7834,1109.2278,1109.2278,877.4488,844.3376,844.3376,844.3376
False,1.0,Приморский край,1,False,15000.0,38000.0,7520.5377,5789.3951,5704.2569,4171.77,3235.2502,1929.7984,1901.419,1901.419,1504.1075,1447.3488,1447.3488,1447.3488
False,1.0,Красноярский край,1,False,15000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Республика Коми,1,False,13000.0,22244.5,4402.3842,3389.0052,3339.1669,2442.0773,1893.8559,1129.6684,1113.0556,1113.0556,880.4768,847.2513,847.2513,847.2513
False,1.0,Республика Карелия,1,False,13000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Хабаровский край,1,False,17800.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Хабаровский край,1,True,25000.0,25000.0,4947.7222,3808.8125,3752.8006,2744.5855,2128.4541,1269.6042,1250.9335,1250.9335,989.5444,952.2031,952.2031,952.2031
False,1.0,Новосибирская область,0,False,13000.0,37000.0,7322.6288,5637.0426,5554.1449,4061.9866,3150.112,1879.0142,1851.3816,1851.3816,1464.5258,1409.2606,1409.2606,1409.2606
False,1.0,Тульская область,1,False,18000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Тульская область,1,True,13000.0,22168.0,4387.2442,3377.3503,3327.6833,2433.6789,1887.3428,1125.7834,1109.2278,1109.2278,877.4488,844.3376,844.3376,844.3376
False,1.0,Республика Татарстан,0,False,15000.0,38000.0,7520.5377,5789.3951,5704.2569,4171.77,3235.2502,1929.7984,1901.419,1901.419,1504.1075,1447.3488,1447.3488,1447.3488
False,1.0,Забайкальский край,1,False,25619.0,25619.0,5070.2278,3903.1187,3845.7199,2812.5414,2181.1546,1301.0396,1281.9066,1281.9066,1014.0456,975.7797,975.7797,975.7797
False,1.0,Архангельская область,1,False,15000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Иркутская область,1,False,15000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Ленинградская область,1,False,17800.0,27000.0,5343.54,4113.5176,4053.0246,2964.1524,2298.7304,1371.1725,1351.0082,1351.0082,1068.708,1028.3794,1028.3794,1028.3794
False,1.0,Ленинградская область,1,True,7000.0,8000.0,1583.2711,1218.82,1200.8962,878.2674,681.1053,406.2733,400.2987,400.2987,316.6542,304.705,304.705,304.705
False,1.0,Еврейская автономная область,1,False,26000.0,26000.0,5145.6311,3961.165,3902.9126,2854.3689,2213.5922,1320.3883,1300.9709,1300.9709,1029.1262,990.2913,990.2913,990.2913
False,1.0,Республика Бурятия,1,False,30000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Амурская область,1,False,18000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Республика Хакасия,1,False,32000.0,32000.0,6333.0844,4875.2801,4803.5848,3513.0695,2724.4212,1625.0934,1601.1949,1601.1949,1266.6169,1218.82,1218.82,1218.82
False,1.0,Республика Тыва,1,False,19000.0,23000.0,4551.9044,3504.1075,3452.5765,2525.0187,1958.1777,1168.0358,1150.8588,1150.8588,910.3809,876.0269,876.0269,876.0269
False,1.0,Мурманская область,1,False,28000.0,48500.0,9598.581,7389.0963,7280.4332,5324.4959,4129.2009,2463.0321,2426.8111,2426.8111,1919.7162,1847.2741,1847.2741,1847.2741
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,24400.0,57000.0,11280.8066,8684.0926,8556.3854,6257.655,4852.8753,2894.6975,2852.1285,2852.1285,2256.1613,2171.0232,2171.0232,2171.0232
False,1.0,Камчатский край,1,False,27784.5,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,1.0,Ямало-Ненецкий автономный округ,1,False,27000.0,55000.0,10884.9888,8379.3876,8256.1613,6038.0881,4682.599,2793.1292,2752.0538,2752.0538,2176.9978,2094.8469,2094.8469,2094.8469
False,1.0,Республика Саха (Якутия),1,False,32000.0,32000.0,6333.0844,4875.2801,4803.5848,3513.0695,2724.4212,1625.0934,1601.1949,1601.1949,1266.6169,1218.82,1218.82,1218.82
False,2.0,Город федерального значения Москва,0,False,23668.0,120000.0,23749.0665,18282.3002,18013.4429,13174.0105,10216.5795,6094.1001,6004.481,6004.481,4749.8133,4570.5751,4570.5751,4570.5751
False,2.0,Республика Башкортостан,0,False,15250.0,25000.0,4947.7222,3808.8125,3752.8006,2744.5855,2128.4541,1269.6042,1250.9335,1250.9335,989.5444,952.2031,952.2031,952.2031
False,2.0,Город федерального значения Санкт-Петербург,0,False,25000.0,35000.0,6926.8111,5332.3376,5253.9208,3842.4197,2979.8357,1777.4459,1751.3069,1751.3069,1385.3622,1333.0844,1333.0844,1333.0844
False,2.0,Челябинская область,0,False,15250.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,2.0,Омская область,1,False,14000.0,23000.0,4551.9044,3504.1075,3452.5765,2525.0187,1958.1777,1168.0358,1150.8588,1150.8588,910.3809,876.0269,876.0269,876.0269
False,2.0,Алтайский край,2,False,15800.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,2.0,Краснодарский край,0,False,11163.0,23000.0,4551.9044,3504.1075,3452.5765,2525.0187,1958.1777,1168.0358,1150.8588,1150.8588,910.3809,876.0269,876.0269,876.0269
False,2.0,Вологодская область,1,False,14000.0,14600.0,2889.4698,2224.3465,2191.6355,1602.8379,1243.0172,741.4488,730.5452,730.5452,577.894,556.0866,556.0866,556.0866
False,2.0,Тюменская область,1,False,12400.0,23000.0,4551.9044,3504.1075,3452.5765,2525.0187,1958.1777,1168.0358,1150.8588,1150.8588,910.3809,876.0269,876.0269,876.0269
False,2.0,Республика Мордовия,1,False,12105.0,17113.5,3386.9137,2607.2845,2568.9421,1878.7786,1457.0119,869.0948,856.314,856.314,677.3827,651.8211,651.8211,651.8211
False,2.0,Оренбургская область,2,False,13662.0,19000.0,3760.2689,2894.6975,2852.1285,2085.885,1617.6251,964.8992,950.7095,950.7095,752.0538,723.6744,723.6744,723.6744
False,2.0,Новгородская область,1,False,14000.0,14000.0,2770.7244,2132.935,2101.5683,1536.9679,1191.9343,710.9783,700.5228,700.5228,554.1449,533.2338,533.2338,533.2338
False,2.0,Орловская область,1,False,16892.0,16892.0,3343.0769,2573.5385,2535.6923,1854.4615,1438.1538,857.8462,845.2308,845.2308,668.6154,643.3846,643.3846,643.3846
False,2.0,Волгоградская область,2,False,13662.0,25000.0,4947.7222,3808.8125,3752.8006,2744.5855,2128.4541,1269.6042,1250.9335,1250.9335,989.5444,952.2031,952.2031,952.2031
False,2.0,Ставропольский край,2,False,8139.0,12105.0,2395.6871,1844.227,1817.106,1328.9283,1030.5975,614.7423,605.702,605.702,479.1374,461.0568,461.0568,461.0568
False,2.0,Томская область,1,False,15800.0,23000.0,4551.9044,3504.1075,3452.5765,2525.0187,1958.1777,1168.0358,1150.8588,1150.8588,910.3809,876.0269,876.0269,876.0269
False,2.0,Нижегородская область,0,False,13350.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,2.0,Кировская область,1,False,12105.0,15342.0,3036.3181,2337.3921,2303.0187,1684.2972,1306.1897,779.1307,767.6729,767.6729,607.2636,584.348,584.348,584.348
False,2.0,Костромская область,1,False,11163.0,15342.0,3036.3181,2337.3921,2303.0187,1684.2972,1306.1897,779.1307,767.6729,767.6729,607.2636,584.348,584.348,584.348
False,2.0,Воронежская область,2,False,15342.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,2.0,Курганская область,1,False,13662.0,13662.0,2703.8312,2081.4399,2050.8305,1499.8611,1163.1576,693.8133,683.6102,683.6102,540.7662,520.36,520.36,520.36
False,2.0,Удмуртская Республика,1,False,14600.0,28000.0,5541.4488,4265.8701,4203.1367,3073.9358,2383.8686,1421.9567,1401.0456,1401.0456,1108.2898,1066.4675,1066.4675,1066.4675
False,2.0,Владимирская область,1,False,13444.0,15342.0,3036.3181,2337.3921,2303.0187,1684.2972,1306.1897,779.1307,767.6729,767.6729,607.2636,584.348,584.348,584.348
False,2.0,Тверская область,1,False,14000.0,15250.0,3018.1105,2323.3757,2289.2084,1674.1972,1298.357,774.4586,763.0695,763.0695,603.6221,580.8439,580.8439,580.8439
False,2.0,Тверская область,1,True,15342.0,15342.0,3036.3181,2337.3921,2303.0187,1684.2972,1306.1897,779.1307,767.6729,767.6729,607.2636,584.348,584.348,584.348
False,2.0,Ивановская область,1,False,11163.0,15250.0,3018.1105,2323.3757,2289.2084,1674.1972,1298.357,774.4586,763.0695,763.0695,603.6221,580.8439,580.8439,580.8439
False,2.0,Саратовская область,2,False,15342.0,17113.5,3386.9137,2607.2845,2568.9421,1878.7786,1457.0119,869.0948,856.314,856.314,677.3827,651.8211,651.8211,651.8211
False,2.0,Саратовская область,2,True,17113.5,17113.5,3386.9137,2607.2845,2568.9421,1878.7786,1457.0119,869.0948,856.314,856.314,677.3827,651.8211,651.8211,651.8211
False,2.0,Кемеровская область,1,False,12400.0,23000.0,4551.9044,3504.1075,3452.5765,2525.0187,1958.1777,1168.0358,1150.8588,1150.8588,910.3809,876.0269,876.0269,876.0269
False,2.0,Ростовская область,0,False,8139.0,12105.0,2395.6871,1844.227,1817.106,1328.9283,1030.5975,614.7423,605.702,605.702,479.1374,461.0568,461.0568,461.0568
False,2.0,Самарская область,0,False,12105.0,13662.0,2703.8312,2081.4399,2050.8305,1499.8611,1163.1576,693.8133,683.6102,683.6102,540.7662,520.36,520.36,520.36
False,2.0,Курская область,2,False,15250.0,15250.0,3018.1105,2323.3757,2289.2084,1674.1972,1298.357,774.4586,763.0695,763.0695,603.6221,580.8439,580.8439,580.8439
False,2.0,Республика Марий Эл,1,False,11163.0,20000.0,3958.1777,3047.05,3002.2405,2195.6684,1702.7633,1015.6833,1000.7468,1000.7468,791.6355,761.7625,761.7625,761.7625
False,2.0,Липецкая область,1,False,12105.0,18133.0,3588.6819,2762.6079,2721.9813,1990.7028,1543.8103,920.8693,907.3271,907.3271,717.7364,690.652,690.652,690.652
False,2.0,Республика Алтай,1,False,13662.0,13662.0,2703.8312,2081.4399,2050.8305,1499.8611,1163.1576,693.8133,683.6102,683.6102,540.7662,520.36,520.36,520.36
False,2.0,Республика Крым,1,False,8139.0,17113.5,3386.9137,2607.2845,2568.9421,1878.7786,1457.0119,869.0948,856.314,856.314,677.3827,651.8211,651.8211,651.8211
False,2.0,Свердловская область,0,False,17000.0,30000.0,5937.2666,4570.5751,4503.3607,3293.5026,2554.1449,1523.525,1501.1202,1501.1202,1187.4533,1142.6438,1142.6438,1142.6438
False,2.0,Московская область,2,False,17000.0,35000.0,6926.8111,5332.3376,5253.9208,3842.4197,2979.8357,1777.4459,1751.3069,1751.3069,1385.3622,1333.0844,1333.0844,1333.0844
False,2.0,Приморский край,1,False,18000.0,33700.0,6669.5295,5134.2793,5058.7752,3699.7013,2869.1561,1711.4264,1686.2584,1686.2584,1333.9059,1283.5698,1283.5698,1283.5698
False,2.0,Красноярский край,1,False,14750.0,35000.0,6926.8111,5332.3376,5253.9208,3842.4197,2979.8357,1777.4459,1751.3069,1751.3069,1385.3622,1333.0844,1333.0844,1333.0844
False,2.0,Республика Коми,1,False,20715.75,27769.0,5495.7319,4230.6766,4168.4608,3048.5758,2364.2016,1410.2255,1389.4869,1389.4869,1099.1464,1057.6692,1057.6692,1057.6692
False,2.0,Республика Карелия,1,False,25000.0,25000.0,4947.7222,3808.8125,3752.8006,2744.5855,2128.4541,1269.6042,1250.9335,1250.9335,989.5444,952.2031,952.2031,952.2031
False,2.0,Хабаровский край,1,False,14750.0,25000.0,4947.7222,3808.8125,3752.8006,2744.5855,2128.4541,1269.6042,1250.9335,1250.9335,989.5444,952.2031,952.2031,952.2031
False,2.0,Новосибирская область,0,False,12500.0,34700.0,6867.4384,5286.6318,5208.8872,3809.4847,2954.2942,1762.2106,1736.2957,1736.2957,1373.4877,1321.658,1321.658,1321.658
False,2.0,Новосибирская область,0,True,20302.0,20302.0,4017.9462,3093.0605,3047.5743,2228.823,1728.475,1031.0202,1015.8581,1015.8581,803.5892,773.2651,773.2651,773.2651
False,2.0,Тульская область,1,False,20000.0,25000.0,4947.7222,3808.8125,3752.8006,2744.5855,2128.4541,1269.6042,1250.9335,1250.9335,989.5444,952.2031,952.2031,952.2031
False,2.0,Республика Татарстан,0,False,20715.75,20715.75,4099.831,3156.0963,3109.6832,2274.2459,1763.7009,1052.0321,1036.5611,1036.5611,819.9662,789.0241,789.0241,789.0241
False,2.0,Забайкальский край,1,False,14750.0,27611.0,5464.4623,4206.6049,4144.7431,3031.23,2350.7498,1402.2016,1381.581,1381.581,1092.8925,1051.6512,1051.6512,1051.6512
False,2.0,Архангельская область,1,False,15000.0,18000.0,3562.36,2742.345,2702.0164,1976.1016,1532.4869,914.115,900.6721,900.6721,712.472,685.5863,685.5863,685.5863
False,2.0,Иркутская область,1,False,20000.0,35000.0,6926.8111,5332.3376,5253.9208,3842.4197,2979.8357,1777.4459,1751.3069,1751.3069,1385.3622,1333.0844,1333.0844,1333.0844
False,2.0,Республика Хакасия,1,False,20000.0,27769.0,5495.7319,4230.6766,4168.4608,3048.5758,2364.2016,1410.2255,1389.4869,1389.4869,1099.1464,1057.6692,1057.6692,1057.6692
False,2.0,Мурманская область,1,False,44000.0,44000.0,8707.991,6703.5101,6604.9291,4830.4705,3746.0792,2234.5034,2201.643,2201.643,1741.5982,1675.8775,1675.8775,1675.8775
False,2.0,Ханты-Мансийский автономный округ — Югра,1,False,24559.0,26686.0,5281.3966,4065.6789,4005.8895,2929.6804,2271.997,1355.2263,1335.2965,1335.2965,1056.2793,1016.4197,1016.4197,1016.4197
False,2.0,Камчатский край,1,False,29024.0,29328.0,5804.2718,4468.1942,4402.4854,3219.7282,2496.932,1489.3981,1467.4951,1467.4951,1160.8544,1117.0485,1117.0485,1117.0485
False,2.0,Камчатский край,1,True,33259.0,33259.0,6582.2517,5067.0919,4992.5758,3651.2868,2831.6102,1689.0306,1664.1919,1664.1919,1316.4503,1266.773,1266.773,1266.773
False,2.0,Ямало-Ненецкий автономный округ,1,False,49391.5,49391.5,9775.0168,7524.9186,7414.258,5422.3678,4205.1016,2508.3062,2471.4193,2471.4193,1955.0034,1881.2296,1881.2296,1881.2296
False,2.0,Магаданская область,1,False,23668.0,29176.5,5774.2886,4445.1128,4379.7435,3203.096,2484.0336,1481.7043,1459.9145,1459.9145,1154.8577,1111.2782,1111.2782,1111.2782
False,2.0,Сахалинская область,1,False,73156.0,73156.0,14478.2226,11145.4996,10981.5952,8031.3159,6228.3674,3715.1665,3660.5317,3660.5317,2895.6445,2786.3749,2786.3749,2786.3749
