is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Выполнение работ по осмотру (2683_23),Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),"Выполнение работ по регулировке, выправке и промерам (2998_23)",Внимательность (СК) (536_4),Пунктуальность (СК) (612_4),Коммуникабельность (СК) (617_4),Трудолюбие (СК) (597_4),Командность (СК) (1371_4),Выполнение работ по очистке (2992_23),Выполнение ремонтных работ (ОПТ) (8285_36),Выполнение работ по ремонту и текущему содержанию ВСП (РЖД) (замена ВСП) (2684_23),Высокая работоспособность (СК) (586_4),Выполнение погрузо-разгрузочных работ (2986_23),"Саморазвитие, обучаемость (СК) (604_4)",Знания по выполнению работ по ремонту и текущему содержанию железнодорожного пути (РЖД) (1776_23),Сборка и разборка промежуточных и стыковых рельсовых скреплений (Текущее содержаниеРЖД) (3755_23)
False,1.0,Брянская область,1,False,22000.0,25000.0,5443.148,3823.2373,3562.5621,2917.0804,1042.7011,844.0914,831.6783,819.2651,775.8193,757.1996,719.9603,546.1768,515.144,477.9047,440.6653,397.2195,384.8064,372.3932,328.9474
False,1.0,Волгоградская область,2,False,17519.0,44000.0,9579.9404,6728.8977,6270.1092,5134.0616,1835.1539,1485.6008,1463.7537,1441.9067,1365.4419,1332.6713,1267.1301,961.2711,906.6534,841.1122,775.571,699.1063,677.2592,655.4121,578.9474
False,1.0,Тульская область,1,False,18000.0,30600.0,6662.4131,4679.6425,4360.576,3570.5065,1276.2661,1033.1678,1017.9742,1002.7805,949.6028,926.8123,881.2314,668.5204,630.5362,584.9553,539.3744,486.1966,471.003,455.8093,402.6316
False,1.0,Свердловская область,0,False,15000.0,75000.0,16329.4439,11469.712,10687.6862,8751.2413,3128.1033,2532.2741,2495.0348,2457.7954,2327.4578,2271.5988,2159.8808,1638.5303,1545.432,1433.714,1321.996,1191.6584,1154.4191,1117.1797,986.8421
False,1.0,Ярославская область,1,False,15000.0,130000.0,28304.3694,19880.8342,18525.3227,15168.8183,5422.0457,4389.2751,4324.7269,4260.1787,4034.2602,3937.4379,3743.7934,2840.1192,2678.7488,2485.1043,2291.4598,2065.5412,2000.993,1936.4449,1710.5263
False,1.0,Нижегородская область,0,False,17350.0,80000.0,17418.0735,12234.3595,11400.1986,9334.6574,3336.6435,2701.0924,2661.3704,2621.6485,2482.6216,2423.0387,2303.8729,1747.7656,1648.4608,1529.2949,1410.1291,1271.1023,1231.3803,1191.6584,1052.6316
False,1.0,Республика Башкортостан,0,False,15000.0,55000.0,11974.9255,8411.1221,7837.6365,6417.577,2293.9424,1857.001,1829.6922,1802.3833,1706.8024,1665.8391,1583.9126,1201.5889,1133.3168,1051.3903,969.4638,873.8828,846.574,819.2651,723.6842
False,1.0,Саратовская область,2,False,25000.0,32200.0,7010.7746,4924.3297,4588.5799,3757.1996,1342.999,1087.1897,1071.2016,1055.2135,999.2552,975.2731,927.3088,703.4757,663.5055,615.5412,567.577,511.6187,495.6306,479.6425,423.6842
False,1.0,Республика Карелия,1,False,26641.0,75000.0,16329.4439,11469.712,10687.6862,8751.2413,3128.1033,2532.2741,2495.0348,2457.7954,2327.4578,2271.5988,2159.8808,1638.5303,1545.432,1433.714,1321.996,1191.6584,1154.4191,1117.1797,986.8421
False,1.0,Вологодская область,1,False,17461.0,47000.0,10233.1182,7187.6862,6697.6167,5484.1112,1960.2781,1586.8918,1563.5551,1540.2185,1458.5402,1423.5353,1353.5253,1026.8123,968.4707,898.4608,828.4508,746.7726,723.4359,700.0993,618.4211
False,1.0,Ульяновская область,1,False,15000.0,30600.0,6662.4131,4679.6425,4360.576,3570.5065,1276.2661,1033.1678,1017.9742,1002.7805,949.6028,926.8123,881.2314,668.5204,630.5362,584.9553,539.3744,486.1966,471.003,455.8093,402.6316
False,1.0,Удмуртская Республика,1,False,17461.0,18500.0,4027.9295,2829.1956,2636.2959,2158.6395,771.5988,624.6276,615.4419,606.2562,574.1063,560.3277,532.7706,404.1708,381.2066,353.6495,326.0924,293.9424,284.7567,275.571,243.4211
False,1.0,Псковская область,1,False,17461.0,18900.0,4115.0199,2890.3674,2693.2969,2205.3128,788.282,638.1331,628.7488,619.3644,586.5194,572.4429,544.29,412.9096,389.4489,361.2959,333.143,300.2979,290.9136,281.5293,248.6842
False,1.0,Республика Хакасия,1,False,25000.0,32200.0,7010.7746,4924.3297,4588.5799,3757.1996,1342.999,1087.1897,1071.2016,1055.2135,999.2552,975.2731,927.3088,703.4757,663.5055,615.5412,567.577,511.6187,495.6306,479.6425,423.6842
False,1.0,Алтайский край,2,False,15000.0,30600.0,6662.4131,4679.6425,4360.576,3570.5065,1276.2661,1033.1678,1017.9742,1002.7805,949.6028,926.8123,881.2314,668.5204,630.5362,584.9553,539.3744,486.1966,471.003,455.8093,402.6316
False,1.0,Республика Мордовия,1,False,24658.0,24658.0,5368.6857,3770.9355,3513.8262,2877.1748,1028.4369,832.5442,820.3009,808.0576,765.2061,746.8411,710.1112,538.7051,508.0968,471.3669,434.637,391.7855,379.5422,367.2989,324.4474
False,1.0,Кемеровская область,1,False,18500.0,75000.0,16329.4439,11469.712,10687.6862,8751.2413,3128.1033,2532.2741,2495.0348,2457.7954,2327.4578,2271.5988,2159.8808,1638.5303,1545.432,1433.714,1321.996,1191.6584,1154.4191,1117.1797,986.8421
False,1.0,Тамбовская область,2,False,18900.0,44000.0,9579.9404,6728.8977,6270.1092,5134.0616,1835.1539,1485.6008,1463.7537,1441.9067,1365.4419,1332.6713,1267.1301,961.2711,906.6534,841.1122,775.571,699.1063,677.2592,655.4121,578.9474
False,1.0,Пензенская область,1,False,44000.0,44000.0,9579.9404,6728.8977,6270.1092,5134.0616,1835.1539,1485.6008,1463.7537,1441.9067,1365.4419,1332.6713,1267.1301,961.2711,906.6534,841.1122,775.571,699.1063,677.2592,655.4121,578.9474
False,1.0,Республика Бурятия,1,False,50000.0,50000.0,10886.2959,7646.4747,7125.1241,5834.1609,2085.4022,1688.1827,1663.3565,1638.5303,1551.6385,1514.3992,1439.9206,1092.3535,1030.288,955.8093,881.3307,794.4389,769.6127,744.7865,657.8947
False,1.0,Самарская область,0,False,17461.0,32200.0,7010.7746,4924.3297,4588.5799,3757.1996,1342.999,1087.1897,1071.2016,1055.2135,999.2552,975.2731,927.3088,703.4757,663.5055,615.5412,567.577,511.6187,495.6306,479.6425,423.6842
False,1.0,Ростовская область,0,False,15000.0,30600.0,6662.4131,4679.6425,4360.576,3570.5065,1276.2661,1033.1678,1017.9742,1002.7805,949.6028,926.8123,881.2314,668.5204,630.5362,584.9553,539.3744,486.1966,471.003,455.8093,402.6316
False,1.0,Ленинградская область,1,False,15000.0,75000.0,16329.4439,11469.712,10687.6862,8751.2413,3128.1033,2532.2741,2495.0348,2457.7954,2327.4578,2271.5988,2159.8808,1638.5303,1545.432,1433.714,1321.996,1191.6584,1154.4191,1117.1797,986.8421
False,1.0,Астраханская область,1,False,18000.0,40000.0,8709.0367,6117.1797,5700.0993,4667.3287,1668.3217,1350.5462,1330.6852,1310.8242,1241.3108,1211.5194,1151.9364,873.8828,824.2304,764.6475,705.0645,635.5511,615.6902,595.8292,526.3158
False,1.0,Ставропольский край,2,False,15000.0,17461.0,3801.7123,2670.3019,2488.2358,2037.4057,728.2642,589.5472,580.8774,572.2075,541.8632,528.8585,502.8491,381.4717,359.7972,333.7877,307.7783,277.434,268.7642,260.0943,229.75
False,1.0,Республика Крым,1,False,15000.0,30600.0,6662.4131,4679.6425,4360.576,3570.5065,1276.2661,1033.1678,1017.9742,1002.7805,949.6028,926.8123,881.2314,668.5204,630.5362,584.9553,539.3744,486.1966,471.003,455.8093,402.6316
False,1.0,Тюменская область,1,False,25250.0,38000.0,8273.5849,5811.3208,5415.0943,4433.9623,1584.9057,1283.0189,1264.1509,1245.283,1179.2453,1150.9434,1094.3396,830.1887,783.0189,726.4151,669.8113,603.7736,584.9057,566.0377,500.0
False,1.0,Белгородская область,2,False,19000.0,70000.0,15240.8143,10705.0645,9975.1738,8167.8252,2919.5631,2363.4558,2328.6991,2293.9424,2172.2939,2120.1589,2015.8888,1529.2949,1442.4032,1338.1331,1233.863,1112.2145,1077.4578,1042.7011,921.0526
False,1.0,Костромская область,1,False,19000.0,85750.0,18669.9975,13113.7041,12219.5879,10005.5859,3576.4647,2895.2334,2852.6564,2810.0794,2661.0601,2597.1946,2469.4638,1873.3863,1766.9439,1639.213,1511.4821,1362.4628,1319.8858,1277.3088,1128.2895
False,1.0,Красноярский край,1,False,22000.0,38000.0,8273.5849,5811.3208,5415.0943,4433.9623,1584.9057,1283.0189,1264.1509,1245.283,1179.2453,1150.9434,1094.3396,830.1887,783.0189,726.4151,669.8113,603.7736,584.9057,566.0377,500.0
False,1.0,Омская область,1,False,19000.0,85750.0,18669.9975,13113.7041,12219.5879,10005.5859,3576.4647,2895.2334,2852.6564,2810.0794,2661.0601,2597.1946,2469.4638,1873.3863,1766.9439,1639.213,1511.4821,1362.4628,1319.8858,1277.3088,1128.2895
False,1.0,Новосибирская область,0,False,15000.0,57500.0,12519.2403,8793.4459,8193.8928,6709.285,2398.2125,1941.4101,1912.86,1884.3098,1784.3843,1741.5591,1655.9086,1256.2066,1184.8312,1099.1807,1013.5303,913.6048,885.0546,856.5045,756.5789
False,1.0,Ивановская область,1,False,85750.0,85750.0,18669.9975,13113.7041,12219.5879,10005.5859,3576.4647,2895.2334,2852.6564,2810.0794,2661.0601,2597.1946,2469.4638,1873.3863,1766.9439,1639.213,1511.4821,1362.4628,1319.8858,1277.3088,1128.2895
False,1.0,Архангельская область,1,False,35750.0,60000.0,13063.5551,9175.7696,8550.149,7000.993,2502.4826,2025.8193,1996.0278,1966.2363,1861.9662,1817.279,1727.9047,1310.8242,1236.3456,1146.9712,1057.5968,953.3267,923.5353,893.7438,789.4737
False,1.0,Владимирская область,1,False,35750.0,35750.0,7783.7016,5467.2294,5094.4638,4171.425,1491.0626,1207.0506,1189.2999,1171.5492,1109.4215,1082.7954,1029.5432,781.0328,736.6559,683.4037,630.1514,568.0238,550.2731,532.5223,470.3947
False,1.0,Приморский край,1,False,25000.0,50000.0,10886.2959,7646.4747,7125.1241,5834.1609,2085.4022,1688.1827,1663.3565,1638.5303,1551.6385,1514.3992,1439.9206,1092.3535,1030.288,955.8093,881.3307,794.4389,769.6127,744.7865,657.8947
False,1.0,Забайкальский край,1,False,25000.0,70000.0,15240.8143,10705.0645,9975.1738,8167.8252,2919.5631,2363.4558,2328.6991,2293.9424,2172.2939,2120.1589,2015.8888,1529.2949,1442.4032,1338.1331,1233.863,1112.2145,1077.4578,1042.7011,921.0526
False,1.0,Иркутская область,1,False,19000.0,57500.0,12519.2403,8793.4459,8193.8928,6709.285,2398.2125,1941.4101,1912.86,1884.3098,1784.3843,1741.5591,1655.9086,1256.2066,1184.8312,1099.1807,1013.5303,913.6048,885.0546,856.5045,756.5789
False,1.0,Калужская область,1,False,87000.0,87000.0,18942.1549,13304.8659,12397.716,10151.4399,3628.5998,2937.4379,2894.2403,2851.0427,2699.851,2635.0546,2505.4618,1900.6951,1792.7011,1663.1082,1533.5154,1382.3237,1339.1261,1295.9285,1144.7368
False,1.0,Мурманская область,1,False,25000.0,50000.0,10886.2959,7646.4747,7125.1241,5834.1609,2085.4022,1688.1827,1663.3565,1638.5303,1551.6385,1514.3992,1439.9206,1092.3535,1030.288,955.8093,881.3307,794.4389,769.6127,744.7865,657.8947
False,1.0,Орловская область,1,False,34500.0,70000.0,15240.8143,10705.0645,9975.1738,8167.8252,2919.5631,2363.4558,2328.6991,2293.9424,2172.2939,2120.1589,2015.8888,1529.2949,1442.4032,1338.1331,1233.863,1112.2145,1077.4578,1042.7011,921.0526
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,34500.0,38000.0,8273.5849,5811.3208,5415.0943,4433.9623,1584.9057,1283.0189,1264.1509,1245.283,1179.2453,1150.9434,1094.3396,830.1887,783.0189,726.4151,669.8113,603.7736,584.9057,566.0377,500.0
False,1.0,Курганская область,1,False,55000.0,55000.0,11974.9255,8411.1221,7837.6365,6417.577,2293.9424,1857.001,1829.6922,1802.3833,1706.8024,1665.8391,1583.9126,1201.5889,1133.3168,1051.3903,969.4638,873.8828,846.574,819.2651,723.6842
False,1.0,Московская область,2,False,25000.0,55000.0,11974.9255,8411.1221,7837.6365,6417.577,2293.9424,1857.001,1829.6922,1802.3833,1706.8024,1665.8391,1583.9126,1201.5889,1133.3168,1051.3903,969.4638,873.8828,846.574,819.2651,723.6842
False,1.0,Республика Коми,1,False,25250.0,40000.0,8709.0367,6117.1797,5700.0993,4667.3287,1668.3217,1350.5462,1330.6852,1310.8242,1241.3108,1211.5194,1151.9364,873.8828,824.2304,764.6475,705.0645,635.5511,615.6902,595.8292,526.3158
False,1.0,Город федерального значения Санкт-Петербург,0,False,25000.0,70000.0,15240.8143,10705.0645,9975.1738,8167.8252,2919.5631,2363.4558,2328.6991,2293.9424,2172.2939,2120.1589,2015.8888,1529.2949,1442.4032,1338.1331,1233.863,1112.2145,1077.4578,1042.7011,921.0526
False,1.0,Пермский край,1,False,25000.0,55000.0,11974.9255,8411.1221,7837.6365,6417.577,2293.9424,1857.001,1829.6922,1802.3833,1706.8024,1665.8391,1583.9126,1201.5889,1133.3168,1051.3903,969.4638,873.8828,846.574,819.2651,723.6842
False,1.0,Томская область,1,False,21200.0,35750.0,7783.7016,5467.2294,5094.4638,4171.425,1491.0626,1207.0506,1189.2999,1171.5492,1109.4215,1082.7954,1029.5432,781.0328,736.6559,683.4037,630.1514,568.0238,550.2731,532.5223,470.3947
False,1.0,Хабаровский край,1,False,40000.0,61500.0,13390.144,9405.1639,8763.9027,7176.0179,2565.0447,2076.4647,2045.9285,2015.3923,1908.5154,1862.711,1771.1023,1343.5948,1267.2542,1175.6455,1084.0367,977.1599,946.6236,916.0874,809.2105
False,1.0,Амурская область,1,False,22000.0,50000.0,10886.2959,7646.4747,7125.1241,5834.1609,2085.4022,1688.1827,1663.3565,1638.5303,1551.6385,1514.3992,1439.9206,1092.3535,1030.288,955.8093,881.3307,794.4389,769.6127,744.7865,657.8947
False,1.0,Город федерального значения Москва,0,False,25000.0,61500.0,13390.144,9405.1639,8763.9027,7176.0179,2565.0447,2076.4647,2045.9285,2015.3923,1908.5154,1862.711,1771.1023,1343.5948,1267.2542,1175.6455,1084.0367,977.1599,946.6236,916.0874,809.2105
False,1.0,Еврейская автономная область,1,False,35000.0,35000.0,7620.4071,5352.5323,4987.5869,4083.9126,1459.7815,1181.7279,1164.3496,1146.9712,1086.147,1060.0794,1007.9444,764.6475,721.2016,669.0665,616.9315,556.1072,538.7289,521.3505,460.5263
False,1.0,Республика Саха (Якутия),1,False,37703.0,53953.0,11746.9665,8251.005,7688.4364,6295.4096,2250.2741,1821.6504,1794.8615,1768.0725,1674.3111,1634.1276,1553.7607,1178.715,1111.7426,1031.3756,951.0087,857.2473,830.4583,803.6693,709.9079
False,1.0,Чеченская Республика,1,False,13000.0,13000.0,2830.4369,1988.0834,1852.5323,1516.8818,542.2046,438.9275,432.4727,426.0179,403.426,393.7438,374.3793,284.0119,267.8749,248.5104,229.146,206.5541,200.0993,193.6445,171.0526
False,1.0,Республика Адыгея,1,False,30000.0,30000.0,6531.7776,4587.8848,4275.0745,3500.4965,1251.2413,1012.9096,998.0139,983.1182,930.9831,908.6395,863.9523,655.4121,618.1728,573.4856,528.7984,476.6634,461.7676,446.8719,394.7368
False,2.0,Оренбургская область,2,False,30967.5,33000.0,7184.9553,5046.6733,4702.5819,3850.5462,1376.3654,1114.2006,1097.8153,1081.43,1024.0814,999.5035,950.3476,720.9533,679.9901,630.8342,581.6783,524.3297,507.9444,491.5591,434.2105
False,2.0,Республика Северная Осетия,1,False,12000.0,13000.0,2830.4369,1988.0834,1852.5323,1516.8818,542.2046,438.9275,432.4727,426.0179,403.426,393.7438,374.3793,284.0119,267.8749,248.5104,229.146,206.5541,200.0993,193.6445,171.0526
False,2.0,Тверская область,1,False,85000.0,120000.0,26127.1102,18351.5392,17100.2979,14001.9861,5004.9652,4051.6385,3992.0556,3932.4727,3723.9325,3634.5581,3455.8093,2621.6485,2472.6912,2293.9424,2115.1936,1906.6534,1847.0705,1787.4876,1578.9474
False,2.0,Липецкая область,1,False,16000.0,16000.0,3483.6147,2446.8719,2280.0397,1866.9315,667.3287,540.2185,532.2741,524.3297,496.5243,484.6077,460.7746,349.5531,329.6922,305.859,282.0258,254.2205,246.2761,238.3317,210.5263
False,2.0,Смоленская область,1,False,30000.0,30000.0,6531.7776,4587.8848,4275.0745,3500.4965,1251.2413,1012.9096,998.0139,983.1182,930.9831,908.6395,863.9523,655.4121,618.1728,573.4856,528.7984,476.6634,461.7676,446.8719,394.7368
False,2.0,Республика Татарстан,0,False,30000.0,30000.0,6531.7776,4587.8848,4275.0745,3500.4965,1251.2413,1012.9096,998.0139,983.1182,930.9831,908.6395,863.9523,655.4121,618.1728,573.4856,528.7984,476.6634,461.7676,446.8719,394.7368
False,2.0,Воронежская область,2,False,29000.0,29000.0,6314.0516,4434.9553,4132.572,3383.8133,1209.5333,979.146,964.7468,950.3476,899.9503,878.3515,835.1539,633.565,597.567,554.3694,511.1718,460.7746,446.3754,431.9762,381.5789
False,2.0,Челябинская область,0,False,20000.0,20000.0,4354.5184,3058.5899,2850.0497,2333.6643,834.1609,675.2731,665.3426,655.4121,620.6554,605.7597,575.9682,436.9414,412.1152,382.3237,352.5323,317.7756,307.8451,297.9146,263.1579
False,2.0,Краснодарский край,0,False,18000.0,30000.0,6531.7776,4587.8848,4275.0745,3500.4965,1251.2413,1012.9096,998.0139,983.1182,930.9831,908.6395,863.9523,655.4121,618.1728,573.4856,528.7984,476.6634,461.7676,446.8719,394.7368
False,2.0,Волгоградская область,2,False,16000.0,35000.0,7620.4071,5352.5323,4987.5869,4083.9126,1459.7815,1181.7279,1164.3496,1146.9712,1086.147,1060.0794,1007.9444,764.6475,721.2016,669.0665,616.9315,556.1072,538.7289,521.3505,460.5263
False,2.0,Тульская область,1,False,18250.0,30000.0,6531.7776,4587.8848,4275.0745,3500.4965,1251.2413,1012.9096,998.0139,983.1182,930.9831,908.6395,863.9523,655.4121,618.1728,573.4856,528.7984,476.6634,461.7676,446.8719,394.7368
False,2.0,Свердловская область,0,False,16000.0,40000.0,8709.0367,6117.1797,5700.0993,4667.3287,1668.3217,1350.5462,1330.6852,1310.8242,1241.3108,1211.5194,1151.9364,873.8828,824.2304,764.6475,705.0645,635.5511,615.6902,595.8292,526.3158
False,2.0,Нижегородская область,0,False,24588.0,24588.0,5353.4449,3760.2304,3503.851,2869.007,1025.5174,830.1807,817.9722,805.7637,763.0338,744.721,708.0953,537.1758,506.6544,470.0288,433.4032,390.6733,378.4647,366.2562,323.5263
False,2.0,Республика Башкортостан,0,False,18000.0,18250.0,3973.498,2790.9633,2600.6703,2129.4687,761.1718,616.1867,607.1251,598.0636,566.3481,552.7557,525.571,398.709,376.0551,348.8704,321.6857,289.9702,280.9086,271.8471,240.1316
False,2.0,Вологодская область,1,False,30000.0,30000.0,6531.7776,4587.8848,4275.0745,3500.4965,1251.2413,1012.9096,998.0139,983.1182,930.9831,908.6395,863.9523,655.4121,618.1728,573.4856,528.7984,476.6634,461.7676,446.8719,394.7368
False,2.0,Алтайский край,2,False,20000.0,20000.0,4354.5184,3058.5899,2850.0497,2333.6643,834.1609,675.2731,665.3426,655.4121,620.6554,605.7597,575.9682,436.9414,412.1152,382.3237,352.5323,317.7756,307.8451,297.9146,263.1579
False,2.0,Кемеровская область,1,False,20000.0,27982.0,6092.4067,4279.2731,3987.5045,3265.0298,1167.0745,944.7746,930.8808,916.9871,868.359,847.5184,805.8371,611.3247,576.5904,534.9091,493.2279,444.5998,430.7061,416.8123,368.1842
False,2.0,Пензенская область,1,False,21765.0,21765.0,4738.8046,3328.5104,3101.5665,2539.6102,907.7756,734.8659,724.0591,713.2522,675.4283,659.218,626.7974,475.5015,448.4844,416.0638,383.6432,345.8193,335.0124,324.2056,286.3816
False,2.0,Ростовская область,0,False,27982.0,35000.0,7620.4071,5352.5323,4987.5869,4083.9126,1459.7815,1181.7279,1164.3496,1146.9712,1086.147,1060.0794,1007.9444,764.6475,721.2016,669.0665,616.9315,556.1072,538.7289,521.3505,460.5263
False,2.0,Ленинградская область,1,False,30000.0,30000.0,6531.7776,4587.8848,4275.0745,3500.4965,1251.2413,1012.9096,998.0139,983.1182,930.9831,908.6395,863.9523,655.4121,618.1728,573.4856,528.7984,476.6634,461.7676,446.8719,394.7368
False,2.0,Республика Крым,1,False,15000.0,15000.0,3265.8888,2293.9424,2137.5372,1750.2483,625.6207,506.4548,499.007,491.5591,465.4916,454.3198,431.9762,327.7061,309.0864,286.7428,264.3992,238.3317,230.8838,223.4359,197.3684
False,2.0,Тюменская область,1,False,29300.0,56206.5,12237.6118,8595.6316,8009.5658,6558.3553,2344.2632,1897.7368,1869.8289,1841.9211,1744.2434,1702.3816,1618.6579,1227.9474,1158.1776,1074.4539,990.7303,893.0526,865.1447,837.2368,739.5592
False,2.0,Красноярский край,1,False,29300.0,29300.0,6379.3694,4480.8342,4175.3227,3418.8183,1222.0457,989.2751,974.7269,960.1787,909.2602,887.4379,843.7934,640.1192,603.7488,560.1043,516.4598,465.5412,450.993,436.4449,385.5263
False,2.0,Омская область,1,False,19225.0,31250.0,6803.935,4779.0467,4453.2026,3646.3505,1303.3764,1055.1142,1039.5978,1024.0814,969.7741,946.4995,899.9503,682.721,643.93,597.3808,550.8317,496.5243,481.0079,465.4916,411.1842
False,2.0,Новгородская область,1,False,84500.0,84500.0,18397.8401,12922.5422,12041.4598,9859.7319,3524.3297,2853.0288,2811.0725,2769.1162,2622.2691,2559.3347,2433.4657,1846.0775,1741.1867,1615.3178,1489.4489,1342.6018,1300.6455,1258.6892,1111.8421
False,2.0,Новосибирская область,0,False,31250.0,31250.0,6803.935,4779.0467,4453.2026,3646.3505,1303.3764,1055.1142,1039.5978,1024.0814,969.7741,946.4995,899.9503,682.721,643.93,597.3808,550.8317,496.5243,481.0079,465.4916,411.1842
False,2.0,Приморский край,1,False,40000.0,40000.0,8709.0367,6117.1797,5700.0993,4667.3287,1668.3217,1350.5462,1330.6852,1310.8242,1241.3108,1211.5194,1151.9364,873.8828,824.2304,764.6475,705.0645,635.5511,615.6902,595.8292,526.3158
False,2.0,Иркутская область,1,False,29300.0,29300.0,6379.3694,4480.8342,4175.3227,3418.8183,1222.0457,989.2751,974.7269,960.1787,909.2602,887.4379,843.7934,640.1192,603.7488,560.1043,516.4598,465.5412,450.993,436.4449,385.5263
False,2.0,Мурманская область,1,False,56206.5,56206.5,12237.6118,8595.6316,8009.5658,6558.3553,2344.2632,1897.7368,1869.8289,1841.9211,1744.2434,1702.3816,1618.6579,1227.9474,1158.1776,1074.4539,990.7303,893.0526,865.1447,837.2368,739.5592
False,2.0,Московская область,2,False,37000.0,56206.5,12237.6118,8595.6316,8009.5658,6558.3553,2344.2632,1897.7368,1869.8289,1841.9211,1744.2434,1702.3816,1618.6579,1227.9474,1158.1776,1074.4539,990.7303,893.0526,865.1447,837.2368,739.5592
False,2.0,Город федерального значения Санкт-Петербург,0,False,22000.0,40000.0,8709.0367,6117.1797,5700.0993,4667.3287,1668.3217,1350.5462,1330.6852,1310.8242,1241.3108,1211.5194,1151.9364,873.8828,824.2304,764.6475,705.0645,635.5511,615.6902,595.8292,526.3158
False,2.0,Хабаровский край,1,False,36700.0,90000.0,19595.3327,13763.6544,12825.2234,10501.4896,3753.7239,3038.7289,2994.0417,2949.3545,2792.9494,2725.9186,2591.857,1966.2363,1854.5184,1720.4568,1586.3952,1429.9901,1385.3029,1340.6157,1184.2105
False,2.0,Ямало-Ненецкий автономный округ,1,False,50000.0,50000.0,10886.2959,7646.4747,7125.1241,5834.1609,2085.4022,1688.1827,1663.3565,1638.5303,1551.6385,1514.3992,1439.9206,1092.3535,1030.288,955.8093,881.3307,794.4389,769.6127,744.7865,657.8947
False,2.0,Город федерального значения Москва,0,False,35000.0,40000.0,8709.0367,6117.1797,5700.0993,4667.3287,1668.3217,1350.5462,1330.6852,1310.8242,1241.3108,1211.5194,1151.9364,873.8828,824.2304,764.6475,705.0645,635.5511,615.6902,595.8292,526.3158
True,0.0,Тверская область,1,False,16000.0,45000.0,9797.6663,6881.8272,6412.6117,5250.7448,1876.862,1519.3644,1497.0209,1474.6773,1396.4747,1362.9593,1295.9285,983.1182,927.2592,860.2284,793.1976,714.995,692.6514,670.3078,592.1053
True,0.0,Липецкая область,1,False,30000.0,38000.0,8273.5849,5811.3208,5415.0943,4433.9623,1584.9057,1283.0189,1264.1509,1245.283,1179.2453,1150.9434,1094.3396,830.1887,783.0189,726.4151,669.8113,603.7736,584.9057,566.0377,500.0
True,0.0,Смоленская область,1,False,32000.0,38000.0,8273.5849,5811.3208,5415.0943,4433.9623,1584.9057,1283.0189,1264.1509,1245.283,1179.2453,1150.9434,1094.3396,830.1887,783.0189,726.4151,669.8113,603.7736,584.9057,566.0377,500.0
True,0.0,Республика Татарстан,0,False,38000.0,38000.0,8273.5849,5811.3208,5415.0943,4433.9623,1584.9057,1283.0189,1264.1509,1245.283,1179.2453,1150.9434,1094.3396,830.1887,783.0189,726.4151,669.8113,603.7736,584.9057,566.0377,500.0
True,0.0,Рязанская область,1,False,36576.5,55000.0,11974.9255,8411.1221,7837.6365,6417.577,2293.9424,1857.001,1829.6922,1802.3833,1706.8024,1665.8391,1583.9126,1201.5889,1133.3168,1051.3903,969.4638,873.8828,846.574,819.2651,723.6842
True,0.0,Воронежская область,2,False,38000.0,75000.0,16329.4439,11469.712,10687.6862,8751.2413,3128.1033,2532.2741,2495.0348,2457.7954,2327.4578,2271.5988,2159.8808,1638.5303,1545.432,1433.714,1321.996,1191.6584,1154.4191,1117.1797,986.8421
True,0.0,Кировская область,1,False,23000.0,23000.0,5007.6961,3517.3784,3277.5571,2683.714,959.285,776.5641,765.144,753.7239,713.7537,696.6236,662.3635,502.4826,473.9325,439.6723,405.4121,365.4419,354.0218,342.6018,302.6316
True,0.0,Краснодарский край,0,False,36576.5,36576.5,7963.6521,5593.6256,5212.2421,4267.8637,1525.5343,1234.9563,1216.7952,1198.6341,1135.0701,1107.8285,1053.3451,799.0894,753.6866,699.2032,644.7198,581.1559,562.9948,544.8337,481.2697
True,0.0,Брянская область,1,False,36576.5,36576.5,7963.6521,5593.6256,5212.2421,4267.8637,1525.5343,1234.9563,1216.7952,1198.6341,1135.0701,1107.8285,1053.3451,799.0894,753.6866,699.2032,644.7198,581.1559,562.9948,544.8337,481.2697
True,0.0,Волгоградская область,2,False,36576.5,100000.0,21772.5919,15292.9494,14250.2483,11668.3217,4170.8044,3376.3654,3326.713,3277.0606,3103.2771,3028.7984,2879.8411,2184.7071,2060.576,1911.6187,1762.6614,1588.8779,1539.2254,1489.573,1315.7895
True,0.0,Свердловская область,0,False,23000.0,62000.0,13499.007,9481.6286,8835.1539,7234.3595,2585.8987,2093.3466,2062.5621,2031.7776,1924.0318,1877.855,1785.5015,1354.5184,1277.5571,1185.2036,1092.85,985.1043,954.3198,923.5353,815.7895
True,0.0,Нижегородская область,0,False,32000.0,36576.5,7963.6521,5593.6256,5212.2421,4267.8637,1525.5343,1234.9563,1216.7952,1198.6341,1135.0701,1107.8285,1053.3451,799.0894,753.6866,699.2032,644.7198,581.1559,562.9948,544.8337,481.2697
True,0.0,Республика Башкортостан,0,False,23501.0,23501.0,5116.7768,3593.996,3348.9508,2742.1723,980.1807,793.4796,781.8108,770.142,729.3011,711.7979,676.7915,513.428,484.256,449.2495,414.243,373.4022,361.7334,350.0645,309.2237
