is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)","Организаторские способности, лидерство (СК) (393_4)",Разработка проектной документации (СПК в строительстве) (6933_10),Внимательность (СК) (536_4),Знание AutoCAD (3072_10),"Саморазвитие, обучаемость (СК) (604_4)",Проектирования объектов (6977_10),Составление графиков (6998_10),Английский язык (ЯС) (1918_32),Пунктуальность (СК) (612_4),Контроль выполнения работ (7013_10),Прохождения экспертизы (6978_10),Подготовка данных для заключения договоров (7017_10),Дисциплинированность (СК) (593_4),Выезды на объекты (6986_10),Сопровождение проектной документации (6993_10),Самостоятельность (СК) (603_4),Подбор оборудования (7184_10),Подготовка технических заданий (6983_10),Высокая работоспособность (СК) (586_4),Надзор за строительством (6981_10),Оформление КС (5667_10),Разработка рабочей документации (6972_10),Защита проекта в вышестоящих организациях (7007_10),Проектирование систем отопления (6991_10),Выполнение расчетов (6973_10),Трудолюбие (СК) (597_4),Участие в подготовке заданий на разработку проектных решений (6980_10),Выполнение комплекса геодезических работ (1410_10),Согласование технических решений (7001_10),Анализ проектной документации (7025_10),Уверенный пользователь AutoCad (6976_10),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Инициативность (СК) (610_4),Кропотливость (СК) (623_4),Знание компьютерных офисных программ (строительство) (4252_10),Аккуратность (СК) (575_4)
False,1.0,Калининградская область,1,False,24279.5,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,1.0,Амурская область,1,False,24279.5,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,1.0,Республика Крым,1,False,24279.5,70000.0,13297.3405,6564.6871,6116.7766,3317.3365,3233.3533,2925.4149,2869.4261,1959.6081,1693.6613,1413.7173,1329.7341,1301.7397,1287.7425,1273.7453,1259.7481,1245.7508,1161.7676,1147.7704,1119.776,1105.7788,1077.7844,1035.7928,1035.7928,1007.7984,867.8264,825.8348,825.8348,811.8376,811.8376,797.8404,797.8404,769.846,769.846,755.8488,741.8516,727.8544,713.8572
False,1.0,Чукотский автономный округ,1,False,35000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,1.0,Донецкая область,1,False,65000.0,65000.0,12347.5305,6095.7808,5679.864,3080.3839,3002.3995,2716.4567,2664.4671,1819.6361,1572.6855,1312.7375,1234.753,1208.7582,1195.7608,1182.7634,1169.766,1156.7686,1078.7842,1065.7868,1039.792,1026.7946,1000.7998,961.8076,961.8076,935.8128,805.8388,766.8466,766.8466,753.8492,753.8492,740.8518,740.8518,714.857,714.857,701.8596,688.8622,675.8648,662.8674
False,1.0,Город федерального значения Санкт-Петербург,0,False,25000.0,150000.0,28494.3011,14067.1866,13107.3785,7108.5783,6928.6143,6268.7463,6148.7702,4199.1602,3629.2741,3029.3941,2849.4301,2789.4421,2759.4481,2729.4541,2699.4601,2669.4661,2489.5021,2459.5081,2399.5201,2369.5261,2309.5381,2219.5561,2219.5561,2159.5681,1859.6281,1769.6461,1769.6461,1739.6521,1739.6521,1709.6581,1709.6581,1649.6701,1649.6701,1619.6761,1589.6821,1559.6881,1529.6941
False,1.0,Город федерального значения Санкт-Петербург,0,True,35000.0,70000.0,13297.3405,6564.6871,6116.7766,3317.3365,3233.3533,2925.4149,2869.4261,1959.6081,1693.6613,1413.7173,1329.7341,1301.7397,1287.7425,1273.7453,1259.7481,1245.7508,1161.7676,1147.7704,1119.776,1105.7788,1077.7844,1035.7928,1035.7928,1007.7984,867.8264,825.8348,825.8348,811.8376,811.8376,797.8404,797.8404,769.846,769.846,755.8488,741.8516,727.8544,713.8572
False,1.0,Московская область,2,False,35000.0,140000.0,26594.6811,13129.3741,12233.5533,6634.6731,6466.7067,5850.8298,5738.8522,3919.2162,3387.3225,2827.4345,2659.4681,2603.4793,2575.4849,2547.4905,2519.4961,2491.5017,2323.5353,2295.5409,2239.5521,2211.5577,2155.5689,2071.5857,2071.5857,2015.5969,1735.6529,1651.6697,1651.6697,1623.6753,1623.6753,1595.6809,1595.6809,1539.6921,1539.6921,1511.6977,1483.7033,1455.7089,1427.7145
False,1.0,Приморский край,1,False,35000.0,150000.0,28494.3011,14067.1866,13107.3785,7108.5783,6928.6143,6268.7463,6148.7702,4199.1602,3629.2741,3029.3941,2849.4301,2789.4421,2759.4481,2729.4541,2699.4601,2669.4661,2489.5021,2459.5081,2399.5201,2369.5261,2309.5381,2219.5561,2219.5561,2159.5681,1859.6281,1769.6461,1769.6461,1739.6521,1739.6521,1709.6581,1709.6581,1649.6701,1649.6701,1619.6761,1589.6821,1559.6881,1529.6941
False,1.0,Сахалинская область,1,False,40000.0,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,1.0,Ямало-Ненецкий автономный округ,1,False,40000.0,80000.0,15196.9606,7502.4995,6990.6019,3791.2418,3695.2609,3343.3313,3279.3441,2239.5521,1935.6129,1615.6769,1519.6961,1487.7025,1471.7057,1455.7089,1439.7121,1423.7153,1327.7345,1311.7377,1279.7441,1263.7473,1231.7536,1183.7632,1183.7632,1151.7696,991.8016,943.8112,943.8112,927.8144,927.8144,911.8176,911.8176,879.824,879.824,863.8272,847.8304,831.8336,815.8368
False,1.0,Ямало-Ненецкий автономный округ,1,True,35000.0,50000.0,9498.1004,4689.0622,4369.1262,2369.5261,2309.5381,2089.5821,2049.5901,1399.7201,1209.758,1009.798,949.81,929.814,919.816,909.818,899.82,889.822,829.834,819.836,799.84,789.842,769.846,739.852,739.852,719.856,619.876,589.882,589.882,579.884,579.884,569.886,569.886,549.89,549.89,539.892,529.894,519.896,509.898
False,1.0,Республика Саха (Якутия),1,False,40000.0,80000.0,15196.9606,7502.4995,6990.6019,3791.2418,3695.2609,3343.3313,3279.3441,2239.5521,1935.6129,1615.6769,1519.6961,1487.7025,1471.7057,1455.7089,1439.7121,1423.7153,1327.7345,1311.7377,1279.7441,1263.7473,1231.7536,1183.7632,1183.7632,1151.7696,991.8016,943.8112,943.8112,927.8144,927.8144,911.8176,911.8176,879.824,879.824,863.8272,847.8304,831.8336,815.8368
False,1.0,Камчатский край,1,False,45000.0,70000.0,13297.3405,6564.6871,6116.7766,3317.3365,3233.3533,2925.4149,2869.4261,1959.6081,1693.6613,1413.7173,1329.7341,1301.7397,1287.7425,1273.7453,1259.7481,1245.7508,1161.7676,1147.7704,1119.776,1105.7788,1077.7844,1035.7928,1035.7928,1007.7984,867.8264,825.8348,825.8348,811.8376,811.8376,797.8404,797.8404,769.846,769.846,755.8488,741.8516,727.8544,713.8572
False,1.0,Херсонская область,1,False,70000.0,70000.0,13297.3405,6564.6871,6116.7766,3317.3365,3233.3533,2925.4149,2869.4261,1959.6081,1693.6613,1413.7173,1329.7341,1301.7397,1287.7425,1273.7453,1259.7481,1245.7508,1161.7676,1147.7704,1119.776,1105.7788,1077.7844,1035.7928,1035.7928,1007.7984,867.8264,825.8348,825.8348,811.8376,811.8376,797.8404,797.8404,769.846,769.846,755.8488,741.8516,727.8544,713.8572
False,1.0,Город федерального значения Москва,0,False,130.0,200000.0,37992.4015,18756.2488,17476.5047,9478.1044,9238.1524,8358.3283,8198.3603,5598.8802,4839.0322,4039.1922,3799.2402,3719.2561,3679.2641,3639.2721,3599.2801,3559.2881,3319.3361,3279.3441,3199.3601,3159.3681,3079.3841,2959.4081,2959.4081,2879.4241,2479.5041,2359.5281,2359.5281,2319.5361,2319.5361,2279.5441,2279.5441,2199.5601,2199.5601,2159.5681,2119.5761,2079.5841,2039.5921
False,1.0,Город федерального значения Москва,0,True,30000.0,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,1.0,Магаданская область,1,False,61828.0,63928.0,12143.8912,5995.2474,5586.19,3029.5813,2952.883,2671.6561,2620.5239,1789.6261,1546.7483,1291.0874,1214.3891,1188.823,1176.04,1163.2569,1150.4739,1137.6909,1060.9926,1048.2096,1022.6435,1009.8604,984.2943,945.9452,945.9452,920.3791,792.5487,754.1996,754.1996,741.4165,741.4165,728.6335,728.6335,703.0674,703.0674,690.2843,677.5013,664.7183,651.9352
False,1.0,Луганская область,1,False,53900.0,53900.0,10238.9522,5054.809,4709.918,2554.3491,2489.6821,2252.5695,2209.4581,1508.8982,1304.1192,1088.5623,1023.8952,1002.3395,991.5617,980.7838,970.006,959.2282,894.5611,883.7832,862.2276,851.4497,829.894,797.5605,797.5605,776.0048,668.2264,635.8928,635.8928,625.115,625.115,614.3371,614.3371,592.7814,592.7814,582.0036,571.2258,560.4479,549.6701
False,2.0,Республика Адыгея,1,False,20000.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,2.0,Республика Северная Осетия,1,False,12130.0,25000.0,4749.0502,2344.5311,2184.5631,1184.763,1154.769,1044.791,1024.795,699.86,604.879,504.899,474.905,464.907,459.908,454.909,449.91,444.911,414.917,409.918,399.92,394.921,384.923,369.926,369.926,359.928,309.938,294.941,294.941,289.942,289.942,284.943,284.943,274.945,274.945,269.946,264.947,259.948,254.949
False,2.0,Карачаево-Черкесская Республика,1,False,15000.0,26375.0,5010.248,2473.4803,2304.7141,1249.925,1218.2813,1102.2545,1081.1588,738.3523,638.1474,532.6685,501.0248,490.4769,485.203,479.929,474.6551,469.3811,437.7375,432.4635,421.9156,416.6417,406.0938,390.2719,390.2719,379.7241,326.9846,311.1628,311.1628,305.8888,305.8888,300.6149,300.6149,290.067,290.067,284.793,279.5191,274.2452,268.9712
False,2.0,"иные территории, включая город и космодром Байконур",1,False,12792.0,23000.0,4369.1262,2156.9686,2009.798,1089.982,1062.3875,961.2078,942.8114,643.8712,556.4887,464.5071,436.9126,427.7145,423.1154,418.5163,413.9172,409.3181,381.7237,377.1246,367.9264,363.3273,354.1292,340.3319,340.3319,331.1338,285.143,271.3457,271.3457,266.7467,266.7467,262.1476,262.1476,252.9494,252.9494,248.3503,243.7512,239.1522,234.5531
False,2.0,"иные территории, включая город и космодром Байконур",1,True,11369.0,11369.0,2159.6781,1066.199,993.4519,538.7828,525.1428,475.1292,466.0358,318.2683,275.0748,229.6079,215.9678,211.4211,209.1478,206.8744,204.6011,202.3277,188.6877,186.4143,181.8676,179.5943,175.0476,168.2276,168.2276,163.6809,140.9474,134.1274,134.1274,131.854,131.854,129.5807,129.5807,125.034,125.034,122.7606,120.4873,118.214,115.9406
False,2.0,Республика Калмыкия,1,False,17000.0,17000.0,3229.3541,1594.2811,1485.5029,805.6389,785.243,710.4579,696.8606,475.9048,411.3177,343.3313,322.9354,316.1368,312.7375,309.3381,305.9388,302.5395,282.1436,278.7443,271.9456,268.5463,261.7477,251.5497,251.5497,244.751,210.7578,200.5599,200.5599,197.1606,197.1606,193.7612,193.7612,186.9626,186.9626,183.5633,180.164,176.7646,173.3653
False,2.0,Кабардино-Балкарская Республика,1,False,26375.0,26375.0,5010.248,2473.4803,2304.7141,1249.925,1218.2813,1102.2545,1081.1588,738.3523,638.1474,532.6685,501.0248,490.4769,485.203,479.929,474.6551,469.3811,437.7375,432.4635,421.9156,416.6417,406.0938,390.2719,390.2719,379.7241,326.9846,311.1628,311.1628,305.8888,305.8888,300.6149,300.6149,290.067,290.067,284.793,279.5191,274.2452,268.9712
False,2.0,Волгоградская область,2,False,16663.0,150000.0,28494.3011,14067.1866,13107.3785,7108.5783,6928.6143,6268.7463,6148.7702,4199.1602,3629.2741,3029.3941,2849.4301,2789.4421,2759.4481,2729.4541,2699.4601,2669.4661,2489.5021,2459.5081,2399.5201,2369.5261,2309.5381,2219.5561,2219.5561,2159.5681,1859.6281,1769.6461,1769.6461,1739.6521,1739.6521,1709.6581,1709.6581,1649.6701,1649.6701,1619.6761,1589.6821,1559.6881,1529.6941
False,2.0,Волгоградская область,2,True,30000.0,30000.0,5698.8602,2813.4373,2621.4757,1421.7157,1385.7229,1253.7493,1229.754,839.832,725.8548,605.8788,569.886,557.8884,551.8896,545.8908,539.892,533.8932,497.9004,491.9016,479.904,473.9052,461.9076,443.9112,443.9112,431.9136,371.9256,353.9292,353.9292,347.9304,347.9304,341.9316,341.9316,329.934,329.934,323.9352,317.9364,311.9376,305.9388
False,2.0,Ульяновская область,1,False,3000.0,90000.0,17096.5807,8440.3119,7864.4271,4265.147,4157.1686,3761.2478,3689.2621,2519.4961,2177.5645,1817.6365,1709.6581,1673.6653,1655.6689,1637.6725,1619.6761,1601.6797,1493.7013,1475.7049,1439.7121,1421.7157,1385.7229,1331.7337,1331.7337,1295.7409,1115.7768,1061.7876,1061.7876,1043.7912,1043.7912,1025.7948,1025.7948,989.802,989.802,971.8056,953.8092,935.8128,917.8164
False,2.0,Ульяновская область,1,True,40000.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,2.0,Ростовская область,0,False,23000.0,178000.0,33813.2374,16693.0614,15554.0892,8435.5129,8221.9556,7438.9122,7296.5407,4983.0034,4306.7387,3594.881,3381.3237,3310.138,3274.5451,3238.9522,3203.3593,3167.7664,2954.2092,2918.6163,2847.4305,2811.8376,2740.6519,2633.8732,2633.8732,2562.6875,2206.7586,2099.98,2099.98,2064.3871,2064.3871,2028.7942,2028.7942,1957.6085,1957.6085,1922.0156,1886.4227,1850.8298,1815.237
False,2.0,Алтайский край,2,False,23000.0,190000.0,36092.7814,17818.4363,16602.6795,9004.1992,8776.2448,7940.4119,7788.4423,5318.9362,4597.0806,3837.2326,3609.2781,3533.2933,3495.3009,3457.3085,3419.3161,3381.3237,3153.3693,3115.3769,3039.3921,3001.3997,2925.4149,2811.4377,2811.4377,2735.4529,2355.5289,2241.5517,2241.5517,2203.5593,2203.5593,2165.5669,2165.5669,2089.5821,2089.5821,2051.5897,2013.5973,1975.6049,1937.6125
False,2.0,Республика Башкортостан,0,False,23000.0,133000.0,25264.947,12472.9054,11621.8756,6302.9394,6143.3713,5558.2883,5451.9096,3723.2553,3217.9564,2686.0628,2526.4947,2473.3053,2446.7107,2420.116,2393.5213,2366.9266,2207.3585,2180.7638,2127.5745,2100.9798,2047.7904,1968.0064,1968.0064,1914.817,1648.8702,1569.0862,1569.0862,1542.4915,1542.4915,1515.8968,1515.8968,1462.7075,1462.7075,1436.1128,1409.5181,1382.9234,1356.3287
False,2.0,Республика Башкортостан,0,True,35000.0,35000.0,6648.6703,3282.3435,3058.3883,1658.6683,1616.6767,1462.7075,1434.7131,979.804,846.8306,706.8586,664.867,650.8698,643.8712,636.8726,629.874,622.8754,580.8838,573.8852,559.888,552.8894,538.8922,517.8964,517.8964,503.8992,433.9132,412.9174,412.9174,405.9188,405.9188,398.9202,398.9202,384.923,384.923,377.9244,370.9258,363.9272,356.9286
False,2.0,Воронежская область,2,False,23000.0,120000.0,22795.4409,11253.7493,10485.9028,5686.8626,5542.8914,5014.997,4919.0162,3359.3281,2903.4193,2423.5153,2279.5441,2231.5537,2207.5585,2183.5633,2159.5681,2135.5729,1991.6017,1967.6065,1919.6161,1895.6209,1847.6305,1775.6449,1775.6449,1727.6545,1487.7025,1415.7169,1415.7169,1391.7217,1391.7217,1367.7265,1367.7265,1319.7361,1319.7361,1295.7409,1271.7457,1247.7504,1223.7552
False,2.0,Воронежская область,2,True,38000.0,38000.0,7218.5563,3563.6873,3320.5359,1800.8398,1755.249,1588.0824,1557.6885,1063.7872,919.4161,767.4465,721.8556,706.6587,699.0602,691.4617,683.8632,676.2647,630.6739,623.0754,607.8784,600.2799,585.083,562.2875,562.2875,547.0906,471.1058,448.3103,448.3103,440.7119,440.7119,433.1134,433.1134,417.9164,417.9164,410.3179,402.7195,395.121,387.5225
False,2.0,Самарская область,0,False,3000.0,120000.0,22795.4409,11253.7493,10485.9028,5686.8626,5542.8914,5014.997,4919.0162,3359.3281,2903.4193,2423.5153,2279.5441,2231.5537,2207.5585,2183.5633,2159.5681,2135.5729,1991.6017,1967.6065,1919.6161,1895.6209,1847.6305,1775.6449,1775.6449,1727.6545,1487.7025,1415.7169,1415.7169,1391.7217,1391.7217,1367.7265,1367.7265,1319.7361,1319.7361,1295.7409,1271.7457,1247.7504,1223.7552
False,2.0,Самарская область,0,True,20000.0,60000.0,11397.7205,5626.8746,5242.9514,2843.4313,2771.4457,2507.4985,2459.5081,1679.6641,1451.7097,1211.7576,1139.772,1115.7768,1103.7792,1091.7816,1079.784,1067.7864,995.8008,983.8032,959.808,947.8104,923.8152,887.8224,887.8224,863.8272,743.8512,707.8584,707.8584,695.8608,695.8608,683.8632,683.8632,659.868,659.868,647.8704,635.8728,623.8752,611.8776
False,2.0,Астраханская область,1,False,15000.0,150000.0,28494.3011,14067.1866,13107.3785,7108.5783,6928.6143,6268.7463,6148.7702,4199.1602,3629.2741,3029.3941,2849.4301,2789.4421,2759.4481,2729.4541,2699.4601,2669.4661,2489.5021,2459.5081,2399.5201,2369.5261,2309.5381,2219.5561,2219.5561,2159.5681,1859.6281,1769.6461,1769.6461,1739.6521,1739.6521,1709.6581,1709.6581,1649.6701,1649.6701,1619.6761,1589.6821,1559.6881,1529.6941
False,2.0,Пензенская область,1,False,3000.0,80000.0,15196.9606,7502.4995,6990.6019,3791.2418,3695.2609,3343.3313,3279.3441,2239.5521,1935.6129,1615.6769,1519.6961,1487.7025,1471.7057,1455.7089,1439.7121,1423.7153,1327.7345,1311.7377,1279.7441,1263.7473,1231.7536,1183.7632,1183.7632,1151.7696,991.8016,943.8112,943.8112,927.8144,927.8144,911.8176,911.8176,879.824,879.824,863.8272,847.8304,831.8336,815.8368
False,2.0,Кировская область,1,False,3000.0,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,2.0,Удмуртская Республика,1,False,22800.0,180000.0,34193.1614,16880.6239,15728.8542,8530.2939,8314.3371,7522.4955,7378.5243,5038.9922,4355.129,3635.2729,3419.3161,3347.3305,3311.3377,3275.3449,3239.3521,3203.3593,2987.4025,2951.4097,2879.4241,2843.4313,2771.4457,2663.4673,2663.4673,2591.4817,2231.5537,2123.5753,2123.5753,2087.5825,2087.5825,2051.5897,2051.5897,1979.6041,1979.6041,1943.6113,1907.6185,1871.6257,1835.6329
False,2.0,Удмуртская Республика,1,True,25000.0,29500.0,5603.8792,2766.5467,2577.7844,1398.0204,1362.6275,1232.8534,1209.2581,825.8348,713.7572,595.7808,560.3879,548.5903,542.6915,536.7926,530.8938,524.995,489.6021,483.7033,471.9056,466.0068,454.2092,436.5127,436.5127,424.7151,365.7269,348.0304,348.0304,342.1316,342.1316,336.2328,336.2328,324.4351,324.4351,318.5363,312.6375,306.7387,300.8398
False,2.0,Тульская область,1,False,19700.0,90000.0,17096.5807,8440.3119,7864.4271,4265.147,4157.1686,3761.2478,3689.2621,2519.4961,2177.5645,1817.6365,1709.6581,1673.6653,1655.6689,1637.6725,1619.6761,1601.6797,1493.7013,1475.7049,1439.7121,1421.7157,1385.7229,1331.7337,1331.7337,1295.7409,1115.7768,1061.7876,1061.7876,1043.7912,1043.7912,1025.7948,1025.7948,989.802,989.802,971.8056,953.8092,935.8128,917.8164
False,2.0,Чувашская Республика,1,False,3000.0,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,2.0,Псковская область,1,False,3000.0,70000.0,13297.3405,6564.6871,6116.7766,3317.3365,3233.3533,2925.4149,2869.4261,1959.6081,1693.6613,1413.7173,1329.7341,1301.7397,1287.7425,1273.7453,1259.7481,1245.7508,1161.7676,1147.7704,1119.776,1105.7788,1077.7844,1035.7928,1035.7928,1007.7984,867.8264,825.8348,825.8348,811.8376,811.8376,797.8404,797.8404,769.846,769.846,755.8488,741.8516,727.8544,713.8572
False,2.0,Ярославская область,1,False,23000.0,115000.0,21845.6309,10784.843,10048.9902,5449.91,5311.9376,4806.0388,4714.0572,3219.3561,2782.4435,2322.5355,2184.5631,2138.5723,2115.5769,2092.5815,2069.5861,2046.5907,1908.6183,1885.6229,1839.6321,1816.6367,1770.6459,1701.6597,1701.6597,1655.6689,1425.7149,1356.7287,1356.7287,1333.7333,1333.7333,1310.7379,1310.7379,1264.7471,1264.7471,1241.7516,1218.7562,1195.7608,1172.7654
False,2.0,Челябинская область,0,False,23000.0,190000.0,36092.7814,17818.4363,16602.6795,9004.1992,8776.2448,7940.4119,7788.4423,5318.9362,4597.0806,3837.2326,3609.2781,3533.2933,3495.3009,3457.3085,3419.3161,3381.3237,3153.3693,3115.3769,3039.3921,3001.3997,2925.4149,2811.4377,2811.4377,2735.4529,2355.5289,2241.5517,2241.5517,2203.5593,2203.5593,2165.5669,2165.5669,2089.5821,2089.5821,2051.5897,2013.5973,1975.6049,1937.6125
False,2.0,Челябинская область,0,True,35000.0,60000.0,11397.7205,5626.8746,5242.9514,2843.4313,2771.4457,2507.4985,2459.5081,1679.6641,1451.7097,1211.7576,1139.772,1115.7768,1103.7792,1091.7816,1079.784,1067.7864,995.8008,983.8032,959.808,947.8104,923.8152,887.8224,887.8224,863.8272,743.8512,707.8584,707.8584,695.8608,695.8608,683.8632,683.8632,659.868,659.868,647.8704,635.8728,623.8752,611.8776
False,2.0,Оренбургская область,2,False,20000.0,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,2.0,Оренбургская область,2,True,40000.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,2.0,Кемеровская область,1,False,23000.0,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
False,2.0,Ставропольский край,2,False,23000.0,120000.0,22795.4409,11253.7493,10485.9028,5686.8626,5542.8914,5014.997,4919.0162,3359.3281,2903.4193,2423.5153,2279.5441,2231.5537,2207.5585,2183.5633,2159.5681,2135.5729,1991.6017,1967.6065,1919.6161,1895.6209,1847.6305,1775.6449,1775.6449,1727.6545,1487.7025,1415.7169,1415.7169,1391.7217,1391.7217,1367.7265,1367.7265,1319.7361,1319.7361,1295.7409,1271.7457,1247.7504,1223.7552
False,2.0,Ставропольский край,2,True,40000.0,40000.0,7598.4803,3751.2498,3495.3009,1895.6209,1847.6305,1671.6657,1639.6721,1119.776,967.8064,807.8384,759.848,743.8512,735.8528,727.8544,719.856,711.8576,663.8672,655.8688,639.872,631.8736,615.8768,591.8816,591.8816,575.8848,495.9008,471.9056,471.9056,463.9072,463.9072,455.9088,455.9088,439.912,439.912,431.9136,423.9152,415.9168,407.9184
False,2.0,Томская область,1,False,23000.0,180000.0,34193.1614,16880.6239,15728.8542,8530.2939,8314.3371,7522.4955,7378.5243,5038.9922,4355.129,3635.2729,3419.3161,3347.3305,3311.3377,3275.3449,3239.3521,3203.3593,2987.4025,2951.4097,2879.4241,2843.4313,2771.4457,2663.4673,2663.4673,2591.4817,2231.5537,2123.5753,2123.5753,2087.5825,2087.5825,2051.5897,2051.5897,1979.6041,1979.6041,1943.6113,1907.6185,1871.6257,1835.6329
False,2.0,Томская область,1,True,25000.0,30000.0,5698.8602,2813.4373,2621.4757,1421.7157,1385.7229,1253.7493,1229.754,839.832,725.8548,605.8788,569.886,557.8884,551.8896,545.8908,539.892,533.8932,497.9004,491.9016,479.904,473.9052,461.9076,443.9112,443.9112,431.9136,371.9256,353.9292,353.9292,347.9304,347.9304,341.9316,341.9316,329.934,329.934,323.9352,317.9364,311.9376,305.9388
False,2.0,Владимирская область,1,False,20000.0,100000.0,18996.2008,9378.1244,8738.2523,4739.0522,4619.0762,4179.1642,4099.1802,2799.4401,2419.5161,2019.5961,1899.6201,1859.6281,1839.6321,1819.6361,1799.6401,1779.6441,1659.6681,1639.6721,1599.6801,1579.6841,1539.6921,1479.7041,1479.7041,1439.7121,1239.752,1179.764,1179.764,1159.768,1159.768,1139.772,1139.772,1099.78,1099.78,1079.784,1059.788,1039.792,1019.796
