is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)","(АГП) Соблюдение федеральных норм, правил и требований (6240_30)",(АГП) Управление автовышкой и автогидроподъемником (4336_30),(АГП) Выполнение ежесменного технического обслуживания (4338_30),Выполнение ремонтных работ (ОПТ) (8285_36),(АГП) Обслуживание и ремонт (3691_30),"(стропальщик) Строительные, строительно-монтажные, и монтажные работы (2876_30)",(АГП) Выявление и устранение неисправностей (4337_30),(АГП) Организация подъема и перемещения людей на высоту. (8430_30),(АГП) Знание устройства и принципа работы АГП (8450_30),(АГП) Управление машинами и механизмами различного типа и назначения (6030_30),(АГП) Ведение путевой документации (4316_30),(АГП) Соблюдать требования правил дорожного движения (4314_30),(АГП) Техническое обслуживание и проведение профилактического ремонта автовышки и автогидроподъемника (4687_30),(АГП) Выполнение работ по ежесменному техническому обслуживанию транспортного средства (автомобиля) (8459_30),"(АГП) Выполнение производственных заданий, заявок, распоряжений, поручений (4341_30)",(крановщик) Управление автомобильным краном (5200_30),(АГП) Ведение первичной технической документации (8447_30),(АГП) Знание федеральных норм и правил (5867_30),Целеустремленность (СК) (588_4),Стрессоустойчивость (СК) (601_4),"(АГП) Знание устройства, и правил эксплуатации (5870_30)","Саморазвитие, обучаемость (СК) (604_4)"
False,1.0,Республика Саха (Якутия),1,False,45935.0,100000.0,25899.3576,13094.2184,8747.3233,6220.5567,4764.454,4057.8158,3918.6296,3286.9379,3179.8715,3179.8715,2912.2056,2162.7409,2066.3812,1862.955,1809.4218,1702.3555,1702.3555,1541.7559,1541.7559,1434.6895,1338.3298,1306.2099,1156.3169,1113.4904
False,1.0,Омская область,1,False,37500.0,120000.0,31079.2291,15713.0621,10496.788,7464.6681,5717.3448,4869.379,4702.3555,3944.3255,3815.8458,3815.8458,3494.6467,2595.2891,2479.6574,2235.546,2171.3062,2042.8266,2042.8266,1850.1071,1850.1071,1721.6274,1605.9957,1567.4518,1387.5803,1336.1884
False,1.0,Сахалинская область,1,False,23087.5,120000.0,31079.2291,15713.0621,10496.788,7464.6681,5717.3448,4869.379,4702.3555,3944.3255,3815.8458,3815.8458,3494.6467,2595.2891,2479.6574,2235.546,2171.3062,2042.8266,2042.8266,1850.1071,1850.1071,1721.6274,1605.9957,1567.4518,1387.5803,1336.1884
False,1.0,Курганская область,1,False,23087.5,100000.0,25899.3576,13094.2184,8747.3233,6220.5567,4764.454,4057.8158,3918.6296,3286.9379,3179.8715,3179.8715,2912.2056,2162.7409,2066.3812,1862.955,1809.4218,1702.3555,1702.3555,1541.7559,1541.7559,1434.6895,1338.3298,1306.2099,1156.3169,1113.4904
False,1.0,Ивановская область,1,False,24750.0,24750.0,6410.091,3240.8191,2164.9625,1539.5878,1179.2024,1004.3094,969.8608,813.5171,787.0182,787.0182,720.7709,535.2784,511.4293,461.0814,447.8319,421.333,421.333,381.5846,381.5846,355.0857,331.2366,323.2869,286.1884,275.5889
False,1.0,Камчатский край,1,False,37500.0,100000.0,25899.3576,13094.2184,8747.3233,6220.5567,4764.454,4057.8158,3918.6296,3286.9379,3179.8715,3179.8715,2912.2056,2162.7409,2066.3812,1862.955,1809.4218,1702.3555,1702.3555,1541.7559,1541.7559,1434.6895,1338.3298,1306.2099,1156.3169,1113.4904
False,1.0,Забайкальский край,1,False,24750.0,120000.0,31079.2291,15713.0621,10496.788,7464.6681,5717.3448,4869.379,4702.3555,3944.3255,3815.8458,3815.8458,3494.6467,2595.2891,2479.6574,2235.546,2171.3062,2042.8266,2042.8266,1850.1071,1850.1071,1721.6274,1605.9957,1567.4518,1387.5803,1336.1884
False,1.0,Приморский край,1,False,42500.0,120000.0,31079.2291,15713.0621,10496.788,7464.6681,5717.3448,4869.379,4702.3555,3944.3255,3815.8458,3815.8458,3494.6467,2595.2891,2479.6574,2235.546,2171.3062,2042.8266,2042.8266,1850.1071,1850.1071,1721.6274,1605.9957,1567.4518,1387.5803,1336.1884
False,1.0,Астраханская область,1,False,24750.0,120000.0,31079.2291,15713.0621,10496.788,7464.6681,5717.3448,4869.379,4702.3555,3944.3255,3815.8458,3815.8458,3494.6467,2595.2891,2479.6574,2235.546,2171.3062,2042.8266,2042.8266,1850.1071,1850.1071,1721.6274,1605.9957,1567.4518,1387.5803,1336.1884
False,1.0,Республика Бурятия,1,False,34283.0,120000.0,31079.2291,15713.0621,10496.788,7464.6681,5717.3448,4869.379,4702.3555,3944.3255,3815.8458,3815.8458,3494.6467,2595.2891,2479.6574,2235.546,2171.3062,2042.8266,2042.8266,1850.1071,1850.1071,1721.6274,1605.9957,1567.4518,1387.5803,1336.1884
False,1.0,Республика Марий Эл,1,False,45000.0,120000.0,31079.2291,15713.0621,10496.788,7464.6681,5717.3448,4869.379,4702.3555,3944.3255,3815.8458,3815.8458,3494.6467,2595.2891,2479.6574,2235.546,2171.3062,2042.8266,2042.8266,1850.1071,1850.1071,1721.6274,1605.9957,1567.4518,1387.5803,1336.1884
False,1.0,Кабардино-Балкарская Республика,1,False,120000.0,120000.0,31079.2291,15713.0621,10496.788,7464.6681,5717.3448,4869.379,4702.3555,3944.3255,3815.8458,3815.8458,3494.6467,2595.2891,2479.6574,2235.546,2171.3062,2042.8266,2042.8266,1850.1071,1850.1071,1721.6274,1605.9957,1567.4518,1387.5803,1336.1884
False,1.0,Республика Дагестан,1,False,21820.0,21820.0,5651.2398,2857.1585,1908.666,1357.3255,1039.6039,885.4154,855.045,717.2099,693.848,693.848,635.4433,471.9101,450.8844,406.4968,394.8158,371.454,371.454,336.4111,336.4111,313.0493,292.0236,285.015,252.3084,242.9636
False,0.0,Республика Северная Осетия,1,False,20000.0,25000.0,6474.8394,3273.5546,2186.8308,1555.1392,1191.1135,1014.454,979.6574,821.7345,794.9679,794.9679,728.0514,540.6852,516.5953,465.7388,452.3555,425.5889,425.5889,385.439,385.439,358.6724,334.5824,326.5525,289.0792,278.3726
False,0.0,Город федерального значения Москва,0,False,22500.0,100000.0,25899.3576,13094.2184,8747.3233,6220.5567,4764.454,4057.8158,3918.6296,3286.9379,3179.8715,3179.8715,2912.2056,2162.7409,2066.3812,1862.955,1809.4218,1702.3555,1702.3555,1541.7559,1541.7559,1434.6895,1338.3298,1306.2099,1156.3169,1113.4904
False,0.0,Краснодарский край,0,False,17000.0,35000.0,9064.7752,4582.9764,3061.5632,2177.1949,1667.5589,1420.2355,1371.5203,1150.4283,1112.955,1112.955,1019.2719,756.9593,723.2334,652.0343,633.2976,595.8244,595.8244,539.6146,539.6146,502.1413,468.4154,457.1734,404.7109,389.7216
False,0.0,Республика Коми,1,False,18000.0,65000.0,16834.5824,8511.242,5685.7602,4043.3619,3096.8951,2637.5803,2547.1092,2136.5096,2066.9165,2066.9165,1892.9336,1405.7816,1343.1478,1210.9208,1176.1242,1106.531,1106.531,1002.1413,1002.1413,932.5482,869.9143,849.0364,751.606,723.7687
False,0.0,Город федерального значения Санкт-Петербург,0,False,30000.0,95000.0,24604.3897,12439.5075,8309.9572,5909.5289,4526.2313,3854.9251,3722.6981,3122.591,3020.8779,3020.8779,2766.5953,2054.6039,1963.0621,1769.8073,1718.9507,1617.2377,1617.2377,1464.6681,1464.6681,1362.955,1271.4133,1240.8994,1098.5011,1057.8158
False,0.0,Иркутская область,1,False,25000.0,110000.0,28489.2934,14403.6403,9622.0557,6842.6124,5240.8994,4463.5974,4310.4925,3615.6317,3497.8587,3497.8587,3203.4261,2379.015,2273.0193,2049.2505,1990.364,1872.591,1872.591,1695.9315,1695.9315,1578.1585,1472.1627,1436.8308,1271.9486,1224.8394
False,0.0,Волгоградская область,2,False,18000.0,30000.0,7769.8073,3928.2655,2624.197,1866.167,1429.3362,1217.3448,1175.5889,986.0814,953.9615,953.9615,873.6617,648.8223,619.9143,558.8865,542.8266,510.7066,510.7066,462.5268,462.5268,430.4069,401.4989,391.863,346.8951,334.0471
False,0.0,Кемеровская область,1,False,17000.0,35000.0,9064.7752,4582.9764,3061.5632,2177.1949,1667.5589,1420.2355,1371.5203,1150.4283,1112.955,1112.955,1019.2719,756.9593,723.2334,652.0343,633.2976,595.8244,595.8244,539.6146,539.6146,502.1413,468.4154,457.1734,404.7109,389.7216
False,0.0,Воронежская область,2,False,17000.0,28700.0,7433.1156,3758.0407,2510.4818,1785.2998,1367.3983,1164.5931,1124.6467,943.3512,912.6231,912.6231,835.803,620.7066,593.0514,534.6681,519.3041,488.576,488.576,442.4839,442.4839,411.7559,384.1006,374.8822,331.863,319.5717
False,0.0,Ярославская область,1,False,18000.0,65000.0,16834.5824,8511.242,5685.7602,4043.3619,3096.8951,2637.5803,2547.1092,2136.5096,2066.9165,2066.9165,1892.9336,1405.7816,1343.1478,1210.9208,1176.1242,1106.531,1106.531,1002.1413,1002.1413,932.5482,869.9143,849.0364,751.606,723.7687
False,0.0,Республика Татарстан,0,False,17000.0,65000.0,16834.5824,8511.242,5685.7602,4043.3619,3096.8951,2637.5803,2547.1092,2136.5096,2066.9165,2066.9165,1892.9336,1405.7816,1343.1478,1210.9208,1176.1242,1106.531,1106.531,1002.1413,1002.1413,932.5482,869.9143,849.0364,751.606,723.7687
False,0.0,Московская область,2,False,22000.0,65000.0,16834.5824,8511.242,5685.7602,4043.3619,3096.8951,2637.5803,2547.1092,2136.5096,2066.9165,2066.9165,1892.9336,1405.7816,1343.1478,1210.9208,1176.1242,1106.531,1106.531,1002.1413,1002.1413,932.5482,869.9143,849.0364,751.606,723.7687
False,0.0,Ленинградская область,1,False,18000.0,65000.0,16834.5824,8511.242,5685.7602,4043.3619,3096.8951,2637.5803,2547.1092,2136.5096,2066.9165,2066.9165,1892.9336,1405.7816,1343.1478,1210.9208,1176.1242,1106.531,1106.531,1002.1413,1002.1413,932.5482,869.9143,849.0364,751.606,723.7687
False,0.0,Тульская область,1,False,17000.0,32000.0,8287.7944,4190.1499,2799.1435,1990.5782,1524.6253,1298.5011,1253.9615,1051.8201,1017.5589,1017.5589,931.9058,692.0771,661.242,596.1456,579.015,544.7537,544.7537,493.3619,493.3619,459.1006,428.2655,417.9872,370.0214,356.3169
False,0.0,Чувашская Республика,1,False,17000.0,32000.0,8287.7944,4190.1499,2799.1435,1990.5782,1524.6253,1298.5011,1253.9615,1051.8201,1017.5589,1017.5589,931.9058,692.0771,661.242,596.1456,579.015,544.7537,544.7537,493.3619,493.3619,459.1006,428.2655,417.9872,370.0214,356.3169
False,0.0,Ульяновская область,1,False,17000.0,40000.0,10359.743,5237.6874,3498.9293,2488.2227,1905.7816,1623.1263,1567.4518,1314.7752,1271.9486,1271.9486,1164.8822,865.0964,826.5525,745.182,723.7687,680.9422,680.9422,616.7024,616.7024,573.8758,535.3319,522.4839,462.5268,445.3961
False,0.0,Республика Мордовия,1,False,22000.0,22000.0,5697.8587,2880.7281,1924.4111,1368.5225,1048.1799,892.7195,862.0985,723.1263,699.5717,699.5717,640.6852,475.803,454.6039,409.8501,398.0728,374.5182,374.5182,339.1863,339.1863,315.6317,294.4325,287.3662,254.3897,244.9679
False,0.0,Саратовская область,2,False,17000.0,32000.0,8287.7944,4190.1499,2799.1435,1990.5782,1524.6253,1298.5011,1253.9615,1051.8201,1017.5589,1017.5589,931.9058,692.0771,661.242,596.1456,579.015,544.7537,544.7537,493.3619,493.3619,459.1006,428.2655,417.9872,370.0214,356.3169
False,0.0,Ставропольский край,2,False,17000.0,35000.0,9064.7752,4582.9764,3061.5632,2177.1949,1667.5589,1420.2355,1371.5203,1150.4283,1112.955,1112.955,1019.2719,756.9593,723.2334,652.0343,633.2976,595.8244,595.8244,539.6146,539.6146,502.1413,468.4154,457.1734,404.7109,389.7216
False,0.0,Красноярский край,1,False,25647.0,60000.0,15539.6146,7856.531,5248.394,3732.334,2858.6724,2434.6895,2351.1777,1972.1627,1907.9229,1907.9229,1747.3233,1297.6445,1239.8287,1117.773,1085.6531,1021.4133,1021.4133,925.0535,925.0535,860.8137,802.9979,783.7259,693.7901,668.0942
False,0.0,Красноярский край,1,True,25000.0,25000.0,6474.8394,3273.5546,2186.8308,1555.1392,1191.1135,1014.454,979.6574,821.7345,794.9679,794.9679,728.0514,540.6852,516.5953,465.7388,452.3555,425.5889,425.5889,385.439,385.439,358.6724,334.5824,326.5525,289.0792,278.3726
False,0.0,Пермский край,1,False,20000.0,35000.0,9064.7752,4582.9764,3061.5632,2177.1949,1667.5589,1420.2355,1371.5203,1150.4283,1112.955,1112.955,1019.2719,756.9593,723.2334,652.0343,633.2976,595.8244,595.8244,539.6146,539.6146,502.1413,468.4154,457.1734,404.7109,389.7216
False,0.0,Ямало-Ненецкий автономный округ,1,False,55000.0,55000.0,14244.6467,7201.8201,4811.0278,3421.3062,2620.4497,2231.7987,2155.2463,1807.8158,1748.9293,1748.9293,1601.7131,1189.5075,1136.5096,1024.6253,995.182,936.2955,936.2955,847.9657,847.9657,789.0792,736.0814,718.4154,635.9743,612.4197
False,0.0,Удмуртская Республика,1,False,22000.0,25000.0,6474.8394,3273.5546,2186.8308,1555.1392,1191.1135,1014.454,979.6574,821.7345,794.9679,794.9679,728.0514,540.6852,516.5953,465.7388,452.3555,425.5889,425.5889,385.439,385.439,358.6724,334.5824,326.5525,289.0792,278.3726
False,0.0,Челябинская область,0,False,17321.5,55000.0,14244.6467,7201.8201,4811.0278,3421.3062,2620.4497,2231.7987,2155.2463,1807.8158,1748.9293,1748.9293,1601.7131,1189.5075,1136.5096,1024.6253,995.182,936.2955,936.2955,847.9657,847.9657,789.0792,736.0814,718.4154,635.9743,612.4197
False,0.0,Республика Карелия,1,False,22530.25,41000.0,10618.7366,5368.6296,3586.4026,2550.4283,1953.4261,1663.7045,1606.6381,1347.6445,1303.7473,1303.7473,1194.0043,886.7238,847.2163,763.8116,741.863,697.9657,697.9657,632.1199,632.1199,588.2227,548.7152,535.546,474.0899,456.531
False,0.0,Нижегородская область,0,False,17430.75,60000.0,15539.6146,7856.531,5248.394,3732.334,2858.6724,2434.6895,2351.1777,1972.1627,1907.9229,1907.9229,1747.3233,1297.6445,1239.8287,1117.773,1085.6531,1021.4133,1021.4133,925.0535,925.0535,860.8137,802.9979,783.7259,693.7901,668.0942
False,0.0,Брянская область,1,False,17430.75,26900.0,6966.9272,3522.3448,2353.03,1673.3298,1281.6381,1091.5525,1054.1113,884.1863,855.3854,855.3854,783.3833,581.7773,555.8565,501.1349,486.7345,457.9336,457.9336,414.7323,414.7323,385.9315,360.0107,351.3704,311.0493,299.5289
False,0.0,Томская область,1,False,22000.0,35000.0,9064.7752,4582.9764,3061.5632,2177.1949,1667.5589,1420.2355,1371.5203,1150.4283,1112.955,1112.955,1019.2719,756.9593,723.2334,652.0343,633.2976,595.8244,595.8244,539.6146,539.6146,502.1413,468.4154,457.1734,404.7109,389.7216
False,0.0,Республика Башкортостан,0,False,17430.75,60000.0,15539.6146,7856.531,5248.394,3732.334,2858.6724,2434.6895,2351.1777,1972.1627,1907.9229,1907.9229,1747.3233,1297.6445,1239.8287,1117.773,1085.6531,1021.4133,1021.4133,925.0535,925.0535,860.8137,802.9979,783.7259,693.7901,668.0942
False,0.0,Республика Башкортостан,0,True,30000.0,30000.0,7769.8073,3928.2655,2624.197,1866.167,1429.3362,1217.3448,1175.5889,986.0814,953.9615,953.9615,873.6617,648.8223,619.9143,558.8865,542.8266,510.7066,510.7066,462.5268,462.5268,430.4069,401.4989,391.863,346.8951,334.0471
False,0.0,Новосибирская область,0,False,17321.5,55000.0,14244.6467,7201.8201,4811.0278,3421.3062,2620.4497,2231.7987,2155.2463,1807.8158,1748.9293,1748.9293,1601.7131,1189.5075,1136.5096,1024.6253,995.182,936.2955,936.2955,847.9657,847.9657,789.0792,736.0814,718.4154,635.9743,612.4197
False,0.0,Тюменская область,1,False,25000.0,60000.0,15539.6146,7856.531,5248.394,3732.334,2858.6724,2434.6895,2351.1777,1972.1627,1907.9229,1907.9229,1747.3233,1297.6445,1239.8287,1117.773,1085.6531,1021.4133,1021.4133,925.0535,925.0535,860.8137,802.9979,783.7259,693.7901,668.0942
False,0.0,Кировская область,1,False,22000.0,60000.0,15539.6146,7856.531,5248.394,3732.334,2858.6724,2434.6895,2351.1777,1972.1627,1907.9229,1907.9229,1747.3233,1297.6445,1239.8287,1117.773,1085.6531,1021.4133,1021.4133,925.0535,925.0535,860.8137,802.9979,783.7259,693.7901,668.0942
False,0.0,Самарская область,0,False,17321.5,100000.0,25899.3576,13094.2184,8747.3233,6220.5567,4764.454,4057.8158,3918.6296,3286.9379,3179.8715,3179.8715,2912.2056,2162.7409,2066.3812,1862.955,1809.4218,1702.3555,1702.3555,1541.7559,1541.7559,1434.6895,1338.3298,1306.2099,1156.3169,1113.4904
False,0.0,Свердловская область,0,False,17321.5,60000.0,15539.6146,7856.531,5248.394,3732.334,2858.6724,2434.6895,2351.1777,1972.1627,1907.9229,1907.9229,1747.3233,1297.6445,1239.8287,1117.773,1085.6531,1021.4133,1021.4133,925.0535,925.0535,860.8137,802.9979,783.7259,693.7901,668.0942
False,0.0,Оренбургская область,2,False,17321.5,35000.0,9064.7752,4582.9764,3061.5632,2177.1949,1667.5589,1420.2355,1371.5203,1150.4283,1112.955,1112.955,1019.2719,756.9593,723.2334,652.0343,633.2976,595.8244,595.8244,539.6146,539.6146,502.1413,468.4154,457.1734,404.7109,389.7216
False,0.0,Тамбовская область,2,False,22000.0,25500.0,6604.3362,3339.0257,2230.5675,1586.242,1214.9358,1034.743,999.2505,838.1692,810.8672,810.8672,742.6124,551.4989,526.9272,475.0535,461.4026,434.1006,434.1006,393.1478,393.1478,365.8458,341.2741,333.0835,294.8608,283.94
False,0.0,Калужская область,1,False,17321.5,35000.0,9064.7752,4582.9764,3061.5632,2177.1949,1667.5589,1420.2355,1371.5203,1150.4283,1112.955,1112.955,1019.2719,756.9593,723.2334,652.0343,633.2976,595.8244,595.8244,539.6146,539.6146,502.1413,468.4154,457.1734,404.7109,389.7216
False,0.0,Ростовская область,0,False,17321.5,36000.0,9323.7687,4713.9186,3149.0364,2239.4004,1715.2034,1460.8137,1410.7066,1183.2976,1144.7537,1144.7537,1048.394,778.5867,743.8972,670.6638,651.3919,612.848,612.848,555.0321,555.0321,516.4882,481.7987,470.2355,416.2741,400.8565
False,0.0,Белгородская область,2,False,22530.25,44800.0,11602.9122,5866.2099,3918.8009,2786.8094,2134.4754,1817.9015,1755.546,1472.5482,1424.5824,1424.5824,1304.6681,968.9079,925.7388,834.6039,810.621,762.6552,762.6552,690.7066,690.7066,642.7409,599.5717,585.182,518.03,498.8437
False,0.0,Республика Хакасия,1,False,34000.0,34000.0,8805.7816,4452.0343,2974.0899,2114.9893,1619.9143,1379.6574,1332.334,1117.5589,1081.1563,1081.1563,990.1499,735.3319,702.5696,633.4047,615.2034,578.8009,578.8009,524.197,524.197,487.7944,455.0321,444.1113,393.1478,378.5867
False,0.0,Республика Хакасия,1,True,17321.5,25000.0,6474.8394,3273.5546,2186.8308,1555.1392,1191.1135,1014.454,979.6574,821.7345,794.9679,794.9679,728.0514,540.6852,516.5953,465.7388,452.3555,425.5889,425.5889,385.439,385.439,358.6724,334.5824,326.5525,289.0792,278.3726
False,0.0,Республика Крым,1,False,25000.0,28150.0,7290.6692,3686.0225,2462.3715,1751.0867,1341.1938,1142.2752,1103.0942,925.273,895.1338,895.1338,819.7859,608.8116,581.6863,524.4218,509.3522,479.2131,479.2131,434.0043,434.0043,403.8651,376.7398,367.6981,325.5032,313.4475
False,0.0,Орловская область,1,False,17430.75,17430.75,4514.4523,2282.4205,1524.7241,1084.2897,830.4801,707.3077,683.0465,572.9379,554.2755,554.2755,507.6193,376.982,360.1857,324.727,315.3958,296.7333,296.7333,268.7396,268.7396,250.0771,233.2809,227.6822,201.5547,194.0897
False,0.0,Мурманская область,1,False,25000.0,60000.0,15539.6146,7856.531,5248.394,3732.334,2858.6724,2434.6895,2351.1777,1972.1627,1907.9229,1907.9229,1747.3233,1297.6445,1239.8287,1117.773,1085.6531,1021.4133,1021.4133,925.0535,925.0535,860.8137,802.9979,783.7259,693.7901,668.0942
False,0.0,Вологодская область,1,False,22000.0,60000.0,15539.6146,7856.531,5248.394,3732.334,2858.6724,2434.6895,2351.1777,1972.1627,1907.9229,1907.9229,1747.3233,1297.6445,1239.8287,1117.773,1085.6531,1021.4133,1021.4133,925.0535,925.0535,860.8137,802.9979,783.7259,693.7901,668.0942
False,0.0,Амурская область,1,False,25000.0,44000.0,11395.7173,5761.4561,3848.8223,2737.045,2096.3597,1785.439,1724.197,1446.2527,1399.1435,1399.1435,1281.3704,951.606,909.2077,819.7002,796.1456,749.0364,749.0364,678.3726,678.3726,631.2634,588.8651,574.7323,508.7794,489.9358
False,0.0,Алтайский край,2,False,22000.0,32000.0,8287.7944,4190.1499,2799.1435,1990.5782,1524.6253,1298.5011,1253.9615,1051.8201,1017.5589,1017.5589,931.9058,692.0771,661.242,596.1456,579.015,544.7537,544.7537,493.3619,493.3619,459.1006,428.2655,417.9872,370.0214,356.3169
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,22000.0,55000.0,14244.6467,7201.8201,4811.0278,3421.3062,2620.4497,2231.7987,2155.2463,1807.8158,1748.9293,1748.9293,1601.7131,1189.5075,1136.5096,1024.6253,995.182,936.2955,936.2955,847.9657,847.9657,789.0792,736.0814,718.4154,635.9743,612.4197
False,0.0,Калининградская область,1,False,25000.0,32702.5,8469.7374,4282.1368,2860.5934,2034.2776,1558.0956,1327.0072,1281.4898,1074.9109,1039.8975,1039.8975,952.364,707.2703,675.7583,609.2329,591.7262,556.7128,556.7128,504.1927,504.1927,469.1793,437.6673,427.1633,378.1445,364.1392
False,0.0,Курская область,2,False,17430.75,55000.0,14244.6467,7201.8201,4811.0278,3421.3062,2620.4497,2231.7987,2155.2463,1807.8158,1748.9293,1748.9293,1601.7131,1189.5075,1136.5096,1024.6253,995.182,936.2955,936.2955,847.9657,847.9657,789.0792,736.0814,718.4154,635.9743,612.4197
False,0.0,Тверская область,1,False,17321.5,26900.0,6966.9272,3522.3448,2353.03,1673.3298,1281.6381,1091.5525,1054.1113,884.1863,855.3854,855.3854,783.3833,581.7773,555.8565,501.1349,486.7345,457.9336,457.9336,414.7323,414.7323,385.9315,360.0107,351.3704,311.0493,299.5289
False,0.0,Город федерального значения Севастополь,1,False,32702.5,32702.5,8469.7374,4282.1368,2860.5934,2034.2776,1558.0956,1327.0072,1281.4898,1074.9109,1039.8975,1039.8975,952.364,707.2703,675.7583,609.2329,591.7262,556.7128,556.7128,504.1927,504.1927,469.1793,437.6673,427.1633,378.1445,364.1392
False,0.0,Рязанская область,1,False,17321.5,55000.0,14244.6467,7201.8201,4811.0278,3421.3062,2620.4497,2231.7987,2155.2463,1807.8158,1748.9293,1748.9293,1601.7131,1189.5075,1136.5096,1024.6253,995.182,936.2955,936.2955,847.9657,847.9657,789.0792,736.0814,718.4154,635.9743,612.4197
False,0.0,Смоленская область,1,False,17321.5,27500.0,7122.3233,3600.9101,2405.5139,1710.6531,1310.2248,1115.8994,1077.6231,903.9079,874.4647,874.4647,800.8565,594.7537,568.2548,512.3126,497.591,468.1478,468.1478,423.9829,423.9829,394.5396,368.0407,359.2077,317.9872,306.2099
False,0.0,Пензенская область,1,False,22000.0,26900.0,6966.9272,3522.3448,2353.03,1673.3298,1281.6381,1091.5525,1054.1113,884.1863,855.3854,855.3854,783.3833,581.7773,555.8565,501.1349,486.7345,457.9336,457.9336,414.7323,414.7323,385.9315,360.0107,351.3704,311.0493,299.5289
False,0.0,Липецкая область,1,False,20000.0,30000.0,7769.8073,3928.2655,2624.197,1866.167,1429.3362,1217.3448,1175.5889,986.0814,953.9615,953.9615,873.6617,648.8223,619.9143,558.8865,542.8266,510.7066,510.7066,462.5268,462.5268,430.4069,401.4989,391.863,346.8951,334.0471
False,0.0,Псковская область,1,False,35000.0,35000.0,9064.7752,4582.9764,3061.5632,2177.1949,1667.5589,1420.2355,1371.5203,1150.4283,1112.955,1112.955,1019.2719,756.9593,723.2334,652.0343,633.2976,595.8244,595.8244,539.6146,539.6146,502.1413,468.4154,457.1734,404.7109,389.7216
False,0.0,Хабаровский край,1,False,40000.0,40000.0,10359.743,5237.6874,3498.9293,2488.2227,1905.7816,1623.1263,1567.4518,1314.7752,1271.9486,1271.9486,1164.8822,865.0964,826.5525,745.182,723.7687,680.9422,680.9422,616.7024,616.7024,573.8758,535.3319,522.4839,462.5268,445.3961
False,0.0,Архангельская область,1,False,25000.0,90000.0,23309.4218,11784.7966,7872.591,5598.5011,4288.0086,3652.0343,3526.7666,2958.2441,2861.8844,2861.8844,2620.985,1946.4668,1859.743,1676.6595,1628.4797,1532.1199,1532.1199,1387.5803,1387.5803,1291.2206,1204.4968,1175.5889,1040.6852,1002.1413
False,0.0,Республика Саха (Якутия),1,False,25000.0,40000.0,10359.743,5237.6874,3498.9293,2488.2227,1905.7816,1623.1263,1567.4518,1314.7752,1271.9486,1271.9486,1164.8822,865.0964,826.5525,745.182,723.7687,680.9422,680.9422,616.7024,616.7024,573.8758,535.3319,522.4839,462.5268,445.3961
False,0.0,Омская область,1,False,22500.0,101625.0,26320.2222,13306.9995,8889.4673,6321.6408,4841.8763,4123.7554,3982.3073,3340.3506,3231.5444,3231.5444,2959.5289,2197.8854,2099.9599,1893.2281,1838.8249,1730.0187,1730.0187,1566.8094,1566.8094,1458.0032,1360.0776,1327.4358,1175.1071,1131.5846
False,0.0,Сахалинская область,1,False,101625.0,101625.0,26320.2222,13306.9995,8889.4673,6321.6408,4841.8763,4123.7554,3982.3073,3340.3506,3231.5444,3231.5444,2959.5289,2197.8854,2099.9599,1893.2281,1838.8249,1730.0187,1730.0187,1566.8094,1566.8094,1458.0032,1360.0776,1327.4358,1175.1071,1131.5846
False,0.0,Курганская область,1,False,20000.0,30000.0,7769.8073,3928.2655,2624.197,1866.167,1429.3362,1217.3448,1175.5889,986.0814,953.9615,953.9615,873.6617,648.8223,619.9143,558.8865,542.8266,510.7066,510.7066,462.5268,462.5268,430.4069,401.4989,391.863,346.8951,334.0471
False,0.0,Ивановская область,1,False,30000.0,30000.0,7769.8073,3928.2655,2624.197,1866.167,1429.3362,1217.3448,1175.5889,986.0814,953.9615,953.9615,873.6617,648.8223,619.9143,558.8865,542.8266,510.7066,510.7066,462.5268,462.5268,430.4069,401.4989,391.863,346.8951,334.0471
False,0.0,Забайкальский край,1,False,27902.0,30000.0,7769.8073,3928.2655,2624.197,1866.167,1429.3362,1217.3448,1175.5889,986.0814,953.9615,953.9615,873.6617,648.8223,619.9143,558.8865,542.8266,510.7066,510.7066,462.5268,462.5268,430.4069,401.4989,391.863,346.8951,334.0471
False,0.0,Приморский край,1,False,22500.0,85000.0,22014.454,11130.0857,7435.2248,5287.4732,4049.7859,3449.1435,3330.8351,2793.8972,2702.8908,2702.8908,2475.3747,1838.3298,1756.424,1583.5118,1538.0086,1447.0021,1447.0021,1310.4925,1310.4925,1219.4861,1137.5803,1110.2784,982.8694,946.4668
False,0.0,Астраханская область,1,False,16242.0,115000.0,29784.2612,15058.3512,10059.4218,7153.6403,5479.1221,4666.4882,4506.424,3779.9786,3656.8522,3656.8522,3349.0364,2487.152,2376.3383,2142.3983,2080.8351,1957.7088,1957.7088,1773.0193,1773.0193,1649.8929,1539.0792,1502.1413,1329.7645,1280.5139
False,0.0,Республика Бурятия,1,False,22500.0,115000.0,29784.2612,15058.3512,10059.4218,7153.6403,5479.1221,4666.4882,4506.424,3779.9786,3656.8522,3656.8522,3349.0364,2487.152,2376.3383,2142.3983,2080.8351,1957.7088,1957.7088,1773.0193,1773.0193,1649.8929,1539.0792,1502.1413,1329.7645,1280.5139
