is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Пользователь ПК (922_8),Поиск клиентов для заключение договора страхования (6806_8),Заключение договоров с контрагентами (1212_8),"Саморазвитие, обучаемость (СК) (604_4)",Консультирование по кредитным продуктам (6873_8),Целеустремленность (СК) (588_4),Дисциплинированность (СК) (593_4),Знание 1С (2742_8),Обзвон клиентов (6852_8),Стрессоустойчивость (СК) (601_4),Пролонгация договоров страхования (6659_8),Продажа страховых продуктов (6818_8),Консультирование по вопросам страхования (6668_8),Работа с покупателями и клиентами (4062_8),Инициативность (СК) (610_4),Коммуникабельность (СК) (617_4),"Умение  вести переписку, деловые переговоры, коммуницировать (1320_8)",(О) Взаимодействие с банками (856_8),Поддержка и работа с клиентами (6891_8),"Ответственность , добросовестность (СК) (614_4)",Консультирование по экономическим и финансовым вопросам (3238_8),"Заключение, пролонгация, оформление договоров ОСАГО (6673_8)",Высокая работоспособность (СК) (586_4),Знание работы с компьютером (925_8),Внимательность (СК) (536_4),"Личные установки и ценности, мировоззрение (2043_4)",Ведение отчетности по договорам страхования (6670_8),анализ выполнения плана (3431_8),"Дальновидность, стратегическое мышление, рассудительность (СК) (590_4)",Доброжелательность (СК) (1126_4),Консультирование по программе автострахования (6844_8),Передача полисов клиентам (6931_8),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),(О) Работа с документами (кроме первичных) (1601_8),Заключение новых договоров страхования (6657_8),Активность (СК) (576_4),Нравственность (СК) (622_4),Клиентоцентричность (клиенториентированность) (СК) (626_4),Расчет стоимости страхового полиса/премии (6796_8),Формирование и ведение базы клиентов (6893_8),Подготовка отчетности (3398_8),Ведение документооборота страхования (6820_8),"Приобретение, ремонт, продажа автомобилей (7130_8)","Страхование: заключение договора страхования, ведение учета по договорам страхования (3626_8)","Проектирование инвестиций: политика, программа, проект, бюджет (3243_8)",Выполнение продаж (6841_8),Пунктуальность (СК) (612_4)
False,0.0,Пермский край,1,False,15000.0,35000.0,2407.2506,1932.9155,1737.2522,1506.0139,1375.5717,1369.6426,1292.5631,1274.7755,1203.6253,1197.6961,1185.8377,1108.7583,1043.5372,996.1037,907.1658,901.2367,853.8032,841.9448,758.9361,634.4232,622.5648,581.0605,539.5562,527.6978,521.7686,444.6891,432.8308,397.2556,379.4681,367.6097,361.6805,361.6805,355.7513,343.8929,343.8929,343.8929,337.9637,337.9637,332.0346,332.0346,332.0346,320.1762,320.1762,314.247,314.247,302.3886,302.3886
False,0.0,Пермский край,1,True,13000.0,20000.0,1375.5717,1104.5231,992.7156,860.5794,786.041,782.6529,738.6075,728.4432,687.7859,684.3978,677.6215,633.5761,596.307,569.2021,518.3805,514.9924,487.8875,481.1113,433.6778,362.5275,355.7513,332.0346,308.3178,301.5416,298.1535,254.1081,247.3319,227.0032,216.8389,210.0627,206.6746,206.6746,203.2865,196.5102,196.5102,196.5102,193.1221,193.1221,189.734,189.734,189.734,182.9578,182.9578,179.5697,179.5697,172.7935,172.7935
False,0.0,Хабаровский край,1,False,12000.0,35000.0,2407.2506,1932.9155,1737.2522,1506.0139,1375.5717,1369.6426,1292.5631,1274.7755,1203.6253,1197.6961,1185.8377,1108.7583,1043.5372,996.1037,907.1658,901.2367,853.8032,841.9448,758.9361,634.4232,622.5648,581.0605,539.5562,527.6978,521.7686,444.6891,432.8308,397.2556,379.4681,367.6097,361.6805,361.6805,355.7513,343.8929,343.8929,343.8929,337.9637,337.9637,332.0346,332.0346,332.0346,320.1762,320.1762,314.247,314.247,302.3886,302.3886
False,0.0,Хабаровский край,1,True,12000.0,25000.0,1719.4647,1380.6539,1240.8945,1075.7242,982.5512,978.3161,923.2594,910.554,859.7323,855.4972,847.0269,791.9702,745.3837,711.5026,647.9756,643.7405,609.8594,601.3891,542.0972,453.1594,444.6891,415.0432,385.3973,376.927,372.6919,317.6351,309.1648,283.754,271.0486,262.5783,258.3432,258.3432,254.1081,245.6378,245.6378,245.6378,241.4027,241.4027,237.1675,237.1675,237.1675,228.6973,228.6973,224.4621,224.4621,215.9919,215.9919
False,0.0,Московская область,2,False,1000.0,70000.0,4814.5011,3865.8309,3474.5045,3012.0278,2751.1435,2739.2851,2585.1262,2549.5511,2407.2506,2395.3922,2371.6754,2217.5165,2087.0744,1992.2074,1814.3317,1802.4733,1707.6063,1683.8895,1517.8723,1268.8463,1245.1296,1162.121,1079.1123,1055.3956,1043.5372,889.3783,865.6615,794.5113,758.9361,735.2194,723.361,723.361,711.5026,687.7859,687.7859,687.7859,675.9275,675.9275,664.0691,664.0691,664.0691,640.3524,640.3524,628.494,628.494,604.7772,604.7772
False,0.0,Московская область,2,True,15000.0,40000.0,2751.1435,2209.0462,1985.4311,1721.1587,1572.082,1565.3058,1477.215,1456.8863,1375.5717,1368.7955,1355.2431,1267.1523,1192.6139,1138.4042,1036.761,1029.9848,975.775,962.2226,867.3556,725.0551,711.5026,664.0691,616.6356,603.0832,596.307,508.2162,494.6637,454.0064,433.6778,420.1254,413.3491,413.3491,406.5729,393.0205,393.0205,393.0205,386.2443,386.2443,379.4681,379.4681,379.4681,365.9156,365.9156,359.1394,359.1394,345.587,345.587
False,0.0,Ростовская область,0,False,10000.0,40000.0,2751.1435,2209.0462,1985.4311,1721.1587,1572.082,1565.3058,1477.215,1456.8863,1375.5717,1368.7955,1355.2431,1267.1523,1192.6139,1138.4042,1036.761,1029.9848,975.775,962.2226,867.3556,725.0551,711.5026,664.0691,616.6356,603.0832,596.307,508.2162,494.6637,454.0064,433.6778,420.1254,413.3491,413.3491,406.5729,393.0205,393.0205,393.0205,386.2443,386.2443,379.4681,379.4681,379.4681,365.9156,365.9156,359.1394,359.1394,345.587,345.587
False,0.0,Ростовская область,0,True,10000.0,25000.0,1719.4647,1380.6539,1240.8945,1075.7242,982.5512,978.3161,923.2594,910.554,859.7323,855.4972,847.0269,791.9702,745.3837,711.5026,647.9756,643.7405,609.8594,601.3891,542.0972,453.1594,444.6891,415.0432,385.3973,376.927,372.6919,317.6351,309.1648,283.754,271.0486,262.5783,258.3432,258.3432,254.1081,245.6378,245.6378,245.6378,241.4027,241.4027,237.1675,237.1675,237.1675,228.6973,228.6973,224.4621,224.4621,215.9919,215.9919
False,0.0,Вологодская область,1,False,10000.0,50000.0,3438.9294,2761.3078,2481.7889,2151.4484,1965.1025,1956.6322,1846.5187,1821.1079,1719.4647,1710.9944,1694.0539,1583.9404,1490.7674,1423.0053,1295.9512,1287.4809,1219.7188,1202.7782,1084.1945,906.3188,889.3783,830.0864,770.7945,753.854,745.3837,635.2702,618.3297,567.508,542.0972,525.1567,516.6864,516.6864,508.2162,491.2756,491.2756,491.2756,482.8054,482.8054,474.3351,474.3351,474.3351,457.3945,457.3945,448.9243,448.9243,431.9837,431.9837
False,0.0,Вологодская область,1,True,13000.0,22000.0,1513.1289,1214.9754,1091.9871,946.6373,864.6451,860.9182,812.4682,801.2875,756.5645,752.8375,745.3837,696.9338,655.9377,626.1223,570.2185,566.4916,536.6763,529.2224,477.0456,398.7803,391.3264,365.238,339.1496,331.6957,327.9688,279.5189,272.0651,249.7035,238.5228,231.0689,227.342,227.342,223.6151,216.1613,216.1613,216.1613,212.4344,212.4344,208.7074,208.7074,208.7074,201.2536,201.2536,197.5267,197.5267,190.0728,190.0728
False,0.0,Пензенская область,1,False,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Пензенская область,1,True,15000.0,19271.0,1325.4322,1064.2633,956.5311,829.2112,757.3898,754.1252,711.6852,701.8914,662.7161,659.4515,652.9222,610.4823,574.5716,548.4547,499.4855,496.2209,470.104,463.5748,417.8702,349.3134,342.7842,319.9319,297.0796,290.5504,287.2858,244.8458,238.3166,218.729,208.9351,202.4059,199.1413,199.1413,195.8767,189.3475,189.3475,189.3475,186.0828,186.0828,182.8182,182.8182,182.8182,176.289,176.289,173.0244,173.0244,166.4952,166.4952
False,0.0,Ивановская область,1,False,11280.0,32500.0,2235.3041,1794.8501,1613.1628,1398.4415,1277.3166,1271.8109,1200.2372,1183.7201,1117.652,1112.1464,1101.135,1029.5612,968.9988,924.9534,842.3683,836.8626,792.8172,781.8059,704.7264,589.1072,578.0959,539.5562,501.0164,490.0051,484.4994,412.9256,401.9143,368.8802,352.3632,341.3519,335.8462,335.8462,330.3405,319.3292,319.3292,319.3292,313.8235,313.8235,308.3178,308.3178,308.3178,297.3065,297.3065,291.8008,291.8008,280.7894,280.7894
False,0.0,Ивановская область,1,True,15000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Оренбургская область,2,False,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Оренбургская область,2,True,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Кировская область,1,False,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Кировская область,1,True,12000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Курганская область,1,False,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Курганская область,1,True,11280.0,15974.0,1098.6692,882.1826,792.8819,687.3447,627.8109,625.1049,589.9258,581.8076,549.3346,546.6285,541.2163,506.0373,476.2704,454.6217,414.0305,411.3244,389.6758,384.2636,346.3785,289.5507,284.1386,265.196,246.2534,240.8413,238.1352,202.9561,197.544,181.3075,173.1892,167.7771,165.071,165.071,162.3649,156.9527,156.9527,156.9527,154.2467,154.2467,151.5406,151.5406,151.5406,146.1284,146.1284,143.4223,143.4223,138.0102,138.0102
False,0.0,Республика Карелия,1,False,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Республика Карелия,1,True,11280.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Чувашская Республика,1,False,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Чувашская Республика,1,True,12130.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Удмуртская Республика,1,False,8000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Удмуртская Республика,1,True,15000.0,25000.0,1719.4647,1380.6539,1240.8945,1075.7242,982.5512,978.3161,923.2594,910.554,859.7323,855.4972,847.0269,791.9702,745.3837,711.5026,647.9756,643.7405,609.8594,601.3891,542.0972,453.1594,444.6891,415.0432,385.3973,376.927,372.6919,317.6351,309.1648,283.754,271.0486,262.5783,258.3432,258.3432,254.1081,245.6378,245.6378,245.6378,241.4027,241.4027,237.1675,237.1675,237.1675,228.6973,228.6973,224.4621,224.4621,215.9919,215.9919
False,0.0,Республика Марий Эл,1,False,12130.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Республика Марий Эл,1,True,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Республика Калмыкия,1,False,15000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Костромская область,1,False,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Костромская область,1,True,15000.0,15000.0,1031.6788,828.3923,744.5367,645.4345,589.5307,586.9897,553.9556,546.3324,515.8394,513.2983,508.2162,475.1821,447.2302,426.9016,388.7854,386.2443,365.9156,360.8335,325.2583,271.8956,266.8135,249.0259,231.2384,226.1562,223.6151,190.5811,185.4989,170.2524,162.6292,157.547,155.0059,155.0059,152.4648,147.3827,147.3827,147.3827,144.8416,144.8416,142.3005,142.3005,142.3005,137.2184,137.2184,134.6773,134.6773,129.5951,129.5951
False,0.0,Смоленская область,1,False,11280.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Смоленская область,1,True,15000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Республика Адыгея,1,False,10000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Республика Адыгея,1,True,15000.0,15000.0,1031.6788,828.3923,744.5367,645.4345,589.5307,586.9897,553.9556,546.3324,515.8394,513.2983,508.2162,475.1821,447.2302,426.9016,388.7854,386.2443,365.9156,360.8335,325.2583,271.8956,266.8135,249.0259,231.2384,226.1562,223.6151,190.5811,185.4989,170.2524,162.6292,157.547,155.0059,155.0059,152.4648,147.3827,147.3827,147.3827,144.8416,144.8416,142.3005,142.3005,142.3005,137.2184,137.2184,134.6773,134.6773,129.5951,129.5951
False,0.0,Кабардино-Балкарская Республика,1,False,12130.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Кабардино-Балкарская Республика,1,True,25000.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Республика Мордовия,1,False,11280.0,30000.0,2063.3576,1656.7847,1489.0734,1290.869,1179.0615,1173.9793,1107.9112,1092.6647,1031.6788,1026.5966,1016.4323,950.3642,894.4604,853.8032,777.5707,772.4886,731.8313,721.6669,650.5167,543.7913,533.627,498.0518,462.4767,452.3124,447.2302,381.1621,370.9978,340.5048,325.2583,315.094,310.0119,310.0119,304.9297,294.7654,294.7654,294.7654,289.6832,289.6832,284.6011,284.6011,284.6011,274.4367,274.4367,269.3546,269.3546,259.1902,259.1902
False,0.0,Республика Мордовия,1,True,12130.0,15000.0,1031.6788,828.3923,744.5367,645.4345,589.5307,586.9897,553.9556,546.3324,515.8394,513.2983,508.2162,475.1821,447.2302,426.9016,388.7854,386.2443,365.9156,360.8335,325.2583,271.8956,266.8135,249.0259,231.2384,226.1562,223.6151,190.5811,185.4989,170.2524,162.6292,157.547,155.0059,155.0059,152.4648,147.3827,147.3827,147.3827,144.8416,144.8416,142.3005,142.3005,142.3005,137.2184,137.2184,134.6773,134.6773,129.5951,129.5951
False,0.0,Самарская область,0,False,12000.0,35000.0,2407.2506,1932.9155,1737.2522,1506.0139,1375.5717,1369.6426,1292.5631,1274.7755,1203.6253,1197.6961,1185.8377,1108.7583,1043.5372,996.1037,907.1658,901.2367,853.8032,841.9448,758.9361,634.4232,622.5648,581.0605,539.5562,527.6978,521.7686,444.6891,432.8308,397.2556,379.4681,367.6097,361.6805,361.6805,355.7513,343.8929,343.8929,343.8929,337.9637,337.9637,332.0346,332.0346,332.0346,320.1762,320.1762,314.247,314.247,302.3886,302.3886
False,0.0,Самарская область,0,True,15000.0,25000.0,1719.4647,1380.6539,1240.8945,1075.7242,982.5512,978.3161,923.2594,910.554,859.7323,855.4972,847.0269,791.9702,745.3837,711.5026,647.9756,643.7405,609.8594,601.3891,542.0972,453.1594,444.6891,415.0432,385.3973,376.927,372.6919,317.6351,309.1648,283.754,271.0486,262.5783,258.3432,258.3432,254.1081,245.6378,245.6378,245.6378,241.4027,241.4027,237.1675,237.1675,237.1675,228.6973,228.6973,224.4621,224.4621,215.9919,215.9919
False,0.0,Челябинская область,0,False,10000.0,35000.0,2407.2506,1932.9155,1737.2522,1506.0139,1375.5717,1369.6426,1292.5631,1274.7755,1203.6253,1197.6961,1185.8377,1108.7583,1043.5372,996.1037,907.1658,901.2367,853.8032,841.9448,758.9361,634.4232,622.5648,581.0605,539.5562,527.6978,521.7686,444.6891,432.8308,397.2556,379.4681,367.6097,361.6805,361.6805,355.7513,343.8929,343.8929,343.8929,337.9637,337.9637,332.0346,332.0346,332.0346,320.1762,320.1762,314.247,314.247,302.3886,302.3886
False,0.0,Челябинская область,0,True,15000.0,35000.0,2407.2506,1932.9155,1737.2522,1506.0139,1375.5717,1369.6426,1292.5631,1274.7755,1203.6253,1197.6961,1185.8377,1108.7583,1043.5372,996.1037,907.1658,901.2367,853.8032,841.9448,758.9361,634.4232,622.5648,581.0605,539.5562,527.6978,521.7686,444.6891,432.8308,397.2556,379.4681,367.6097,361.6805,361.6805,355.7513,343.8929,343.8929,343.8929,337.9637,337.9637,332.0346,332.0346,332.0346,320.1762,320.1762,314.247,314.247,302.3886,302.3886
False,0.0,Забайкальский край,1,False,15000.0,35000.0,2407.2506,1932.9155,1737.2522,1506.0139,1375.5717,1369.6426,1292.5631,1274.7755,1203.6253,1197.6961,1185.8377,1108.7583,1043.5372,996.1037,907.1658,901.2367,853.8032,841.9448,758.9361,634.4232,622.5648,581.0605,539.5562,527.6978,521.7686,444.6891,432.8308,397.2556,379.4681,367.6097,361.6805,361.6805,355.7513,343.8929,343.8929,343.8929,337.9637,337.9637,332.0346,332.0346,332.0346,320.1762,320.1762,314.247,314.247,302.3886,302.3886
False,0.0,Забайкальский край,1,True,22000.0,35000.0,2407.2506,1932.9155,1737.2522,1506.0139,1375.5717,1369.6426,1292.5631,1274.7755,1203.6253,1197.6961,1185.8377,1108.7583,1043.5372,996.1037,907.1658,901.2367,853.8032,841.9448,758.9361,634.4232,622.5648,581.0605,539.5562,527.6978,521.7686,444.6891,432.8308,397.2556,379.4681,367.6097,361.6805,361.6805,355.7513,343.8929,343.8929,343.8929,337.9637,337.9637,332.0346,332.0346,332.0346,320.1762,320.1762,314.247,314.247,302.3886,302.3886
False,0.0,Свердловская область,0,False,10000.0,40000.0,2751.1435,2209.0462,1985.4311,1721.1587,1572.082,1565.3058,1477.215,1456.8863,1375.5717,1368.7955,1355.2431,1267.1523,1192.6139,1138.4042,1036.761,1029.9848,975.775,962.2226,867.3556,725.0551,711.5026,664.0691,616.6356,603.0832,596.307,508.2162,494.6637,454.0064,433.6778,420.1254,413.3491,413.3491,406.5729,393.0205,393.0205,393.0205,386.2443,386.2443,379.4681,379.4681,379.4681,365.9156,365.9156,359.1394,359.1394,345.587,345.587
False,0.0,Свердловская область,0,True,12000.0,35000.0,2407.2506,1932.9155,1737.2522,1506.0139,1375.5717,1369.6426,1292.5631,1274.7755,1203.6253,1197.6961,1185.8377,1108.7583,1043.5372,996.1037,907.1658,901.2367,853.8032,841.9448,758.9361,634.4232,622.5648,581.0605,539.5562,527.6978,521.7686,444.6891,432.8308,397.2556,379.4681,367.6097,361.6805,361.6805,355.7513,343.8929,343.8929,343.8929,337.9637,337.9637,332.0346,332.0346,332.0346,320.1762,320.1762,314.247,314.247,302.3886,302.3886
False,0.0,Красноярский край,1,False,10000.0,35000.0,2407.2506,1932.9155,1737.2522,1506.0139,1375.5717,1369.6426,1292.5631,1274.7755,1203.6253,1197.6961,1185.8377,1108.7583,1043.5372,996.1037,907.1658,901.2367,853.8032,841.9448,758.9361,634.4232,622.5648,581.0605,539.5562,527.6978,521.7686,444.6891,432.8308,397.2556,379.4681,367.6097,361.6805,361.6805,355.7513,343.8929,343.8929,343.8929,337.9637,337.9637,332.0346,332.0346,332.0346,320.1762,320.1762,314.247,314.247,302.3886,302.3886
