is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,Закрепление подвижного состава (1740_23),"Ответственность , добросовестность (СК) (614_4)",Выполнение работ по ограждению места производства работ (РЖД) (2680_23),Подача звуковых и видимых сигналов при выполнении работ по ограждению (2946_23),Пунктуальность (СК) (612_4),"Саморазвитие, обучаемость (СК) (604_4)","Установка и снятие знаков, сигналов, петард при производстве работ по ограждению (2945_23)",Коммуникабельность (СК) (617_4),"Знание сигналов, знаков, и правил их установки (2681_23)",Командность (СК) (1371_4),"Личные установки и ценности, мировоззрение (2043_4)",Дисциплинированность (СК) (593_4),Высокая работоспособность (СК) (586_4),Знание порядка пользования средствами связи (2962_23),Инициативность (СК) (610_4)
True,1.0,Республика Башкортостан,0,False,70000.0,70000.0,19059.5426,16050.8675,4457.8076,4140.3785,3891.9558,3878.1546,3574.5268,2774.0536,2622.2397,2484.2271,2304.8107,2180.5994,966.0883,869.4795,745.2681
True,1.0,Волгоградская область,2,False,55000.0,55000.0,14975.3549,12611.3959,3502.5631,3253.1546,3057.9653,3047.1215,2808.5568,2179.6136,2060.3312,1951.8927,1810.9227,1713.3281,759.0694,683.1625,585.5678
True,1.0,Краснодарский край,0,False,20000.0,60000.0,16336.7508,13757.8864,3820.9779,3548.8959,3335.9621,3324.1325,3063.8801,2377.7603,2247.6341,2129.3375,1975.5521,1869.0852,828.0757,745.2681,638.8013
True,1.0,Тюменская область,1,False,70000.0,70000.0,19059.5426,16050.8675,4457.8076,4140.3785,3891.9558,3878.1546,3574.5268,2774.0536,2622.2397,2484.2271,2304.8107,2180.5994,966.0883,869.4795,745.2681
True,1.0,Ульяновская область,1,False,70000.0,70000.0,19059.5426,16050.8675,4457.8076,4140.3785,3891.9558,3878.1546,3574.5268,2774.0536,2622.2397,2484.2271,2304.8107,2180.5994,966.0883,869.4795,745.2681
True,1.0,Ростовская область,0,False,55000.0,55000.0,14975.3549,12611.3959,3502.5631,3253.1546,3057.9653,3047.1215,2808.5568,2179.6136,2060.3312,1951.8927,1810.9227,1713.3281,759.0694,683.1625,585.5678
True,1.0,Саратовская область,2,False,55000.0,55000.0,14975.3549,12611.3959,3502.5631,3253.1546,3057.9653,3047.1215,2808.5568,2179.6136,2060.3312,1951.8927,1810.9227,1713.3281,759.0694,683.1625,585.5678
True,1.0,Красноярский край,1,False,44916.5,70000.0,19059.5426,16050.8675,4457.8076,4140.3785,3891.9558,3878.1546,3574.5268,2774.0536,2622.2397,2484.2271,2304.8107,2180.5994,966.0883,869.4795,745.2681
True,1.0,Приморский край,1,False,60000.0,80000.0,21782.3344,18343.8486,5094.6372,4731.8612,4447.9495,4432.1767,4085.1735,3170.347,2996.8454,2839.1167,2634.0694,2492.1136,1104.1009,993.6909,851.735
True,1.0,Хабаровский край,1,False,44916.5,115000.0,31312.1057,26369.2823,7323.541,6802.0505,6393.9274,6371.2539,5872.4369,4557.3738,4307.9653,4081.2303,3786.4748,3582.4132,1587.1451,1428.4306,1224.3691
True,1.0,Забайкальский край,1,False,60000.0,80000.0,21782.3344,18343.8486,5094.6372,4731.8612,4447.9495,4432.1767,4085.1735,3170.347,2996.8454,2839.1167,2634.0694,2492.1136,1104.1009,993.6909,851.735
True,1.0,Новосибирская область,0,False,115000.0,115000.0,31312.1057,26369.2823,7323.541,6802.0505,6393.9274,6371.2539,5872.4369,4557.3738,4307.9653,4081.2303,3786.4748,3582.4132,1587.1451,1428.4306,1224.3691
True,1.0,Кемеровская область,1,False,55000.0,55000.0,14975.3549,12611.3959,3502.5631,3253.1546,3057.9653,3047.1215,2808.5568,2179.6136,2060.3312,1951.8927,1810.9227,1713.3281,759.0694,683.1625,585.5678
True,1.0,Иркутская область,1,False,28200.0,70000.0,19059.5426,16050.8675,4457.8076,4140.3785,3891.9558,3878.1546,3574.5268,2774.0536,2622.2397,2484.2271,2304.8107,2180.5994,966.0883,869.4795,745.2681
True,1.0,Пермский край,1,False,70000.0,70000.0,19059.5426,16050.8675,4457.8076,4140.3785,3891.9558,3878.1546,3574.5268,2774.0536,2622.2397,2484.2271,2304.8107,2180.5994,966.0883,869.4795,745.2681
True,1.0,Сахалинская область,1,False,75000.0,75000.0,20420.9385,17197.358,4776.2224,4436.1199,4169.9527,4155.1656,3829.8502,2972.2003,2809.5426,2661.6719,2469.4401,2336.3565,1035.0946,931.5852,798.5016
True,1.0,Амурская область,1,False,60000.0,115000.0,31312.1057,26369.2823,7323.541,6802.0505,6393.9274,6371.2539,5872.4369,4557.3738,4307.9653,4081.2303,3786.4748,3582.4132,1587.1451,1428.4306,1224.3691
True,1.0,Республика Бурятия,1,False,70000.0,70000.0,19059.5426,16050.8675,4457.8076,4140.3785,3891.9558,3878.1546,3574.5268,2774.0536,2622.2397,2484.2271,2304.8107,2180.5994,966.0883,869.4795,745.2681
True,1.0,Республика Саха (Якутия),1,False,115000.0,115000.0,31312.1057,26369.2823,7323.541,6802.0505,6393.9274,6371.2539,5872.4369,4557.3738,4307.9653,4081.2303,3786.4748,3582.4132,1587.1451,1428.4306,1224.3691
True,1.0,Еврейская автономная область,1,False,55000.0,115000.0,31312.1057,26369.2823,7323.541,6802.0505,6393.9274,6371.2539,5872.4369,4557.3738,4307.9653,4081.2303,3786.4748,3582.4132,1587.1451,1428.4306,1224.3691
True,1.0,Омская область,1,False,70000.0,70000.0,19059.5426,16050.8675,4457.8076,4140.3785,3891.9558,3878.1546,3574.5268,2774.0536,2622.2397,2484.2271,2304.8107,2180.5994,966.0883,869.4795,745.2681
True,1.0,Республика Хакасия,1,False,46000.0,46000.0,12524.8423,10547.7129,2929.4164,2720.8202,2557.571,2548.5016,2348.9748,1822.9495,1723.1861,1632.4921,1514.5899,1432.9653,634.858,571.3722,489.7476
True,1.0,Магаданская область,1,False,75000.0,75000.0,20420.9385,17197.358,4776.2224,4436.1199,4169.9527,4155.1656,3829.8502,2972.2003,2809.5426,2661.6719,2469.4401,2336.3565,1035.0946,931.5852,798.5016
