is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Выполнение плана строительно-монтажных работ (2955_10),Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),"Организаторские способности, лидерство (СК) (393_4)","Организация приемки строительных материалов, конструкций, изделий, их складирование, учет и отчетность (4242_10)",Чтение схем/чертежей (ОПТ) (3032_36),Командность (СК) (1371_4),Контроль соблюдения технологической последовательности производства строительных работ (4118_10),"Работа с технической документации, чтение проектов, чертежей, схем (строительство) (2957_10)","Саморазвитие, обучаемость (СК) (604_4)",Ведение исполнительной документации в строительстве (2958_10),Коммуникабельность (СК) (617_4),"Производит расстановку бригад, звеньев и отдельных работников на строительном участке (5590_10)",Стрессоустойчивость (СК) (601_4),Контроль выполнения строительно-монтажных работ (2954_10),Проведение производственного инструктажа и ведение журнала учета инструктажа и техники безопасности работников (5584_10),Контроль за соблюдением работниками  правил охраны труда и техники безопасности при выполнении строительных и монтажных работ (5577_10),"Оформление документов по учету рабочего времени, выработки, простоев работников при выполнении общестроительных работ (4121_10)",Внимательность (СК) (536_4),Геодезический контроль в ходе выполнения технологических операций (4115_10),Знание технологии производства строительных и монтажных работ (4120_10),Навык составления смет (5556_10),Трудолюбие (СК) (597_4),Контроль соблюдения технологической последовательности при выполнении вида строительных работ (2960_10),Контроль выполнения работ (7013_10),"Обеспечение строительных бригад и отдельных работников инструментом, приспособлениями, средствами малой механизации, транспортом, спецодеждой, защитными средствами (5586_10)",Знание компьютерных офисных программ (строительство) (4252_10),Выдача нарядов на строительные и монтажные работы и приемка законченных строительных и монтажных работ (5582_10),Руководство работниками участка производства строительных работ (5576_10),Пунктуальность (СК) (612_4),Целеустремленность (СК) (588_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Самостоятельность (СК) (603_4),"Знание ГОСТов, СНиПов, СП (1406_10)",навыки  в области строительства (6220_10),"Многозадачность, интенсивность (СК) (627_4)",Знания SCAD (5251_10),Высокая работоспособность (СК) (586_4),Знание действующих нормативно-технических документов в строительстве (4256_10),Планирование и организация материально-технического обеспечения строительства (4249_10),"Обеспечение рационального использования на участке строительных машин, оборудования и транспортных средств (4123_10)",Знание технологии производства (7190_10),Аккуратность (СК) (575_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Умение пользоваться геодезическими инструментами (4117_10),Выполнение разбивочных работ в строительстве (4122_10),Использование нивелира (1398_10),Выполнение комплекса геодезических работ (1410_10),Подготовка и сдача работ (1447_10),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Нравственность (СК) (622_4),Руководство производственно-хозяйственной деятельностью строительного  участка (5575_10),"Техника безопасности (бетон, арматура) (1607_10)",Руководство бригадой (ОПТ) (3599_36),Знание рынка строительных материалов (4260_10),Знания нормативных документов (4992_10),монтажные работы (6243_10),Инициативность (СК) (610_4),Выполнение ремонтных работ (ОПТ) (8285_36),Контроль обеспечения рабочих мест знаками безопасности и предупредительными надписями (5589_10),Ведение должностного документооборота (3339_10),составление актов (6246_10),Ведение журнала учета законченных строительно-монтажных работ (5579_10),Выполнение поручений руководителя (ОПТ) (3036_36),Отслеживание показаний контрольно-измерительных приборов (5973_10),Знания Microsoft Office (5758_10),Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),Знание ГОСТ (7061_10),работа со сметной документацией (6234_10),"Скорость, оперативность (СК) (1324_4)",Соблюдение техники безопасности (ОПТ) (3791_36),Обеспечение применения в соответствии с назначением технологической оснастки (5587_10),Знание нормативно-технической документации (7072_10),"Самоорганизация, отношение себе  (СК) (1629_4)",Работы с объёмами (1547_10),Обеспечение соблюдение чистоты и порядка на рабочих местах (5588_10),контроль за соблюдением нормативов (6216_10),Использование геодезического оборудования (1377_10),Выполнение контроля в топогеодезии (1421_10),Доброжелательность (СК) (1126_4),Работы в сфере картографии (1558_10),Выполнение топографо-геодезической съемки (247_10)
False,2.0,Саратовская область,2,False,30000.0,90000.0,9563.7425,7980.4355,5474.1243,5303.7236,4252.9189,3990.2177,3024.6134,2960.7132,2350.1104,1995.1089,1973.8088,1711.1076,1668.5074,1668.5074,1604.6071,1590.4071,1590.4071,1540.7068,1327.7059,1299.3058,1171.5052,1171.5052,1079.2048,1008.2045,972.7043,965.6043,859.1038,816.5036,809.4036,773.9034,766.8034,752.6033,724.2032,710.0032,667.403,603.5027,596.4027,546.7024,532.5024,511.2023,511.2023,511.2023,504.1022,440.202,433.1019,433.1019,433.1019,418.9019,404.7018,397.6018,397.6018,390.5017,390.5017,355.0016,333.7015,319.5014,298.2013,284.0013,269.8012,262.7012,255.6011,248.5011,248.5011,234.301,227.201,227.201,220.101,205.9009,177.5008,177.5008,149.1007,142.0006,127.8006,127.8006,120.7005,113.6005,85.2004,71.0003,56.8003,49.7002,21.3001,14.2001,0.0,0.0
False,2.0,Амурская область,1,False,30000.0,130000.0,13814.2947,11527.2957,7907.0685,7660.934,6143.1051,5763.6478,4368.8861,4276.5857,3394.604,2881.8239,2851.0571,2471.5999,2410.0663,2410.0663,2317.7659,2297.2547,2297.2547,2225.4654,1917.7974,1876.775,1692.1742,1692.1742,1558.8514,1456.2954,1405.0174,1394.7618,1240.9277,1179.3941,1169.1385,1117.8605,1107.6049,1087.0937,1046.0713,1025.5601,964.0265,871.7261,861.4705,789.6813,769.1701,738.4033,738.4033,738.4033,728.1477,635.8473,625.5917,625.5917,625.5917,605.0805,584.5693,574.3137,574.3137,564.0581,564.0581,512.7801,482.0133,461.5021,430.7352,410.224,389.7128,379.4572,369.2016,358.946,358.946,338.4348,328.1792,328.1792,317.9236,297.4124,256.39,256.39,215.3676,205.112,184.6008,184.6008,174.3452,164.0896,123.0672,102.556,82.0448,71.7892,30.7668,20.5112,0.0,0.0
False,2.0,Алтайский край,2,False,30000.0,110000.0,11689.0186,9753.8656,6690.5964,6482.3288,5198.012,4876.9328,3696.7498,3618.6494,2872.3572,2438.4664,2412.4329,2091.3537,2039.2868,2039.2868,1961.1865,1943.8309,1943.8309,1883.0861,1622.7517,1588.0404,1431.8397,1431.8397,1319.0281,1232.2499,1188.8608,1180.183,1050.0158,997.9489,989.2711,945.882,937.2042,919.8485,885.1373,867.7816,815.7147,737.6144,728.9366,668.1919,650.8362,624.8028,624.8028,624.8028,616.125,538.0246,529.3468,529.3468,529.3468,511.9912,494.6355,485.9577,485.9577,477.2799,477.2799,433.8908,407.8574,390.5017,364.4683,347.1127,329.757,321.0792,312.4014,303.7236,303.7236,286.3679,277.6901,277.6901,269.0123,251.6567,216.9454,216.9454,182.2341,173.5563,156.2007,156.2007,147.5229,138.8451,104.1338,86.7782,69.4225,60.7447,26.0334,17.3556,0.0,0.0
False,2.0,Астраханская область,1,False,50000.0,150000.0,15939.5708,13300.7258,9123.5405,8839.5393,7088.1982,6650.3629,5041.0224,4934.5219,3916.8507,3325.1814,3289.6813,2851.846,2780.8457,2780.8457,2674.3452,2650.6784,2650.6784,2567.8447,2212.8432,2165.5096,1952.5087,1952.5087,1798.6747,1680.3408,1621.1739,1609.3405,1431.8397,1360.8394,1349.006,1289.8391,1278.0057,1254.3389,1207.0054,1183.3386,1112.3383,1005.8378,994.0044,911.1707,887.5039,852.0038,852.0038,852.0038,840.1704,733.6699,721.8365,721.8365,721.8365,698.1698,674.503,662.6696,662.6696,650.8362,650.8362,591.6693,556.1691,532.5024,497.0022,473.3354,449.6687,437.8353,426.0019,414.1685,414.1685,390.5017,378.6683,378.6683,366.835,343.1682,295.8346,295.8346,248.5011,236.6677,213.0009,213.0009,201.1676,189.3342,142.0006,118.3339,94.6671,82.8337,35.5002,23.6668,0.0,0.0
False,2.0,Республика Бурятия,1,False,30000.0,80000.0,8501.1044,7093.7204,4865.8883,4714.421,3780.3724,3546.8602,2688.5453,2631.745,2088.9871,1773.4301,1754.4967,1520.9845,1483.1177,1483.1177,1426.3175,1413.6952,1413.6952,1369.5172,1180.183,1154.9385,1041.338,1041.338,959.2932,896.1818,864.6261,858.3149,763.6478,725.781,719.4699,687.9142,681.603,668.9808,643.7362,631.1139,593.2471,536.4468,530.1357,485.9577,473.3354,454.402,454.402,454.402,448.0909,391.2906,384.9795,384.9795,384.9795,372.3572,359.7349,353.4238,353.4238,347.1127,347.1127,315.557,296.6235,284.0013,265.0678,252.4456,239.8233,233.5121,227.201,220.8899,220.8899,208.2676,201.9565,201.9565,195.6453,183.023,157.7785,157.7785,132.5339,126.2228,113.6005,113.6005,107.2894,100.9782,75.7337,63.1114,50.4891,44.178,18.9334,12.6223,0.0,0.0
False,2.0,Орловская область,1,False,30000.0,100000.0,10626.3806,8867.1505,6082.3604,5893.0262,4725.4654,4433.5753,3360.6816,3289.6813,2611.2338,2216.7876,2193.1209,1901.2307,1853.8971,1853.8971,1782.8968,1767.119,1767.119,1711.8965,1475.2288,1443.6731,1301.6725,1301.6725,1199.1164,1120.2272,1080.7826,1072.8937,954.5598,907.2263,899.3373,859.8927,852.0038,836.2259,804.6702,788.8924,741.5589,670.5585,662.6696,607.4471,591.6693,568.0025,568.0025,568.0025,560.1136,489.1133,481.2244,481.2244,481.2244,465.4465,449.6687,441.7797,441.7797,433.8908,433.8908,394.4462,370.7794,355.0016,331.3348,315.557,299.7791,291.8902,284.0013,276.1123,276.1123,260.3345,252.4456,252.4456,244.5566,228.7788,197.2231,197.2231,165.6674,157.7785,142.0006,142.0006,134.1117,126.2228,94.6671,78.8892,63.1114,55.2225,23.6668,15.7778,0.0,0.0
False,2.0,Псковская область,1,False,50000.0,80000.0,8501.1044,7093.7204,4865.8883,4714.421,3780.3724,3546.8602,2688.5453,2631.745,2088.9871,1773.4301,1754.4967,1520.9845,1483.1177,1483.1177,1426.3175,1413.6952,1413.6952,1369.5172,1180.183,1154.9385,1041.338,1041.338,959.2932,896.1818,864.6261,858.3149,763.6478,725.781,719.4699,687.9142,681.603,668.9808,643.7362,631.1139,593.2471,536.4468,530.1357,485.9577,473.3354,454.402,454.402,454.402,448.0909,391.2906,384.9795,384.9795,384.9795,372.3572,359.7349,353.4238,353.4238,347.1127,347.1127,315.557,296.6235,284.0013,265.0678,252.4456,239.8233,233.5121,227.201,220.8899,220.8899,208.2676,201.9565,201.9565,195.6453,183.023,157.7785,157.7785,132.5339,126.2228,113.6005,113.6005,107.2894,100.9782,75.7337,63.1114,50.4891,44.178,18.9334,12.6223,0.0,0.0
False,2.0,Мурманская область,1,False,35000.0,120000.0,12751.6567,10640.5806,7298.8324,7071.6314,5670.5585,5320.2903,4032.8179,3947.6175,3133.4806,2660.1452,2631.745,2281.4768,2224.6766,2224.6766,2139.4762,2120.5428,2120.5428,2054.2758,1770.2745,1732.4077,1562.0069,1562.0069,1438.9397,1344.2726,1296.9391,1287.4724,1145.4718,1088.6715,1079.2048,1031.8713,1022.4045,1003.4711,965.6043,946.6709,889.8706,804.6702,795.2035,728.9366,710.0032,681.603,681.603,681.603,672.1363,586.9359,577.4692,577.4692,577.4692,558.5358,539.6024,530.1357,530.1357,520.669,520.669,473.3354,444.9353,426.0019,397.6018,378.6683,359.7349,350.2682,340.8015,331.3348,331.3348,312.4014,302.9347,302.9347,293.468,274.5346,236.6677,236.6677,198.8009,189.3342,170.4008,170.4008,160.934,151.4673,113.6005,94.6671,75.7337,66.267,28.4001,18.9334,0.0,0.0
False,2.0,Сахалинская область,1,False,30000.0,110000.0,11689.0186,9753.8656,6690.5964,6482.3288,5198.012,4876.9328,3696.7498,3618.6494,2872.3572,2438.4664,2412.4329,2091.3537,2039.2868,2039.2868,1961.1865,1943.8309,1943.8309,1883.0861,1622.7517,1588.0404,1431.8397,1431.8397,1319.0281,1232.2499,1188.8608,1180.183,1050.0158,997.9489,989.2711,945.882,937.2042,919.8485,885.1373,867.7816,815.7147,737.6144,728.9366,668.1919,650.8362,624.8028,624.8028,624.8028,616.125,538.0246,529.3468,529.3468,529.3468,511.9912,494.6355,485.9577,485.9577,477.2799,477.2799,433.8908,407.8574,390.5017,364.4683,347.1127,329.757,321.0792,312.4014,303.7236,303.7236,286.3679,277.6901,277.6901,269.0123,251.6567,216.9454,216.9454,182.2341,173.5563,156.2007,156.2007,147.5229,138.8451,104.1338,86.7782,69.4225,60.7447,26.0334,17.3556,0.0,0.0
False,2.0,Камчатский край,1,False,40000.0,150000.0,15939.5708,13300.7258,9123.5405,8839.5393,7088.1982,6650.3629,5041.0224,4934.5219,3916.8507,3325.1814,3289.6813,2851.846,2780.8457,2780.8457,2674.3452,2650.6784,2650.6784,2567.8447,2212.8432,2165.5096,1952.5087,1952.5087,1798.6747,1680.3408,1621.1739,1609.3405,1431.8397,1360.8394,1349.006,1289.8391,1278.0057,1254.3389,1207.0054,1183.3386,1112.3383,1005.8378,994.0044,911.1707,887.5039,852.0038,852.0038,852.0038,840.1704,733.6699,721.8365,721.8365,721.8365,698.1698,674.503,662.6696,662.6696,650.8362,650.8362,591.6693,556.1691,532.5024,497.0022,473.3354,449.6687,437.8353,426.0019,414.1685,414.1685,390.5017,378.6683,378.6683,366.835,343.1682,295.8346,295.8346,248.5011,236.6677,213.0009,213.0009,201.1676,189.3342,142.0006,118.3339,94.6671,82.8337,35.5002,23.6668,0.0,0.0
False,2.0,Томская область,1,False,30000.0,118000.0,12539.1291,10463.2376,7177.1852,6953.7709,5576.0492,5231.6188,3965.6043,3881.8239,3081.2559,2615.8094,2587.8826,2243.4522,2187.5986,2187.5986,2103.8182,2085.2004,2085.2004,2020.0379,1740.77,1703.5342,1535.9735,1535.9735,1414.9574,1321.8681,1275.3234,1266.0145,1126.3806,1070.527,1061.218,1014.6734,1005.3645,986.7466,949.5109,930.893,875.0394,791.2591,781.9501,716.7876,698.1698,670.243,670.243,670.243,660.934,577.1537,567.8447,567.8447,567.8447,549.2269,530.609,521.3001,521.3001,511.9912,511.9912,465.4465,437.5197,418.9019,390.9751,372.3572,353.7393,344.4304,335.1215,325.8126,325.8126,307.1947,297.8858,297.8858,288.5768,269.959,232.7233,232.7233,195.4875,186.1786,167.5607,167.5607,158.2518,148.9429,111.7072,93.0893,74.4714,65.1625,27.9268,18.6179,0.0,0.0
False,2.0,Омская область,1,False,30000.0,150000.0,15939.5708,13300.7258,9123.5405,8839.5393,7088.1982,6650.3629,5041.0224,4934.5219,3916.8507,3325.1814,3289.6813,2851.846,2780.8457,2780.8457,2674.3452,2650.6784,2650.6784,2567.8447,2212.8432,2165.5096,1952.5087,1952.5087,1798.6747,1680.3408,1621.1739,1609.3405,1431.8397,1360.8394,1349.006,1289.8391,1278.0057,1254.3389,1207.0054,1183.3386,1112.3383,1005.8378,994.0044,911.1707,887.5039,852.0038,852.0038,852.0038,840.1704,733.6699,721.8365,721.8365,721.8365,698.1698,674.503,662.6696,662.6696,650.8362,650.8362,591.6693,556.1691,532.5024,497.0022,473.3354,449.6687,437.8353,426.0019,414.1685,414.1685,390.5017,378.6683,378.6683,366.835,343.1682,295.8346,295.8346,248.5011,236.6677,213.0009,213.0009,201.1676,189.3342,142.0006,118.3339,94.6671,82.8337,35.5002,23.6668,0.0,0.0
False,2.0,Еврейская автономная область,1,False,50000.0,78000.0,8288.5768,6916.3774,4744.2411,4596.5604,3685.863,3458.1887,2621.3317,2565.9514,2036.7624,1729.0944,1710.6343,1482.9599,1446.0398,1446.0398,1390.6595,1378.3528,1378.3528,1335.2793,1150.6784,1126.065,1015.3045,1015.3045,935.3108,873.7772,843.0104,836.8571,744.5566,707.6365,701.4831,670.7163,664.563,652.2562,627.6428,615.3361,578.4159,523.0357,516.8823,473.8088,461.5021,443.042,443.042,443.042,436.8886,381.5084,375.355,375.355,375.355,363.0483,350.7416,344.5882,344.5882,338.4348,338.4348,307.668,289.208,276.9012,258.4411,246.1344,233.8277,227.6743,221.521,215.3676,215.3676,203.0609,196.9075,196.9075,190.7542,178.4475,153.834,153.834,129.2206,123.0672,110.7605,110.7605,104.6071,98.4538,73.8403,61.5336,49.2269,43.0735,18.4601,12.3067,0.0,0.0
False,2.0,Ненецкий автономный округ,1,False,40000.0,60000.0,6375.8283,5320.2903,3649.4162,3535.8157,2835.2793,2660.1452,2016.409,1973.8088,1566.7403,1330.0726,1315.8725,1140.7384,1112.3383,1112.3383,1069.7381,1060.2714,1060.2714,1027.1379,885.1373,866.2038,781.0035,781.0035,719.4699,672.1363,648.4695,643.7362,572.7359,544.3358,539.6024,515.9356,511.2023,501.7356,482.8021,473.3354,444.9353,402.3351,397.6018,364.4683,355.0016,340.8015,340.8015,340.8015,336.0682,293.468,288.7346,288.7346,288.7346,279.2679,269.8012,265.0678,265.0678,260.3345,260.3345,236.6677,222.4677,213.0009,198.8009,189.3342,179.8675,175.1341,170.4008,165.6674,165.6674,156.2007,151.4673,151.4673,146.734,137.2673,118.3339,118.3339,99.4004,94.6671,85.2004,85.2004,80.467,75.7337,56.8003,47.3335,37.8668,33.1335,14.2001,9.4667,0.0,0.0
False,2.0,Тамбовская область,2,False,100000.0,100000.0,10626.3806,8867.1505,6082.3604,5893.0262,4725.4654,4433.5753,3360.6816,3289.6813,2611.2338,2216.7876,2193.1209,1901.2307,1853.8971,1853.8971,1782.8968,1767.119,1767.119,1711.8965,1475.2288,1443.6731,1301.6725,1301.6725,1199.1164,1120.2272,1080.7826,1072.8937,954.5598,907.2263,899.3373,859.8927,852.0038,836.2259,804.6702,788.8924,741.5589,670.5585,662.6696,607.4471,591.6693,568.0025,568.0025,568.0025,560.1136,489.1133,481.2244,481.2244,481.2244,465.4465,449.6687,441.7797,441.7797,433.8908,433.8908,394.4462,370.7794,355.0016,331.3348,315.557,299.7791,291.8902,284.0013,276.1123,276.1123,260.3345,252.4456,252.4456,244.5566,228.7788,197.2231,197.2231,165.6674,157.7785,142.0006,142.0006,134.1117,126.2228,94.6671,78.8892,63.1114,55.2225,23.6668,15.7778,0.0,0.0
False,2.0,Республика Калмыкия,1,False,50000.0,50000.0,5313.1903,4433.5753,3041.1802,2946.5131,2362.7327,2216.7876,1680.3408,1644.8406,1305.6169,1108.3938,1096.5604,950.6153,926.9486,926.9486,891.4484,883.5595,883.5595,855.9482,737.6144,721.8365,650.8362,650.8362,599.5582,560.1136,540.3913,536.4468,477.2799,453.6131,449.6687,429.9464,426.0019,418.113,402.3351,394.4462,370.7794,335.2793,331.3348,303.7236,295.8346,284.0013,284.0013,284.0013,280.0568,244.5566,240.6122,240.6122,240.6122,232.7233,224.8343,220.8899,220.8899,216.9454,216.9454,197.2231,185.3897,177.5008,165.6674,157.7785,149.8896,145.9451,142.0006,138.0562,138.0562,130.1672,126.2228,126.2228,122.2783,114.3894,98.6115,98.6115,82.8337,78.8892,71.0003,71.0003,67.0559,63.1114,47.3335,39.4446,31.5557,27.6112,11.8334,7.8889,0.0,0.0
False,2.0,Республика Алтай,1,False,90000.0,90000.0,9563.7425,7980.4355,5474.1243,5303.7236,4252.9189,3990.2177,3024.6134,2960.7132,2350.1104,1995.1089,1973.8088,1711.1076,1668.5074,1668.5074,1604.6071,1590.4071,1590.4071,1540.7068,1327.7059,1299.3058,1171.5052,1171.5052,1079.2048,1008.2045,972.7043,965.6043,859.1038,816.5036,809.4036,773.9034,766.8034,752.6033,724.2032,710.0032,667.403,603.5027,596.4027,546.7024,532.5024,511.2023,511.2023,511.2023,504.1022,440.202,433.1019,433.1019,433.1019,418.9019,404.7018,397.6018,397.6018,390.5017,390.5017,355.0016,333.7015,319.5014,298.2013,284.0013,269.8012,262.7012,255.6011,248.5011,248.5011,234.301,227.201,227.201,220.101,205.9009,177.5008,177.5008,149.1007,142.0006,127.8006,127.8006,120.7005,113.6005,85.2004,71.0003,56.8003,49.7002,21.3001,14.2001,0.0,0.0
False,2.0,Республика Дагестан,1,False,90000.0,90000.0,9563.7425,7980.4355,5474.1243,5303.7236,4252.9189,3990.2177,3024.6134,2960.7132,2350.1104,1995.1089,1973.8088,1711.1076,1668.5074,1668.5074,1604.6071,1590.4071,1590.4071,1540.7068,1327.7059,1299.3058,1171.5052,1171.5052,1079.2048,1008.2045,972.7043,965.6043,859.1038,816.5036,809.4036,773.9034,766.8034,752.6033,724.2032,710.0032,667.403,603.5027,596.4027,546.7024,532.5024,511.2023,511.2023,511.2023,504.1022,440.202,433.1019,433.1019,433.1019,418.9019,404.7018,397.6018,397.6018,390.5017,390.5017,355.0016,333.7015,319.5014,298.2013,284.0013,269.8012,262.7012,255.6011,248.5011,248.5011,234.301,227.201,227.201,220.101,205.9009,177.5008,177.5008,149.1007,142.0006,127.8006,127.8006,120.7005,113.6005,85.2004,71.0003,56.8003,49.7002,21.3001,14.2001,0.0,0.0
False,2.0,Республика Тыва,1,False,120000.0,120000.0,12751.6567,10640.5806,7298.8324,7071.6314,5670.5585,5320.2903,4032.8179,3947.6175,3133.4806,2660.1452,2631.745,2281.4768,2224.6766,2224.6766,2139.4762,2120.5428,2120.5428,2054.2758,1770.2745,1732.4077,1562.0069,1562.0069,1438.9397,1344.2726,1296.9391,1287.4724,1145.4718,1088.6715,1079.2048,1031.8713,1022.4045,1003.4711,965.6043,946.6709,889.8706,804.6702,795.2035,728.9366,710.0032,681.603,681.603,681.603,672.1363,586.9359,577.4692,577.4692,577.4692,558.5358,539.6024,530.1357,530.1357,520.669,520.669,473.3354,444.9353,426.0019,397.6018,378.6683,359.7349,350.2682,340.8015,331.3348,331.3348,312.4014,302.9347,302.9347,293.468,274.5346,236.6677,236.6677,198.8009,189.3342,170.4008,170.4008,160.934,151.4673,113.6005,94.6671,75.7337,66.267,28.4001,18.9334,0.0,0.0
False,2.0,Магаданская область,1,False,50000.0,50000.0,5313.1903,4433.5753,3041.1802,2946.5131,2362.7327,2216.7876,1680.3408,1644.8406,1305.6169,1108.3938,1096.5604,950.6153,926.9486,926.9486,891.4484,883.5595,883.5595,855.9482,737.6144,721.8365,650.8362,650.8362,599.5582,560.1136,540.3913,536.4468,477.2799,453.6131,449.6687,429.9464,426.0019,418.113,402.3351,394.4462,370.7794,335.2793,331.3348,303.7236,295.8346,284.0013,284.0013,284.0013,280.0568,244.5566,240.6122,240.6122,240.6122,232.7233,224.8343,220.8899,220.8899,216.9454,216.9454,197.2231,185.3897,177.5008,165.6674,157.7785,149.8896,145.9451,142.0006,138.0562,138.0562,130.1672,126.2228,126.2228,122.2783,114.3894,98.6115,98.6115,82.8337,78.8892,71.0003,71.0003,67.0559,63.1114,47.3335,39.4446,31.5557,27.6112,11.8334,7.8889,0.0,0.0
False,2.0,Донецкая область,1,False,50000.0,80000.0,8501.1044,7093.7204,4865.8883,4714.421,3780.3724,3546.8602,2688.5453,2631.745,2088.9871,1773.4301,1754.4967,1520.9845,1483.1177,1483.1177,1426.3175,1413.6952,1413.6952,1369.5172,1180.183,1154.9385,1041.338,1041.338,959.2932,896.1818,864.6261,858.3149,763.6478,725.781,719.4699,687.9142,681.603,668.9808,643.7362,631.1139,593.2471,536.4468,530.1357,485.9577,473.3354,454.402,454.402,454.402,448.0909,391.2906,384.9795,384.9795,384.9795,372.3572,359.7349,353.4238,353.4238,347.1127,347.1127,315.557,296.6235,284.0013,265.0678,252.4456,239.8233,233.5121,227.201,220.8899,220.8899,208.2676,201.9565,201.9565,195.6453,183.023,157.7785,157.7785,132.5339,126.2228,113.6005,113.6005,107.2894,100.9782,75.7337,63.1114,50.4891,44.178,18.9334,12.6223,0.0,0.0
False,2.0,Луганская область,1,False,80400.0,80400.0,8543.61,7129.189,4890.2177,4737.9931,3799.2742,3564.5945,2701.988,2644.9038,2099.432,1782.2973,1763.2692,1528.5895,1490.5333,1490.5333,1433.449,1420.7636,1420.7636,1376.3648,1186.0839,1160.7132,1046.5447,1046.5447,964.0896,900.6627,868.9492,862.6065,767.4661,729.4099,723.0672,691.3537,685.011,672.3257,646.9549,634.2695,596.2133,539.1291,532.7864,488.3875,475.7021,456.674,456.674,456.674,450.3313,393.2471,386.9044,386.9044,386.9044,374.219,361.5336,355.1909,355.1909,348.8482,348.8482,317.1347,298.1067,285.4213,266.3932,253.7078,241.0224,234.6797,228.337,221.9943,221.9943,209.3089,202.9662,202.9662,196.6235,183.9382,158.5674,158.5674,133.1966,126.8539,114.1685,114.1685,107.8258,101.4831,76.1123,63.4269,50.7416,44.3989,19.0281,12.6854,0.0,0.0
False,1.0,Республика Башкортостан,0,False,20000.0,140000.0,14876.9328,12414.0107,8515.3045,8250.2367,6615.6516,6207.0054,4704.9542,4605.5538,3655.7274,3103.5027,3070.3692,2661.7229,2595.456,2595.456,2496.0555,2473.9666,2473.9666,2396.6551,2065.3203,2021.1423,1822.3414,1822.3414,1678.763,1568.3181,1513.0956,1502.0511,1336.3837,1270.1168,1259.0723,1203.8498,1192.8053,1170.7163,1126.5383,1104.4494,1038.1824,938.782,927.7375,850.426,828.337,795.2035,795.2035,795.2035,784.159,684.7586,673.7141,673.7141,673.7141,651.6251,629.5361,618.4916,618.4916,607.4471,607.4471,552.2247,519.0912,497.0022,463.8687,441.7797,419.6908,408.6463,397.6018,386.5573,386.5573,364.4683,353.4238,353.4238,342.3793,320.2903,276.1123,276.1123,231.9344,220.8899,198.8009,198.8009,187.7564,176.7119,132.5339,110.4449,88.3559,77.3115,33.1335,22.089,0.0,0.0
False,1.0,Краснодарский край,0,False,25000.0,120000.0,12751.6567,10640.5806,7298.8324,7071.6314,5670.5585,5320.2903,4032.8179,3947.6175,3133.4806,2660.1452,2631.745,2281.4768,2224.6766,2224.6766,2139.4762,2120.5428,2120.5428,2054.2758,1770.2745,1732.4077,1562.0069,1562.0069,1438.9397,1344.2726,1296.9391,1287.4724,1145.4718,1088.6715,1079.2048,1031.8713,1022.4045,1003.4711,965.6043,946.6709,889.8706,804.6702,795.2035,728.9366,710.0032,681.603,681.603,681.603,672.1363,586.9359,577.4692,577.4692,577.4692,558.5358,539.6024,530.1357,530.1357,520.669,520.669,473.3354,444.9353,426.0019,397.6018,378.6683,359.7349,350.2682,340.8015,331.3348,331.3348,312.4014,302.9347,302.9347,293.468,274.5346,236.6677,236.6677,198.8009,189.3342,170.4008,170.4008,160.934,151.4673,113.6005,94.6671,75.7337,66.267,28.4001,18.9334,0.0,0.0
False,1.0,Ярославская область,1,False,25000.0,80000.0,8501.1044,7093.7204,4865.8883,4714.421,3780.3724,3546.8602,2688.5453,2631.745,2088.9871,1773.4301,1754.4967,1520.9845,1483.1177,1483.1177,1426.3175,1413.6952,1413.6952,1369.5172,1180.183,1154.9385,1041.338,1041.338,959.2932,896.1818,864.6261,858.3149,763.6478,725.781,719.4699,687.9142,681.603,668.9808,643.7362,631.1139,593.2471,536.4468,530.1357,485.9577,473.3354,454.402,454.402,454.402,448.0909,391.2906,384.9795,384.9795,384.9795,372.3572,359.7349,353.4238,353.4238,347.1127,347.1127,315.557,296.6235,284.0013,265.0678,252.4456,239.8233,233.5121,227.201,220.8899,220.8899,208.2676,201.9565,201.9565,195.6453,183.023,157.7785,157.7785,132.5339,126.2228,113.6005,113.6005,107.2894,100.9782,75.7337,63.1114,50.4891,44.178,18.9334,12.6223,0.0,0.0
