is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Выполнение плана строительно-монтажных работ (2955_10),Дисциплинированность (СК) (593_4),"Личные установки и ценности, мировоззрение (2043_4)",Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),"Организаторские способности, лидерство (СК) (393_4)","Организация приемки строительных материалов, конструкций, изделий, их складирование, учет и отчетность (4242_10)",Чтение схем/чертежей (ОПТ) (3032_36),Командность (СК) (1371_4),Контроль соблюдения технологической последовательности производства строительных работ (4118_10),"Работа с технической документации, чтение проектов, чертежей, схем (строительство) (2957_10)","Саморазвитие, обучаемость (СК) (604_4)",Ведение исполнительной документации в строительстве (2958_10),Коммуникабельность (СК) (617_4),"Производит расстановку бригад, звеньев и отдельных работников на строительном участке (5590_10)",Стрессоустойчивость (СК) (601_4),Контроль выполнения строительно-монтажных работ (2954_10),Проведение производственного инструктажа и ведение журнала учета инструктажа и техники безопасности работников (5584_10),Контроль за соблюдением работниками  правил охраны труда и техники безопасности при выполнении строительных и монтажных работ (5577_10),"Оформление документов по учету рабочего времени, выработки, простоев работников при выполнении общестроительных работ (4121_10)",Внимательность (СК) (536_4),Геодезический контроль в ходе выполнения технологических операций (4115_10),Знание технологии производства строительных и монтажных работ (4120_10),Навык составления смет (5556_10),Трудолюбие (СК) (597_4),Контроль соблюдения технологической последовательности при выполнении вида строительных работ (2960_10),Контроль выполнения работ (7013_10),"Обеспечение строительных бригад и отдельных работников инструментом, приспособлениями, средствами малой механизации, транспортом, спецодеждой, защитными средствами (5586_10)",Знание компьютерных офисных программ (строительство) (4252_10),Выдача нарядов на строительные и монтажные работы и приемка законченных строительных и монтажных работ (5582_10),Руководство работниками участка производства строительных работ (5576_10),Пунктуальность (СК) (612_4),Целеустремленность (СК) (588_4),"Восприятие, мышление, внимание, память (УСК) (1330_4)",Самостоятельность (СК) (603_4),"Знание ГОСТов, СНиПов, СП (1406_10)",навыки  в области строительства (6220_10),"Многозадачность, интенсивность (СК) (627_4)",Знания SCAD (5251_10),Высокая работоспособность (СК) (586_4),Знание действующих нормативно-технических документов в строительстве (4256_10),Планирование и организация материально-технического обеспечения строительства (4249_10),"Обеспечение рационального использования на участке строительных машин, оборудования и транспортных средств (4123_10)",Знание технологии производства (7190_10),Аккуратность (СК) (575_4),Соблюдение правил охраны труда (ОПТ) (3790_36),Умение пользоваться геодезическими инструментами (4117_10),Выполнение разбивочных работ в строительстве (4122_10),Использование нивелира (1398_10),Выполнение комплекса геодезических работ (1410_10),Подготовка и сдача работ (1447_10),Составление/формирование/подготовка отчетности (ОПТ) (3911_36),Нравственность (СК) (622_4),Руководство производственно-хозяйственной деятельностью строительного  участка (5575_10),"Техника безопасности (бетон, арматура) (1607_10)",Руководство бригадой (ОПТ) (3599_36),Знание рынка строительных материалов (4260_10),Знания нормативных документов (4992_10),монтажные работы (6243_10),Инициативность (СК) (610_4),Выполнение ремонтных работ (ОПТ) (8285_36),Контроль обеспечения рабочих мест знаками безопасности и предупредительными надписями (5589_10),Ведение должностного документооборота (3339_10),составление актов (6246_10),Ведение журнала учета законченных строительно-монтажных работ (5579_10),Выполнение поручений руководителя (ОПТ) (3036_36),Отслеживание показаний контрольно-измерительных приборов (5973_10),Знания Microsoft Office (5758_10),Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),Знание ГОСТ (7061_10),работа со сметной документацией (6234_10),"Скорость, оперативность (СК) (1324_4)",Соблюдение техники безопасности (ОПТ) (3791_36),Обеспечение применения в соответствии с назначением технологической оснастки (5587_10),Знание нормативно-технической документации (7072_10),"Самоорганизация, отношение себе  (СК) (1629_4)",Работы с объёмами (1547_10),Обеспечение соблюдение чистоты и порядка на рабочих местах (5588_10),контроль за соблюдением нормативов (6216_10),Использование геодезического оборудования (1377_10),Выполнение контроля в топогеодезии (1421_10),Доброжелательность (СК) (1126_4),Работы в сфере картографии (1558_10),Выполнение топографо-геодезической съемки (247_10)
False,0.0,Забайкальский край,1,False,20000.0,130000.0,13814.2947,11527.2957,7907.0685,7660.934,6143.1051,5763.6478,4368.8861,4276.5857,3394.604,2881.8239,2851.0571,2471.5999,2410.0663,2410.0663,2317.7659,2297.2547,2297.2547,2225.4654,1917.7974,1876.775,1692.1742,1692.1742,1558.8514,1456.2954,1405.0174,1394.7618,1240.9277,1179.3941,1169.1385,1117.8605,1107.6049,1087.0937,1046.0713,1025.5601,964.0265,871.7261,861.4705,789.6813,769.1701,738.4033,738.4033,738.4033,728.1477,635.8473,625.5917,625.5917,625.5917,605.0805,584.5693,574.3137,574.3137,564.0581,564.0581,512.7801,482.0133,461.5021,430.7352,410.224,389.7128,379.4572,369.2016,358.946,358.946,338.4348,328.1792,328.1792,317.9236,297.4124,256.39,256.39,215.3676,205.112,184.6008,184.6008,174.3452,164.0896,123.0672,102.556,82.0448,71.7892,30.7668,20.5112,0.0,0.0
False,0.0,Саратовская область,2,False,10665.75,40000.0,4250.5522,3546.8602,2432.9441,2357.2105,1890.1862,1773.4301,1344.2726,1315.8725,1044.4935,886.7151,877.2483,760.4923,741.5589,741.5589,713.1587,706.8476,706.8476,684.7586,590.0915,577.4692,520.669,520.669,479.6466,448.0909,432.313,429.1575,381.8239,362.8905,359.7349,343.9571,340.8015,334.4904,321.8681,315.557,296.6235,268.2234,265.0678,242.9789,236.6677,227.201,227.201,227.201,224.0454,195.6453,192.4897,192.4897,192.4897,186.1786,179.8675,176.7119,176.7119,173.5563,173.5563,157.7785,148.3118,142.0006,132.5339,126.2228,119.9116,116.7561,113.6005,110.4449,110.4449,104.1338,100.9782,100.9782,97.8227,91.5115,78.8892,78.8892,66.267,63.1114,56.8003,56.8003,53.6447,50.4891,37.8668,31.5557,25.2446,22.089,9.4667,6.3111,0.0,0.0
False,0.0,Амурская область,1,False,10665.75,89000.0,9457.4787,7891.764,5413.3007,5244.7933,4205.6642,3945.882,2991.0066,2927.8163,2323.9981,1972.941,1951.8776,1692.0953,1649.9684,1649.9684,1586.7782,1572.7359,1572.7359,1523.5879,1312.9536,1284.869,1158.4885,1158.4885,1067.2136,997.0022,961.8965,954.8754,849.5582,807.4314,800.4102,765.3045,758.2834,744.2411,716.1565,702.1142,659.9874,596.7971,589.776,540.628,526.5857,505.5222,505.5222,505.5222,498.5011,435.3108,428.2897,428.2897,428.2897,414.2474,400.2051,393.184,393.184,386.1628,386.1628,351.0571,329.9937,315.9514,294.888,280.8457,266.8034,259.7823,252.7611,245.74,245.74,231.6977,224.6766,224.6766,217.6554,203.6131,175.5286,175.5286,147.444,140.4228,126.3806,126.3806,119.3594,112.3383,84.2537,70.2114,56.1691,49.148,21.0634,14.0423,0.0,0.0
False,0.0,Алтайский край,2,False,20000.0,50000.0,5313.1903,4433.5753,3041.1802,2946.5131,2362.7327,2216.7876,1680.3408,1644.8406,1305.6169,1108.3938,1096.5604,950.6153,926.9486,926.9486,891.4484,883.5595,883.5595,855.9482,737.6144,721.8365,650.8362,650.8362,599.5582,560.1136,540.3913,536.4468,477.2799,453.6131,449.6687,429.9464,426.0019,418.113,402.3351,394.4462,370.7794,335.2793,331.3348,303.7236,295.8346,284.0013,284.0013,284.0013,280.0568,244.5566,240.6122,240.6122,240.6122,232.7233,224.8343,220.8899,220.8899,216.9454,216.9454,197.2231,185.3897,177.5008,165.6674,157.7785,149.8896,145.9451,142.0006,138.0562,138.0562,130.1672,126.2228,126.2228,122.2783,114.3894,98.6115,98.6115,82.8337,78.8892,71.0003,71.0003,67.0559,63.1114,47.3335,39.4446,31.5557,27.6112,11.8334,7.8889,0.0,0.0
False,0.0,Астраханская область,1,False,38000.0,60000.0,6375.8283,5320.2903,3649.4162,3535.8157,2835.2793,2660.1452,2016.409,1973.8088,1566.7403,1330.0726,1315.8725,1140.7384,1112.3383,1112.3383,1069.7381,1060.2714,1060.2714,1027.1379,885.1373,866.2038,781.0035,781.0035,719.4699,672.1363,648.4695,643.7362,572.7359,544.3358,539.6024,515.9356,511.2023,501.7356,482.8021,473.3354,444.9353,402.3351,397.6018,364.4683,355.0016,340.8015,340.8015,340.8015,336.0682,293.468,288.7346,288.7346,288.7346,279.2679,269.8012,265.0678,265.0678,260.3345,260.3345,236.6677,222.4677,213.0009,198.8009,189.3342,179.8675,175.1341,170.4008,165.6674,165.6674,156.2007,151.4673,151.4673,146.734,137.2673,118.3339,118.3339,99.4004,94.6671,85.2004,85.2004,80.467,75.7337,56.8003,47.3335,37.8668,33.1335,14.2001,9.4667,0.0,0.0
False,0.0,Республика Бурятия,1,False,20000.0,85000.0,9032.4235,7537.0779,5170.0063,5009.0723,4016.6456,3768.539,2856.5794,2796.2291,2219.5488,1884.2695,1864.1527,1616.0461,1575.8126,1575.8126,1515.4623,1502.0511,1502.0511,1455.112,1253.9445,1227.1221,1106.4216,1106.4216,1019.249,952.1931,918.6652,911.9596,811.3758,771.1423,764.4367,730.9088,724.2032,710.792,683.9697,670.5585,630.325,569.9748,563.2692,516.3301,502.9189,482.8021,482.8021,482.8021,476.0966,415.7463,409.0407,409.0407,409.0407,395.6295,382.2184,375.5128,375.5128,368.8072,368.8072,335.2793,315.1625,301.7513,281.6346,268.2234,254.8122,248.1067,241.4011,234.6955,234.6955,221.2843,214.5787,214.5787,207.8731,194.462,167.6396,167.6396,140.8173,134.1117,120.7005,120.7005,113.995,107.2894,80.467,67.0559,53.6447,46.9391,20.1168,13.4112,0.0,0.0
False,0.0,Орловская область,1,False,20000.0,85000.0,9032.4235,7537.0779,5170.0063,5009.0723,4016.6456,3768.539,2856.5794,2796.2291,2219.5488,1884.2695,1864.1527,1616.0461,1575.8126,1575.8126,1515.4623,1502.0511,1502.0511,1455.112,1253.9445,1227.1221,1106.4216,1106.4216,1019.249,952.1931,918.6652,911.9596,811.3758,771.1423,764.4367,730.9088,724.2032,710.792,683.9697,670.5585,630.325,569.9748,563.2692,516.3301,502.9189,482.8021,482.8021,482.8021,476.0966,415.7463,409.0407,409.0407,409.0407,395.6295,382.2184,375.5128,375.5128,368.8072,368.8072,335.2793,315.1625,301.7513,281.6346,268.2234,254.8122,248.1067,241.4011,234.6955,234.6955,221.2843,214.5787,214.5787,207.8731,194.462,167.6396,167.6396,140.8173,134.1117,120.7005,120.7005,113.995,107.2894,80.467,67.0559,53.6447,46.9391,20.1168,13.4112,0.0,0.0
False,0.0,Мурманская область,1,False,85000.0,85000.0,9032.4235,7537.0779,5170.0063,5009.0723,4016.6456,3768.539,2856.5794,2796.2291,2219.5488,1884.2695,1864.1527,1616.0461,1575.8126,1575.8126,1515.4623,1502.0511,1502.0511,1455.112,1253.9445,1227.1221,1106.4216,1106.4216,1019.249,952.1931,918.6652,911.9596,811.3758,771.1423,764.4367,730.9088,724.2032,710.792,683.9697,670.5585,630.325,569.9748,563.2692,516.3301,502.9189,482.8021,482.8021,482.8021,476.0966,415.7463,409.0407,409.0407,409.0407,395.6295,382.2184,375.5128,375.5128,368.8072,368.8072,335.2793,315.1625,301.7513,281.6346,268.2234,254.8122,248.1067,241.4011,234.6955,234.6955,221.2843,214.5787,214.5787,207.8731,194.462,167.6396,167.6396,140.8173,134.1117,120.7005,120.7005,113.995,107.2894,80.467,67.0559,53.6447,46.9391,20.1168,13.4112,0.0,0.0
False,0.0,Сахалинская область,1,False,38000.0,62500.0,6641.4879,5541.9691,3801.4752,3683.1414,2953.4159,2770.9845,2100.426,2056.0508,1632.0211,1385.4923,1370.7005,1188.2692,1158.6857,1158.6857,1114.3105,1104.4494,1104.4494,1069.9353,922.018,902.2957,813.5453,813.5453,749.4478,700.142,675.4891,670.5585,596.5999,567.0164,562.0858,537.4329,532.5024,522.6412,502.9189,493.0577,463.4743,419.0991,414.1685,379.6545,369.7933,355.0016,355.0016,355.0016,350.071,305.6958,300.7652,300.7652,300.7652,290.9041,281.0429,276.1123,276.1123,271.1818,271.1818,246.5289,231.7371,221.876,207.0843,197.2231,187.3619,182.4314,177.5008,172.5702,172.5702,162.7091,157.7785,157.7785,152.8479,142.9867,123.2644,123.2644,103.5421,98.6115,88.7504,88.7504,83.8198,78.8892,59.1669,49.3058,39.4446,34.514,14.7917,9.8612,0.0,0.0
False,0.0,Камчатский край,1,False,30000.0,60000.0,6375.8283,5320.2903,3649.4162,3535.8157,2835.2793,2660.1452,2016.409,1973.8088,1566.7403,1330.0726,1315.8725,1140.7384,1112.3383,1112.3383,1069.7381,1060.2714,1060.2714,1027.1379,885.1373,866.2038,781.0035,781.0035,719.4699,672.1363,648.4695,643.7362,572.7359,544.3358,539.6024,515.9356,511.2023,501.7356,482.8021,473.3354,444.9353,402.3351,397.6018,364.4683,355.0016,340.8015,340.8015,340.8015,336.0682,293.468,288.7346,288.7346,288.7346,279.2679,269.8012,265.0678,265.0678,260.3345,260.3345,236.6677,222.4677,213.0009,198.8009,189.3342,179.8675,175.1341,170.4008,165.6674,165.6674,156.2007,151.4673,151.4673,146.734,137.2673,118.3339,118.3339,99.4004,94.6671,85.2004,85.2004,80.467,75.7337,56.8003,47.3335,37.8668,33.1335,14.2001,9.4667,0.0,0.0
False,0.0,Томская область,1,False,25000.0,47500.0,5047.5308,4211.8965,2889.1212,2799.1874,2244.5961,2105.9482,1596.3238,1562.5986,1240.3361,1052.9741,1041.7324,903.0846,880.6011,880.6011,846.876,839.3815,839.3815,813.1508,700.7337,685.7447,618.2944,618.2944,569.5803,532.1079,513.3717,509.6245,453.4159,430.9325,427.1852,408.449,404.7018,397.2073,382.2184,374.7239,352.2405,318.5153,314.7681,288.5374,281.0429,269.8012,269.8012,269.8012,266.054,232.3288,228.5816,228.5816,228.5816,221.0871,213.5926,209.8454,209.8454,206.0981,206.0981,187.3619,176.1202,168.6257,157.384,149.8896,142.3951,138.6478,134.9006,131.1534,131.1534,123.6589,119.9116,119.9116,116.1644,108.6699,93.681,93.681,78.692,74.9448,67.4503,67.4503,63.7031,59.9558,44.9669,37.4724,29.9779,26.2307,11.2417,7.4945,0.0,0.0
False,0.0,Омская область,1,False,20000.0,117500.0,12485.9972,10418.9019,7146.7734,6924.3058,5552.4219,5209.4509,3948.8009,3865.3755,3068.1997,2604.7255,2576.917,2233.946,2178.3291,2178.3291,2094.9038,2076.3648,2076.3648,2011.4784,1733.3938,1696.3159,1529.4651,1529.4651,1408.9618,1316.267,1269.9195,1260.65,1121.6078,1065.9908,1056.7214,1010.3739,1001.1044,982.5655,945.4875,926.9486,871.3317,787.9063,778.6368,713.7504,695.2114,667.403,667.403,667.403,658.1335,574.7081,565.4386,565.4386,565.4386,546.8997,528.3607,519.0912,519.0912,509.8217,509.8217,463.4743,435.6658,417.1269,389.3184,370.7794,352.2405,342.971,333.7015,324.432,324.432,305.893,296.6235,296.6235,287.3541,268.8151,231.7371,231.7371,194.6592,185.3897,166.8507,166.8507,157.5813,148.3118,111.2338,92.6949,74.1559,64.8864,27.8085,18.539,0.0,0.0
False,0.0,Тамбовская область,2,False,30000.0,35000.0,3719.2332,3103.5027,2128.8261,2062.5592,1653.9129,1551.7513,1176.2386,1151.3885,913.9318,775.8757,767.5923,665.4307,648.864,648.864,624.0139,618.4916,618.4916,599.1638,516.3301,505.2856,455.5854,455.5854,419.6908,392.0795,378.2739,375.5128,334.0959,317.5292,314.7681,300.9624,298.2013,292.6791,281.6346,276.1123,259.5456,234.6955,231.9344,212.6065,207.0843,198.8009,198.8009,198.8009,196.0398,171.1896,168.4285,168.4285,168.4285,162.9063,157.384,154.6229,154.6229,151.8618,151.8618,138.0562,129.7728,124.2506,115.9672,110.4449,104.9227,102.1616,99.4004,96.6393,96.6393,91.1171,88.3559,88.3559,85.5948,80.0726,69.0281,69.0281,57.9836,55.2225,49.7002,49.7002,46.9391,44.178,33.1335,27.6112,22.089,19.3279,8.2834,5.5222,0.0,0.0
False,0.0,Республика Алтай,1,False,30000.0,30000.0,3187.9142,2660.1452,1824.7081,1767.9079,1417.6396,1330.0726,1008.2045,986.9044,783.3701,665.0363,657.9363,570.3692,556.1691,556.1691,534.869,530.1357,530.1357,513.5689,442.5686,433.1019,390.5017,390.5017,359.7349,336.0682,324.2348,321.8681,286.3679,272.1679,269.8012,257.9678,255.6011,250.8678,241.4011,236.6677,222.4677,201.1676,198.8009,182.2341,177.5008,170.4008,170.4008,170.4008,168.0341,146.734,144.3673,144.3673,144.3673,139.634,134.9006,132.5339,132.5339,130.1672,130.1672,118.3339,111.2338,106.5005,99.4004,94.6671,89.9337,87.5671,85.2004,82.8337,82.8337,78.1003,75.7337,75.7337,73.367,68.6336,59.1669,59.1669,49.7002,47.3335,42.6002,42.6002,40.2335,37.8668,28.4001,23.6668,18.9334,16.5667,7.1,4.7334,0.0,0.0
False,0.0,Республика Тыва,1,False,27000.0,27000.0,2869.1228,2394.1306,1642.2373,1591.1171,1275.8757,1197.0653,907.384,888.2139,705.0331,598.5327,592.1426,513.3323,500.5522,500.5522,481.3821,477.1221,477.1221,462.2121,398.3118,389.7917,351.4516,351.4516,323.7614,302.4613,291.8113,289.6813,257.7311,244.9511,242.8211,232.171,230.041,225.781,217.261,213.0009,200.2209,181.0508,178.9208,164.0107,159.7507,153.3607,153.3607,153.3607,151.2307,132.0606,129.9306,129.9306,129.9306,125.6706,121.4105,119.2805,119.2805,117.1505,117.1505,106.5005,100.1104,95.8504,89.4604,85.2004,80.9404,78.8104,76.6803,74.5503,74.5503,70.2903,68.1603,68.1603,66.0303,61.7703,53.2502,53.2502,44.7302,42.6002,38.3402,38.3402,36.2102,34.0802,25.5601,21.3001,17.0401,14.9101,6.39,4.26,0.0,0.0
True,2.0,Республика Башкортостан,0,False,37500.0,176170.0,18720.4946,15621.2591,10715.2943,10381.7442,8324.8525,7810.6295,5920.5128,5795.4315,4600.2106,3905.3148,3863.621,3349.3981,3266.0106,3266.0106,3140.9293,3113.1335,3113.1335,3015.8481,2598.9105,2543.3189,2293.1564,2293.1564,2112.4834,1973.5043,1904.0147,1890.1168,1681.648,1598.2605,1584.3626,1514.873,1500.9751,1473.1792,1417.5876,1389.7917,1306.4042,1181.323,1167.4251,1070.1396,1042.3438,1000.65,1000.65,1000.65,986.7521,861.6709,847.773,847.773,847.773,819.9771,792.1813,778.2834,778.2834,764.3855,764.3855,694.8959,653.2021,625.4063,583.7125,555.9167,528.1209,514.2229,500.325,486.4271,486.4271,458.6313,444.7334,444.7334,430.8354,403.0396,347.4479,347.4479,291.8563,277.9583,250.1625,250.1625,236.2646,222.3667,166.775,138.9792,111.1833,97.2854,41.6938,27.7958,0.0,0.0
True,2.0,Краснодарский край,0,False,40000.0,180000.0,19127.485,15960.8709,10948.2487,10607.4471,8505.8378,7980.4355,6049.2269,5921.4263,4700.2209,3990.2177,3947.6175,3422.2152,3337.0148,3337.0148,3209.2143,3180.8141,3180.8141,3081.4137,2655.4118,2598.6115,2343.0104,2343.0104,2158.4096,2016.409,1945.4086,1931.2086,1718.2076,1633.0073,1618.8072,1547.8069,1533.6068,1505.2067,1448.4064,1420.0063,1334.8059,1207.0054,1192.8053,1093.4049,1065.0047,1022.4045,1022.4045,1022.4045,1008.2045,880.4039,866.2038,866.2038,866.2038,837.8037,809.4036,795.2035,795.2035,781.0035,781.0035,710.0032,667.403,639.0028,596.4027,568.0025,539.6024,525.4023,511.2023,497.0022,497.0022,468.6021,454.402,454.402,440.202,411.8018,355.0016,355.0016,298.2013,284.0013,255.6011,255.6011,241.4011,227.201,170.4008,142.0006,113.6005,99.4004,42.6002,28.4001,0.0,0.0
True,2.0,Ярославская область,1,False,35000.0,130000.0,13814.2947,11527.2957,7907.0685,7660.934,6143.1051,5763.6478,4368.8861,4276.5857,3394.604,2881.8239,2851.0571,2471.5999,2410.0663,2410.0663,2317.7659,2297.2547,2297.2547,2225.4654,1917.7974,1876.775,1692.1742,1692.1742,1558.8514,1456.2954,1405.0174,1394.7618,1240.9277,1179.3941,1169.1385,1117.8605,1107.6049,1087.0937,1046.0713,1025.5601,964.0265,871.7261,861.4705,789.6813,769.1701,738.4033,738.4033,738.4033,728.1477,635.8473,625.5917,625.5917,625.5917,605.0805,584.5693,574.3137,574.3137,564.0581,564.0581,512.7801,482.0133,461.5021,430.7352,410.224,389.7128,379.4572,369.2016,358.946,358.946,338.4348,328.1792,328.1792,317.9236,297.4124,256.39,256.39,215.3676,205.112,184.6008,184.6008,174.3452,164.0896,123.0672,102.556,82.0448,71.7892,30.7668,20.5112,0.0,0.0
True,2.0,Хабаровский край,1,False,50000.0,150000.0,15939.5708,13300.7258,9123.5405,8839.5393,7088.1982,6650.3629,5041.0224,4934.5219,3916.8507,3325.1814,3289.6813,2851.846,2780.8457,2780.8457,2674.3452,2650.6784,2650.6784,2567.8447,2212.8432,2165.5096,1952.5087,1952.5087,1798.6747,1680.3408,1621.1739,1609.3405,1431.8397,1360.8394,1349.006,1289.8391,1278.0057,1254.3389,1207.0054,1183.3386,1112.3383,1005.8378,994.0044,911.1707,887.5039,852.0038,852.0038,852.0038,840.1704,733.6699,721.8365,721.8365,721.8365,698.1698,674.503,662.6696,662.6696,650.8362,650.8362,591.6693,556.1691,532.5024,497.0022,473.3354,449.6687,437.8353,426.0019,414.1685,414.1685,390.5017,378.6683,378.6683,366.835,343.1682,295.8346,295.8346,248.5011,236.6677,213.0009,213.0009,201.1676,189.3342,142.0006,118.3339,94.6671,82.8337,35.5002,23.6668,0.0,0.0
True,2.0,Ханты-Мансийский автономный округ — Югра,1,False,30000.0,130000.0,13814.2947,11527.2957,7907.0685,7660.934,6143.1051,5763.6478,4368.8861,4276.5857,3394.604,2881.8239,2851.0571,2471.5999,2410.0663,2410.0663,2317.7659,2297.2547,2297.2547,2225.4654,1917.7974,1876.775,1692.1742,1692.1742,1558.8514,1456.2954,1405.0174,1394.7618,1240.9277,1179.3941,1169.1385,1117.8605,1107.6049,1087.0937,1046.0713,1025.5601,964.0265,871.7261,861.4705,789.6813,769.1701,738.4033,738.4033,738.4033,728.1477,635.8473,625.5917,625.5917,625.5917,605.0805,584.5693,574.3137,574.3137,564.0581,564.0581,512.7801,482.0133,461.5021,430.7352,410.224,389.7128,379.4572,369.2016,358.946,358.946,338.4348,328.1792,328.1792,317.9236,297.4124,256.39,256.39,215.3676,205.112,184.6008,184.6008,174.3452,164.0896,123.0672,102.556,82.0448,71.7892,30.7668,20.5112,0.0,0.0
True,2.0,Иркутская область,1,False,35000.0,230000.0,24440.6753,20394.4462,13989.4288,13553.9602,10868.5705,10197.2231,7729.5677,7566.267,6005.8378,5098.6115,5044.178,4372.8305,4263.9634,4263.9634,4100.6627,4064.3736,4064.3736,3937.3619,3393.0262,3320.4481,2993.8466,2993.8466,2757.9678,2576.5226,2485.7999,2467.6554,2195.4875,2086.6204,2068.4759,1977.7532,1959.6087,1923.3197,1850.7416,1814.4525,1705.5854,1542.2846,1524.1401,1397.1284,1360.8394,1306.4058,1306.4058,1306.4058,1288.2613,1124.9606,1106.816,1106.816,1106.816,1070.527,1034.2379,1016.0934,1016.0934,997.9489,997.9489,907.2263,852.7927,816.5036,762.0701,725.781,689.492,671.3474,653.2029,635.0584,635.0584,598.7693,580.6248,580.6248,562.4803,526.1912,453.6131,453.6131,381.035,362.8905,326.6015,326.6015,308.4569,290.3124,217.7343,181.4453,145.1562,127.0117,54.4336,36.2891,0.0,0.0
True,2.0,Пермский край,1,False,25000.0,145000.0,15408.2518,12857.3683,8819.4225,8544.888,6851.9249,6428.6841,4872.9883,4770.0379,3786.2891,3214.3421,3180.0252,2756.7845,2688.1508,2688.1508,2585.2004,2562.3225,2562.3225,2482.2499,2139.0817,2093.326,1887.4251,1887.4251,1738.7188,1624.3294,1567.1347,1555.6958,1384.1117,1315.4781,1304.0391,1246.8444,1235.4055,1212.5276,1166.7719,1143.894,1075.2603,972.3099,960.8709,880.7984,857.9205,823.6037,823.6037,823.6037,812.1647,709.2143,697.7753,697.7753,697.7753,674.8974,652.0196,640.5806,640.5806,629.1417,629.1417,571.947,537.6302,514.7523,480.4355,457.5576,434.6797,423.2408,411.8018,400.3629,400.3629,377.485,366.0461,366.0461,354.6071,331.7293,285.9735,285.9735,240.2177,228.7788,205.9009,205.9009,194.462,183.023,137.2673,114.3894,91.5115,80.0726,34.3168,22.8779,0.0,0.0
True,2.0,Город федерального значения Москва,0,False,35000.0,160000.0,17002.2089,14187.4408,9731.7766,9428.8419,7560.7447,7093.7204,5377.0906,5263.4901,4177.9741,3546.8602,3508.9934,3041.9691,2966.2354,2966.2354,2852.6349,2827.3903,2827.3903,2739.0344,2360.366,2309.8769,2082.6759,2082.6759,1918.5863,1792.3635,1729.2521,1716.6299,1527.2957,1451.562,1438.9397,1375.8283,1363.2061,1337.9615,1287.4724,1262.2278,1186.4942,1072.8937,1060.2714,971.9154,946.6709,908.804,908.804,908.804,896.1818,782.5813,769.959,769.959,769.959,744.7144,719.4699,706.8476,706.8476,694.2253,694.2253,631.1139,593.2471,568.0025,530.1357,504.8911,479.6466,467.0243,454.402,441.7797,441.7797,416.5352,403.9129,403.9129,391.2906,366.0461,315.557,315.557,265.0678,252.4456,227.201,227.201,214.5787,201.9565,151.4673,126.2228,100.9782,88.3559,37.8668,25.2446,0.0,0.0
True,2.0,Город федерального значения Санкт-Петербург,0,False,40000.0,120000.0,12751.6567,10640.5806,7298.8324,7071.6314,5670.5585,5320.2903,4032.8179,3947.6175,3133.4806,2660.1452,2631.745,2281.4768,2224.6766,2224.6766,2139.4762,2120.5428,2120.5428,2054.2758,1770.2745,1732.4077,1562.0069,1562.0069,1438.9397,1344.2726,1296.9391,1287.4724,1145.4718,1088.6715,1079.2048,1031.8713,1022.4045,1003.4711,965.6043,946.6709,889.8706,804.6702,795.2035,728.9366,710.0032,681.603,681.603,681.603,672.1363,586.9359,577.4692,577.4692,577.4692,558.5358,539.6024,530.1357,530.1357,520.669,520.669,473.3354,444.9353,426.0019,397.6018,378.6683,359.7349,350.2682,340.8015,331.3348,331.3348,312.4014,302.9347,302.9347,293.468,274.5346,236.6677,236.6677,198.8009,189.3342,170.4008,170.4008,160.934,151.4673,113.6005,94.6671,75.7337,66.267,28.4001,18.9334,0.0,0.0
True,2.0,Челябинская область,0,False,40000.0,140000.0,14876.9328,12414.0107,8515.3045,8250.2367,6615.6516,6207.0054,4704.9542,4605.5538,3655.7274,3103.5027,3070.3692,2661.7229,2595.456,2595.456,2496.0555,2473.9666,2473.9666,2396.6551,2065.3203,2021.1423,1822.3414,1822.3414,1678.763,1568.3181,1513.0956,1502.0511,1336.3837,1270.1168,1259.0723,1203.8498,1192.8053,1170.7163,1126.5383,1104.4494,1038.1824,938.782,927.7375,850.426,828.337,795.2035,795.2035,795.2035,784.159,684.7586,673.7141,673.7141,673.7141,651.6251,629.5361,618.4916,618.4916,607.4471,607.4471,552.2247,519.0912,497.0022,463.8687,441.7797,419.6908,408.6463,397.6018,386.5573,386.5573,364.4683,353.4238,353.4238,342.3793,320.2903,276.1123,276.1123,231.9344,220.8899,198.8009,198.8009,187.7564,176.7119,132.5339,110.4449,88.3559,77.3115,33.1335,22.089,0.0,0.0
