is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),Дисциплинированность (СК) (593_4),Высокая работоспособность (СК) (586_4),ЖКХс Осуществление сантехнических работ (8067_29),"Ответственность , добросовестность (СК) (614_4)",Выполнение ремонтных работ (ОПТ) (8285_36),Аккуратность (СК) (575_4),"ЖКХс ремонт инженерных систем (отопление, водоснабжение, канализация) и оборудования (8271_29)","ЖКХс Монтаж, установка, ремонт, замена оборудования сан-узлов (8120_29)","Личные установки и ценности, мировоззрение (2043_4)","ЖКХс Монтаж, установка, замена, ремонт и техническое обслуживание различных типов смесителей (8117_29)",ЖКХс Ремонт и техническое обслуживание сантехнического и теплотехнического оборудования (6094_29),ЖКХс Опыт выполнения сантехнических работ (8081_29),"ЖКХс Монтаж, установка, замена/ремонт радиаторов отопления (8115_29)",ЖКХ фразы слишком широкой формулировки по монтажу сантехнических систем (2523_29),Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),ЖКХи Снятие и обработка показаний приборов учета (2887_29),ЖКХс Выполнение сантехнических и теплотехнических работ (6069_29),Чтение схем/чертежей (ОПТ) (3032_36),ЖКХ Знание инженерных систем зданий и сооружений (2565_29),ЖКХс Монтаж сантехнических и теплотехнических систем и оборудования (6085_29),"ЖКХ Подготовка данных, составление и ведение отчетности (2905_29)",Пунктуальность (СК) (612_4),"ЖКХс ремонт и обслуживание внутренних инженерных систем (отопление, водоснабжение, канализация) и оборудования (2656_29)",ЖКХ Монтаж ГВС и ХВС (2524_29),ЖКХс ремонт наружных и внутренних инженерных систем и оборудования (8272_29),Коммуникабельность (СК) (617_4),ЖКХа техническое обслуживание электротехнического оборудования (2792_29),Выполнение поручений руководителя (ОПТ) (3036_36),ЖКХсс монтаж/демонтаж трубопроводов из различных материалов (8366_29),"ЖКХс общие фразы по обслуживанию, ремонту, сборке  различных деталей, узлов и оборудования (8281_29)",ЖКХ Монтаж систем отопления (2525_29),ЖКХс знать сантехнические работы (8072_29),ЖКХс Ремонт и техническое обслуживание систем  отопления и ГВС (8279_29),ЖКХ Монтаж канализации (2527_29),Нравственность (СК) (622_4),"ЖКХс Монтаж, установка, замена, настройка и испытание сантехнических систем (8091_29)",Внимательность (СК) (536_4),ЖКХс Монтаж систем  отопления и ГВС (8116_29),Стрессоустойчивость (СК) (601_4),Трудолюбие (СК) (597_4),"Саморазвитие, обучаемость (СК) (604_4)","ЖКХс Монтаж, установка, замена и ремонт различных типов унитаза (8123_29)"
False,0.0,Белгородская область,2,False,27853.5,55000.0,3891.8822,3669.63,3477.0115,3047.324,3037.4461,2973.2399,2553.4303,2523.7967,2247.2162,2207.7047,1916.3075,1857.0402,1501.4368,1363.1466,1210.0395,1155.7112,1121.1386,997.6652,982.8484,923.5812,889.0086,814.9246,800.1078,800.1078,735.9016,691.4511,651.9397,637.1228,572.9167,553.1609,533.4052,513.6494,503.7716,459.3211,414.8707,395.1149,385.2371,360.5424,355.6034,345.7256,325.9698,311.153,291.3973
False,0.0,Курская область,2,False,30000.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,0.0,Костромская область,1,False,30000.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,0.0,Город федерального значения Севастополь,1,False,30000.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,0.0,Город федерального значения Севастополь,1,True,30000.0,35000.0,2476.6523,2335.2191,2212.6437,1939.2062,1932.9203,1892.0618,1624.9102,1606.0524,1430.0467,1404.903,1219.4684,1181.7529,955.4598,867.4569,770.0251,735.4526,713.4519,634.8779,625.449,587.7335,565.7328,518.5884,509.1595,509.1595,468.301,440.0144,414.8707,405.4418,364.5833,352.0115,339.4397,326.8678,320.5819,292.2953,264.0086,251.4368,245.1509,229.4361,226.2931,220.0072,207.4353,198.0065,185.4346
False,0.0,Ленинградская область,1,False,30000.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,0.0,Ленинградская область,1,True,40000.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,0.0,Ярославская область,1,False,20000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,0.0,Ставропольский край,2,False,30000.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,0.0,Тюменская область,1,False,15000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,0.0,Томская область,1,False,21000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,0.0,Калининградская область,1,False,40000.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,0.0,Калининградская область,1,True,65000.0,65000.0,4599.4971,4336.8355,4109.1954,3601.3829,3589.7091,3513.829,3017.6904,2982.6688,2655.801,2609.1056,2264.727,2194.6839,1774.4253,1610.9914,1430.0467,1365.8405,1324.982,1179.0589,1161.5481,1091.505,1050.6466,963.0927,945.5819,945.5819,869.7019,817.1695,770.4741,752.9634,677.0833,653.7356,630.3879,607.0402,595.3664,542.8341,490.3017,466.954,455.2802,426.0955,420.2586,408.5848,385.2371,367.7263,344.3786
False,0.0,Удмуртская Республика,1,False,18600.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,0.0,Мурманская область,1,False,40000.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,0.0,Республика Карелия,1,False,30000.0,35000.0,2476.6523,2335.2191,2212.6437,1939.2062,1932.9203,1892.0618,1624.9102,1606.0524,1430.0467,1404.903,1219.4684,1181.7529,955.4598,867.4569,770.0251,735.4526,713.4519,634.8779,625.449,587.7335,565.7328,518.5884,509.1595,509.1595,468.301,440.0144,414.8707,405.4418,364.5833,352.0115,339.4397,326.8678,320.5819,292.2953,264.0086,251.4368,245.1509,229.4361,226.2931,220.0072,207.4353,198.0065,185.4346
False,0.0,Республика Марий Эл,1,False,16242.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,0.0,Владимирская область,1,False,30000.0,35000.0,2476.6523,2335.2191,2212.6437,1939.2062,1932.9203,1892.0618,1624.9102,1606.0524,1430.0467,1404.903,1219.4684,1181.7529,955.4598,867.4569,770.0251,735.4526,713.4519,634.8779,625.449,587.7335,565.7328,518.5884,509.1595,509.1595,468.301,440.0144,414.8707,405.4418,364.5833,352.0115,339.4397,326.8678,320.5819,292.2953,264.0086,251.4368,245.1509,229.4361,226.2931,220.0072,207.4353,198.0065,185.4346
False,0.0,Кировская область,1,False,27853.5,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,0.0,Республика Алтай,1,False,27000.0,27000.0,1910.5603,1801.4547,1706.8966,1495.9591,1491.1099,1459.5905,1253.5022,1238.9547,1103.1789,1083.7823,940.7328,911.6379,737.069,669.181,594.0194,567.3491,550.3772,489.7629,482.4892,453.3944,436.4224,400.0539,392.7802,392.7802,361.2608,339.4397,320.0431,312.7694,281.25,271.5517,261.8534,252.1552,247.306,225.4849,203.6638,193.9655,189.1164,176.9935,174.569,169.7198,160.0216,152.7478,143.0496
False,0.0,Курганская область,1,False,30000.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,0.0,Липецкая область,1,True,65000.0,65000.0,4599.4971,4336.8355,4109.1954,3601.3829,3589.7091,3513.829,3017.6904,2982.6688,2655.801,2609.1056,2264.727,2194.6839,1774.4253,1610.9914,1430.0467,1365.8405,1324.982,1179.0589,1161.5481,1091.505,1050.6466,963.0927,945.5819,945.5819,869.7019,817.1695,770.4741,752.9634,677.0833,653.7356,630.3879,607.0402,595.3664,542.8341,490.3017,466.954,455.2802,426.0955,420.2586,408.5848,385.2371,367.7263,344.3786
False,0.0,Город федерального значения Санкт-Петербург,0,False,30000.0,85000.0,6014.727,5671.2464,5373.5632,4709.5007,4694.2349,4595.0072,3946.2105,3900.4131,3472.9705,3411.9073,2961.5661,2869.9713,2320.4023,2106.681,1870.0611,1786.0991,1732.6688,1541.8463,1518.9476,1427.3527,1373.9224,1259.4289,1236.5302,1236.5302,1137.3024,1068.6063,1007.5431,984.6444,885.4167,854.8851,824.3534,793.8218,778.556,709.8599,641.1638,610.6322,595.3664,557.2019,549.569,534.3032,503.7716,480.8728,450.3412
False,0.0,Город федерального значения Санкт-Петербург,0,True,33000.0,41500.0,2936.602,2768.9027,2623.5632,2299.3445,2291.8912,2243.4447,1926.6792,1904.3193,1695.6268,1665.8136,1445.9411,1401.2213,1132.9023,1028.556,913.0298,872.0366,845.9501,752.7838,741.6038,696.884,670.7974,614.8976,603.7177,603.7177,555.2712,521.7313,491.9181,480.7381,432.2917,417.3851,402.4784,387.5718,380.1185,346.5787,313.0388,298.1322,290.6789,272.0456,268.319,260.8657,245.9591,234.7791,219.8725
False,0.0,Московская область,2,False,30000.0,80000.0,5660.9195,5337.6437,5057.4713,4432.4713,4418.1034,4324.7126,3714.0805,3670.977,3268.6782,3211.2069,2787.3563,2701.1494,2183.908,1982.7586,1760.0575,1681.0345,1630.7471,1451.1494,1429.5977,1343.3908,1293.1034,1185.3448,1163.7931,1163.7931,1070.4023,1005.7471,948.2759,926.7241,833.3333,804.5977,775.8621,747.1264,732.7586,668.1034,603.4483,574.7126,560.3448,524.4253,517.2414,502.8736,474.1379,452.5862,423.8506
False,0.0,Московская область,2,True,40000.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,0.0,Республика Башкортостан,0,False,20000.0,35000.0,2476.6523,2335.2191,2212.6437,1939.2062,1932.9203,1892.0618,1624.9102,1606.0524,1430.0467,1404.903,1219.4684,1181.7529,955.4598,867.4569,770.0251,735.4526,713.4519,634.8779,625.449,587.7335,565.7328,518.5884,509.1595,509.1595,468.301,440.0144,414.8707,405.4418,364.5833,352.0115,339.4397,326.8678,320.5819,292.2953,264.0086,251.4368,245.1509,229.4361,226.2931,220.0072,207.4353,198.0065,185.4346
False,0.0,Ульяновская область,1,False,30000.0,75000.0,5307.1121,5004.0409,4741.3793,4155.4418,4141.972,4054.4181,3481.9504,3441.5409,3064.3858,3010.5065,2613.1466,2532.3276,2047.4138,1858.8362,1650.0539,1575.9698,1528.8254,1360.4526,1340.2478,1259.4289,1212.2845,1111.2608,1091.056,1091.056,1003.5022,942.8879,889.0086,868.8039,781.25,754.3103,727.3707,700.431,686.9612,626.347,565.7328,538.7931,525.3233,491.6487,484.9138,471.444,444.5043,424.2996,397.3599
False,0.0,Ульяновская область,1,True,35000.0,57500.0,4068.7859,3836.4314,3635.0575,3185.8387,3175.5119,3108.3872,2669.4953,2638.5147,2349.3624,2308.055,2003.4124,1941.4511,1569.6839,1425.1078,1265.0413,1208.2435,1172.0995,1043.0136,1027.5233,965.5621,929.4181,851.9666,836.4763,836.4763,769.3517,722.8807,681.5733,666.083,598.9583,578.3046,557.6509,536.9971,526.6703,480.1994,433.7284,413.0747,402.7478,376.9307,371.7672,361.4404,340.7866,325.2963,304.6426
False,0.0,Волгоградская область,2,False,16242.0,65000.0,4599.4971,4336.8355,4109.1954,3601.3829,3589.7091,3513.829,3017.6904,2982.6688,2655.801,2609.1056,2264.727,2194.6839,1774.4253,1610.9914,1430.0467,1365.8405,1324.982,1179.0589,1161.5481,1091.505,1050.6466,963.0927,945.5819,945.5819,869.7019,817.1695,770.4741,752.9634,677.0833,653.7356,630.3879,607.0402,595.3664,542.8341,490.3017,466.954,455.2802,426.0955,420.2586,408.5848,385.2371,367.7263,344.3786
False,0.0,Воронежская область,2,False,30000.0,80000.0,5660.9195,5337.6437,5057.4713,4432.4713,4418.1034,4324.7126,3714.0805,3670.977,3268.6782,3211.2069,2787.3563,2701.1494,2183.908,1982.7586,1760.0575,1681.0345,1630.7471,1451.1494,1429.5977,1343.3908,1293.1034,1185.3448,1163.7931,1163.7931,1070.4023,1005.7471,948.2759,926.7241,833.3333,804.5977,775.8621,747.1264,732.7586,668.1034,603.4483,574.7126,560.3448,524.4253,517.2414,502.8736,474.1379,452.5862,423.8506
False,0.0,Пермский край,1,False,30000.0,70000.0,4953.3046,4670.4382,4425.2874,3878.4124,3865.8405,3784.1236,3249.8204,3212.1049,2860.0934,2809.806,2438.9368,2363.5057,1910.9195,1734.9138,1540.0503,1470.9052,1426.9037,1269.7557,1250.898,1175.467,1131.4655,1037.1767,1018.319,1018.319,936.602,880.0287,829.7414,810.8836,729.1667,704.023,678.8793,653.7356,641.1638,584.5905,528.0172,502.8736,490.3017,458.8721,452.5862,440.0144,414.8707,396.0129,370.8693
False,0.0,Пермский край,1,True,55000.0,55000.0,3891.8822,3669.63,3477.0115,3047.324,3037.4461,2973.2399,2553.4303,2523.7967,2247.2162,2207.7047,1916.3075,1857.0402,1501.4368,1363.1466,1210.0395,1155.7112,1121.1386,997.6652,982.8484,923.5812,889.0086,814.9246,800.1078,800.1078,735.9016,691.4511,651.9397,637.1228,572.9167,553.1609,533.4052,513.6494,503.7716,459.3211,414.8707,395.1149,385.2371,360.5424,355.6034,345.7256,325.9698,311.153,291.3973
False,0.0,Пензенская область,1,False,33000.0,54000.0,3821.1207,3602.9095,3413.7931,2991.9181,2982.2198,2919.181,2507.0043,2477.9095,2206.3578,2167.5647,1881.4655,1823.2759,1474.1379,1338.3621,1188.0388,1134.6983,1100.7543,979.5259,964.9784,906.7888,872.8448,800.1078,785.5603,785.5603,722.5216,678.8793,640.0862,625.5388,562.5,543.1034,523.7069,504.3103,494.6121,450.9698,407.3276,387.931,378.2328,353.9871,349.1379,339.4397,320.0431,305.4957,286.0991
False,0.0,Пензенская область,1,True,30000.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,0.0,Тульская область,1,False,35000.0,35000.0,2476.6523,2335.2191,2212.6437,1939.2062,1932.9203,1892.0618,1624.9102,1606.0524,1430.0467,1404.903,1219.4684,1181.7529,955.4598,867.4569,770.0251,735.4526,713.4519,634.8779,625.449,587.7335,565.7328,518.5884,509.1595,509.1595,468.301,440.0144,414.8707,405.4418,364.5833,352.0115,339.4397,326.8678,320.5819,292.2953,264.0086,251.4368,245.1509,229.4361,226.2931,220.0072,207.4353,198.0065,185.4346
False,0.0,Тульская область,1,True,65000.0,65000.0,4599.4971,4336.8355,4109.1954,3601.3829,3589.7091,3513.829,3017.6904,2982.6688,2655.801,2609.1056,2264.727,2194.6839,1774.4253,1610.9914,1430.0467,1365.8405,1324.982,1179.0589,1161.5481,1091.505,1050.6466,963.0927,945.5819,945.5819,869.7019,817.1695,770.4741,752.9634,677.0833,653.7356,630.3879,607.0402,595.3664,542.8341,490.3017,466.954,455.2802,426.0955,420.2586,408.5848,385.2371,367.7263,344.3786
False,0.0,Смоленская область,1,False,40000.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,0.0,Новосибирская область,0,False,30000.0,65000.0,4599.4971,4336.8355,4109.1954,3601.3829,3589.7091,3513.829,3017.6904,2982.6688,2655.801,2609.1056,2264.727,2194.6839,1774.4253,1610.9914,1430.0467,1365.8405,1324.982,1179.0589,1161.5481,1091.505,1050.6466,963.0927,945.5819,945.5819,869.7019,817.1695,770.4741,752.9634,677.0833,653.7356,630.3879,607.0402,595.3664,542.8341,490.3017,466.954,455.2802,426.0955,420.2586,408.5848,385.2371,367.7263,344.3786
False,0.0,Тверская область,1,False,27000.0,65000.0,4599.4971,4336.8355,4109.1954,3601.3829,3589.7091,3513.829,3017.6904,2982.6688,2655.801,2609.1056,2264.727,2194.6839,1774.4253,1610.9914,1430.0467,1365.8405,1324.982,1179.0589,1161.5481,1091.505,1050.6466,963.0927,945.5819,945.5819,869.7019,817.1695,770.4741,752.9634,677.0833,653.7356,630.3879,607.0402,595.3664,542.8341,490.3017,466.954,455.2802,426.0955,420.2586,408.5848,385.2371,367.7263,344.3786
False,0.0,Оренбургская область,2,False,65000.0,74000.0,5236.3506,4937.3204,4678.1609,4100.0359,4086.7457,4000.3592,3435.5244,3395.6537,3023.5273,2970.3664,2578.3046,2498.5632,2020.1149,1834.0517,1628.0532,1554.9569,1508.4411,1342.3132,1322.3779,1242.6365,1196.1207,1096.444,1076.5086,1076.5086,990.1221,930.3161,877.1552,857.2198,770.8333,744.2529,717.6724,691.092,677.8017,617.9957,558.1897,531.6092,518.319,485.0934,478.4483,465.158,438.5776,418.6422,392.0618
False,0.0,Красноярский край,1,False,30000.0,65000.0,4599.4971,4336.8355,4109.1954,3601.3829,3589.7091,3513.829,3017.6904,2982.6688,2655.801,2609.1056,2264.727,2194.6839,1774.4253,1610.9914,1430.0467,1365.8405,1324.982,1179.0589,1161.5481,1091.505,1050.6466,963.0927,945.5819,945.5819,869.7019,817.1695,770.4741,752.9634,677.0833,653.7356,630.3879,607.0402,595.3664,542.8341,490.3017,466.954,455.2802,426.0955,420.2586,408.5848,385.2371,367.7263,344.3786
False,0.0,Чувашская Республика,1,False,35000.0,35000.0,2476.6523,2335.2191,2212.6437,1939.2062,1932.9203,1892.0618,1624.9102,1606.0524,1430.0467,1404.903,1219.4684,1181.7529,955.4598,867.4569,770.0251,735.4526,713.4519,634.8779,625.449,587.7335,565.7328,518.5884,509.1595,509.1595,468.301,440.0144,414.8707,405.4418,364.5833,352.0115,339.4397,326.8678,320.5819,292.2953,264.0086,251.4368,245.1509,229.4361,226.2931,220.0072,207.4353,198.0065,185.4346
False,0.0,Калужская область,1,False,33000.0,35000.0,2476.6523,2335.2191,2212.6437,1939.2062,1932.9203,1892.0618,1624.9102,1606.0524,1430.0467,1404.903,1219.4684,1181.7529,955.4598,867.4569,770.0251,735.4526,713.4519,634.8779,625.449,587.7335,565.7328,518.5884,509.1595,509.1595,468.301,440.0144,414.8707,405.4418,364.5833,352.0115,339.4397,326.8678,320.5819,292.2953,264.0086,251.4368,245.1509,229.4361,226.2931,220.0072,207.4353,198.0065,185.4346
False,0.0,Приморский край,1,False,35000.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,0.0,Орловская область,1,False,33000.0,33000.0,2335.1293,2201.778,2086.2069,1828.3944,1822.4677,1783.944,1532.0582,1514.278,1348.3297,1324.6228,1149.7845,1114.2241,900.8621,817.8879,726.0237,693.4267,672.6832,598.5991,589.7091,554.1487,533.4052,488.9547,480.0647,480.0647,441.5409,414.8707,391.1638,382.2737,343.75,331.8966,320.0431,308.1897,302.2629,275.5927,248.9224,237.069,231.1422,216.3254,213.3621,207.4353,195.5819,186.6918,174.8384
False,0.0,Республика Бурятия,1,False,10000.0,54000.0,3821.1207,3602.9095,3413.7931,2991.9181,2982.2198,2919.181,2507.0043,2477.9095,2206.3578,2167.5647,1881.4655,1823.2759,1474.1379,1338.3621,1188.0388,1134.6983,1100.7543,979.5259,964.9784,906.7888,872.8448,800.1078,785.5603,785.5603,722.5216,678.8793,640.0862,625.5388,562.5,543.1034,523.7069,504.3103,494.6121,450.9698,407.3276,387.931,378.2328,353.9871,349.1379,339.4397,320.0431,305.4957,286.0991
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,65000.0,65000.0,4599.4971,4336.8355,4109.1954,3601.3829,3589.7091,3513.829,3017.6904,2982.6688,2655.801,2609.1056,2264.727,2194.6839,1774.4253,1610.9914,1430.0467,1365.8405,1324.982,1179.0589,1161.5481,1091.505,1050.6466,963.0927,945.5819,945.5819,869.7019,817.1695,770.4741,752.9634,677.0833,653.7356,630.3879,607.0402,595.3664,542.8341,490.3017,466.954,455.2802,426.0955,420.2586,408.5848,385.2371,367.7263,344.3786
False,0.0,Ханты-Мансийский автономный округ — Югра,1,True,55000.0,55000.0,3891.8822,3669.63,3477.0115,3047.324,3037.4461,2973.2399,2553.4303,2523.7967,2247.2162,2207.7047,1916.3075,1857.0402,1501.4368,1363.1466,1210.0395,1155.7112,1121.1386,997.6652,982.8484,923.5812,889.0086,814.9246,800.1078,800.1078,735.9016,691.4511,651.9397,637.1228,572.9167,553.1609,533.4052,513.6494,503.7716,459.3211,414.8707,395.1149,385.2371,360.5424,355.6034,345.7256,325.9698,311.153,291.3973
