is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),Дисциплинированность (СК) (593_4),Высокая работоспособность (СК) (586_4),ЖКХс Осуществление сантехнических работ (8067_29),"Ответственность , добросовестность (СК) (614_4)",Выполнение ремонтных работ (ОПТ) (8285_36),Аккуратность (СК) (575_4),"ЖКХс ремонт инженерных систем (отопление, водоснабжение, канализация) и оборудования (8271_29)","ЖКХс Монтаж, установка, ремонт, замена оборудования сан-узлов (8120_29)","Личные установки и ценности, мировоззрение (2043_4)","ЖКХс Монтаж, установка, замена, ремонт и техническое обслуживание различных типов смесителей (8117_29)",ЖКХс Ремонт и техническое обслуживание сантехнического и теплотехнического оборудования (6094_29),ЖКХс Опыт выполнения сантехнических работ (8081_29),"ЖКХс Монтаж, установка, замена/ремонт радиаторов отопления (8115_29)",ЖКХ фразы слишком широкой формулировки по монтажу сантехнических систем (2523_29),Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),ЖКХи Снятие и обработка показаний приборов учета (2887_29),ЖКХс Выполнение сантехнических и теплотехнических работ (6069_29),Чтение схем/чертежей (ОПТ) (3032_36),ЖКХ Знание инженерных систем зданий и сооружений (2565_29),ЖКХс Монтаж сантехнических и теплотехнических систем и оборудования (6085_29),"ЖКХ Подготовка данных, составление и ведение отчетности (2905_29)",Пунктуальность (СК) (612_4),"ЖКХс ремонт и обслуживание внутренних инженерных систем (отопление, водоснабжение, канализация) и оборудования (2656_29)",ЖКХ Монтаж ГВС и ХВС (2524_29),ЖКХс ремонт наружных и внутренних инженерных систем и оборудования (8272_29),Коммуникабельность (СК) (617_4),ЖКХа техническое обслуживание электротехнического оборудования (2792_29),Выполнение поручений руководителя (ОПТ) (3036_36),ЖКХсс монтаж/демонтаж трубопроводов из различных материалов (8366_29),"ЖКХс общие фразы по обслуживанию, ремонту, сборке  различных деталей, узлов и оборудования (8281_29)",ЖКХ Монтаж систем отопления (2525_29),ЖКХс знать сантехнические работы (8072_29),ЖКХс Ремонт и техническое обслуживание систем  отопления и ГВС (8279_29),ЖКХ Монтаж канализации (2527_29),Нравственность (СК) (622_4),"ЖКХс Монтаж, установка, замена, настройка и испытание сантехнических систем (8091_29)",Внимательность (СК) (536_4),ЖКХс Монтаж систем  отопления и ГВС (8116_29),Стрессоустойчивость (СК) (601_4),Трудолюбие (СК) (597_4),"Саморазвитие, обучаемость (СК) (604_4)","ЖКХс Монтаж, установка, замена и ремонт различных типов унитаза (8123_29)"
False,1.0,Омская область,1,True,60000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Рязанская область,1,False,20000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Астраханская область,1,False,25000.0,29250.0,2069.7737,1951.576,1849.1379,1620.6223,1615.3691,1581.2231,1357.9607,1342.201,1195.1105,1174.0975,1019.1272,987.6078,798.4914,724.9461,643.521,614.6282,596.2419,530.5765,522.6967,491.1773,472.7909,433.3917,425.5119,425.5119,391.3658,367.7263,346.7134,338.8335,304.6875,294.181,283.6746,273.1681,267.9149,244.2753,220.6358,210.1293,204.8761,191.743,189.1164,183.8631,173.3567,165.4768,154.9704
False,1.0,Ростовская область,0,False,20000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Иркутская область,1,False,16000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Иркутская область,1,True,25000.0,29250.0,2069.7737,1951.576,1849.1379,1620.6223,1615.3691,1581.2231,1357.9607,1342.201,1195.1105,1174.0975,1019.1272,987.6078,798.4914,724.9461,643.521,614.6282,596.2419,530.5765,522.6967,491.1773,472.7909,433.3917,425.5119,425.5119,391.3658,367.7263,346.7134,338.8335,304.6875,294.181,283.6746,273.1681,267.9149,244.2753,220.6358,210.1293,204.8761,191.743,189.1164,183.8631,173.3567,165.4768,154.9704
False,1.0,Республика Татарстан,0,False,20000.0,120000.0,8491.3793,8006.4655,7586.2069,6648.7069,6627.1552,6487.069,5571.1207,5506.4655,4903.0172,4816.8103,4181.0345,4051.7241,3275.8621,2974.1379,2640.0862,2521.5517,2446.1207,2176.7241,2144.3966,2015.0862,1939.6552,1778.0172,1745.6897,1745.6897,1605.6034,1508.6207,1422.4138,1390.0862,1250.0,1206.8966,1163.7931,1120.6897,1099.1379,1002.1552,905.1724,862.069,840.5172,786.6379,775.8621,754.3103,711.2069,678.8793,635.7759
False,1.0,Республика Татарстан,0,True,30000.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,1.0,Алтайский край,2,False,20000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Кемеровская область,1,False,25000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Кемеровская область,1,True,30000.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,1.0,Челябинская область,0,False,20000.0,70000.0,4953.3046,4670.4382,4425.2874,3878.4124,3865.8405,3784.1236,3249.8204,3212.1049,2860.0934,2809.806,2438.9368,2363.5057,1910.9195,1734.9138,1540.0503,1470.9052,1426.9037,1269.7557,1250.898,1175.467,1131.4655,1037.1767,1018.319,1018.319,936.602,880.0287,829.7414,810.8836,729.1667,704.023,678.8793,653.7356,641.1638,584.5905,528.0172,502.8736,490.3017,458.8721,452.5862,440.0144,414.8707,396.0129,370.8693
False,1.0,Челябинская область,0,True,10000.0,10000.0,707.6149,667.2055,632.1839,554.0589,552.2629,540.5891,464.2601,458.8721,408.5848,401.4009,348.4195,337.6437,272.9885,247.8448,220.0072,210.1293,203.8434,181.3937,178.6997,167.9239,161.6379,148.1681,145.4741,145.4741,133.8003,125.7184,118.5345,115.8405,104.1667,100.5747,96.9828,93.3908,91.5948,83.5129,75.431,71.8391,70.0431,65.5532,64.6552,62.8592,59.2672,56.5733,52.9813
False,1.0,Белгородская область,2,False,30000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Курская область,2,False,16242.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,1.0,Город федерального значения Севастополь,1,False,46250.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Ленинградская область,1,False,25000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Ярославская область,1,False,26000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Ставропольский край,2,False,20000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Тюменская область,1,False,20000.0,90000.0,6368.5345,6004.8491,5689.6552,4986.5302,4970.3664,4865.3017,4178.3405,4129.8491,3677.2629,3612.6078,3135.7759,3038.7931,2456.8966,2230.6034,1980.0647,1891.1638,1834.5905,1632.5431,1608.2974,1511.3147,1454.7414,1333.5129,1309.2672,1309.2672,1204.2026,1131.4655,1066.8103,1042.5647,937.5,905.1724,872.8448,840.5172,824.3534,751.6164,678.8793,646.5517,630.3879,589.9784,581.8966,565.7328,533.4052,509.1595,476.8319
False,1.0,Тюменская область,1,True,25000.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,1.0,Томская область,1,False,25000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Калининградская область,1,False,29250.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,1.0,Удмуртская Республика,1,False,20000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Мурманская область,1,False,29250.0,55000.0,3891.8822,3669.63,3477.0115,3047.324,3037.4461,2973.2399,2553.4303,2523.7967,2247.2162,2207.7047,1916.3075,1857.0402,1501.4368,1363.1466,1210.0395,1155.7112,1121.1386,997.6652,982.8484,923.5812,889.0086,814.9246,800.1078,800.1078,735.9016,691.4511,651.9397,637.1228,572.9167,553.1609,533.4052,513.6494,503.7716,459.3211,414.8707,395.1149,385.2371,360.5424,355.6034,345.7256,325.9698,311.153,291.3973
False,1.0,Республика Карелия,1,False,30000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Владимирская область,1,False,30000.0,40000.0,2830.4598,2668.8218,2528.7356,2216.2356,2209.0517,2162.3563,1857.0402,1835.4885,1634.3391,1605.6034,1393.6782,1350.5747,1091.954,991.3793,880.0287,840.5172,815.3736,725.5747,714.7989,671.6954,646.5517,592.6724,581.8966,581.8966,535.2011,502.8736,474.1379,463.3621,416.6667,402.2989,387.931,373.5632,366.3793,334.0517,301.7241,287.3563,280.1724,262.2126,258.6207,251.4368,237.069,226.2931,211.9253
False,1.0,Кировская область,1,False,29250.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,1.0,Республика Алтай,1,False,29250.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Курганская область,1,False,30000.0,30000.0,2122.8448,2001.6164,1896.5517,1662.1767,1656.7888,1621.7672,1392.7802,1376.6164,1225.7543,1204.2026,1045.2586,1012.931,818.9655,743.5345,660.0216,630.3879,611.5302,544.181,536.0991,503.7716,484.9138,444.5043,436.4224,436.4224,401.4009,377.1552,355.6034,347.5216,312.5,301.7241,290.9483,280.1724,274.7845,250.5388,226.2931,215.5172,210.1293,196.6595,193.9655,188.5776,177.8017,169.7198,158.944
False,1.0,Республика Мордовия,1,False,30000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Липецкая область,1,False,25000.0,60000.0,4245.6897,4003.2328,3793.1034,3324.3534,3313.5776,3243.5345,2785.5603,2753.2328,2451.5086,2408.4052,2090.5172,2025.8621,1637.931,1487.069,1320.0431,1260.7759,1223.0603,1088.3621,1072.1983,1007.5431,969.8276,889.0086,872.8448,872.8448,802.8017,754.3103,711.2069,695.0431,625.0,603.4483,581.8966,560.3448,549.569,501.0776,452.5862,431.0345,420.2586,393.319,387.931,377.1552,355.6034,339.4397,317.8879
False,1.0,Город федерального значения Санкт-Петербург,0,False,19250.0,100000.0,7076.1494,6672.0546,6321.8391,5540.5891,5522.6293,5405.8908,4642.6006,4588.7213,4085.8477,4014.0086,3484.1954,3376.4368,2729.8851,2478.4483,2200.0718,2101.2931,2038.4339,1813.9368,1786.9971,1679.2385,1616.3793,1481.681,1454.7414,1454.7414,1338.0029,1257.1839,1185.3448,1158.4052,1041.6667,1005.7471,969.8276,933.908,915.9483,835.1293,754.3103,718.3908,700.431,655.5316,646.5517,628.592,592.6724,565.7328,529.8132
False,1.0,Город федерального значения Санкт-Петербург,0,True,30000.0,61000.0,4316.4511,4069.9533,3856.3218,3379.7593,3368.8039,3297.5934,2831.9864,2799.12,2492.3671,2448.5453,2125.3592,2059.6264,1665.2299,1511.8534,1342.0438,1281.7888,1243.4447,1106.5014,1090.0682,1024.3355,985.9914,903.8254,887.3922,887.3922,816.1818,766.8822,723.0603,706.6272,635.4167,613.5057,591.5948,569.6839,558.7284,509.4289,460.1293,438.2184,427.2629,399.8743,394.3966,383.4411,361.5302,345.097,323.1861
False,1.0,Московская область,2,False,24000.0,150000.0,10614.2241,10008.0819,9482.7586,8310.8836,8283.944,8108.8362,6963.9009,6883.0819,6128.7716,6021.0129,5226.2931,5064.6552,4094.8276,3717.6724,3300.1078,3151.9397,3057.6509,2720.9052,2680.4957,2518.8578,2424.569,2222.5216,2182.1121,2182.1121,2007.0043,1885.7759,1778.0172,1737.6078,1562.5,1508.6207,1454.7414,1400.8621,1373.9224,1252.694,1131.4655,1077.5862,1050.6466,983.2974,969.8276,942.8879,889.0086,848.5991,794.7198
False,1.0,Московская область,2,True,39000.0,70000.0,4953.3046,4670.4382,4425.2874,3878.4124,3865.8405,3784.1236,3249.8204,3212.1049,2860.0934,2809.806,2438.9368,2363.5057,1910.9195,1734.9138,1540.0503,1470.9052,1426.9037,1269.7557,1250.898,1175.467,1131.4655,1037.1767,1018.319,1018.319,936.602,880.0287,829.7414,810.8836,729.1667,704.023,678.8793,653.7356,641.1638,584.5905,528.0172,502.8736,490.3017,458.8721,452.5862,440.0144,414.8707,396.0129,370.8693
False,1.0,Республика Башкортостан,0,False,25000.0,100000.0,7076.1494,6672.0546,6321.8391,5540.5891,5522.6293,5405.8908,4642.6006,4588.7213,4085.8477,4014.0086,3484.1954,3376.4368,2729.8851,2478.4483,2200.0718,2101.2931,2038.4339,1813.9368,1786.9971,1679.2385,1616.3793,1481.681,1454.7414,1454.7414,1338.0029,1257.1839,1185.3448,1158.4052,1041.6667,1005.7471,969.8276,933.908,915.9483,835.1293,754.3103,718.3908,700.431,655.5316,646.5517,628.592,592.6724,565.7328,529.8132
False,1.0,Республика Башкортостан,0,True,70000.0,70000.0,4953.3046,4670.4382,4425.2874,3878.4124,3865.8405,3784.1236,3249.8204,3212.1049,2860.0934,2809.806,2438.9368,2363.5057,1910.9195,1734.9138,1540.0503,1470.9052,1426.9037,1269.7557,1250.898,1175.467,1131.4655,1037.1767,1018.319,1018.319,936.602,880.0287,829.7414,810.8836,729.1667,704.023,678.8793,653.7356,641.1638,584.5905,528.0172,502.8736,490.3017,458.8721,452.5862,440.0144,414.8707,396.0129,370.8693
False,1.0,Ульяновская область,1,False,20000.0,71250.0,5041.7565,4753.8389,4504.3103,3947.6697,3934.8734,3851.6972,3307.8529,3269.4639,2911.1665,2859.9811,2482.4892,2405.7112,1945.0431,1765.8944,1567.5512,1497.1713,1452.3842,1292.43,1273.2355,1196.4574,1151.6703,1055.6977,1036.5032,1036.5032,953.327,895.7435,844.5582,825.3637,742.1875,716.5948,691.0022,665.4095,652.6131,595.0296,537.4461,511.8534,499.0571,467.0663,460.6681,447.8718,422.2791,403.0846,377.4919
False,1.0,Волгоградская область,2,False,25000.0,71250.0,5041.7565,4753.8389,4504.3103,3947.6697,3934.8734,3851.6972,3307.8529,3269.4639,2911.1665,2859.9811,2482.4892,2405.7112,1945.0431,1765.8944,1567.5512,1497.1713,1452.3842,1292.43,1273.2355,1196.4574,1151.6703,1055.6977,1036.5032,1036.5032,953.327,895.7435,844.5582,825.3637,742.1875,716.5948,691.0022,665.4095,652.6131,595.0296,537.4461,511.8534,499.0571,467.0663,460.6681,447.8718,422.2791,403.0846,377.4919
False,1.0,Волгоградская область,2,True,50000.0,50000.0,3538.0747,3336.0273,3160.9195,2770.2945,2761.3147,2702.9454,2321.3003,2294.3606,2042.9239,2007.0043,1742.0977,1688.2184,1364.9425,1239.2241,1100.0359,1050.6466,1019.217,906.9684,893.4986,839.6193,808.1897,740.8405,727.3707,727.3707,669.0014,628.592,592.6724,579.2026,520.8333,502.8736,484.9138,466.954,457.9741,417.5647,377.1552,359.1954,350.2155,327.7658,323.2759,314.296,296.3362,282.8664,264.9066
False,1.0,Воронежская область,2,False,25000.0,71250.0,5041.7565,4753.8389,4504.3103,3947.6697,3934.8734,3851.6972,3307.8529,3269.4639,2911.1665,2859.9811,2482.4892,2405.7112,1945.0431,1765.8944,1567.5512,1497.1713,1452.3842,1292.43,1273.2355,1196.4574,1151.6703,1055.6977,1036.5032,1036.5032,953.327,895.7435,844.5582,825.3637,742.1875,716.5948,691.0022,665.4095,652.6131,595.0296,537.4461,511.8534,499.0571,467.0663,460.6681,447.8718,422.2791,403.0846,377.4919
False,1.0,Пермский край,1,False,25000.0,71250.0,5041.7565,4753.8389,4504.3103,3947.6697,3934.8734,3851.6972,3307.8529,3269.4639,2911.1665,2859.9811,2482.4892,2405.7112,1945.0431,1765.8944,1567.5512,1497.1713,1452.3842,1292.43,1273.2355,1196.4574,1151.6703,1055.6977,1036.5032,1036.5032,953.327,895.7435,844.5582,825.3637,742.1875,716.5948,691.0022,665.4095,652.6131,595.0296,537.4461,511.8534,499.0571,467.0663,460.6681,447.8718,422.2791,403.0846,377.4919
False,1.0,Пензенская область,1,False,25000.0,50000.0,3538.0747,3336.0273,3160.9195,2770.2945,2761.3147,2702.9454,2321.3003,2294.3606,2042.9239,2007.0043,1742.0977,1688.2184,1364.9425,1239.2241,1100.0359,1050.6466,1019.217,906.9684,893.4986,839.6193,808.1897,740.8405,727.3707,727.3707,669.0014,628.592,592.6724,579.2026,520.8333,502.8736,484.9138,466.954,457.9741,417.5647,377.1552,359.1954,350.2155,327.7658,323.2759,314.296,296.3362,282.8664,264.9066
False,1.0,Тульская область,1,False,39000.0,70000.0,4953.3046,4670.4382,4425.2874,3878.4124,3865.8405,3784.1236,3249.8204,3212.1049,2860.0934,2809.806,2438.9368,2363.5057,1910.9195,1734.9138,1540.0503,1470.9052,1426.9037,1269.7557,1250.898,1175.467,1131.4655,1037.1767,1018.319,1018.319,936.602,880.0287,829.7414,810.8836,729.1667,704.023,678.8793,653.7356,641.1638,584.5905,528.0172,502.8736,490.3017,458.8721,452.5862,440.0144,414.8707,396.0129,370.8693
False,1.0,Смоленская область,1,False,38000.0,71250.0,5041.7565,4753.8389,4504.3103,3947.6697,3934.8734,3851.6972,3307.8529,3269.4639,2911.1665,2859.9811,2482.4892,2405.7112,1945.0431,1765.8944,1567.5512,1497.1713,1452.3842,1292.43,1273.2355,1196.4574,1151.6703,1055.6977,1036.5032,1036.5032,953.327,895.7435,844.5582,825.3637,742.1875,716.5948,691.0022,665.4095,652.6131,595.0296,537.4461,511.8534,499.0571,467.0663,460.6681,447.8718,422.2791,403.0846,377.4919
False,1.0,Новосибирская область,0,False,25000.0,70000.0,4953.3046,4670.4382,4425.2874,3878.4124,3865.8405,3784.1236,3249.8204,3212.1049,2860.0934,2809.806,2438.9368,2363.5057,1910.9195,1734.9138,1540.0503,1470.9052,1426.9037,1269.7557,1250.898,1175.467,1131.4655,1037.1767,1018.319,1018.319,936.602,880.0287,829.7414,810.8836,729.1667,704.023,678.8793,653.7356,641.1638,584.5905,528.0172,502.8736,490.3017,458.8721,452.5862,440.0144,414.8707,396.0129,370.8693
False,1.0,Тверская область,1,False,34000.0,71250.0,5041.7565,4753.8389,4504.3103,3947.6697,3934.8734,3851.6972,3307.8529,3269.4639,2911.1665,2859.9811,2482.4892,2405.7112,1945.0431,1765.8944,1567.5512,1497.1713,1452.3842,1292.43,1273.2355,1196.4574,1151.6703,1055.6977,1036.5032,1036.5032,953.327,895.7435,844.5582,825.3637,742.1875,716.5948,691.0022,665.4095,652.6131,595.0296,537.4461,511.8534,499.0571,467.0663,460.6681,447.8718,422.2791,403.0846,377.4919
False,1.0,Оренбургская область,2,False,25000.0,71250.0,5041.7565,4753.8389,4504.3103,3947.6697,3934.8734,3851.6972,3307.8529,3269.4639,2911.1665,2859.9811,2482.4892,2405.7112,1945.0431,1765.8944,1567.5512,1497.1713,1452.3842,1292.43,1273.2355,1196.4574,1151.6703,1055.6977,1036.5032,1036.5032,953.327,895.7435,844.5582,825.3637,742.1875,716.5948,691.0022,665.4095,652.6131,595.0296,537.4461,511.8534,499.0571,467.0663,460.6681,447.8718,422.2791,403.0846,377.4919
