is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Организация и выполнение производственных заданий при производстве этапа строительных работ (2959_10),"Личные установки и ценности, мировоззрение (2043_4)",Выполнение работ на строительных площадках (4996_10),Управление трубоукладчиком Komatsu D355 (6293_10),Знание устройства и технических характеристик машин и агрегатов (3181_10),ТО и Р трубоукладчиков (6390_10),Управление трубоукладчиком Komatsu (6292_10),Дисциплинированность (СК) (593_4),Стыковка и укладка трубы в траншею (6406_10),Выполнение ремонтных работ (ОПТ) (8285_36),Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),Погрузо-разгрузочные работы на погрузчике (6276_10),Монтаж-демонтаж механизмов (6407_10),Навыки управления трубоукладчиком (6290_10),Трудолюбие (СК) (597_4),Контроль исправности строп и съёмных грузозахватных приспособлений (6433_10),Пунктуальность (СК) (612_4),Выполнение работ по прокладке трубопроводов (6419_10),Выполнение работ по прокладке трубопроводов трубоукладчиком (6420_10),Управление трубоукладчиком Liebherr (6377_10),"Управление трубоукладчиком Liebherr RL, Komatsu D355 (6367_10)",Знание устройства и принципов работы трубоукладчика (6280_10),"Управление трубоукладчиком Komatsu, Caterpillar (6366_10)",Управление трубоукладчиком среднего класса (6439_10),Работа в сварочно-монтажных бригадах (6404_10),Настройка и регулировка механизмов (6451_10),Пусто2 (6392_10),Нравственность (СК) (622_4),Определение правильности и надежности строповки грузов (6400_10),Контроль соответствия съёмных грузозахватных приспособлений массе и характеру груза (6409_10),Командность (СК) (1371_4),Заправка бульдозера ГСМ (3224_10),Выявление и устранение неисправностей в работе машины (6411_10),Управление трубоукладчиком Caterpillar (6376_10),Управление краном при выполнении строительных монтажных работ (6291_10),Контрольный осмотр и проверка исправности агрегатов трубоукладчика (6431_10),Монтаж/установка опалубки (305_10)
False,2.0,Магаданская область,1,False,126000.0,126000.0,15960.0,12348.0,9206.4,6199.2,5821.2,5678.4,5292.0,4813.2,4552.8,3813.6,3805.2,3662.4,3519.6,3511.2,3452.4,3276.0,2822.4,2679.6,2646.0,2259.6,1957.2,1755.6,1554.0,1453.2,1444.8,1377.6,1352.4,1310.4,1260.0,1008.0,999.6,957.6,882.0,823.2,747.6,688.8,655.2,453.6
False,2.0,Новгородская область,1,False,126000.0,126000.0,15960.0,12348.0,9206.4,6199.2,5821.2,5678.4,5292.0,4813.2,4552.8,3813.6,3805.2,3662.4,3519.6,3511.2,3452.4,3276.0,2822.4,2679.6,2646.0,2259.6,1957.2,1755.6,1554.0,1453.2,1444.8,1377.6,1352.4,1310.4,1260.0,1008.0,999.6,957.6,882.0,823.2,747.6,688.8,655.2,453.6
False,2.0,Камчатский край,1,False,160000.0,160000.0,20266.6667,15680.0,11690.6667,7872.0,7392.0,7210.6667,6720.0,6112.0,5781.3333,4842.6667,4832.0,4650.6667,4469.3333,4458.6667,4384.0,4160.0,3584.0,3402.6667,3360.0,2869.3333,2485.3333,2229.3333,1973.3333,1845.3333,1834.6667,1749.3333,1717.3333,1664.0,1600.0,1280.0,1269.3333,1216.0,1120.0,1045.3333,949.3333,874.6667,832.0,576.0
False,2.0,Ивановская область,1,False,135000.0,135000.0,17100.0,13230.0,9864.0,6642.0,6237.0,6084.0,5670.0,5157.0,4878.0,4086.0,4077.0,3924.0,3771.0,3762.0,3699.0,3510.0,3024.0,2871.0,2835.0,2421.0,2097.0,1881.0,1665.0,1557.0,1548.0,1476.0,1449.0,1404.0,1350.0,1080.0,1071.0,1026.0,945.0,882.0,801.0,738.0,702.0,486.0
False,2.0,Рязанская область,1,False,170000.0,170000.0,21533.3333,16660.0,12421.3333,8364.0,7854.0,7661.3333,7140.0,6494.0,6142.6667,5145.3333,5134.0,4941.3333,4748.6667,4737.3333,4658.0,4420.0,3808.0,3615.3333,3570.0,3048.6667,2640.6667,2368.6667,2096.6667,1960.6667,1949.3333,1858.6667,1824.6667,1768.0,1700.0,1360.0,1348.6667,1292.0,1190.0,1110.6667,1008.6667,929.3333,884.0,612.0
False,2.0,Московская область,2,False,100000.0,100000.0,12666.6667,9800.0,7306.6667,4920.0,4620.0,4506.6667,4200.0,3820.0,3613.3333,3026.6667,3020.0,2906.6667,2793.3333,2786.6667,2740.0,2600.0,2240.0,2126.6667,2100.0,1793.3333,1553.3333,1393.3333,1233.3333,1153.3333,1146.6667,1093.3333,1073.3333,1040.0,1000.0,800.0,793.3333,760.0,700.0,653.3333,593.3333,546.6667,520.0,360.0
False,2.0,Республика Бурятия,1,False,160000.0,160000.0,20266.6667,15680.0,11690.6667,7872.0,7392.0,7210.6667,6720.0,6112.0,5781.3333,4842.6667,4832.0,4650.6667,4469.3333,4458.6667,4384.0,4160.0,3584.0,3402.6667,3360.0,2869.3333,2485.3333,2229.3333,1973.3333,1845.3333,1834.6667,1749.3333,1717.3333,1664.0,1600.0,1280.0,1269.3333,1216.0,1120.0,1045.3333,949.3333,874.6667,832.0,576.0
False,2.0,Город федерального значения Севастополь,1,False,170000.0,170000.0,21533.3333,16660.0,12421.3333,8364.0,7854.0,7661.3333,7140.0,6494.0,6142.6667,5145.3333,5134.0,4941.3333,4748.6667,4737.3333,4658.0,4420.0,3808.0,3615.3333,3570.0,3048.6667,2640.6667,2368.6667,2096.6667,1960.6667,1949.3333,1858.6667,1824.6667,1768.0,1700.0,1360.0,1348.6667,1292.0,1190.0,1110.6667,1008.6667,929.3333,884.0,612.0
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,45000.0,135000.0,17100.0,13230.0,9864.0,6642.0,6237.0,6084.0,5670.0,5157.0,4878.0,4086.0,4077.0,3924.0,3771.0,3762.0,3699.0,3510.0,3024.0,2871.0,2835.0,2421.0,2097.0,1881.0,1665.0,1557.0,1548.0,1476.0,1449.0,1404.0,1350.0,1080.0,1071.0,1026.0,945.0,882.0,801.0,738.0,702.0,486.0
False,1.0,Республика Коми,1,False,60000.0,140000.0,17733.3333,13720.0,10229.3333,6888.0,6468.0,6309.3333,5880.0,5348.0,5058.6667,4237.3333,4228.0,4069.3333,3910.6667,3901.3333,3836.0,3640.0,3136.0,2977.3333,2940.0,2510.6667,2174.6667,1950.6667,1726.6667,1614.6667,1605.3333,1530.6667,1502.6667,1456.0,1400.0,1120.0,1110.6667,1064.0,980.0,914.6667,830.6667,765.3333,728.0,504.0
False,1.0,Ростовская область,0,False,3500.0,180000.0,22800.0,17640.0,13152.0,8856.0,8316.0,8112.0,7560.0,6876.0,6504.0,5448.0,5436.0,5232.0,5028.0,5016.0,4932.0,4680.0,4032.0,3828.0,3780.0,3228.0,2796.0,2508.0,2220.0,2076.0,2064.0,1968.0,1932.0,1872.0,1800.0,1440.0,1428.0,1368.0,1260.0,1176.0,1068.0,984.0,936.0,648.0
False,1.0,Воронежская область,2,False,30000.0,140000.0,17733.3333,13720.0,10229.3333,6888.0,6468.0,6309.3333,5880.0,5348.0,5058.6667,4237.3333,4228.0,4069.3333,3910.6667,3901.3333,3836.0,3640.0,3136.0,2977.3333,2940.0,2510.6667,2174.6667,1950.6667,1726.6667,1614.6667,1605.3333,1530.6667,1502.6667,1456.0,1400.0,1120.0,1110.6667,1064.0,980.0,914.6667,830.6667,765.3333,728.0,504.0
False,1.0,Алтайский край,2,False,52000.0,52000.0,6586.6667,5096.0,3799.4667,2558.4,2402.4,2343.4667,2184.0,1986.4,1878.9333,1573.8667,1570.4,1511.4667,1452.5333,1449.0667,1424.8,1352.0,1164.8,1105.8667,1092.0,932.5333,807.7333,724.5333,641.3333,599.7333,596.2667,568.5333,558.1333,540.8,520.0,416.0,412.5333,395.2,364.0,339.7333,308.5333,284.2667,270.4,187.2
False,1.0,Республика Башкортостан,0,False,27500.0,160000.0,20266.6667,15680.0,11690.6667,7872.0,7392.0,7210.6667,6720.0,6112.0,5781.3333,4842.6667,4832.0,4650.6667,4469.3333,4458.6667,4384.0,4160.0,3584.0,3402.6667,3360.0,2869.3333,2485.3333,2229.3333,1973.3333,1845.3333,1834.6667,1749.3333,1717.3333,1664.0,1600.0,1280.0,1269.3333,1216.0,1120.0,1045.3333,949.3333,874.6667,832.0,576.0
False,1.0,Красноярский край,1,False,75000.0,140000.0,17733.3333,13720.0,10229.3333,6888.0,6468.0,6309.3333,5880.0,5348.0,5058.6667,4237.3333,4228.0,4069.3333,3910.6667,3901.3333,3836.0,3640.0,3136.0,2977.3333,2940.0,2510.6667,2174.6667,1950.6667,1726.6667,1614.6667,1605.3333,1530.6667,1502.6667,1456.0,1400.0,1120.0,1110.6667,1064.0,980.0,914.6667,830.6667,765.3333,728.0,504.0
False,1.0,Тюменская область,1,False,75000.0,130000.0,16466.6667,12740.0,9498.6667,6396.0,6006.0,5858.6667,5460.0,4966.0,4697.3333,3934.6667,3926.0,3778.6667,3631.3333,3622.6667,3562.0,3380.0,2912.0,2764.6667,2730.0,2331.3333,2019.3333,1811.3333,1603.3333,1499.3333,1490.6667,1421.3333,1395.3333,1352.0,1300.0,1040.0,1031.3333,988.0,910.0,849.3333,771.3333,710.6667,676.0,468.0
False,1.0,Нижегородская область,0,False,50000.0,106250.0,13458.3333,10412.5,7763.3333,5227.5,4908.75,4788.3333,4462.5,4058.75,3839.1667,3215.8333,3208.75,3088.3333,2967.9167,2960.8333,2911.25,2762.5,2380.0,2259.5833,2231.25,1905.4167,1650.4167,1480.4167,1310.4167,1225.4167,1218.3333,1161.6667,1140.4167,1105.0,1062.5,850.0,842.9167,807.5,743.75,694.1667,630.4167,580.8333,552.5,382.5
False,1.0,Город федерального значения Санкт-Петербург,0,False,120000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Республика Татарстан,0,False,27500.0,150000.0,19000.0,14700.0,10960.0,7380.0,6930.0,6760.0,6300.0,5730.0,5420.0,4540.0,4530.0,4360.0,4190.0,4180.0,4110.0,3900.0,3360.0,3190.0,3150.0,2690.0,2330.0,2090.0,1850.0,1730.0,1720.0,1640.0,1610.0,1560.0,1500.0,1200.0,1190.0,1140.0,1050.0,980.0,890.0,820.0,780.0,540.0
False,1.0,Самарская область,0,False,30000.0,180000.0,22800.0,17640.0,13152.0,8856.0,8316.0,8112.0,7560.0,6876.0,6504.0,5448.0,5436.0,5232.0,5028.0,5016.0,4932.0,4680.0,4032.0,3828.0,3780.0,3228.0,2796.0,2508.0,2220.0,2076.0,2064.0,1968.0,1932.0,1872.0,1800.0,1440.0,1428.0,1368.0,1260.0,1176.0,1068.0,984.0,936.0,648.0
False,1.0,Пермский край,1,False,47300.0,106250.0,13458.3333,10412.5,7763.3333,5227.5,4908.75,4788.3333,4462.5,4058.75,3839.1667,3215.8333,3208.75,3088.3333,2967.9167,2960.8333,2911.25,2762.5,2380.0,2259.5833,2231.25,1905.4167,1650.4167,1480.4167,1310.4167,1225.4167,1218.3333,1161.6667,1140.4167,1105.0,1062.5,850.0,842.9167,807.5,743.75,694.1667,630.4167,580.8333,552.5,382.5
False,1.0,Ямало-Ненецкий автономный округ,1,False,100000.0,200000.0,25333.3333,19600.0,14613.3333,9840.0,9240.0,9013.3333,8400.0,7640.0,7226.6667,6053.3333,6040.0,5813.3333,5586.6667,5573.3333,5480.0,5200.0,4480.0,4253.3333,4200.0,3586.6667,3106.6667,2786.6667,2466.6667,2306.6667,2293.3333,2186.6667,2146.6667,2080.0,2000.0,1600.0,1586.6667,1520.0,1400.0,1306.6667,1186.6667,1093.3333,1040.0,720.0
False,1.0,Оренбургская область,2,False,27500.0,150000.0,19000.0,14700.0,10960.0,7380.0,6930.0,6760.0,6300.0,5730.0,5420.0,4540.0,4530.0,4360.0,4190.0,4180.0,4110.0,3900.0,3360.0,3190.0,3150.0,2690.0,2330.0,2090.0,1850.0,1730.0,1720.0,1640.0,1610.0,1560.0,1500.0,1200.0,1190.0,1140.0,1050.0,980.0,890.0,820.0,780.0,540.0
False,1.0,Пензенская область,1,False,100000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Удмуртская Республика,1,False,30000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Ярославская область,1,False,106250.0,130000.0,16466.6667,12740.0,9498.6667,6396.0,6006.0,5858.6667,5460.0,4966.0,4697.3333,3934.6667,3926.0,3778.6667,3631.3333,3622.6667,3562.0,3380.0,2912.0,2764.6667,2730.0,2331.3333,2019.3333,1811.3333,1603.3333,1499.3333,1490.6667,1421.3333,1395.3333,1352.0,1300.0,1040.0,1031.3333,988.0,910.0,849.3333,771.3333,710.6667,676.0,468.0
False,1.0,Ленинградская область,1,False,80000.0,106250.0,13458.3333,10412.5,7763.3333,5227.5,4908.75,4788.3333,4462.5,4058.75,3839.1667,3215.8333,3208.75,3088.3333,2967.9167,2960.8333,2911.25,2762.5,2380.0,2259.5833,2231.25,1905.4167,1650.4167,1480.4167,1310.4167,1225.4167,1218.3333,1161.6667,1140.4167,1105.0,1062.5,850.0,842.9167,807.5,743.75,694.1667,630.4167,580.8333,552.5,382.5
False,1.0,Владимирская область,1,False,100000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Вологодская область,1,False,27500.0,106250.0,13458.3333,10412.5,7763.3333,5227.5,4908.75,4788.3333,4462.5,4058.75,3839.1667,3215.8333,3208.75,3088.3333,2967.9167,2960.8333,2911.25,2762.5,2380.0,2259.5833,2231.25,1905.4167,1650.4167,1480.4167,1310.4167,1225.4167,1218.3333,1161.6667,1140.4167,1105.0,1062.5,850.0,842.9167,807.5,743.75,694.1667,630.4167,580.8333,552.5,382.5
False,1.0,Смоленская область,1,False,106250.0,106250.0,13458.3333,10412.5,7763.3333,5227.5,4908.75,4788.3333,4462.5,4058.75,3839.1667,3215.8333,3208.75,3088.3333,2967.9167,2960.8333,2911.25,2762.5,2380.0,2259.5833,2231.25,1905.4167,1650.4167,1480.4167,1310.4167,1225.4167,1218.3333,1161.6667,1140.4167,1105.0,1062.5,850.0,842.9167,807.5,743.75,694.1667,630.4167,580.8333,552.5,382.5
False,1.0,Тамбовская область,2,False,106250.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Волгоградская область,2,False,27500.0,75000.0,9500.0,7350.0,5480.0,3690.0,3465.0,3380.0,3150.0,2865.0,2710.0,2270.0,2265.0,2180.0,2095.0,2090.0,2055.0,1950.0,1680.0,1595.0,1575.0,1345.0,1165.0,1045.0,925.0,865.0,860.0,820.0,805.0,780.0,750.0,600.0,595.0,570.0,525.0,490.0,445.0,410.0,390.0,270.0
False,1.0,Костромская область,1,False,92000.0,130000.0,16466.6667,12740.0,9498.6667,6396.0,6006.0,5858.6667,5460.0,4966.0,4697.3333,3934.6667,3926.0,3778.6667,3631.3333,3622.6667,3562.0,3380.0,2912.0,2764.6667,2730.0,2331.3333,2019.3333,1811.3333,1603.3333,1499.3333,1490.6667,1421.3333,1395.3333,1352.0,1300.0,1040.0,1031.3333,988.0,910.0,849.3333,771.3333,710.6667,676.0,468.0
False,1.0,Краснодарский край,0,False,95000.0,140000.0,17733.3333,13720.0,10229.3333,6888.0,6468.0,6309.3333,5880.0,5348.0,5058.6667,4237.3333,4228.0,4069.3333,3910.6667,3901.3333,3836.0,3640.0,3136.0,2977.3333,2940.0,2510.6667,2174.6667,1950.6667,1726.6667,1614.6667,1605.3333,1530.6667,1502.6667,1456.0,1400.0,1120.0,1110.6667,1064.0,980.0,914.6667,830.6667,765.3333,728.0,504.0
False,1.0,Амурская область,1,False,75000.0,75000.0,9500.0,7350.0,5480.0,3690.0,3465.0,3380.0,3150.0,2865.0,2710.0,2270.0,2265.0,2180.0,2095.0,2090.0,2055.0,1950.0,1680.0,1595.0,1575.0,1345.0,1165.0,1045.0,925.0,865.0,860.0,820.0,805.0,780.0,750.0,600.0,595.0,570.0,525.0,490.0,445.0,410.0,390.0,270.0
False,1.0,Томская область,1,False,30000.0,140000.0,17733.3333,13720.0,10229.3333,6888.0,6468.0,6309.3333,5880.0,5348.0,5058.6667,4237.3333,4228.0,4069.3333,3910.6667,3901.3333,3836.0,3640.0,3136.0,2977.3333,2940.0,2510.6667,2174.6667,1950.6667,1726.6667,1614.6667,1605.3333,1530.6667,1502.6667,1456.0,1400.0,1120.0,1110.6667,1064.0,980.0,914.6667,830.6667,765.3333,728.0,504.0
False,1.0,Ульяновская область,1,False,100000.0,100000.0,12666.6667,9800.0,7306.6667,4920.0,4620.0,4506.6667,4200.0,3820.0,3613.3333,3026.6667,3020.0,2906.6667,2793.3333,2786.6667,2740.0,2600.0,2240.0,2126.6667,2100.0,1793.3333,1553.3333,1393.3333,1233.3333,1153.3333,1146.6667,1093.3333,1073.3333,1040.0,1000.0,800.0,793.3333,760.0,700.0,653.3333,593.3333,546.6667,520.0,360.0
False,1.0,Архангельская область,1,False,100000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Свердловская область,0,False,30000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Омская область,1,False,75000.0,140000.0,17733.3333,13720.0,10229.3333,6888.0,6468.0,6309.3333,5880.0,5348.0,5058.6667,4237.3333,4228.0,4069.3333,3910.6667,3901.3333,3836.0,3640.0,3136.0,2977.3333,2940.0,2510.6667,2174.6667,1950.6667,1726.6667,1614.6667,1605.3333,1530.6667,1502.6667,1456.0,1400.0,1120.0,1110.6667,1064.0,980.0,914.6667,830.6667,765.3333,728.0,504.0
False,1.0,Город федерального значения Москва,0,False,65500.0,135000.0,17100.0,13230.0,9864.0,6642.0,6237.0,6084.0,5670.0,5157.0,4878.0,4086.0,4077.0,3924.0,3771.0,3762.0,3699.0,3510.0,3024.0,2871.0,2835.0,2421.0,2097.0,1881.0,1665.0,1557.0,1548.0,1476.0,1449.0,1404.0,1350.0,1080.0,1071.0,1026.0,945.0,882.0,801.0,738.0,702.0,486.0
False,1.0,Республика Саха (Якутия),1,False,150000.0,160000.0,20266.6667,15680.0,11690.6667,7872.0,7392.0,7210.6667,6720.0,6112.0,5781.3333,4842.6667,4832.0,4650.6667,4469.3333,4458.6667,4384.0,4160.0,3584.0,3402.6667,3360.0,2869.3333,2485.3333,2229.3333,1973.3333,1845.3333,1834.6667,1749.3333,1717.3333,1664.0,1600.0,1280.0,1269.3333,1216.0,1120.0,1045.3333,949.3333,874.6667,832.0,576.0
False,1.0,Брянская область,1,False,100000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Иркутская область,1,False,52000.0,160000.0,20266.6667,15680.0,11690.6667,7872.0,7392.0,7210.6667,6720.0,6112.0,5781.3333,4842.6667,4832.0,4650.6667,4469.3333,4458.6667,4384.0,4160.0,3584.0,3402.6667,3360.0,2869.3333,2485.3333,2229.3333,1973.3333,1845.3333,1834.6667,1749.3333,1717.3333,1664.0,1600.0,1280.0,1269.3333,1216.0,1120.0,1045.3333,949.3333,874.6667,832.0,576.0
False,1.0,Республика Хакасия,1,False,75000.0,75000.0,9500.0,7350.0,5480.0,3690.0,3465.0,3380.0,3150.0,2865.0,2710.0,2270.0,2265.0,2180.0,2095.0,2090.0,2055.0,1950.0,1680.0,1595.0,1575.0,1345.0,1165.0,1045.0,925.0,865.0,860.0,820.0,805.0,780.0,750.0,600.0,595.0,570.0,525.0,490.0,445.0,410.0,390.0,270.0
False,1.0,Челябинская область,0,False,40000.0,135000.0,17100.0,13230.0,9864.0,6642.0,6237.0,6084.0,5670.0,5157.0,4878.0,4086.0,4077.0,3924.0,3771.0,3762.0,3699.0,3510.0,3024.0,2871.0,2835.0,2421.0,2097.0,1881.0,1665.0,1557.0,1548.0,1476.0,1449.0,1404.0,1350.0,1080.0,1071.0,1026.0,945.0,882.0,801.0,738.0,702.0,486.0
False,1.0,Кировская область,1,False,120000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Астраханская область,1,False,120000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Саратовская область,2,False,75000.0,135000.0,17100.0,13230.0,9864.0,6642.0,6237.0,6084.0,5670.0,5157.0,4878.0,4086.0,4077.0,3924.0,3771.0,3762.0,3699.0,3510.0,3024.0,2871.0,2835.0,2421.0,2097.0,1881.0,1665.0,1557.0,1548.0,1476.0,1449.0,1404.0,1350.0,1080.0,1071.0,1026.0,945.0,882.0,801.0,738.0,702.0,486.0
False,1.0,Курганская область,1,False,160000.0,160000.0,20266.6667,15680.0,11690.6667,7872.0,7392.0,7210.6667,6720.0,6112.0,5781.3333,4842.6667,4832.0,4650.6667,4469.3333,4458.6667,4384.0,4160.0,3584.0,3402.6667,3360.0,2869.3333,2485.3333,2229.3333,1973.3333,1845.3333,1834.6667,1749.3333,1717.3333,1664.0,1600.0,1280.0,1269.3333,1216.0,1120.0,1045.3333,949.3333,874.6667,832.0,576.0
False,1.0,Новосибирская область,0,False,52000.0,150000.0,19000.0,14700.0,10960.0,7380.0,6930.0,6760.0,6300.0,5730.0,5420.0,4540.0,4530.0,4360.0,4190.0,4180.0,4110.0,3900.0,3360.0,3190.0,3150.0,2690.0,2330.0,2090.0,1850.0,1730.0,1720.0,1640.0,1610.0,1560.0,1500.0,1200.0,1190.0,1140.0,1050.0,980.0,890.0,820.0,780.0,540.0
False,1.0,Липецкая область,1,False,52000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Ставропольский край,2,False,180000.0,180000.0,22800.0,17640.0,13152.0,8856.0,8316.0,8112.0,7560.0,6876.0,6504.0,5448.0,5436.0,5232.0,5028.0,5016.0,4932.0,4680.0,4032.0,3828.0,3780.0,3228.0,2796.0,2508.0,2220.0,2076.0,2064.0,1968.0,1932.0,1872.0,1800.0,1440.0,1428.0,1368.0,1260.0,1176.0,1068.0,984.0,936.0,648.0
False,1.0,Республика Мордовия,1,False,100000.0,160000.0,20266.6667,15680.0,11690.6667,7872.0,7392.0,7210.6667,6720.0,6112.0,5781.3333,4842.6667,4832.0,4650.6667,4469.3333,4458.6667,4384.0,4160.0,3584.0,3402.6667,3360.0,2869.3333,2485.3333,2229.3333,1973.3333,1845.3333,1834.6667,1749.3333,1717.3333,1664.0,1600.0,1280.0,1269.3333,1216.0,1120.0,1045.3333,949.3333,874.6667,832.0,576.0
False,1.0,Белгородская область,2,False,40000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
False,1.0,Кемеровская область,1,False,52000.0,135000.0,17100.0,13230.0,9864.0,6642.0,6237.0,6084.0,5670.0,5157.0,4878.0,4086.0,4077.0,3924.0,3771.0,3762.0,3699.0,3510.0,3024.0,2871.0,2835.0,2421.0,2097.0,1881.0,1665.0,1557.0,1548.0,1476.0,1449.0,1404.0,1350.0,1080.0,1071.0,1026.0,945.0,882.0,801.0,738.0,702.0,486.0
False,1.0,Магаданская область,1,False,160000.0,160000.0,20266.6667,15680.0,11690.6667,7872.0,7392.0,7210.6667,6720.0,6112.0,5781.3333,4842.6667,4832.0,4650.6667,4469.3333,4458.6667,4384.0,4160.0,3584.0,3402.6667,3360.0,2869.3333,2485.3333,2229.3333,1973.3333,1845.3333,1834.6667,1749.3333,1717.3333,1664.0,1600.0,1280.0,1269.3333,1216.0,1120.0,1045.3333,949.3333,874.6667,832.0,576.0
False,1.0,Калининградская область,1,False,140000.0,140000.0,17733.3333,13720.0,10229.3333,6888.0,6468.0,6309.3333,5880.0,5348.0,5058.6667,4237.3333,4228.0,4069.3333,3910.6667,3901.3333,3836.0,3640.0,3136.0,2977.3333,2940.0,2510.6667,2174.6667,1950.6667,1726.6667,1614.6667,1605.3333,1530.6667,1502.6667,1456.0,1400.0,1120.0,1110.6667,1064.0,980.0,914.6667,830.6667,765.3333,728.0,504.0
False,1.0,Ивановская область,1,False,120000.0,120000.0,15200.0,11760.0,8768.0,5904.0,5544.0,5408.0,5040.0,4584.0,4336.0,3632.0,3624.0,3488.0,3352.0,3344.0,3288.0,3120.0,2688.0,2552.0,2520.0,2152.0,1864.0,1672.0,1480.0,1384.0,1376.0,1312.0,1288.0,1248.0,1200.0,960.0,952.0,912.0,840.0,784.0,712.0,656.0,624.0,432.0
