is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Выполнение ремонтных работ (ОПТ) (8285_36),Аккуратность (СК) (575_4),"Личные установки и ценности, мировоззрение (2043_4)",Командность (СК) (1371_4),"ЖКХс Монтаж, установка, замена/ремонт радиаторов отопления (8115_29)",ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),ЖКХс Ремонт и техническое обслуживание сантехнического и теплотехнического оборудования (6094_29),Склонность к здоровому образу жизни (СК) (1662_4),Коммуникабельность (СК) (617_4),ЖКХ фразы слишком широкой формулировки по монтажу сантехнических систем (2523_29)
False,0.0,Республика Бурятия,1,True,18000.0,18000.0,5299.1453,3769.2308,1683.7607,1247.8632,1145.2991,1017.094,794.8718,760.6838,743.5897,589.7436,478.6325,470.0855
False,0.0,Республика Алтай,1,False,14196.5,33903.0,9980.9402,7099.3462,3171.3632,2350.3504,2157.1709,1915.6966,1497.141,1432.7479,1400.5513,1110.7821,901.5043,885.406
False,0.0,Республика Тыва,1,False,14196.5,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,0.0,Республика Тыва,1,True,20000.0,20000.0,5887.9392,4188.0342,1870.8452,1386.5147,1272.5546,1130.1045,883.1909,845.2042,826.2108,655.2707,531.8139,522.3172
False,0.0,Еврейская автономная область,1,False,16640.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,0.0,Республика Дагестан,1,False,15150.0,25600.0,7536.5622,5360.6838,2394.6819,1774.7388,1628.8699,1446.5337,1130.4843,1081.8613,1057.5499,838.7464,680.7217,668.566
False,0.0,Чеченская Республика,1,False,18000.0,20000.0,5887.9392,4188.0342,1870.8452,1386.5147,1272.5546,1130.1045,883.1909,845.2042,826.2108,655.2707,531.8139,522.3172
False,0.0,Город федерального значения Москва,0,False,16855.5,70000.0,20607.7873,14658.1197,6547.9582,4852.8015,4453.9411,3955.3656,3091.1681,2958.2146,2891.7379,2293.4473,1861.3485,1828.1102
False,0.0,Город федерального значения Москва,0,True,30000.0,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,0.0,Красноярский край,1,False,16855.5,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,0.0,Красноярский край,1,True,16855.5,17450.0,5137.227,3654.0598,1632.3124,1209.7341,1110.3039,986.0161,770.584,737.4406,720.8689,571.7236,464.0076,455.7217
False,0.0,Ямало-Ненецкий автономный округ,1,False,16855.5,62000.0,18252.6116,12982.906,5799.6201,4298.1956,3944.9193,3503.3238,2737.8917,2620.133,2561.2536,2031.339,1648.623,1619.1833
False,0.0,Республика Саха (Якутия),1,False,16855.5,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,0.0,Камчатский край,1,False,16855.5,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,0.0,Магаданская область,1,False,25000.0,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,0.0,Ненецкий автономный округ,1,False,25000.0,30162.5,8879.7483,6316.0791,2821.4684,2091.0375,1919.1714,1704.3388,1331.9623,1274.6736,1246.0292,988.2301,802.0418,787.7196
False,0.0,Чукотский автономный округ,1,False,40000.0,73346.0,21592.8395,15358.7778,6860.9506,5084.7654,4666.8395,4144.4321,3238.9259,3099.6173,3029.963,2403.0741,1950.321,1915.4938
False,1.0,Тверская область,1,False,12000.0,70000.0,20607.7873,14658.1197,6547.9582,4852.8015,4453.9411,3955.3656,3091.1681,2958.2146,2891.7379,2293.4473,1861.3485,1828.1102
False,1.0,Тверская область,1,True,12000.0,28000.0,8243.1149,5863.2479,2619.1833,1941.1206,1781.5764,1582.1462,1236.4672,1183.2858,1156.6952,917.3789,744.5394,731.2441
False,1.0,Краснодарский край,0,False,12000.0,80000.0,23551.7569,16752.1368,7483.3808,5546.0589,5090.2184,4520.4179,3532.7635,3380.8167,3304.8433,2621.0826,2127.2555,2089.2688
False,1.0,Краснодарский край,0,True,13000.0,21000.0,6182.3362,4397.4359,1964.3875,1455.8405,1336.1823,1186.6097,927.3504,887.4644,867.5214,688.0342,558.4046,548.433
False,1.0,Республика Татарстан,0,False,12000.0,70000.0,20607.7873,14658.1197,6547.9582,4852.8015,4453.9411,3955.3656,3091.1681,2958.2146,2891.7379,2293.4473,1861.3485,1828.1102
False,1.0,Республика Татарстан,0,True,13000.0,15000.0,4415.9544,3141.0256,1403.1339,1039.886,954.416,847.5783,662.3932,633.9031,619.6581,491.453,398.8604,391.7379
False,1.0,Самарская область,0,False,12000.0,90000.0,26495.7265,18846.1538,8418.8034,6239.3162,5726.4957,5085.4701,3974.359,3803.4188,3717.9487,2948.7179,2393.1624,2350.4274
False,1.0,Самарская область,0,True,12000.0,25000.0,7359.924,5235.0427,2338.5565,1733.1434,1590.6933,1412.6306,1103.9886,1056.5052,1032.7635,819.0883,664.7673,652.8965
False,1.0,Нижегородская область,0,False,12000.0,55000.0,16191.8329,11517.094,5144.8243,3812.9155,3499.5252,3107.7873,2428.7749,2324.3115,2272.0798,1801.9943,1462.4881,1436.3723
False,1.0,Нижегородская область,0,True,12000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Республика Башкортостан,0,False,10000.0,90000.0,26495.7265,18846.1538,8418.8034,6239.3162,5726.4957,5085.4701,3974.359,3803.4188,3717.9487,2948.7179,2393.1624,2350.4274
False,1.0,Республика Башкортостан,0,True,12000.0,21000.0,6182.3362,4397.4359,1964.3875,1455.8405,1336.1823,1186.6097,927.3504,887.4644,867.5214,688.0342,558.4046,548.433
False,1.0,Алтайский край,2,False,12000.0,45000.0,13247.8632,9423.0769,4209.4017,3119.6581,2863.2479,2542.735,1987.1795,1901.7094,1858.9744,1474.359,1196.5812,1175.2137
False,1.0,Алтайский край,2,True,14640.0,32503.0,9568.7844,6806.1838,3040.4041,2253.2944,2068.0921,1836.5893,1435.3177,1373.5836,1342.7165,1064.9131,864.2773,848.8438
False,1.0,Кемеровская область,1,False,12000.0,60000.0,17663.8177,12564.1026,5612.5356,4159.5442,3817.6638,3390.3134,2649.5726,2535.6125,2478.6325,1965.812,1595.4416,1566.9516
False,1.0,Кемеровская область,1,True,12000.0,21000.0,6182.3362,4397.4359,1964.3875,1455.8405,1336.1823,1186.6097,927.3504,887.4644,867.5214,688.0342,558.4046,548.433
False,1.0,Курская область,2,False,12000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Ростовская область,0,False,12000.0,60000.0,17663.8177,12564.1026,5612.5356,4159.5442,3817.6638,3390.3134,2649.5726,2535.6125,2478.6325,1965.812,1595.4416,1566.9516
False,1.0,Ростовская область,0,True,37080.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Ярославская область,1,False,12000.0,60000.0,17663.8177,12564.1026,5612.5356,4159.5442,3817.6638,3390.3134,2649.5726,2535.6125,2478.6325,1965.812,1595.4416,1566.9516
False,1.0,Ярославская область,1,True,15000.0,20000.0,5887.9392,4188.0342,1870.8452,1386.5147,1272.5546,1130.1045,883.1909,845.2042,826.2108,655.2707,531.8139,522.3172
False,1.0,Орловская область,1,False,12000.0,40400.0,11893.6372,8459.8291,3779.1073,2800.7597,2570.5603,2282.811,1784.0456,1707.3124,1668.9459,1323.6467,1074.264,1055.0807
False,1.0,Орловская область,1,True,15000.0,15000.0,4415.9544,3141.0256,1403.1339,1039.886,954.416,847.5783,662.3932,633.9031,619.6581,491.453,398.8604,391.7379
False,1.0,Волгоградская область,2,False,12000.0,90000.0,26495.7265,18846.1538,8418.8034,6239.3162,5726.4957,5085.4701,3974.359,3803.4188,3717.9487,2948.7179,2393.1624,2350.4274
False,1.0,Волгоградская область,2,True,12000.0,13000.0,3827.1605,2722.2222,1216.0494,901.2346,827.1605,734.5679,574.0741,549.3827,537.037,425.9259,345.679,339.5062
False,1.0,Свердловская область,0,False,12000.0,90000.0,26495.7265,18846.1538,8418.8034,6239.3162,5726.4957,5085.4701,3974.359,3803.4188,3717.9487,2948.7179,2393.1624,2350.4274
False,1.0,Свердловская область,0,True,13000.0,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,1.0,Республика Карелия,1,False,13000.0,40000.0,11775.8784,8376.0684,3741.6904,2773.0294,2545.1092,2260.2089,1766.3818,1690.4084,1652.4217,1310.5413,1063.6277,1044.6344
False,1.0,Ивановская область,1,False,12000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Курганская область,1,False,12000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Курганская область,1,True,15000.0,18680.0,5499.3352,3911.6239,1747.3694,1295.0047,1188.566,1055.5176,824.9003,789.4207,771.6809,612.0228,496.7142,487.8443
False,1.0,Саратовская область,2,False,12000.0,40000.0,11775.8784,8376.0684,3741.6904,2773.0294,2545.1092,2260.2089,1766.3818,1690.4084,1652.4217,1310.5413,1063.6277,1044.6344
False,1.0,Саратовская область,2,True,13000.0,25000.0,7359.924,5235.0427,2338.5565,1733.1434,1590.6933,1412.6306,1103.9886,1056.5052,1032.7635,819.0883,664.7673,652.8965
False,1.0,Белгородская область,2,False,12000.0,46000.0,13542.2602,9632.4786,4302.944,3188.9839,2926.8756,2599.2403,2031.339,1943.9696,1900.2849,1507.1225,1223.1719,1201.3295
False,1.0,Белгородская область,2,True,30000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Республика Крым,1,False,12000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Чувашская Республика,1,False,12000.0,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,1.0,Тамбовская область,2,False,12000.0,80000.0,23551.7569,16752.1368,7483.3808,5546.0589,5090.2184,4520.4179,3532.7635,3380.8167,3304.8433,2621.0826,2127.2555,2089.2688
False,1.0,Тамбовская область,2,True,13000.0,18000.0,5299.1453,3769.2308,1683.7607,1247.8632,1145.2991,1017.094,794.8718,760.6838,743.5897,589.7436,478.6325,470.0855
False,1.0,Пензенская область,1,False,12000.0,46000.0,13542.2602,9632.4786,4302.944,3188.9839,2926.8756,2599.2403,2031.339,1943.9696,1900.2849,1507.1225,1223.1719,1201.3295
False,1.0,Пензенская область,1,True,13000.0,28000.0,8243.1149,5863.2479,2619.1833,1941.1206,1781.5764,1582.1462,1236.4672,1183.2858,1156.6952,917.3789,744.5394,731.2441
False,1.0,Костромская область,1,False,13000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Костромская область,1,True,14640.0,14640.0,4309.9715,3065.641,1369.4587,1014.9288,931.51,827.2365,646.4957,618.6895,604.7863,479.6581,389.2877,382.3362
False,1.0,Брянская область,1,False,12000.0,35000.0,10303.8936,7329.0598,3273.9791,2426.4008,2226.9706,1977.6828,1545.584,1479.1073,1445.8689,1146.7236,930.6743,914.0551
False,1.0,Оренбургская область,2,False,12000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Оренбургская область,2,True,15000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Вологодская область,1,False,13000.0,40000.0,11775.8784,8376.0684,3741.6904,2773.0294,2545.1092,2260.2089,1766.3818,1690.4084,1652.4217,1310.5413,1063.6277,1044.6344
False,1.0,Челябинская область,0,False,12000.0,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,1.0,Челябинская область,0,True,9300.0,35000.0,10303.8936,7329.0598,3273.9791,2426.4008,2226.9706,1977.6828,1545.584,1479.1073,1445.8689,1146.7236,930.6743,914.0551
False,1.0,Астраханская область,1,False,12000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Астраханская область,1,True,14640.0,14640.0,4309.9715,3065.641,1369.4587,1014.9288,931.51,827.2365,646.4957,618.6895,604.7863,479.6581,389.2877,382.3362
False,1.0,Республика Северная Осетия,1,False,12000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Удмуртская Республика,1,False,12000.0,45000.0,13247.8632,9423.0769,4209.4017,3119.6581,2863.2479,2542.735,1987.1795,1901.7094,1858.9744,1474.359,1196.5812,1175.2137
False,1.0,Удмуртская Республика,1,True,14640.0,21000.0,6182.3362,4397.4359,1964.3875,1455.8405,1336.1823,1186.6097,927.3504,887.4644,867.5214,688.0342,558.4046,548.433
False,1.0,Архангельская область,1,False,15000.0,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,1.0,Республика Мордовия,1,False,12000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Кировская область,1,False,12000.0,45000.0,13247.8632,9423.0769,4209.4017,3119.6581,2863.2479,2542.735,1987.1795,1901.7094,1858.9744,1474.359,1196.5812,1175.2137
False,1.0,Кировская область,1,True,14640.0,14640.0,4309.9715,3065.641,1369.4587,1014.9288,931.51,827.2365,646.4957,618.6895,604.7863,479.6581,389.2877,382.3362
False,1.0,Ульяновская область,1,False,12000.0,80000.0,23551.7569,16752.1368,7483.3808,5546.0589,5090.2184,4520.4179,3532.7635,3380.8167,3304.8433,2621.0826,2127.2555,2089.2688
False,1.0,Ульяновская область,1,True,13000.0,28000.0,8243.1149,5863.2479,2619.1833,1941.1206,1781.5764,1582.1462,1236.4672,1183.2858,1156.6952,917.3789,744.5394,731.2441
False,1.0,Псковская область,1,False,12000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Псковская область,1,True,14640.0,15000.0,4415.9544,3141.0256,1403.1339,1039.886,954.416,847.5783,662.3932,633.9031,619.6581,491.453,398.8604,391.7379
False,1.0,Ставропольский край,2,False,12000.0,38000.0,11187.0845,7957.265,3554.6059,2634.378,2417.8538,2147.1985,1678.0627,1605.8879,1569.8006,1245.0142,1010.4463,992.4027
False,1.0,Город федерального значения Севастополь,1,False,13000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,Воронежская область,2,False,12000.0,70000.0,20607.7873,14658.1197,6547.9582,4852.8015,4453.9411,3955.3656,3091.1681,2958.2146,2891.7379,2293.4473,1861.3485,1828.1102
False,1.0,Воронежская область,2,True,20000.0,20000.0,5887.9392,4188.0342,1870.8452,1386.5147,1272.5546,1130.1045,883.1909,845.2042,826.2108,655.2707,531.8139,522.3172
False,1.0,Липецкая область,1,False,12000.0,80000.0,23551.7569,16752.1368,7483.3808,5546.0589,5090.2184,4520.4179,3532.7635,3380.8167,3304.8433,2621.0826,2127.2555,2089.2688
False,1.0,Кабардино-Балкарская Республика,1,False,14640.0,21000.0,6182.3362,4397.4359,1964.3875,1455.8405,1336.1823,1186.6097,927.3504,887.4644,867.5214,688.0342,558.4046,548.433
False,1.0,Новгородская область,1,False,14640.0,45000.0,13247.8632,9423.0769,4209.4017,3119.6581,2863.2479,2542.735,1987.1795,1901.7094,1858.9744,1474.359,1196.5812,1175.2137
False,1.0,Калининградская область,1,False,12000.0,50000.0,14719.8481,10470.0855,4677.113,3466.2868,3181.3865,2825.2612,2207.9772,2113.0104,2065.5271,1638.1766,1329.5347,1305.793
False,1.0,Калининградская область,1,True,15000.0,15000.0,4415.9544,3141.0256,1403.1339,1039.886,954.416,847.5783,662.3932,633.9031,619.6581,491.453,398.8604,391.7379
False,1.0,Карачаево-Черкесская Республика,1,False,12000.0,21000.0,6182.3362,4397.4359,1964.3875,1455.8405,1336.1823,1186.6097,927.3504,887.4644,867.5214,688.0342,558.4046,548.433
False,1.0,Смоленская область,1,False,12000.0,70000.0,20607.7873,14658.1197,6547.9582,4852.8015,4453.9411,3955.3656,3091.1681,2958.2146,2891.7379,2293.4473,1861.3485,1828.1102
False,1.0,Смоленская область,1,True,21000.0,21000.0,6182.3362,4397.4359,1964.3875,1455.8405,1336.1823,1186.6097,927.3504,887.4644,867.5214,688.0342,558.4046,548.433
False,1.0,Республика Марий Эл,1,False,12000.0,40000.0,11775.8784,8376.0684,3741.6904,2773.0294,2545.1092,2260.2089,1766.3818,1690.4084,1652.4217,1310.5413,1063.6277,1044.6344
False,1.0,Республика Адыгея,1,False,15000.0,37080.0,10916.2393,7764.6154,3468.547,2570.5983,2359.3162,2095.2137,1637.4359,1567.0085,1531.7949,1214.8718,985.9829,968.3761
False,1.0,"иные территории, включая город и космодром Байконур",1,False,14640.0,14640.0,4309.9715,3065.641,1369.4587,1014.9288,931.51,827.2365,646.4957,618.6895,604.7863,479.6581,389.2877,382.3362
False,1.0,Донецкая область,1,False,20000.0,28000.0,8243.1149,5863.2479,2619.1833,1941.1206,1781.5764,1582.1462,1236.4672,1183.2858,1156.6952,917.3789,744.5394,731.2441
False,1.0,Луганская область,1,False,21000.0,21000.0,6182.3362,4397.4359,1964.3875,1455.8405,1336.1823,1186.6097,927.3504,887.4644,867.5214,688.0342,558.4046,548.433
False,1.0,Омская область,1,False,15000.0,51000.0,15014.245,10679.4872,4770.6553,3535.6125,3245.0142,2881.7664,2252.1368,2155.2707,2106.8376,1670.9402,1356.1254,1331.9088
False,1.0,Омская область,1,True,15000.0,15000.0,4415.9544,3141.0256,1403.1339,1039.886,954.416,847.5783,662.3932,633.9031,619.6581,491.453,398.8604,391.7379
False,1.0,Город федерального значения Санкт-Петербург,0,False,15000.0,100000.0,29439.6961,20940.1709,9354.226,6932.5736,6362.773,5650.5223,4415.9544,4226.0209,4131.0541,3276.3533,2659.0693,2611.5859
False,1.0,Город федерального значения Санкт-Петербург,0,True,17000.0,45500.0,13395.0617,9527.7778,4256.1728,3154.321,2895.0617,2570.9877,2009.2593,1922.8395,1879.6296,1490.7407,1209.8765,1188.2716
False,1.0,Иркутская область,1,False,15000.0,126000.0,37094.0171,26384.6154,11786.3248,8735.0427,8017.094,7119.6581,5564.1026,5324.7863,5205.1282,4128.2051,3350.4274,3290.5983
False,1.0,Иркутская область,1,True,17000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Пермский край,1,False,17000.0,70000.0,20607.7873,14658.1197,6547.9582,4852.8015,4453.9411,3955.3656,3091.1681,2958.2146,2891.7379,2293.4473,1861.3485,1828.1102
False,1.0,Пермский край,1,True,25000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Новосибирская область,0,False,15000.0,90000.0,26495.7265,18846.1538,8418.8034,6239.3162,5726.4957,5085.4701,3974.359,3803.4188,3717.9487,2948.7179,2393.1624,2350.4274
False,1.0,Новосибирская область,0,True,15000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Владимирская область,1,False,15000.0,60000.0,17663.8177,12564.1026,5612.5356,4159.5442,3817.6638,3390.3134,2649.5726,2535.6125,2478.6325,1965.812,1595.4416,1566.9516
False,1.0,Московская область,2,False,15000.0,120000.0,35327.6353,25128.2051,11225.0712,8319.0883,7635.3276,6780.6268,5299.1453,5071.2251,4957.265,3931.6239,3190.8832,3133.9031
False,1.0,Московская область,2,True,20000.0,51000.0,15014.245,10679.4872,4770.6553,3535.6125,3245.0142,2881.7664,2252.1368,2155.2707,2106.8376,1670.9402,1356.1254,1331.9088
False,1.0,Тульская область,1,False,15000.0,51000.0,15014.245,10679.4872,4770.6553,3535.6125,3245.0142,2881.7664,2252.1368,2155.2707,2106.8376,1670.9402,1356.1254,1331.9088
False,1.0,Тульская область,1,True,17000.0,17000.0,5004.7483,3559.8291,1590.2184,1178.5375,1081.6714,960.5888,750.7123,718.4236,702.2792,556.9801,452.0418,443.9696
False,1.0,Тюменская область,1,False,15000.0,80000.0,23551.7569,16752.1368,7483.3808,5546.0589,5090.2184,4520.4179,3532.7635,3380.8167,3304.8433,2621.0826,2127.2555,2089.2688
False,1.0,Тюменская область,1,True,3500.0,3500.0,1030.3894,732.906,327.3979,242.6401,222.6971,197.7683,154.5584,147.9107,144.5869,114.6724,93.0674,91.4055
False,1.0,Хабаровский край,1,False,15000.0,90000.0,26495.7265,18846.1538,8418.8034,6239.3162,5726.4957,5085.4701,3974.359,3803.4188,3717.9487,2948.7179,2393.1624,2350.4274
False,1.0,Хабаровский край,1,True,15000.0,15000.0,4415.9544,3141.0256,1403.1339,1039.886,954.416,847.5783,662.3932,633.9031,619.6581,491.453,398.8604,391.7379
False,1.0,Томская область,1,False,15000.0,51000.0,15014.245,10679.4872,4770.6553,3535.6125,3245.0142,2881.7664,2252.1368,2155.2707,2106.8376,1670.9402,1356.1254,1331.9088
False,1.0,Томская область,1,True,25000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Ленинградская область,1,False,15000.0,74450.0,21917.8538,15589.9573,6964.2213,5161.301,4737.0845,4206.8139,3287.6781,3146.2726,3075.5698,2439.245,1979.6771,1944.3257
False,1.0,Ленинградская область,1,True,20000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Рязанская область,1,False,15000.0,80000.0,23551.7569,16752.1368,7483.3808,5546.0589,5090.2184,4520.4179,3532.7635,3380.8167,3304.8433,2621.0826,2127.2555,2089.2688
False,1.0,Забайкальский край,1,False,15000.0,51000.0,15014.245,10679.4872,4770.6553,3535.6125,3245.0142,2881.7664,2252.1368,2155.2707,2106.8376,1670.9402,1356.1254,1331.9088
False,1.0,Забайкальский край,1,True,25000.0,25000.0,7359.924,5235.0427,2338.5565,1733.1434,1590.6933,1412.6306,1103.9886,1056.5052,1032.7635,819.0883,664.7673,652.8965
False,1.0,Сахалинская область,1,False,15000.0,70000.0,20607.7873,14658.1197,6547.9582,4852.8015,4453.9411,3955.3656,3091.1681,2958.2146,2891.7379,2293.4473,1861.3485,1828.1102
False,1.0,Амурская область,1,False,15000.0,90000.0,26495.7265,18846.1538,8418.8034,6239.3162,5726.4957,5085.4701,3974.359,3803.4188,3717.9487,2948.7179,2393.1624,2350.4274
False,1.0,Мурманская область,1,False,15000.0,51000.0,15014.245,10679.4872,4770.6553,3535.6125,3245.0142,2881.7664,2252.1368,2155.2707,2106.8376,1670.9402,1356.1254,1331.9088
False,1.0,Калужская область,1,False,15000.0,65000.0,19135.8025,13611.1111,6080.2469,4506.1728,4135.8025,3672.8395,2870.3704,2746.9136,2685.1852,2129.6296,1728.3951,1697.5309
False,1.0,Республика Хакасия,1,False,15000.0,51000.0,15014.245,10679.4872,4770.6553,3535.6125,3245.0142,2881.7664,2252.1368,2155.2707,2106.8376,1670.9402,1356.1254,1331.9088
False,1.0,Ханты-Мансийский автономный округ — Югра,1,False,17000.0,60000.0,17663.8177,12564.1026,5612.5356,4159.5442,3817.6638,3390.3134,2649.5726,2535.6125,2478.6325,1965.812,1595.4416,1566.9516
False,1.0,Приморский край,1,False,15000.0,80000.0,23551.7569,16752.1368,7483.3808,5546.0589,5090.2184,4520.4179,3532.7635,3380.8167,3304.8433,2621.0826,2127.2555,2089.2688
False,1.0,Приморский край,1,True,20000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Республика Коми,1,False,15000.0,97800.0,28792.0228,20479.4872,9148.433,6780.057,6222.792,5526.2108,4318.8034,4133.0484,4040.1709,3204.2735,2600.5698,2554.1311
False,1.0,Республика Коми,1,True,30000.0,30000.0,8831.9088,6282.0513,2806.2678,2079.7721,1908.8319,1695.1567,1324.7863,1267.8063,1239.3162,982.906,797.7208,783.4758
False,1.0,Республика Калмыкия,1,False,15000.0,44500.0,13100.6648,9318.3761,4162.6306,3084.9953,2831.434,2514.4824,1965.0997,1880.5793,1838.3191,1457.9772,1183.2858,1162.1557
False,1.0,Республика Бурятия,1,False,17000.0,51000.0,15014.245,10679.4872,4770.6553,3535.6125,3245.0142,2881.7664,2252.1368,2155.2707,2106.8376,1670.9402,1356.1254,1331.9088
False,1.0,Республика Алтай,1,False,15000.0,48000.0,14131.0541,10051.2821,4490.0285,3327.6353,3054.1311,2712.2507,2119.6581,2028.49,1982.906,1572.6496,1276.3533,1253.5613
False,1.0,Республика Тыва,1,False,17000.0,20621.0,6070.7597,4318.0726,1928.9349,1429.566,1312.0674,1165.1942,910.614,871.4478,851.8647,675.6168,548.3267,538.5351
False,1.0,Еврейская автономная область,1,False,15000.0,28792.75,8476.4981,6029.2511,2693.3389,1996.0786,1832.0173,1626.9408,1271.4747,1216.7876,1189.4441,943.3522,765.6192,751.9474
False,1.0,Республика Дагестан,1,False,20000.0,20621.0,6070.7597,4318.0726,1928.9349,1429.566,1312.0674,1165.1942,910.614,871.4478,851.8647,675.6168,548.3267,538.5351
False,1.0,Чеченская Республика,1,False,20621.0,25000.0,7359.924,5235.0427,2338.5565,1733.1434,1590.6933,1412.6306,1103.9886,1056.5052,1032.7635,819.0883,664.7673,652.8965
False,1.0,Город федерального значения Москва,0,False,20000.0,80000.0,23551.7569,16752.1368,7483.3808,5546.0589,5090.2184,4520.4179,3532.7635,3380.8167,3304.8433,2621.0826,2127.2555,2089.2688
False,1.0,Город федерального значения Москва,0,True,3000.0,60000.0,17663.8177,12564.1026,5612.5356,4159.5442,3817.6638,3390.3134,2649.5726,2535.6125,2478.6325,1965.812,1595.4416,1566.9516
