,0
Шлифовальные работы (3779_35),220.0
"Ответственность , добросовестность (СК) (614_4)",179.0
Доводочные операции (3452_35),146.0
"Личные установки и ценности, мировоззрение (2043_4)",137.0
Работа на шлифовальных станках определенной группы (3780_35),136.0
Дисциплинированность (СК) (593_4),133.0
Чтение схем/чертежей (ОПТ) (3032_36),86.0
Шлифовальные работы по металлу (3784_35),83.0
Кропотливость (СК) (623_4),65.0
Аккуратность (СК) (575_4),50.0
Использование контрольно-измерительных инструментов (3479_35),45.0
Внимательность (СК) (536_4),34.0
Установка деталей различными способами (3545_35),21.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",14.0
Обработка деталей и заготовок (3894_35),12.0
Высокая работоспособность (СК) (586_4),10.0
Наладка и настройка шлифовальных станков (3806_35),10.0
Механическая обработка металлов (3498_35),7.0
