,0
"Ответственность , добросовестность (СК) (614_4)",576.0
Дисциплинированность (СК) (593_4),429.0
"Личные установки и ценности, мировоззрение (2043_4)",287.0
Шлифовальные работы (3779_35),244.0
Доводочные операции (3452_35),154.0
Внимательность (СК) (536_4),96.0
Аккуратность (СК) (575_4),95.0
Высокая работоспособность (СК) (586_4),75.0
Шлифовальные работы по металлу (3784_35),55.0
Кропотливость (СК) (623_4),55.0
Работа на шлифовальных станках определенной группы (3780_35),51.0
Чтение схем/чертежей (ОПТ) (3032_36),40.0
Установка деталей различными способами (3545_35),32.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",31.0
Механическая обработка металлов (3498_35),12.0
Использование контрольно-измерительных инструментов (3479_35),9.0
Обработка деталей и заготовок (3894_35),2.0
Наладка и настройка шлифовальных станков (3806_35),0.0
