,0
Шлифовальные работы (3779_35),63.0
Работа на шлифовальных станках определенной группы (3780_35),40.0
Чтение схем/чертежей (ОПТ) (3032_36),35.0
"Личные установки и ценности, мировоззрение (2043_4)",28.0
Доводочные операции (3452_35),19.0
Использование контрольно-измерительных инструментов (3479_35),11.0
"Ответственность , добросовестность (СК) (614_4)",8.0
Наладка и настройка шлифовальных станков (3806_35),6.0
Кропотливость (СК) (623_4),6.0
Дисциплинированность (СК) (593_4),3.0
Шлифовальные работы по металлу (3784_35),3.0
Обработка деталей и заготовок (3894_35),0.0
Установка деталей различными способами (3545_35),0.0
Механическая обработка металлов (3498_35),0.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",0.0
Внимательность (СК) (536_4),0.0
Аккуратность (СК) (575_4),0.0
Высокая работоспособность (СК) (586_4),0.0
