,0
Шлифовальные работы (3779_35),171.0
"Ответственность , добросовестность (СК) (614_4)",141.0
Работа на шлифовальных станках определенной группы (3780_35),117.0
Дисциплинированность (СК) (593_4),109.0
Доводочные операции (3452_35),91.0
"Личные установки и ценности, мировоззрение (2043_4)",84.0
Шлифовальные работы по металлу (3784_35),60.0
Чтение схем/чертежей (ОПТ) (3032_36),48.0
Кропотливость (СК) (623_4),37.0
Использование контрольно-измерительных инструментов (3479_35),21.0
Механическая обработка металлов (3498_35),17.0
Внимательность (СК) (536_4),14.0
Аккуратность (СК) (575_4),11.0
Высокая работоспособность (СК) (586_4),9.0
Установка деталей различными способами (3545_35),8.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",8.0
Обработка деталей и заготовок (3894_35),7.0
Наладка и настройка шлифовальных станков (3806_35),2.0
