,0
"Ответственность , добросовестность (СК) (614_4)",561.0
"Личные установки и ценности, мировоззрение (2043_4)",424.0
Шлифовальные работы (3779_35),407.0
Дисциплинированность (СК) (593_4),337.0
Доводочные операции (3452_35),256.0
Работа на шлифовальных станках определенной группы (3780_35),181.0
Шлифовальные работы по металлу (3784_35),129.0
Чтение схем/чертежей (ОПТ) (3032_36),122.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",85.0
Кропотливость (СК) (623_4),76.0
Аккуратность (СК) (575_4),72.0
Внимательность (СК) (536_4),72.0
Использование контрольно-измерительных инструментов (3479_35),64.0
Установка деталей различными способами (3545_35),51.0
Высокая работоспособность (СК) (586_4),41.0
Наладка и настройка шлифовальных станков (3806_35),29.0
Механическая обработка металлов (3498_35),22.0
Обработка деталей и заготовок (3894_35),3.0
