,0
"Ответственность , добросовестность (СК) (614_4)",160.0
Шлифовальные работы (3779_35),138.0
Дисциплинированность (СК) (593_4),127.0
"Личные установки и ценности, мировоззрение (2043_4)",119.0
Доводочные операции (3452_35),93.0
Внимательность (СК) (536_4),81.0
Аккуратность (СК) (575_4),72.0
Работа на шлифовальных станках определенной группы (3780_35),48.0
Кропотливость (СК) (623_4),38.0
Чтение схем/чертежей (ОПТ) (3032_36),28.0
Шлифовальные работы по металлу (3784_35),23.0
Установка деталей различными способами (3545_35),12.0
Высокая работоспособность (СК) (586_4),10.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",9.0
Использование контрольно-измерительных инструментов (3479_35),5.0
Наладка и настройка шлифовальных станков (3806_35),4.0
Механическая обработка металлов (3498_35),3.0
Обработка деталей и заготовок (3894_35),3.0
