,0
Шлифовальные работы (3779_35),281.0
"Личные установки и ценности, мировоззрение (2043_4)",234.0
Работа на шлифовальных станках определенной группы (3780_35),222.0
Доводочные операции (3452_35),133.0
Шлифовальные работы по металлу (3784_35),74.0
Чтение схем/чертежей (ОПТ) (3032_36),56.0
"Ответственность , добросовестность (СК) (614_4)",42.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",38.0
Кропотливость (СК) (623_4),34.0
Внимательность (СК) (536_4),26.0
Высокая работоспособность (СК) (586_4),25.0
Аккуратность (СК) (575_4),22.0
Установка деталей различными способами (3545_35),19.0
Использование контрольно-измерительных инструментов (3479_35),18.0
Дисциплинированность (СК) (593_4),10.0
Наладка и настройка шлифовальных станков (3806_35),6.0
Механическая обработка металлов (3498_35),1.0
Обработка деталей и заготовок (3894_35),0.0
